# event_ticker=KXATPCHALLENGERMATCH-26MAY07DIASAI
# final_score=6-4 6-4
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-07
timestamp,Facundo Diaz Acosta,Nikolas Sanchez Izquierdo
2026-05-07T06:42:00Z,65.12,
2026-05-07T09:34:00Z,66.00,
2026-05-07T10:26:00Z,66.00,
2026-05-07T12:55:00Z,66.00,34.00
2026-05-07T13:06:00Z,66.00,34.00
2026-05-07T13:09:00Z,66.00,35.00
2026-05-07T14:08:00Z,66.00,35.00
2026-05-07T14:19:00Z,66.00,35.00
2026-05-07T14:29:00Z,66.00,35.00
2026-05-07T14:33:00Z,66.00,35.00
2026-05-07T14:37:00Z,66.00,35.00
2026-05-07T14:43:00Z,66.00,35.00
2026-05-07T14:51:00Z,65.00,35.00
2026-05-07T14:57:00Z,65.00,35.00
2026-05-07T15:05:00Z,65.00,35.00
2026-05-07T15:07:00Z,65.00,34.00
2026-05-07T15:08:00Z,65.00,35.00
2026-05-07T15:12:00Z,65.00,35.00
2026-05-07T15:14:00Z,64.00,35.00
2026-05-07T15:17:00Z,64.00,36.00
2026-05-07T15:21:00Z,64.00,36.00
2026-05-07T15:22:00Z,64.00,36.00
2026-05-07T15:32:00Z,64.00,36.00
2026-05-07T15:37:00Z,64.00,36.00
2026-05-07T15:40:00Z,64.00,36.00
2026-05-07T16:17:00Z,64.00,36.86
2026-05-07T16:19:00Z,64.00,36.86
2026-05-07T16:24:00Z,64.00,37.00
2026-05-07T16:27:00Z,64.00,37.00
2026-05-07T16:29:00Z,64.00,37.00
2026-05-07T16:59:00Z,64.00,37.00
2026-05-07T17:13:00Z,64.00,36.00
2026-05-07T17:14:00Z,64.00,37.00
2026-05-07T17:16:00Z,64.00,37.00
2026-05-07T17:17:00Z,64.00,37.00
2026-05-07T17:18:00Z,64.00,37.00
2026-05-07T17:21:00Z,64.00,37.00
2026-05-07T17:27:00Z,64.00,37.00
2026-05-07T17:34:00Z,64.00,37.00
2026-05-07T17:40:00Z,64.00,37.00
2026-05-07T17:42:00Z,64.00,37.00
2026-05-07T17:45:00Z,64.00,37.00
2026-05-07T17:46:00Z,63.00,37.00
2026-05-07T17:48:00Z,64.00,37.00
2026-05-07T17:50:00Z,64.00,37.00
2026-05-07T17:52:00Z,64.00,37.00
2026-05-07T17:54:00Z,64.00,37.00
2026-05-07T17:55:00Z,64.00,37.00
2026-05-07T17:57:00Z,64.00,37.00
2026-05-07T18:00:00Z,64.00,37.00
2026-05-07T18:01:00Z,65.00,37.00
2026-05-07T18:02:00Z,65.00,37.00
2026-05-07T18:04:00Z,65.00,37.00
2026-05-07T18:06:00Z,65.90,37.00
2026-05-07T18:07:00Z,65.90,37.00
2026-05-07T18:13:00Z,67.32,35.29
2026-05-07T18:17:00Z,67.85,35.29
2026-05-07T18:18:00Z,68.00,35.29
2026-05-07T18:19:00Z,68.00,35.00
2026-05-07T18:20:00Z,67.99,35.00
2026-05-07T18:21:00Z,66.00,35.00
2026-05-07T18:22:00Z,67.00,32.00
2026-05-07T18:23:00Z,70.78,32.00
2026-05-07T18:24:00Z,74.54,24.00
2026-05-07T18:25:00Z,77.77,24.00
2026-05-07T18:26:00Z,80.99,21.00
2026-05-07T18:27:00Z,81.00,21.00
2026-05-07T18:28:00Z,81.00,21.00
2026-05-07T18:29:00Z,81.00,21.00
2026-05-07T18:30:00Z,81.00,20.00
2026-05-07T18:33:00Z,81.00,24.00
2026-05-07T18:34:00Z,73.47,29.74
2026-05-07T18:35:00Z,66.00,32.10
2026-05-07T18:36:00Z,66.00,33.78
2026-05-07T18:37:00Z,75.00,28.76
2026-05-07T18:38:00Z,75.00,33.04
2026-05-07T18:39:00Z,66.00,34.00
2026-05-07T18:40:00Z,69.97,34.00
2026-05-07T18:41:00Z,71.13,34.00
2026-05-07T18:43:00Z,71.13,23.00
2026-05-07T18:44:00Z,76.50,24.62
2026-05-07T18:45:00Z,80.75,21.00
2026-05-07T18:46:00Z,80.02,18.00
2026-05-07T18:47:00Z,77.59,18.00
2026-05-07T18:48:00Z,77.59,28.00
2026-05-07T18:49:00Z,73.52,27.95
2026-05-07T18:50:00Z,80.00,22.19
2026-05-07T18:51:00Z,82.00,19.00
2026-05-07T18:52:00Z,82.00,19.00
2026-05-07T18:53:00Z,82.00,19.00
2026-05-07T18:54:00Z,80.71,20.90
2026-05-07T18:55:00Z,80.98,21.00
2026-05-07T18:56:00Z,80.98,21.00
2026-05-07T18:57:00Z,79.10,22.00
2026-05-07T18:58:00Z,80.80,20.40
2026-05-07T18:59:00Z,80.23,20.00
2026-05-07T19:00:00Z,79.13,20.38
2026-05-07T19:01:00Z,80.79,20.38
2026-05-07T19:02:00Z,76.59,21.61
2026-05-07T19:03:00Z,72.77,30.57
2026-05-07T19:04:00Z,67.00,33.79
2026-05-07T19:05:00Z,67.61,34.52
2026-05-07T19:06:00Z,65.34,35.85
2026-05-07T19:07:00Z,68.59,35.52
2026-05-07T19:08:00Z,70.30,28.25
2026-05-07T19:09:00Z,79.47,18.59
2026-05-07T19:10:00Z,82.91,17.08
2026-05-07T19:11:00Z,83.00,18.00
2026-05-07T19:13:00Z,83.00,18.00
2026-05-07T19:14:00Z,82.00,18.00
2026-05-07T19:15:00Z,82.00,18.00
2026-05-07T19:16:00Z,84.00,18.00
2026-05-07T19:17:00Z,84.02,17.25
2026-05-07T19:18:00Z,85.00,15.01
2026-05-07T19:19:00Z,87.00,15.01
2026-05-07T19:20:00Z,86.28,14.30
2026-05-07T19:21:00Z,87.25,12.70
2026-05-07T19:22:00Z,89.00,13.74
2026-05-07T19:23:00Z,89.94,9.14
2026-05-07T19:24:00Z,93.48,7.02
2026-05-07T19:25:00Z,93.05,6.78
2026-05-07T19:26:00Z,94.00,6.00
2026-05-07T19:27:00Z,91.81,9.38
2026-05-07T19:28:00Z,88.09,12.08
2026-05-07T19:29:00Z,85.92,12.08
2026-05-07T19:30:00Z,86.93,14.60
2026-05-07T19:31:00Z,90.99,13.57
2026-05-07T19:32:00Z,87.60,13.65
2026-05-07T19:33:00Z,90.00,12.28
2026-05-07T19:34:00Z,90.75,11.95
2026-05-07T19:35:00Z,90.88,12.00
2026-05-07T19:36:00Z,90.51,10.33
2026-05-07T19:37:00Z,91.00,11.23
2026-05-07T19:38:00Z,91.00,11.00
2026-05-07T19:39:00Z,94.69,6.78
2026-05-07T19:40:00Z,94.67,6.78
