# event_ticker=KXATPCHALLENGERMATCH-26APR03HUEDIA
# final_score=4-6 6-1 6-4
# score_resolution=6-4 1-6 4-6
# match_winner=Facundo Diaz Acosta
# fav_player=Connor Huertas Del Pino
# dog_player=Facundo Diaz Acosta
# kalshi_date=2026-04-03
timestamp,Connor Huertas Del Pino,Facundo Diaz Acosta
2026-04-03T14:13:00Z,23.95,83.89
2026-04-03T14:14:00Z,33.66,76.49
2026-04-03T14:15:00Z,38.22,66.39
2026-04-03T14:16:00Z,31.87,69.83
2026-04-03T14:17:00Z,25.42,77.71
2026-04-03T14:18:00Z,29.25,63.55
2026-04-03T14:19:00Z,28.27,73.45
2026-04-03T14:20:00Z,32.46,73.45
2026-04-03T14:21:00Z,30.76,72.80
2026-04-03T14:22:00Z,33.86,68.23
2026-04-03T14:23:00Z,32.27,70.10
2026-04-03T14:24:00Z,28.13,75.36
2026-04-03T14:25:00Z,26.99,75.00
2026-04-03T14:26:00Z,27.19,75.00
2026-04-03T14:27:00Z,24.50,77.46
2026-04-03T14:28:00Z,19.83,79.88
2026-04-03T14:29:00Z,17.87,82.03
2026-04-03T14:30:00Z,22.69,78.87
2026-04-03T14:31:00Z,23.33,77.10
2026-04-03T14:32:00Z,26.50,81.00
2026-04-03T14:33:00Z,29.64,72.91
2026-04-03T14:34:00Z,31.46,71.83
2026-04-03T14:35:00Z,31.50,69.50
2026-04-03T14:36:00Z,35.27,69.79
2026-04-03T14:37:00Z,29.34,70.58
2026-04-03T14:38:00Z,31.80,70.58
2026-04-03T14:39:00Z,31.61,66.83
2026-04-03T14:40:00Z,34.85,74.45
2026-04-03T14:41:00Z,36.32,64.11
2026-04-03T14:42:00Z,39.88,61.05
2026-04-03T14:43:00Z,39.00,62.98
2026-04-03T14:44:00Z,39.47,64.74
2026-04-03T14:45:00Z,35.58,66.00
2026-04-03T14:46:00Z,33.21,67.71
2026-04-03T14:47:00Z,34.74,67.94
2026-04-03T14:48:00Z,33.20,65.00
2026-04-03T14:49:00Z,40.48,62.86
2026-04-03T14:50:00Z,43.20,59.70
2026-04-03T14:51:00Z,46.90,52.98
2026-04-03T14:52:00Z,45.55,53.90
2026-04-03T14:53:00Z,39.31,60.37
2026-04-03T14:54:00Z,41.00,60.94
2026-04-03T14:55:00Z,42.13,59.45
2026-04-03T14:56:00Z,39.54,57.97
2026-04-03T14:57:00Z,28.04,66.06
2026-04-03T14:58:00Z,34.11,66.82
2026-04-03T14:59:00Z,35.66,68.45
2026-04-03T15:00:00Z,43.05,59.92
2026-04-03T15:01:00Z,42.31,56.80
2026-04-03T15:02:00Z,42.14,58.52
2026-04-03T15:03:00Z,38.62,59.71
2026-04-03T15:04:00Z,39.15,60.80
2026-04-03T15:05:00Z,40.00,60.97
2026-04-03T15:06:00Z,40.89,60.04
2026-04-03T15:07:00Z,40.67,62.11
2026-04-03T15:08:00Z,38.03,64.75
2026-04-03T15:09:00Z,45.18,60.33
2026-04-03T15:10:00Z,51.02,53.67
2026-04-03T15:11:00Z,54.88,54.67
2026-04-03T15:12:00Z,50.58,51.06
2026-04-03T15:13:00Z,46.40,50.42
2026-04-03T15:14:00Z,52.37,48.11
2026-04-03T15:15:00Z,45.51,47.00
2026-04-03T15:16:00Z,43.74,60.44
2026-04-03T15:17:00Z,42.00,57.00
2026-04-03T15:18:00Z,39.28,58.80
2026-04-03T15:19:00Z,38.89,62.98
2026-04-03T15:20:00Z,33.74,67.37
2026-04-03T15:21:00Z,36.27,62.01
2026-04-03T15:22:00Z,41.44,58.54
2026-04-03T15:23:00Z,44.63,57.23
2026-04-03T15:24:00Z,45.80,55.86
2026-04-03T15:25:00Z,46.10,54.93
2026-04-03T15:26:00Z,43.13,56.82
2026-04-03T15:27:00Z,47.37,57.51
2026-04-03T15:28:00Z,45.54,54.50
2026-04-03T15:29:00Z,43.61,56.68
2026-04-03T15:30:00Z,41.04,57.00
2026-04-03T15:31:00Z,47.02,56.89
2026-04-03T15:32:00Z,40.10,59.35
2026-04-03T15:33:00Z,42.63,59.44
2026-04-03T15:34:00Z,28.27,71.77
2026-04-03T15:35:00Z,28.27,71.31
2026-04-03T15:36:00Z,29.07,73.93
2026-04-03T15:37:00Z,27.62,73.88
2026-04-03T15:38:00Z,25.53,73.12
2026-04-03T15:39:00Z,25.84,72.32
2026-04-03T15:40:00Z,26.02,75.36
2026-04-03T15:41:00Z,29.70,70.43
2026-04-03T15:42:00Z,26.00,72.90
2026-04-03T15:43:00Z,20.76,77.51
2026-04-03T15:44:00Z,22.47,78.26
2026-04-03T15:45:00Z,21.50,79.98
2026-04-03T15:46:00Z,21.67,80.07
2026-04-03T15:47:00Z,30.62,71.19
2026-04-03T15:48:00Z,28.32,72.24
2026-04-03T15:49:00Z,28.21,76.06
2026-04-03T15:50:00Z,22.51,80.65
2026-04-03T15:51:00Z,18.04,82.94
2026-04-03T15:52:00Z,21.37,78.00
2026-04-03T15:53:00Z,29.22,74.51
2026-04-03T15:54:00Z,32.18,69.06
2026-04-03T15:55:00Z,25.43,79.00
2026-04-03T15:56:00Z,23.64,80.38
2026-04-03T15:57:00Z,29.45,75.61
2026-04-03T15:58:00Z,28.52,73.31
2026-04-03T15:59:00Z,26.74,74.35
2026-04-03T16:00:00Z,28.99,71.54
2026-04-03T16:01:00Z,24.94,76.92
2026-04-03T16:02:00Z,26.49,76.07
2026-04-03T16:03:00Z,29.31,74.90
2026-04-03T16:04:00Z,37.40,63.25
2026-04-03T16:05:00Z,38.24,67.02
2026-04-03T16:06:00Z,35.04,67.26
2026-04-03T16:07:00Z,27.47,75.61
2026-04-03T16:08:00Z,24.87,75.86
2026-04-03T16:09:00Z,24.91,78.34
2026-04-03T16:10:00Z,25.55,76.91
2026-04-03T16:11:00Z,27.40,74.96
2026-04-03T16:12:00Z,32.35,71.06
2026-04-03T16:13:00Z,33.41,68.57
2026-04-03T16:14:00Z,33.50,67.32
2026-04-03T16:15:00Z,31.83,69.18
2026-04-03T16:16:00Z,42.06,60.48
2026-04-03T16:17:00Z,42.29,56.94
2026-04-03T16:18:00Z,48.86,51.48
2026-04-03T16:19:00Z,43.82,56.19
2026-04-03T16:20:00Z,64.15,40.38
2026-04-03T16:21:00Z,73.17,25.89
2026-04-03T16:22:00Z,69.24,40.72
2026-04-03T16:23:00Z,54.14,46.65
2026-04-03T16:24:00Z,47.42,54.74
2026-04-03T16:25:00Z,35.92,64.69
2026-04-03T16:26:00Z,37.21,64.89
2026-04-03T16:27:00Z,39.25,66.31
2026-04-03T16:28:00Z,40.82,65.86
2026-04-03T16:29:00Z,31.17,69.28
2026-04-03T16:30:00Z,30.07,68.69
2026-04-03T16:31:00Z,35.39,67.34
2026-04-03T16:32:00Z,28.35,72.71
2026-04-03T16:33:00Z,27.10,74.84
2026-04-03T16:34:00Z,9.85,92.20
2026-04-03T16:35:00Z,6.95,93.60
2026-04-03T16:36:00Z,6.07,95.46
2026-04-03T16:37:00Z,7.59,95.01
2026-04-03T16:38:00Z,4.00,96.09
2026-04-03T16:39:00Z,4.42,96.25
2026-04-03T16:40:00Z,6.47,93.76
2026-04-03T16:41:00Z,6.56,94.40
2026-04-03T16:42:00Z,6.12,94.22
2026-04-03T16:43:00Z,2.82,97.25
2026-04-03T16:44:00Z,1.00,99.00
2026-04-03T16:45:00Z,1.00,99.00
2026-04-03T16:46:00Z,1.00,99.00
