# event_ticker=KXATPMATCH-26MAR18OCOFUC
# final_score=7-6(6) 6-3
# score_resolution=6-7 3-6
# match_winner=Marton Fucsovics
# fav_player=Christopher O'Connell
# dog_player=Marton Fucsovics
# kalshi_date=2026-03-18
timestamp,Christopher O'Connell,Marton Fucsovics
2026-03-20T07:31:00Z,,64.00
2026-03-20T08:14:00Z,37.00,64.00
2026-03-20T08:26:00Z,37.00,64.00
2026-03-20T08:33:00Z,37.00,64.00
2026-03-20T09:25:00Z,37.00,65.00
2026-03-20T10:44:00Z,37.00,65.00
2026-03-20T11:12:00Z,37.00,65.00
2026-03-20T11:14:00Z,37.00,65.00
2026-03-20T11:20:00Z,37.00,65.00
2026-03-20T11:29:00Z,37.00,65.00
2026-03-20T11:37:00Z,37.00,65.00
2026-03-20T11:40:00Z,37.00,65.00
2026-03-20T11:45:00Z,37.00,65.00
2026-03-20T12:02:00Z,37.00,65.00
2026-03-20T12:27:00Z,37.00,65.00
2026-03-20T12:28:00Z,37.00,65.00
2026-03-20T12:39:00Z,37.00,65.00
2026-03-20T12:47:00Z,37.00,65.00
2026-03-20T13:18:00Z,37.00,65.00
2026-03-20T13:22:00Z,37.00,65.00
2026-03-20T13:27:00Z,37.00,65.00
2026-03-20T13:36:00Z,37.00,65.00
2026-03-20T13:38:00Z,37.00,65.00
2026-03-20T13:56:00Z,37.00,65.00
2026-03-20T13:57:00Z,37.00,65.00
2026-03-20T14:07:00Z,37.00,65.00
2026-03-20T14:12:00Z,37.00,65.00
2026-03-20T14:17:00Z,37.00,65.00
2026-03-20T14:25:00Z,37.00,65.00
2026-03-20T14:29:00Z,37.00,65.00
2026-03-20T14:49:00Z,37.00,65.00
2026-03-20T14:50:00Z,36.00,65.00
2026-03-20T15:02:00Z,36.00,65.00
2026-03-20T15:03:00Z,36.00,65.00
2026-03-20T15:10:00Z,36.00,65.00
2026-03-20T15:16:00Z,36.00,64.00
2026-03-20T15:23:00Z,37.00,64.00
2026-03-20T15:24:00Z,37.00,64.00
2026-03-20T15:25:00Z,37.00,64.00
2026-03-20T15:26:00Z,37.00,64.00
2026-03-20T15:28:00Z,37.00,64.00
2026-03-20T15:29:00Z,37.00,64.00
2026-03-20T15:33:00Z,37.00,64.00
2026-03-20T15:35:00Z,37.00,64.00
2026-03-20T15:36:00Z,37.00,64.00
2026-03-20T15:39:00Z,37.00,64.00
2026-03-20T15:43:00Z,37.00,64.00
2026-03-20T15:44:00Z,37.00,64.00
2026-03-20T15:47:00Z,37.00,64.00
2026-03-20T15:49:00Z,37.00,64.00
2026-03-20T15:59:00Z,37.00,64.00
2026-03-20T16:03:00Z,37.00,64.00
2026-03-20T16:06:00Z,37.00,64.00
2026-03-20T16:08:00Z,37.00,64.00
2026-03-20T16:13:00Z,37.00,64.00
2026-03-20T16:15:00Z,37.00,64.00
2026-03-20T16:16:00Z,37.00,64.00
2026-03-20T16:23:00Z,37.00,64.00
2026-03-20T16:29:00Z,37.00,64.00
2026-03-20T16:39:00Z,37.00,64.00
2026-03-20T16:45:00Z,37.00,64.00
2026-03-20T16:51:00Z,37.00,64.00
2026-03-20T16:59:00Z,37.00,64.00
2026-03-20T17:12:00Z,37.00,64.00
2026-03-20T17:19:00Z,37.00,64.00
2026-03-20T17:21:00Z,37.00,64.00
2026-03-20T17:28:00Z,37.00,64.00
2026-03-20T17:42:00Z,37.00,64.00
2026-03-20T17:43:00Z,37.00,64.45
2026-03-20T17:50:00Z,37.00,64.00
2026-03-20T17:58:00Z,37.00,63.00
2026-03-20T18:04:00Z,37.00,63.00
2026-03-20T18:06:00Z,37.00,63.00
2026-03-20T18:08:00Z,37.00,64.00
2026-03-20T18:09:00Z,37.00,64.00
2026-03-20T18:11:00Z,37.00,64.00
2026-03-20T18:14:00Z,37.00,64.00
2026-03-20T18:15:00Z,37.00,64.00
2026-03-20T18:16:00Z,37.00,64.00
2026-03-20T18:17:00Z,37.00,64.00
2026-03-20T18:18:00Z,37.00,64.00
2026-03-20T18:20:00Z,37.00,64.00
2026-03-20T18:21:00Z,37.00,64.00
2026-03-20T18:23:00Z,37.00,64.00
2026-03-20T18:24:00Z,37.00,64.00
2026-03-20T18:25:00Z,37.00,64.00
2026-03-20T18:27:00Z,37.00,63.91
2026-03-20T18:29:00Z,37.00,63.91
2026-03-20T18:31:00Z,37.00,64.00
2026-03-20T18:32:00Z,37.00,64.00
2026-03-20T18:33:00Z,37.00,64.00
2026-03-20T18:38:00Z,37.00,65.75
2026-03-20T18:41:00Z,37.00,63.00
2026-03-20T18:42:00Z,37.00,63.00
2026-03-20T18:44:00Z,38.00,63.00
2026-03-20T18:45:00Z,37.33,63.00
2026-03-20T18:50:00Z,37.33,65.00
2026-03-20T18:52:00Z,37.33,66.00
2026-03-20T18:55:00Z,36.00,66.00
2026-03-20T19:06:00Z,36.00,66.00
2026-03-20T19:07:00Z,36.00,66.00
2026-03-20T19:11:00Z,36.00,65.00
2026-03-20T19:15:00Z,36.00,65.89
2026-03-20T19:17:00Z,37.00,65.89
2026-03-20T19:18:00Z,36.00,65.99
2026-03-20T19:20:00Z,36.00,65.99
2026-03-20T19:21:00Z,37.00,65.99
2026-03-20T19:25:00Z,36.01,65.99
2026-03-20T19:26:00Z,36.01,63.26
2026-03-20T19:27:00Z,33.60,67.00
2026-03-20T19:28:00Z,32.00,68.00
2026-03-20T19:29:00Z,31.08,68.92
2026-03-20T19:31:00Z,31.08,64.00
2026-03-20T19:32:00Z,35.00,66.00
2026-03-20T19:33:00Z,35.00,65.00
2026-03-20T19:34:00Z,35.00,64.00
2026-03-20T19:35:00Z,38.00,64.00
2026-03-20T19:36:00Z,39.00,62.00
2026-03-20T19:37:00Z,39.00,62.00
