# event_ticker=KXATPCHALLENGERMATCH-26MAY14TYASTE
# final_score=7-6(7) 5-7 6-4
# score_resolution=6-7 7-5 4-6
# match_winner=Kriish Tyagi
# fav_player=Hamish Stewart
# dog_player=Kriish Tyagi
# kalshi_date=2026-05-14
timestamp,Kriish Tyagi,Hamish Stewart
2026-05-14T12:13:00Z,27.33,76.14
2026-05-14T12:14:00Z,35.19,64.55
2026-05-14T12:15:00Z,37.75,61.98
2026-05-14T12:16:00Z,26.36,71.07
2026-05-14T12:17:00Z,22.00,71.07
2026-05-14T12:18:00Z,20.57,79.08
2026-05-14T12:19:00Z,17.78,81.50
2026-05-14T12:20:00Z,15.58,85.00
2026-05-14T12:21:00Z,12.88,89.65
2026-05-14T12:22:00Z,7.43,92.86
2026-05-14T12:23:00Z,10.73,92.86
2026-05-14T12:24:00Z,18.02,83.05
2026-05-14T12:25:00Z,19.91,81.00
2026-05-14T12:26:00Z,19.88,81.35
2026-05-14T12:27:00Z,20.11,80.00
2026-05-14T12:28:00Z,26.90,78.61
2026-05-14T12:29:00Z,24.82,75.75
2026-05-14T12:30:00Z,18.00,81.00
2026-05-14T12:31:00Z,18.04,84.00
2026-05-14T12:32:00Z,20.06,82.00
2026-05-14T12:33:00Z,21.93,81.00
2026-05-14T12:34:00Z,21.51,81.00
2026-05-14T12:35:00Z,22.00,81.00
2026-05-14T12:36:00Z,21.00,81.00
2026-05-14T12:37:00Z,18.00,81.00
2026-05-14T12:38:00Z,18.01,81.00
2026-05-14T12:39:00Z,14.73,86.00
2026-05-14T12:40:00Z,17.62,84.27
2026-05-14T12:41:00Z,21.04,79.81
2026-05-14T12:42:00Z,19.00,79.81
2026-05-14T12:43:00Z,15.00,79.81
2026-05-14T12:44:00Z,18.59,79.00
2026-05-14T12:45:00Z,21.58,79.57
2026-05-14T12:46:00Z,15.74,83.14
2026-05-14T12:47:00Z,22.00,82.00
2026-05-14T12:48:00Z,22.21,77.77
2026-05-14T12:49:00Z,30.08,69.60
2026-05-14T12:50:00Z,39.41,61.04
2026-05-14T12:51:00Z,39.33,61.00
2026-05-14T12:52:00Z,39.73,61.00
2026-05-14T12:53:00Z,40.00,61.00
2026-05-14T12:54:00Z,39.59,61.50
2026-05-14T12:55:00Z,38.55,61.04
2026-05-14T12:56:00Z,38.57,60.91
2026-05-14T12:57:00Z,37.21,62.05
2026-05-14T12:58:00Z,37.08,62.08
2026-05-14T12:59:00Z,38.86,64.14
2026-05-14T13:00:00Z,39.89,61.00
2026-05-14T13:01:00Z,40.22,60.05
2026-05-14T13:02:00Z,41.00,60.55
2026-05-14T13:03:00Z,41.00,59.92
2026-05-14T13:04:00Z,40.98,61.12
2026-05-14T13:05:00Z,39.98,62.00
2026-05-14T13:06:00Z,40.98,58.20
2026-05-14T13:07:00Z,43.10,59.00
2026-05-14T13:08:00Z,33.51,65.90
2026-05-14T13:09:00Z,38.23,64.61
2026-05-14T13:10:00Z,35.18,65.38
2026-05-14T13:11:00Z,39.23,59.21
2026-05-14T13:12:00Z,42.34,57.99
2026-05-14T13:13:00Z,42.64,57.18
2026-05-14T13:14:00Z,43.63,55.45
2026-05-14T13:15:00Z,40.67,58.02
2026-05-14T13:16:00Z,40.13,60.96
2026-05-14T13:17:00Z,44.89,56.05
2026-05-14T13:18:00Z,45.40,54.56
2026-05-14T13:19:00Z,47.55,56.68
2026-05-14T13:20:00Z,46.37,53.94
2026-05-14T13:21:00Z,49.31,54.88
2026-05-14T13:22:00Z,48.45,53.93
2026-05-14T13:23:00Z,47.00,56.53
2026-05-14T13:24:00Z,43.80,57.00
2026-05-14T13:25:00Z,46.43,54.31
2026-05-14T13:26:00Z,49.44,49.46
2026-05-14T13:27:00Z,53.88,47.30
2026-05-14T13:28:00Z,51.66,47.46
2026-05-14T13:29:00Z,61.41,36.03
2026-05-14T13:30:00Z,59.06,40.34
2026-05-14T13:31:00Z,59.54,35.66
2026-05-14T13:32:00Z,49.53,51.72
2026-05-14T13:33:00Z,48.00,53.00
2026-05-14T13:34:00Z,37.77,61.07
2026-05-14T13:35:00Z,41.96,60.35
2026-05-14T13:36:00Z,51.53,49.85
2026-05-14T13:37:00Z,53.35,47.47
2026-05-14T13:38:00Z,52.88,51.93
2026-05-14T13:39:00Z,47.41,53.53
2026-05-14T13:40:00Z,48.31,51.67
2026-05-14T13:41:00Z,49.29,55.93
2026-05-14T13:42:00Z,41.65,59.89
2026-05-14T13:43:00Z,41.72,61.62
2026-05-14T13:44:00Z,25.38,72.46
2026-05-14T13:45:00Z,23.99,76.60
2026-05-14T13:46:00Z,23.89,77.62
2026-05-14T13:47:00Z,24.05,76.31
2026-05-14T13:48:00Z,23.97,76.78
2026-05-14T13:49:00Z,22.00,79.02
2026-05-14T13:50:00Z,22.49,79.98
2026-05-14T13:51:00Z,20.54,79.53
2026-05-14T13:52:00Z,22.60,78.19
2026-05-14T13:53:00Z,23.47,75.84
2026-05-14T13:54:00Z,26.36,71.44
2026-05-14T13:55:00Z,29.91,73.15
2026-05-14T13:56:00Z,25.83,73.77
2026-05-14T13:57:00Z,22.90,77.38
2026-05-14T13:58:00Z,22.74,76.71
2026-05-14T13:59:00Z,26.12,74.02
2026-05-14T14:00:00Z,23.60,77.56
2026-05-14T14:01:00Z,27.57,75.99
2026-05-14T14:02:00Z,38.23,66.97
2026-05-14T14:03:00Z,48.53,49.83
2026-05-14T14:04:00Z,43.18,57.73
2026-05-14T14:05:00Z,32.97,68.67
2026-05-14T14:06:00Z,59.09,39.94
2026-05-14T14:07:00Z,63.35,36.92
2026-05-14T14:08:00Z,57.32,43.53
2026-05-14T14:09:00Z,46.63,60.26
2026-05-14T14:10:00Z,26.94,73.83
2026-05-14T14:11:00Z,34.93,66.91
2026-05-14T14:12:00Z,38.04,61.60
2026-05-14T14:13:00Z,27.07,73.16
2026-05-14T14:14:00Z,24.99,76.03
2026-05-14T14:15:00Z,19.26,77.13
2026-05-14T14:16:00Z,24.76,77.88
2026-05-14T14:17:00Z,24.92,77.37
2026-05-14T14:18:00Z,30.09,72.61
2026-05-14T14:19:00Z,33.82,68.96
2026-05-14T14:20:00Z,30.98,70.17
2026-05-14T14:21:00Z,33.23,67.72
2026-05-14T14:22:00Z,31.35,66.22
2026-05-14T14:23:00Z,35.86,68.31
2026-05-14T14:24:00Z,44.03,60.29
2026-05-14T14:25:00Z,67.31,37.85
2026-05-14T14:26:00Z,80.46,19.03
2026-05-14T14:27:00Z,72.81,27.81
2026-05-14T14:28:00Z,74.63,26.12
2026-05-14T14:29:00Z,74.28,31.47
2026-05-14T14:30:00Z,64.34,35.23
2026-05-14T14:31:00Z,65.47,30.13
2026-05-14T14:32:00Z,94.78,11.05
2026-05-14T14:33:00Z,99.00,1.00
2026-05-14T14:34:00Z,99.00,1.00
2026-05-14T14:35:00Z,99.00,1.00
2026-05-14T14:36:00Z,99.00,1.00
2026-05-14T14:37:00Z,99.00,1.00
2026-05-14T14:38:00Z,99.00,1.00
2026-05-14T14:39:00Z,99.00,1.00
2026-05-14T14:40:00Z,99.00,1.00
2026-05-14T14:41:00Z,99.00,1.00
2026-05-14T14:42:00Z,99.00,1.00
