# event_ticker=KXATPCHALLENGERMATCH-26MAR25BUTDEJ
# final_score=7-5 2-6 6-4
# match_winner=Edas Butvilas
# fav_player=Edas Butvilas
# dog_player=Jesper De Jong
# kalshi_date=2026-03-25
timestamp,Edas Butvilas,Jesper De Jong
2026-03-25T00:41:00Z,,70.00
2026-03-25T00:42:00Z,32.00,70.00
2026-03-25T01:03:00Z,32.00,70.00
2026-03-25T01:26:00Z,32.00,70.00
2026-03-25T01:55:00Z,32.00,70.00
2026-03-25T01:57:00Z,32.00,70.00
2026-03-25T03:01:00Z,32.00,70.00
2026-03-25T03:32:00Z,32.00,70.00
2026-03-25T03:36:00Z,31.00,70.00
2026-03-25T03:42:00Z,31.46,70.00
2026-03-25T03:50:00Z,31.46,70.00
2026-03-25T04:04:00Z,32.00,70.00
2026-03-25T04:13:00Z,32.00,70.00
2026-03-25T04:14:00Z,32.00,70.00
2026-03-25T04:17:00Z,32.00,70.00
2026-03-25T04:19:00Z,32.00,70.00
2026-03-25T04:31:00Z,31.00,70.00
2026-03-25T04:32:00Z,29.00,70.00
2026-03-25T05:09:00Z,29.00,70.00
2026-03-25T05:30:00Z,29.00,70.00
2026-03-25T05:35:00Z,29.00,71.00
2026-03-25T05:36:00Z,29.00,71.00
2026-03-25T05:48:00Z,29.00,71.00
2026-03-25T05:50:00Z,29.00,71.00
2026-03-25T05:52:00Z,29.00,71.00
2026-03-25T05:56:00Z,29.00,71.00
2026-03-25T05:57:00Z,29.00,71.00
2026-03-25T05:58:00Z,29.00,71.00
2026-03-25T06:00:00Z,29.00,71.86
2026-03-25T06:04:00Z,29.00,72.00
2026-03-25T06:06:00Z,29.00,71.00
2026-03-25T06:11:00Z,29.00,71.00
2026-03-25T06:12:00Z,29.00,71.00
2026-03-25T06:13:00Z,28.00,71.00
2026-03-25T06:14:00Z,28.00,71.00
2026-03-25T06:15:00Z,28.00,71.45
2026-03-25T06:18:00Z,29.00,71.45
2026-03-25T06:20:00Z,29.00,71.45
2026-03-25T06:21:00Z,29.00,71.45
2026-03-25T06:23:00Z,29.00,72.00
2026-03-25T06:24:00Z,29.00,72.00
2026-03-25T06:25:00Z,28.00,72.00
2026-03-25T06:26:00Z,28.00,72.00
2026-03-25T06:36:00Z,28.00,72.00
2026-03-25T06:38:00Z,28.00,72.00
2026-03-25T06:48:00Z,28.00,72.00
2026-03-25T06:50:00Z,28.00,72.00
2026-03-25T07:00:00Z,28.00,72.00
2026-03-25T07:03:00Z,28.00,72.00
2026-03-25T07:12:00Z,28.00,72.00
2026-03-25T07:35:00Z,28.00,72.00
2026-03-25T07:37:00Z,28.00,72.01
2026-03-25T07:48:00Z,28.00,72.00
2026-03-25T08:00:00Z,28.00,72.00
2026-03-25T08:01:00Z,28.00,73.00
2026-03-25T08:07:00Z,28.00,72.00
2026-03-25T08:12:00Z,28.00,72.00
2026-03-25T08:17:00Z,28.00,72.00
2026-03-25T08:19:00Z,28.00,72.00
2026-03-25T08:23:00Z,28.00,72.45
2026-03-25T08:54:00Z,28.00,72.00
2026-03-25T08:57:00Z,28.00,72.00
2026-03-25T08:59:00Z,28.00,72.00
2026-03-25T09:05:00Z,28.00,72.00
2026-03-25T09:10:00Z,29.00,72.00
2026-03-25T09:32:00Z,29.00,72.00
2026-03-25T09:36:00Z,29.00,72.00
2026-03-25T09:37:00Z,29.00,72.00
2026-03-25T09:46:00Z,29.00,72.00
2026-03-25T09:50:00Z,29.00,72.00
2026-03-25T09:55:00Z,29.00,72.00
2026-03-25T09:57:00Z,29.00,72.00
2026-03-25T10:13:00Z,29.00,72.00
2026-03-25T10:16:00Z,29.00,72.00
2026-03-25T10:18:00Z,29.00,72.00
2026-03-25T10:39:00Z,28.00,72.00
2026-03-25T10:41:00Z,29.00,72.00
2026-03-25T10:53:00Z,29.00,72.00
2026-03-25T10:58:00Z,29.00,72.00
2026-03-25T10:59:00Z,29.00,72.66
2026-03-25T11:05:00Z,29.00,73.00
2026-03-25T11:06:00Z,29.00,73.00
2026-03-25T11:09:00Z,29.00,73.00
2026-03-25T11:13:00Z,29.00,73.11
2026-03-25T11:15:00Z,29.00,74.00
2026-03-25T11:19:00Z,29.00,74.00
2026-03-25T11:22:00Z,28.00,74.00
2026-03-25T11:24:00Z,28.00,74.00
2026-03-25T11:25:00Z,28.00,74.00
2026-03-25T11:27:00Z,28.00,73.00
2026-03-25T11:30:00Z,28.00,74.00
2026-03-25T11:32:00Z,28.00,74.00
2026-03-25T11:36:00Z,28.00,74.00
2026-03-25T11:37:00Z,28.00,74.00
2026-03-25T11:38:00Z,28.00,72.00
2026-03-25T11:39:00Z,31.00,72.09
2026-03-25T11:40:00Z,31.00,73.00
2026-03-25T11:41:00Z,30.00,73.70
2026-03-25T11:42:00Z,27.97,76.50
2026-03-25T11:43:00Z,26.00,75.23
2026-03-25T11:44:00Z,26.00,75.99
2026-03-25T11:45:00Z,27.70,73.00
2026-03-25T11:46:00Z,27.46,73.17
2026-03-25T11:47:00Z,27.14,76.00
2026-03-25T11:48:00Z,27.63,76.13
2026-03-25T11:49:00Z,27.47,73.30
2026-03-25T11:50:00Z,27.00,73.94
2026-03-25T11:51:00Z,27.14,74.64
2026-03-25T11:52:00Z,27.00,73.21
2026-03-25T11:53:00Z,27.00,74.00
2026-03-25T11:54:00Z,27.32,74.38
2026-03-25T11:55:00Z,27.00,73.00
2026-03-25T11:56:00Z,31.45,69.52
2026-03-25T11:57:00Z,30.86,71.24
2026-03-25T11:58:00Z,32.31,69.85
2026-03-25T11:59:00Z,28.00,72.37
2026-03-25T12:00:00Z,28.00,73.76
2026-03-25T12:01:00Z,26.88,75.52
2026-03-25T12:02:00Z,26.52,75.08
2026-03-25T12:03:00Z,21.50,78.93
2026-03-25T12:04:00Z,19.01,80.36
2026-03-25T12:05:00Z,15.96,84.42
2026-03-25T12:06:00Z,14.79,87.77
2026-03-25T12:07:00Z,12.08,88.07
2026-03-25T12:08:00Z,12.08,86.24
2026-03-25T12:09:00Z,14.00,88.00
2026-03-25T12:10:00Z,13.00,88.68
2026-03-25T12:11:00Z,12.01,88.80
2026-03-25T12:12:00Z,12.10,88.81
2026-03-25T12:13:00Z,13.39,88.68
2026-03-25T12:14:00Z,13.96,82.95
2026-03-25T12:15:00Z,17.01,84.67
2026-03-25T12:16:00Z,15.70,83.32
2026-03-25T12:17:00Z,14.31,86.86
2026-03-25T12:18:00Z,17.15,79.51
2026-03-25T12:19:00Z,17.66,80.51
2026-03-25T12:20:00Z,24.81,76.74
2026-03-25T12:21:00Z,28.00,72.77
2026-03-25T12:22:00Z,25.09,75.11
2026-03-25T12:23:00Z,27.33,75.55
2026-03-25T12:24:00Z,30.66,68.52
2026-03-25T12:25:00Z,31.87,66.31
2026-03-25T12:26:00Z,33.94,65.63
2026-03-25T12:27:00Z,40.02,62.14
2026-03-25T12:28:00Z,46.21,54.17
2026-03-25T12:29:00Z,39.34,62.68
2026-03-25T12:30:00Z,50.61,53.11
2026-03-25T12:31:00Z,56.27,44.48
2026-03-25T12:32:00Z,58.77,43.56
2026-03-25T12:33:00Z,57.29,44.27
2026-03-25T12:34:00Z,56.49,44.52
2026-03-25T12:35:00Z,50.13,54.85
2026-03-25T12:36:00Z,55.82,46.36
2026-03-25T12:37:00Z,55.00,51.47
2026-03-25T12:38:00Z,56.68,43.57
2026-03-25T12:39:00Z,56.07,43.57
2026-03-25T12:40:00Z,63.48,37.69
2026-03-25T12:41:00Z,62.32,38.00
2026-03-25T12:42:00Z,62.01,38.46
2026-03-25T12:43:00Z,61.98,39.45
2026-03-25T12:44:00Z,60.55,40.81
2026-03-25T12:45:00Z,57.98,43.36
2026-03-25T12:46:00Z,56.57,44.72
2026-03-25T12:47:00Z,57.40,44.20
2026-03-25T12:48:00Z,60.31,41.40
2026-03-25T12:49:00Z,58.63,42.19
2026-03-25T12:50:00Z,57.11,43.85
2026-03-25T12:51:00Z,52.16,50.95
2026-03-25T12:52:00Z,46.86,55.73
2026-03-25T12:53:00Z,43.46,59.48
2026-03-25T12:54:00Z,48.65,55.28
2026-03-25T12:55:00Z,46.51,56.53
2026-03-25T12:56:00Z,41.40,60.82
2026-03-25T12:57:00Z,35.85,63.31
2026-03-25T12:58:00Z,35.22,67.20
2026-03-25T12:59:00Z,35.99,65.01
2026-03-25T13:00:00Z,36.74,64.27
2026-03-25T13:01:00Z,35.03,66.85
2026-03-25T13:02:00Z,34.45,66.74
2026-03-25T13:03:00Z,35.28,66.86
2026-03-25T13:04:00Z,40.45,62.99
2026-03-25T13:05:00Z,42.48,58.52
2026-03-25T13:06:00Z,39.99,62.62
2026-03-25T13:07:00Z,35.91,66.05
