# event_ticker=KXATPMATCH-25OCT17MUSMPE
# final_score=6-4 7-6(8)
# score_resolution=6-4 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-17
timestamp,Giovanni Mpetshi Perricard,Lorenzo Musetti
2025-10-17T04:16:00Z,39.00,
2025-10-17T04:27:00Z,40.00,
2025-10-17T04:33:00Z,40.00,62.00
2025-10-17T04:37:00Z,40.00,62.00
2025-10-17T04:41:00Z,40.00,62.00
2025-10-17T04:43:00Z,40.00,62.00
2025-10-17T04:44:00Z,40.00,62.00
2025-10-17T04:45:00Z,40.00,62.00
2025-10-17T04:46:00Z,39.00,62.00
2025-10-17T04:51:00Z,39.00,62.00
2025-10-17T04:54:00Z,39.00,62.00
2025-10-17T05:09:00Z,39.00,62.00
2025-10-17T05:25:00Z,39.00,62.00
2025-10-17T05:28:00Z,39.00,62.00
2025-10-17T05:31:00Z,39.00,62.00
2025-10-17T05:37:00Z,38.00,62.00
2025-10-17T05:39:00Z,39.00,62.00
2025-10-17T05:41:00Z,39.00,62.00
2025-10-17T05:48:00Z,39.00,62.00
2025-10-17T05:54:00Z,39.00,62.00
2025-10-17T05:59:00Z,39.00,62.00
2025-10-17T06:00:00Z,39.00,62.00
2025-10-17T06:02:00Z,39.00,62.00
2025-10-17T06:03:00Z,39.00,62.00
2025-10-17T06:06:00Z,39.00,62.00
2025-10-17T06:14:00Z,39.00,62.00
2025-10-17T06:16:00Z,39.00,62.00
2025-10-17T06:22:00Z,39.00,62.00
2025-10-17T06:47:00Z,39.00,62.00
2025-10-17T07:07:00Z,39.00,62.00
2025-10-17T07:41:00Z,39.00,62.00
2025-10-17T08:03:00Z,39.00,62.00
2025-10-17T08:12:00Z,40.00,62.00
2025-10-17T08:18:00Z,39.00,62.00
2025-10-17T08:26:00Z,36.00,62.00
2025-10-17T08:28:00Z,36.52,63.70
2025-10-17T08:30:00Z,34.44,65.47
2025-10-17T08:59:00Z,34.44,65.00
2025-10-17T09:07:00Z,34.44,65.00
2025-10-17T09:15:00Z,34.44,64.00
2025-10-17T09:18:00Z,34.44,64.00
2025-10-17T09:23:00Z,37.00,64.00
2025-10-17T09:25:00Z,37.00,65.00
2025-10-17T09:34:00Z,37.00,65.00
2025-10-17T09:48:00Z,37.00,65.00
2025-10-17T10:02:00Z,37.00,65.00
2025-10-17T10:25:00Z,37.00,65.00
2025-10-17T10:30:00Z,36.00,65.00
2025-10-17T11:03:00Z,36.00,65.00
2025-10-17T11:09:00Z,36.00,66.00
2025-10-17T11:12:00Z,36.00,65.00
2025-10-17T11:15:00Z,36.00,65.00
