# event_ticker=KXATPMATCH-25OCT17MUSMPE
# final_score=6-4 7-6(8)
# score_resolution=6-4 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-17
timestamp,Giovanni Mpetshi Perricard,Lorenzo Musetti
2025-10-17T11:26:00Z,36.00,66.00
2025-10-17T11:30:00Z,36.00,66.00
2025-10-17T11:31:00Z,36.00,66.00
2025-10-17T11:34:00Z,36.00,65.00
2025-10-17T11:36:00Z,36.00,65.83
2025-10-17T11:37:00Z,36.00,65.00
2025-10-17T11:40:00Z,37.00,65.00
2025-10-17T11:41:00Z,37.00,65.00
2025-10-17T11:43:00Z,37.00,65.00
2025-10-17T11:44:00Z,37.00,65.00
2025-10-17T11:45:00Z,37.00,65.00
2025-10-17T11:46:00Z,36.00,65.00
2025-10-17T11:48:00Z,36.01,64.00
2025-10-17T11:50:00Z,36.01,65.00
2025-10-17T11:51:00Z,37.00,65.00
2025-10-17T12:00:00Z,36.00,64.00
2025-10-17T12:01:00Z,35.00,64.00
2025-10-17T12:02:00Z,36.00,64.00
2025-10-17T12:03:00Z,36.00,63.00
2025-10-17T12:04:00Z,36.00,63.81
2025-10-17T12:05:00Z,36.93,63.13
2025-10-17T12:06:00Z,36.00,65.00
2025-10-17T12:12:00Z,36.00,65.49
2025-10-17T12:15:00Z,36.00,66.00
2025-10-17T12:17:00Z,35.00,66.04
2025-10-17T12:18:00Z,35.00,66.00
2025-10-17T12:23:00Z,35.00,66.00
2025-10-17T12:26:00Z,35.00,66.00
2025-10-17T12:30:00Z,35.00,66.00
2025-10-17T12:34:00Z,35.00,66.00
2025-10-17T12:35:00Z,35.00,66.00
2025-10-17T12:36:00Z,35.00,66.00
2025-10-17T12:37:00Z,35.00,66.00
2025-10-17T12:45:00Z,35.00,66.00
2025-10-17T12:47:00Z,35.00,65.00
2025-10-17T12:48:00Z,36.00,65.00
2025-10-17T12:51:00Z,36.00,65.00
2025-10-17T12:55:00Z,36.00,65.00
2025-10-17T12:56:00Z,36.00,65.00
2025-10-17T12:57:00Z,36.00,64.00
2025-10-17T12:58:00Z,36.00,63.28
2025-10-17T13:00:00Z,36.00,64.00
2025-10-17T13:01:00Z,38.00,64.00
2025-10-17T13:03:00Z,38.00,64.00
2025-10-17T13:04:00Z,38.00,64.00
2025-10-17T13:05:00Z,38.00,64.00
2025-10-17T13:07:00Z,38.00,64.00
2025-10-17T13:08:00Z,38.00,64.00
2025-10-17T13:10:00Z,38.00,63.00
2025-10-17T13:11:00Z,38.00,63.75
2025-10-17T13:13:00Z,38.00,62.00
2025-10-17T13:15:00Z,38.00,63.57
2025-10-17T13:18:00Z,38.00,63.57
2025-10-17T13:19:00Z,38.00,63.00
2025-10-17T13:20:00Z,38.00,63.00
2025-10-17T13:22:00Z,38.00,63.00
2025-10-17T13:23:00Z,38.00,64.00
2025-10-17T13:24:00Z,38.00,64.00
2025-10-17T13:26:00Z,38.00,64.00
2025-10-17T13:29:00Z,38.00,64.00
2025-10-17T13:31:00Z,38.00,62.96
2025-10-17T13:33:00Z,38.00,62.00
2025-10-17T13:34:00Z,38.00,63.00
2025-10-17T13:35:00Z,39.00,63.00
2025-10-17T13:36:00Z,39.00,63.00
2025-10-17T13:37:00Z,39.00,63.00
2025-10-17T13:38:00Z,39.00,63.00
2025-10-17T13:39:00Z,39.00,62.00
2025-10-17T13:40:00Z,39.00,63.00
2025-10-17T13:42:00Z,38.00,62.00
2025-10-17T13:43:00Z,38.48,62.00
2025-10-17T13:44:00Z,38.00,62.00
2025-10-17T13:45:00Z,38.13,62.00
2025-10-17T13:46:00Z,38.84,62.00
2025-10-17T13:47:00Z,38.84,63.00
2025-10-17T13:49:00Z,38.00,62.95
2025-10-17T13:50:00Z,38.45,62.00
2025-10-17T13:51:00Z,38.00,62.09
2025-10-17T13:52:00Z,39.00,62.09
2025-10-17T13:53:00Z,39.00,63.00
2025-10-17T13:54:00Z,39.00,63.00
2025-10-17T13:55:00Z,39.00,62.90
2025-10-17T13:56:00Z,38.00,63.00
2025-10-17T13:57:00Z,39.00,63.48
2025-10-17T13:58:00Z,38.08,63.00
2025-10-17T13:59:00Z,38.00,63.00
2025-10-17T14:00:00Z,38.26,63.00
2025-10-17T14:01:00Z,38.26,64.00
2025-10-17T14:02:00Z,38.26,63.00
2025-10-17T14:03:00Z,38.26,63.00
2025-10-17T14:04:00Z,38.26,63.00
2025-10-17T14:05:00Z,38.26,63.00
2025-10-17T14:06:00Z,38.04,63.00
2025-10-17T14:07:00Z,36.37,63.36
2025-10-17T14:08:00Z,37.00,64.00
2025-10-17T14:09:00Z,37.00,64.00
2025-10-17T14:10:00Z,37.00,64.00
2025-10-17T14:11:00Z,37.00,64.00
2025-10-17T14:13:00Z,37.00,64.00
2025-10-17T14:14:00Z,37.00,64.00
2025-10-17T14:15:00Z,37.00,64.00
2025-10-17T14:16:00Z,37.00,64.00
2025-10-17T14:17:00Z,37.00,64.00
2025-10-17T14:18:00Z,37.00,64.00
2025-10-17T14:19:00Z,37.00,63.00
2025-10-17T14:20:00Z,37.00,63.17
2025-10-17T14:21:00Z,37.00,63.00
2025-10-17T14:22:00Z,37.00,64.00
2025-10-17T14:23:00Z,39.00,64.00
2025-10-17T14:27:00Z,37.00,64.00
2025-10-17T14:28:00Z,37.00,65.00
2025-10-17T14:29:00Z,37.00,65.00
2025-10-17T14:30:00Z,37.00,65.00
2025-10-17T14:31:00Z,40.28,59.19
2025-10-17T14:32:00Z,45.57,51.81
2025-10-17T14:33:00Z,54.43,49.19
2025-10-17T14:34:00Z,58.01,39.76
2025-10-17T14:35:00Z,61.05,39.49
2025-10-17T14:36:00Z,57.96,44.02
2025-10-17T14:37:00Z,58.03,46.96
2025-10-17T14:38:00Z,59.00,41.93
2025-10-17T14:39:00Z,60.61,40.71
2025-10-17T14:40:00Z,61.00,39.79
2025-10-17T14:41:00Z,61.00,40.00
2025-10-17T14:42:00Z,61.00,39.91
2025-10-17T14:43:00Z,61.00,39.34
2025-10-17T14:44:00Z,61.00,40.04
2025-10-17T14:45:00Z,62.00,37.55
2025-10-17T14:46:00Z,63.53,37.00
2025-10-17T14:47:00Z,64.00,36.74
2025-10-17T14:48:00Z,64.64,36.63
2025-10-17T14:49:00Z,65.00,34.45
2025-10-17T14:50:00Z,66.89,34.13
2025-10-17T14:51:00Z,64.00,37.17
2025-10-17T14:52:00Z,64.00,37.00
2025-10-17T14:53:00Z,63.50,37.20
2025-10-17T14:54:00Z,65.00,37.78
2025-10-17T14:55:00Z,65.28,37.54
2025-10-17T14:56:00Z,65.97,34.49
2025-10-17T14:57:00Z,65.83,34.81
2025-10-17T14:58:00Z,66.06,33.99
2025-10-17T14:59:00Z,67.00,34.18
2025-10-17T15:00:00Z,68.15,32.07
2025-10-17T15:01:00Z,69.98,32.52
2025-10-17T15:02:00Z,69.00,33.60
2025-10-17T15:03:00Z,68.55,32.18
2025-10-17T15:04:00Z,68.00,32.55
2025-10-17T15:05:00Z,68.00,33.00
2025-10-17T15:06:00Z,68.07,32.94
2025-10-17T15:07:00Z,69.56,32.37
2025-10-17T15:08:00Z,71.02,30.67
2025-10-17T15:09:00Z,69.25,32.64
2025-10-17T15:10:00Z,69.00,32.40
2025-10-17T15:11:00Z,67.37,33.78
2025-10-17T15:12:00Z,68.13,33.96
2025-10-17T15:13:00Z,65.64,37.53
2025-10-17T15:14:00Z,67.91,35.30
2025-10-17T15:15:00Z,66.57,33.02
2025-10-17T15:16:00Z,67.00,33.22
2025-10-17T15:17:00Z,67.56,34.62
2025-10-17T15:18:00Z,67.61,35.27
2025-10-17T15:19:00Z,69.00,33.36
2025-10-17T15:20:00Z,70.84,29.95
2025-10-17T15:21:00Z,68.11,31.70
2025-10-17T15:22:00Z,67.59,33.40
2025-10-17T15:23:00Z,67.97,33.99
2025-10-17T15:24:00Z,67.97,32.99
2025-10-17T15:25:00Z,68.00,33.54
2025-10-17T15:26:00Z,70.76,30.25
2025-10-17T15:27:00Z,68.19,32.16
2025-10-17T15:28:00Z,67.55,34.02
2025-10-17T15:29:00Z,69.52,32.61
2025-10-17T15:30:00Z,67.10,33.31
2025-10-17T15:31:00Z,68.54,32.69
2025-10-17T15:32:00Z,62.59,37.50
2025-10-17T15:33:00Z,66.67,35.34
2025-10-17T15:34:00Z,73.24,27.98
2025-10-17T15:35:00Z,73.00,26.60
2025-10-17T15:36:00Z,72.25,29.38
2025-10-17T15:37:00Z,74.28,29.09
2025-10-17T15:38:00Z,74.04,26.28
2025-10-17T15:39:00Z,71.12,29.36
2025-10-17T15:40:00Z,72.00,29.72
2025-10-17T15:41:00Z,72.46,29.71
2025-10-17T15:42:00Z,72.72,26.44
2025-10-17T15:43:00Z,74.28,24.21
2025-10-17T15:44:00Z,73.65,25.78
2025-10-17T15:45:00Z,71.34,30.10
2025-10-17T15:46:00Z,79.99,23.94
2025-10-17T15:47:00Z,82.92,19.17
2025-10-17T15:48:00Z,91.99,10.35
2025-10-17T15:49:00Z,96.06,10.75
2025-10-17T15:50:00Z,74.09,25.49
2025-10-17T15:51:00Z,72.83,29.07
2025-10-17T15:52:00Z,64.75,38.59
2025-10-17T15:53:00Z,89.36,14.92
2025-10-17T15:54:00Z,98.99,1.11
2025-10-17T15:55:00Z,99.00,1.00
2025-10-17T15:56:00Z,99.00,1.00
