# event_ticker=KXATPMATCH-26JAN06TABMMO
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Michael Mmoh
# fav_player=Alejandro Tabilo
# dog_player=Michael Mmoh
# kalshi_date=2026-01-06
timestamp,Alejandro Tabilo,Michael Mmoh
2026-01-05T20:31:00Z,59.00,
2026-01-05T21:03:00Z,59.00,43.00
2026-01-05T22:12:00Z,60.00,43.00
2026-01-05T22:57:00Z,60.00,43.00
2026-01-05T23:17:00Z,60.00,43.00
2026-01-05T23:31:00Z,60.00,43.00
2026-01-06T00:53:00Z,59.00,43.00
2026-01-06T02:06:00Z,59.00,41.00
2026-01-06T02:40:00Z,59.00,41.00
2026-01-06T03:23:00Z,59.00,41.00
2026-01-06T03:42:00Z,59.00,41.00
2026-01-06T03:59:00Z,59.00,41.00
2026-01-06T04:12:00Z,59.82,41.00
2026-01-06T04:20:00Z,60.00,41.00
2026-01-06T04:38:00Z,60.00,42.00
2026-01-06T04:39:00Z,60.00,42.00
2026-01-06T05:08:00Z,60.00,42.00
2026-01-06T05:12:00Z,60.00,42.00
2026-01-06T05:20:00Z,61.77,41.00
2026-01-06T05:25:00Z,61.00,41.00
2026-01-06T05:40:00Z,61.00,41.00
2026-01-06T05:45:00Z,61.00,41.00
2026-01-06T05:47:00Z,61.00,41.00
2026-01-06T05:48:00Z,61.00,41.00
2026-01-06T05:49:00Z,61.00,41.00
2026-01-06T05:50:00Z,61.00,41.00
2026-01-06T05:54:00Z,61.00,41.00
2026-01-06T05:57:00Z,61.00,41.00
2026-01-06T05:58:00Z,61.00,41.00
2026-01-06T05:59:00Z,61.00,41.00
2026-01-06T06:01:00Z,61.00,40.00
2026-01-06T06:02:00Z,61.00,40.00
2026-01-06T06:03:00Z,61.00,40.00
2026-01-06T06:04:00Z,61.00,40.00
2026-01-06T06:06:00Z,61.00,40.00
2026-01-06T06:08:00Z,61.00,40.00
2026-01-06T06:10:00Z,59.00,40.00
2026-01-06T06:12:00Z,61.00,40.00
2026-01-06T06:14:00Z,61.00,40.00
2026-01-06T06:15:00Z,61.00,40.00
2026-01-06T06:17:00Z,61.00,40.00
2026-01-06T06:19:00Z,61.00,40.00
2026-01-06T06:20:00Z,61.00,40.00
2026-01-06T06:22:00Z,61.00,40.00
2026-01-06T06:25:00Z,61.00,40.00
2026-01-06T06:28:00Z,62.00,40.00
2026-01-06T06:31:00Z,62.00,40.00
2026-01-06T06:32:00Z,62.00,40.00
2026-01-06T06:33:00Z,62.00,40.00
2026-01-06T06:34:00Z,62.00,40.00
2026-01-06T06:35:00Z,62.00,40.00
2026-01-06T06:41:00Z,62.00,38.00
2026-01-06T06:42:00Z,59.00,38.00
2026-01-06T06:44:00Z,59.00,40.00
2026-01-06T06:46:00Z,62.00,40.00
2026-01-06T06:47:00Z,62.00,40.00
2026-01-06T06:48:00Z,62.00,40.00
2026-01-06T06:51:00Z,62.00,40.00
2026-01-06T06:53:00Z,62.00,40.00
2026-01-06T06:55:00Z,62.00,40.00
2026-01-06T06:57:00Z,62.00,40.00
2026-01-06T06:59:00Z,62.00,40.00
2026-01-06T07:00:00Z,62.00,40.00
2026-01-06T07:01:00Z,62.00,40.00
2026-01-06T07:02:00Z,62.00,40.00
2026-01-06T07:04:00Z,62.00,40.00
2026-01-06T07:07:00Z,62.00,40.00
2026-01-06T07:09:00Z,62.00,40.00
2026-01-06T07:10:00Z,62.00,40.00
2026-01-06T07:12:00Z,62.00,40.00
2026-01-06T07:14:00Z,62.00,40.00
2026-01-06T07:16:00Z,62.00,40.00
2026-01-06T07:18:00Z,62.00,40.00
2026-01-06T07:28:00Z,62.00,39.00
2026-01-06T07:29:00Z,62.00,40.00
2026-01-06T07:30:00Z,62.00,40.06
2026-01-06T07:32:00Z,61.00,40.06
2026-01-06T07:34:00Z,61.00,40.06
2026-01-06T07:36:00Z,61.00,41.00
2026-01-06T07:37:00Z,61.00,41.00
2026-01-06T07:38:00Z,61.00,41.00
2026-01-06T07:39:00Z,62.00,41.00
2026-01-06T07:40:00Z,62.00,41.00
2026-01-06T07:41:00Z,62.00,40.86
2026-01-06T07:42:00Z,62.00,41.00
2026-01-06T07:43:00Z,62.61,42.70
2026-01-06T07:44:00Z,65.43,37.30
2026-01-06T07:46:00Z,65.00,37.30
2026-01-06T07:47:00Z,63.66,38.62
2026-01-06T07:48:00Z,64.00,38.33
2026-01-06T07:49:00Z,66.00,35.52
2026-01-06T07:50:00Z,66.83,34.00
2026-01-06T07:51:00Z,64.00,39.00
2026-01-06T07:52:00Z,59.40,44.72
2026-01-06T07:53:00Z,57.00,40.11
2026-01-06T07:54:00Z,56.00,45.74
2026-01-06T07:55:00Z,57.03,41.67
2026-01-06T07:56:00Z,64.00,42.48
2026-01-06T07:57:00Z,63.87,36.00
2026-01-06T07:58:00Z,63.87,36.00
2026-01-06T07:59:00Z,63.00,37.50
2026-01-06T08:00:00Z,67.15,32.00
2026-01-06T08:01:00Z,71.24,29.88
2026-01-06T08:02:00Z,74.93,28.13
2026-01-06T08:03:00Z,70.00,35.62
2026-01-06T08:04:00Z,65.15,36.67
2026-01-06T08:05:00Z,69.28,30.60
2026-01-06T08:06:00Z,69.00,30.60
2026-01-06T08:07:00Z,64.89,34.94
2026-01-06T08:08:00Z,62.58,37.00
2026-01-06T08:09:00Z,59.30,37.00
2026-01-06T08:10:00Z,59.30,41.00
2026-01-06T08:11:00Z,67.00,36.25
2026-01-06T08:12:00Z,67.00,35.84
2026-01-06T08:13:00Z,65.00,35.84
2026-01-06T08:14:00Z,69.03,31.00
2026-01-06T08:15:00Z,69.93,35.15
2026-01-06T08:16:00Z,61.03,38.00
2026-01-06T08:17:00Z,65.20,37.74
2026-01-06T08:18:00Z,66.43,32.66
2026-01-06T08:19:00Z,66.54,41.57
2026-01-06T08:20:00Z,63.59,36.76
2026-01-06T08:21:00Z,71.09,36.95
2026-01-06T08:22:00Z,66.17,31.97
2026-01-06T08:23:00Z,64.23,34.03
2026-01-06T08:24:00Z,66.60,35.79
2026-01-06T08:25:00Z,65.60,35.00
2026-01-06T08:26:00Z,69.42,35.00
2026-01-06T08:27:00Z,67.00,37.22
2026-01-06T08:28:00Z,65.33,38.00
2026-01-06T08:29:00Z,63.93,39.84
2026-01-06T08:30:00Z,60.84,41.13
2026-01-06T08:31:00Z,62.17,40.00
2026-01-06T08:32:00Z,64.00,45.03
2026-01-06T08:33:00Z,64.00,42.00
2026-01-06T08:34:00Z,67.00,35.00
2026-01-06T08:35:00Z,66.66,35.00
2026-01-06T08:36:00Z,69.00,30.93
2026-01-06T08:37:00Z,66.00,38.00
2026-01-06T08:38:00Z,62.00,39.27
2026-01-06T08:39:00Z,58.30,42.53
2026-01-06T08:40:00Z,51.93,56.18
2026-01-06T08:41:00Z,46.92,54.01
2026-01-06T08:42:00Z,46.63,52.27
2026-01-06T08:43:00Z,39.39,60.99
2026-01-06T08:44:00Z,39.69,60.00
2026-01-06T08:45:00Z,39.59,60.00
2026-01-06T08:46:00Z,46.55,59.85
2026-01-06T08:47:00Z,55.68,44.97
2026-01-06T08:48:00Z,53.80,44.97
2026-01-06T08:49:00Z,44.89,56.00
2026-01-06T08:50:00Z,48.71,48.91
2026-01-06T08:51:00Z,40.09,63.60
2026-01-06T08:52:00Z,37.56,60.14
2026-01-06T08:53:00Z,38.00,65.00
2026-01-06T08:54:00Z,37.94,64.00
2026-01-06T08:55:00Z,38.58,64.00
2026-01-06T08:56:00Z,37.33,63.00
2026-01-06T08:57:00Z,39.00,63.73
2026-01-06T08:58:00Z,42.74,58.91
2026-01-06T08:59:00Z,45.72,57.34
2026-01-06T09:00:00Z,45.58,57.41
2026-01-06T09:01:00Z,43.00,58.06
2026-01-06T09:02:00Z,43.61,59.08
2026-01-06T09:03:00Z,42.18,59.00
2026-01-06T09:04:00Z,41.95,60.81
2026-01-06T09:05:00Z,42.00,60.45
2026-01-06T09:06:00Z,43.10,59.00
2026-01-06T09:07:00Z,42.76,58.00
2026-01-06T09:08:00Z,44.57,58.08
2026-01-06T09:09:00Z,42.57,60.00
2026-01-06T09:10:00Z,48.21,58.16
2026-01-06T09:11:00Z,41.00,58.67
2026-01-06T09:12:00Z,38.27,62.00
2026-01-06T09:13:00Z,41.81,60.55
2026-01-06T09:14:00Z,44.86,54.70
2026-01-06T09:15:00Z,46.94,56.34
2026-01-06T09:16:00Z,46.05,55.68
2026-01-06T09:17:00Z,37.83,62.79
2026-01-06T09:18:00Z,37.77,62.67
2026-01-06T09:19:00Z,45.48,57.77
2026-01-06T09:20:00Z,43.57,59.47
2026-01-06T09:21:00Z,42.29,63.11
2026-01-06T09:22:00Z,42.24,60.34
2026-01-06T09:23:00Z,42.86,59.00
2026-01-06T09:24:00Z,38.77,59.08
2026-01-06T09:25:00Z,37.57,63.99
2026-01-06T09:26:00Z,34.00,63.53
2026-01-06T09:27:00Z,33.93,68.73
2026-01-06T09:28:00Z,30.48,73.40
2026-01-06T09:29:00Z,19.54,80.13
2026-01-06T09:30:00Z,16.47,85.31
