# event_ticker=KXATPCHALLENGERMATCH-26MAR04KOUZEP
# final_score=6-1 1-0 RET
# match_winner=Moise Kouame
# fav_player=Giulio Zeppieri
# dog_player=Moise Kouame
# kalshi_date=2026-03-04
timestamp,Giulio Zeppieri,Moise Kouame
2026-03-04T16:59:00Z,53.10,47.00
2026-03-04T17:07:00Z,54.00,47.00
2026-03-04T17:09:00Z,54.00,47.41
2026-03-04T17:10:00Z,54.00,47.41
2026-03-04T17:11:00Z,54.00,47.41
2026-03-04T17:12:00Z,54.00,47.41
2026-03-04T17:13:00Z,54.00,47.00
2026-03-04T17:18:00Z,53.25,47.00
2026-03-04T17:19:00Z,53.25,47.83
2026-03-04T17:22:00Z,53.25,48.00
2026-03-04T17:25:00Z,53.25,48.00
2026-03-04T17:27:00Z,53.45,48.00
2026-03-04T17:29:00Z,53.45,47.00
2026-03-04T17:31:00Z,54.58,47.00
2026-03-04T17:32:00Z,54.58,47.02
2026-03-04T17:35:00Z,55.00,47.02
2026-03-04T17:36:00Z,56.00,47.00
2026-03-04T17:37:00Z,55.04,47.00
2026-03-04T17:39:00Z,55.04,47.00
2026-03-04T17:40:00Z,55.00,47.00
2026-03-04T17:44:00Z,55.00,45.10
2026-03-04T17:48:00Z,56.29,45.10
2026-03-04T17:50:00Z,58.19,45.10
2026-03-04T17:52:00Z,58.19,45.00
2026-03-04T17:53:00Z,56.00,45.00
2026-03-04T17:54:00Z,56.00,45.00
2026-03-04T17:55:00Z,56.00,45.00
2026-03-04T17:56:00Z,56.00,45.00
2026-03-04T17:57:00Z,55.00,45.00
2026-03-04T17:58:00Z,56.00,46.61
2026-03-04T17:59:00Z,56.00,47.00
2026-03-04T18:00:00Z,55.00,47.00
2026-03-04T18:01:00Z,56.00,47.00
2026-03-04T18:04:00Z,56.00,46.00
2026-03-04T18:06:00Z,56.34,46.00
2026-03-04T18:09:00Z,56.00,46.02
2026-03-04T18:10:00Z,56.00,46.02
2026-03-04T18:11:00Z,56.00,46.00
2026-03-04T18:12:00Z,56.00,46.00
2026-03-04T18:13:00Z,56.00,46.00
2026-03-04T18:14:00Z,56.33,46.00
2026-03-04T18:15:00Z,54.00,46.00
2026-03-04T18:16:00Z,56.00,46.00
2026-03-04T18:17:00Z,56.00,46.00
2026-03-04T18:18:00Z,56.00,46.00
2026-03-04T18:20:00Z,55.25,46.00
2026-03-04T18:21:00Z,55.86,46.00
2026-03-04T18:22:00Z,56.00,46.00
2026-03-04T18:23:00Z,56.00,46.00
2026-03-04T18:24:00Z,55.26,46.57
2026-03-04T18:25:00Z,56.00,46.57
2026-03-04T18:26:00Z,56.00,47.36
2026-03-04T18:28:00Z,56.00,47.00
2026-03-04T18:29:00Z,56.00,47.00
2026-03-04T18:30:00Z,56.00,45.00
2026-03-04T18:31:00Z,55.47,45.00
2026-03-04T18:32:00Z,55.47,45.81
2026-03-04T18:33:00Z,55.00,45.81
2026-03-04T18:34:00Z,55.39,46.00
2026-03-04T18:35:00Z,55.93,46.00
2026-03-04T18:36:00Z,55.00,46.00
2026-03-04T18:37:00Z,55.00,45.09
2026-03-04T18:38:00Z,55.84,45.09
2026-03-04T18:39:00Z,54.56,45.09
2026-03-04T18:40:00Z,55.02,46.00
2026-03-04T18:42:00Z,56.00,46.00
2026-03-04T18:43:00Z,54.81,45.97
2026-03-04T18:44:00Z,56.00,44.97
2026-03-04T18:45:00Z,55.99,45.80
2026-03-04T18:46:00Z,56.41,46.16
2026-03-04T18:47:00Z,56.27,46.00
2026-03-04T18:48:00Z,56.04,46.00
2026-03-04T18:49:00Z,53.62,47.91
2026-03-04T18:50:00Z,58.93,43.04
2026-03-04T18:51:00Z,56.27,44.94
2026-03-04T18:52:00Z,52.96,48.01
2026-03-04T18:53:00Z,47.76,50.43
2026-03-04T18:54:00Z,47.45,55.33
2026-03-04T18:55:00Z,33.61,64.87
2026-03-04T18:56:00Z,35.11,64.44
2026-03-04T18:57:00Z,34.11,68.01
2026-03-04T18:58:00Z,31.55,69.05
2026-03-04T18:59:00Z,32.05,67.49
2026-03-04T19:00:00Z,34.66,66.02
2026-03-04T19:01:00Z,35.64,64.14
2026-03-04T19:02:00Z,45.15,52.67
2026-03-04T19:03:00Z,49.54,49.07
2026-03-04T19:04:00Z,40.84,59.92
2026-03-04T19:05:00Z,33.87,64.77
2026-03-04T19:06:00Z,33.97,67.00
2026-03-04T19:07:00Z,32.06,69.74
2026-03-04T19:08:00Z,28.59,72.76
2026-03-04T19:09:00Z,24.19,77.17
2026-03-04T19:10:00Z,21.49,78.40
2026-03-04T19:11:00Z,24.01,76.88
2026-03-04T19:12:00Z,24.09,75.37
2026-03-04T19:13:00Z,24.00,75.90
2026-03-04T19:14:00Z,20.66,81.35
2026-03-04T19:15:00Z,17.25,83.14
2026-03-04T19:16:00Z,11.19,87.61
2026-03-04T19:17:00Z,6.24,94.43
2026-03-04T19:18:00Z,2.86,97.72
2026-03-04T19:19:00Z,1.00,97.75
2026-03-04T19:20:00Z,1.00,99.00
2026-03-04T19:21:00Z,1.00,99.00
2026-03-04T19:22:00Z,1.00,98.63
