# event_ticker=KXATPCHALLENGERMATCH-26MAY26SEAMEJ
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Nicolas Mejia
# fav_player=Henry Searle
# dog_player=Nicolas Mejia
# kalshi_date=2026-05-26
timestamp,Henry Searle,Nicolas Mejia
2026-05-26T10:31:00Z,,36.00
2026-05-26T11:32:00Z,65.06,36.00
2026-05-26T11:33:00Z,66.98,36.00
2026-05-26T12:44:00Z,66.00,36.00
2026-05-26T12:45:00Z,67.00,36.00
2026-05-26T13:10:00Z,66.00,36.00
2026-05-26T13:55:00Z,66.00,36.00
2026-05-26T15:28:00Z,66.00,35.00
2026-05-26T15:53:00Z,66.00,36.00
2026-05-26T16:19:00Z,66.00,36.00
2026-05-26T16:39:00Z,66.74,36.00
2026-05-26T16:52:00Z,66.34,36.00
2026-05-26T17:17:00Z,66.00,36.00
2026-05-26T17:32:00Z,66.00,35.00
2026-05-26T17:39:00Z,67.00,35.00
2026-05-26T17:42:00Z,67.00,35.00
2026-05-26T17:43:00Z,67.00,35.00
2026-05-26T18:07:00Z,67.00,35.00
2026-05-26T18:24:00Z,67.00,35.03
2026-05-26T18:25:00Z,67.43,35.03
2026-05-26T18:26:00Z,67.00,35.03
2026-05-26T18:31:00Z,67.00,35.03
2026-05-26T18:35:00Z,67.00,35.03
2026-05-26T18:39:00Z,67.00,35.00
2026-05-26T18:44:00Z,67.00,35.00
2026-05-26T18:46:00Z,67.00,35.00
2026-05-26T18:57:00Z,67.00,35.00
2026-05-26T19:10:00Z,67.00,35.00
2026-05-26T19:13:00Z,65.00,35.00
2026-05-26T19:35:00Z,65.00,35.00
2026-05-26T19:36:00Z,66.48,35.00
2026-05-26T19:38:00Z,66.76,35.00
2026-05-26T19:50:00Z,66.76,35.00
2026-05-26T19:51:00Z,66.76,35.00
2026-05-26T19:58:00Z,66.76,35.71
2026-05-26T20:03:00Z,66.76,36.00
2026-05-26T20:04:00Z,66.76,36.00
2026-05-26T20:07:00Z,66.00,36.00
2026-05-26T20:08:00Z,66.00,36.00
2026-05-26T20:12:00Z,66.00,36.00
2026-05-26T20:13:00Z,66.00,36.00
2026-05-26T20:15:00Z,66.00,36.00
2026-05-26T20:16:00Z,66.00,34.00
2026-05-26T20:17:00Z,66.00,36.00
2026-05-26T20:19:00Z,66.00,36.00
2026-05-26T20:20:00Z,66.00,36.00
2026-05-26T20:21:00Z,66.00,36.00
2026-05-26T20:22:00Z,66.00,36.00
2026-05-26T20:23:00Z,66.00,36.00
2026-05-26T20:24:00Z,65.01,36.63
2026-05-26T20:25:00Z,66.00,36.00
2026-05-26T20:26:00Z,62.00,37.76
2026-05-26T20:27:00Z,61.02,39.00
2026-05-26T20:28:00Z,62.00,39.00
2026-05-26T20:29:00Z,62.82,37.40
2026-05-26T20:30:00Z,62.91,37.93
2026-05-26T20:31:00Z,61.82,41.55
2026-05-26T20:32:00Z,58.51,49.75
2026-05-26T20:33:00Z,46.51,54.86
2026-05-26T20:34:00Z,45.10,56.23
2026-05-26T20:35:00Z,46.94,55.37
2026-05-26T20:36:00Z,46.79,55.17
2026-05-26T20:37:00Z,43.94,56.35
2026-05-26T20:38:00Z,44.68,56.17
2026-05-26T20:39:00Z,45.00,56.76
2026-05-26T20:40:00Z,46.00,54.00
2026-05-26T20:41:00Z,44.00,53.59
2026-05-26T20:42:00Z,46.00,55.06
2026-05-26T20:43:00Z,46.00,55.06
2026-05-26T20:44:00Z,46.00,53.63
2026-05-26T20:45:00Z,45.14,56.00
2026-05-26T20:46:00Z,46.00,56.00
2026-05-26T20:47:00Z,45.00,54.66
2026-05-26T20:48:00Z,45.00,55.51
2026-05-26T20:49:00Z,45.00,55.17
2026-05-26T20:50:00Z,45.86,53.58
2026-05-26T20:51:00Z,45.00,54.61
2026-05-26T20:52:00Z,45.00,56.37
2026-05-26T20:53:00Z,45.00,55.74
2026-05-26T20:54:00Z,44.00,56.00
2026-05-26T20:55:00Z,45.24,56.00
2026-05-26T20:56:00Z,45.00,56.00
2026-05-26T20:57:00Z,45.00,55.49
2026-05-26T20:58:00Z,43.89,55.00
