# event_ticker=KXATPMATCH-26FEB18GIRRUU
# final_score=4-6 7-6(6) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Marcos Giron
# kalshi_date=2026-02-18
timestamp,Casper Ruud,Marcos Giron
2026-02-18T13:21:00Z,63.00,
2026-02-18T13:28:00Z,63.00,37.00
2026-02-18T13:32:00Z,63.00,37.00
2026-02-18T13:34:00Z,64.00,37.00
2026-02-18T13:47:00Z,64.00,37.00
2026-02-18T14:00:00Z,64.00,37.00
2026-02-18T14:05:00Z,64.00,37.00
2026-02-18T14:06:00Z,63.00,37.00
2026-02-18T14:12:00Z,64.00,37.00
2026-02-18T14:18:00Z,64.00,37.00
2026-02-18T14:21:00Z,64.00,37.00
2026-02-18T14:25:00Z,64.00,37.00
2026-02-18T14:32:00Z,64.00,37.00
2026-02-18T14:33:00Z,64.00,37.00
2026-02-18T14:34:00Z,64.00,37.00
2026-02-18T14:36:00Z,64.00,37.00
2026-02-18T14:37:00Z,64.00,37.00
2026-02-18T14:45:00Z,64.00,37.00
2026-02-18T14:48:00Z,63.00,37.00
2026-02-18T14:50:00Z,64.00,37.00
2026-02-18T14:54:00Z,64.00,37.00
2026-02-18T14:56:00Z,64.00,37.00
2026-02-18T14:57:00Z,64.00,37.00
2026-02-18T14:58:00Z,64.00,37.00
2026-02-18T15:09:00Z,64.00,37.00
2026-02-18T15:11:00Z,64.00,37.00
2026-02-18T15:12:00Z,64.00,37.00
2026-02-18T15:14:00Z,64.00,37.00
2026-02-18T15:16:00Z,64.00,37.00
2026-02-18T15:17:00Z,64.00,37.00
2026-02-18T15:19:00Z,64.00,37.00
2026-02-18T15:23:00Z,64.00,37.00
2026-02-18T15:27:00Z,64.00,37.00
2026-02-18T15:29:00Z,64.00,37.00
2026-02-18T15:31:00Z,64.00,37.00
2026-02-18T15:32:00Z,64.00,37.00
2026-02-18T15:33:00Z,64.00,37.00
2026-02-18T15:34:00Z,64.00,37.00
2026-02-18T15:35:00Z,64.00,37.00
2026-02-18T15:37:00Z,64.00,37.00
2026-02-18T15:47:00Z,64.00,37.00
2026-02-18T15:50:00Z,64.00,37.00
2026-02-18T15:52:00Z,64.00,37.00
2026-02-18T15:54:00Z,64.00,37.00
2026-02-18T16:01:00Z,65.00,37.00
2026-02-18T16:02:00Z,65.00,37.00
2026-02-18T16:08:00Z,64.00,37.00
2026-02-18T16:11:00Z,64.00,37.00
2026-02-18T16:12:00Z,64.00,37.00
2026-02-18T16:17:00Z,64.00,37.00
2026-02-18T16:21:00Z,64.00,36.00
2026-02-18T16:23:00Z,64.00,36.00
2026-02-18T16:28:00Z,64.00,36.00
2026-02-18T16:29:00Z,64.00,36.00
2026-02-18T16:30:00Z,64.00,36.00
2026-02-18T16:33:00Z,64.00,36.00
2026-02-18T16:40:00Z,64.00,36.00
2026-02-18T16:48:00Z,64.00,36.00
2026-02-18T16:49:00Z,64.00,36.00
2026-02-18T16:51:00Z,64.00,36.00
2026-02-18T16:52:00Z,64.00,36.00
2026-02-18T16:53:00Z,64.00,36.00
2026-02-18T17:00:00Z,64.00,36.00
2026-02-18T17:05:00Z,64.00,36.00
2026-02-18T17:09:00Z,64.00,36.00
2026-02-18T17:14:00Z,64.00,36.00
2026-02-18T17:18:00Z,64.00,36.00
2026-02-18T17:22:00Z,64.00,36.00
2026-02-18T17:31:00Z,64.00,36.00
2026-02-18T17:32:00Z,64.00,36.00
2026-02-18T17:33:00Z,64.00,36.00
2026-02-18T17:34:00Z,64.00,36.00
2026-02-18T17:35:00Z,64.00,36.00
2026-02-18T17:36:00Z,64.00,36.00
2026-02-18T17:37:00Z,64.00,36.00
2026-02-18T17:38:00Z,64.00,36.00
2026-02-18T17:40:00Z,64.00,36.00
2026-02-18T17:41:00Z,64.00,36.00
2026-02-18T17:44:00Z,64.00,36.00
2026-02-18T17:45:00Z,64.00,36.00
2026-02-18T17:46:00Z,64.00,36.00
2026-02-18T17:47:00Z,64.00,35.00
2026-02-18T17:48:00Z,64.00,36.00
2026-02-18T17:49:00Z,64.00,36.00
2026-02-18T17:50:00Z,65.00,36.00
2026-02-18T17:51:00Z,65.00,36.00
2026-02-18T17:54:00Z,65.00,36.00
2026-02-18T17:55:00Z,65.00,36.00
2026-02-18T17:56:00Z,65.00,36.00
2026-02-18T18:05:00Z,64.00,36.00
2026-02-18T18:08:00Z,64.00,36.00
2026-02-18T18:11:00Z,64.00,36.00
2026-02-18T18:17:00Z,65.00,36.00
2026-02-18T18:18:00Z,65.00,36.00
2026-02-18T18:20:00Z,65.00,36.00
2026-02-18T18:22:00Z,65.00,36.00
2026-02-18T18:23:00Z,65.00,36.00
2026-02-18T18:24:00Z,65.00,36.00
2026-02-18T18:25:00Z,65.00,36.00
2026-02-18T18:26:00Z,65.00,36.00
2026-02-18T18:30:00Z,65.00,36.00
2026-02-18T18:31:00Z,65.00,36.00
2026-02-18T18:32:00Z,65.00,36.00
2026-02-18T18:35:00Z,65.00,36.00
2026-02-18T18:37:00Z,65.00,36.00
2026-02-18T18:38:00Z,65.00,36.00
2026-02-18T18:42:00Z,65.00,36.00
2026-02-18T18:48:00Z,65.00,36.00
2026-02-18T18:49:00Z,65.00,36.00
2026-02-18T18:50:00Z,65.00,36.00
2026-02-18T18:58:00Z,65.00,36.00
2026-02-18T19:00:00Z,65.00,36.00
2026-02-18T19:01:00Z,65.00,36.00
2026-02-18T19:03:00Z,65.00,36.49
2026-02-18T19:09:00Z,65.00,36.49
2026-02-18T19:10:00Z,65.00,36.49
2026-02-18T19:12:00Z,65.00,36.49
2026-02-18T19:13:00Z,65.00,36.49
2026-02-18T19:15:00Z,65.00,36.00
2026-02-18T19:16:00Z,65.00,36.00
2026-02-18T19:18:00Z,65.00,36.00
2026-02-18T19:21:00Z,64.00,36.00
2026-02-18T19:24:00Z,64.00,36.00
2026-02-18T19:27:00Z,64.00,37.00
2026-02-18T19:28:00Z,64.00,37.00
2026-02-18T19:30:00Z,64.00,37.00
2026-02-18T19:31:00Z,64.00,37.00
2026-02-18T19:32:00Z,64.00,37.00
2026-02-18T19:33:00Z,64.00,37.00
2026-02-18T19:34:00Z,64.00,37.00
2026-02-18T19:35:00Z,64.00,37.00
2026-02-18T19:39:00Z,64.00,37.00
2026-02-18T19:41:00Z,64.00,37.00
2026-02-18T19:43:00Z,64.00,37.00
2026-02-18T19:45:00Z,64.00,37.00
2026-02-18T19:46:00Z,64.00,37.00
2026-02-18T19:47:00Z,64.00,37.00
2026-02-18T19:56:00Z,64.00,37.00
2026-02-18T19:57:00Z,64.00,37.00
2026-02-18T19:59:00Z,64.00,37.00
2026-02-18T20:01:00Z,64.00,37.00
2026-02-18T20:02:00Z,64.00,37.00
