# event_ticker=KXATPMATCH-25NOV05VUKBER
# final_score=7-6(5) 6-3
# score_resolution=6-7 3-6
# match_winner=Matteo Berrettini
# fav_player=Aleksandar Vukic
# dog_player=Matteo Berrettini
# kalshi_date=2025-11-05
timestamp,Aleksandar Vukic,Matteo Berrettini
2025-11-05T17:37:00Z,26.00,75.00
2025-11-05T17:39:00Z,27.00,75.00
2025-11-05T17:40:00Z,27.00,75.00
2025-11-05T17:41:00Z,26.19,75.31
2025-11-05T17:44:00Z,27.00,75.31
2025-11-05T17:45:00Z,27.00,75.31
2025-11-05T17:47:00Z,27.00,75.31
2025-11-05T17:48:00Z,27.00,76.00
2025-11-05T17:49:00Z,27.00,76.00
2025-11-05T17:50:00Z,27.00,76.00
2025-11-05T17:51:00Z,26.00,76.00
2025-11-05T17:53:00Z,26.00,76.00
2025-11-05T17:54:00Z,26.00,76.00
2025-11-05T17:55:00Z,26.00,76.00
2025-11-05T17:56:00Z,26.00,76.00
2025-11-05T17:57:00Z,26.00,76.00
2025-11-05T17:59:00Z,26.00,76.00
2025-11-05T18:01:00Z,26.00,76.00
2025-11-05T18:02:00Z,26.00,76.00
2025-11-05T18:04:00Z,26.00,76.00
2025-11-05T18:05:00Z,26.00,76.00
2025-11-05T18:07:00Z,26.00,76.00
2025-11-05T18:09:00Z,26.00,76.00
2025-11-05T18:11:00Z,26.00,76.00
2025-11-05T18:13:00Z,26.00,76.00
2025-11-05T18:14:00Z,26.00,76.00
2025-11-05T18:16:00Z,26.00,76.00
2025-11-05T18:18:00Z,26.00,76.00
2025-11-05T18:19:00Z,26.00,76.00
2025-11-05T18:20:00Z,26.00,76.00
2025-11-05T18:21:00Z,26.00,76.00
2025-11-05T18:22:00Z,26.00,76.00
2025-11-05T18:24:00Z,26.00,76.00
2025-11-05T18:25:00Z,26.00,76.00
2025-11-05T18:28:00Z,24.36,76.00
2025-11-05T18:30:00Z,25.00,76.00
2025-11-05T18:31:00Z,25.00,76.00
2025-11-05T18:32:00Z,25.00,76.00
2025-11-05T18:33:00Z,25.00,76.00
2025-11-05T18:34:00Z,25.00,76.00
2025-11-05T18:35:00Z,25.00,76.00
2025-11-05T18:36:00Z,25.00,76.00
2025-11-05T18:37:00Z,25.00,77.00
2025-11-05T18:38:00Z,25.00,77.00
2025-11-05T18:39:00Z,25.00,76.00
2025-11-05T18:40:00Z,25.00,76.00
2025-11-05T18:41:00Z,25.00,76.00
2025-11-05T18:42:00Z,25.00,76.00
2025-11-05T18:43:00Z,25.00,76.00
2025-11-05T18:45:00Z,25.00,76.00
2025-11-05T18:46:00Z,25.00,75.00
2025-11-05T18:48:00Z,25.00,75.00
2025-11-05T18:50:00Z,25.00,75.00
2025-11-05T18:54:00Z,25.00,76.00
2025-11-05T18:55:00Z,26.00,76.00
2025-11-05T18:57:00Z,26.00,76.00
2025-11-05T18:58:00Z,26.00,76.00
2025-11-05T18:59:00Z,26.00,76.00
2025-11-05T19:01:00Z,26.00,76.00
2025-11-05T19:02:00Z,26.00,76.00
2025-11-05T19:04:00Z,23.19,76.00
2025-11-05T19:05:00Z,24.07,76.92
2025-11-05T19:06:00Z,25.00,77.00
2025-11-05T19:07:00Z,25.00,77.00
2025-11-05T19:08:00Z,25.00,77.00
2025-11-05T19:10:00Z,25.00,77.00
2025-11-05T19:11:00Z,25.00,77.00
2025-11-05T19:12:00Z,25.00,77.00
2025-11-05T19:13:00Z,25.00,77.00
2025-11-05T19:14:00Z,23.00,77.00
2025-11-05T19:15:00Z,23.00,77.00
2025-11-05T19:16:00Z,23.00,77.00
2025-11-05T19:17:00Z,23.00,77.00
2025-11-05T19:19:00Z,23.00,77.00
2025-11-05T19:21:00Z,23.00,77.00
2025-11-05T19:22:00Z,23.81,77.00
2025-11-05T19:23:00Z,24.00,77.00
2025-11-05T19:24:00Z,25.00,76.00
2025-11-05T19:25:00Z,24.92,76.00
2025-11-05T19:26:00Z,25.00,76.00
2025-11-05T19:27:00Z,25.00,76.00
2025-11-05T19:28:00Z,25.00,76.00
2025-11-05T19:29:00Z,25.00,76.00
2025-11-05T19:30:00Z,25.00,76.00
2025-11-05T19:31:00Z,25.00,76.00
2025-11-05T19:32:00Z,25.00,76.00
2025-11-05T19:33:00Z,25.00,76.00
2025-11-05T19:34:00Z,25.00,77.00
2025-11-05T19:35:00Z,25.00,77.00
2025-11-05T19:36:00Z,25.99,77.00
2025-11-05T19:37:00Z,26.00,77.00
2025-11-05T19:38:00Z,26.00,76.00
2025-11-05T19:39:00Z,26.41,76.89
2025-11-05T19:40:00Z,27.10,76.89
2025-11-05T19:41:00Z,26.32,75.00
2025-11-05T19:42:00Z,26.96,75.00
2025-11-05T19:43:00Z,26.81,74.71
2025-11-05T19:44:00Z,24.67,76.27
2025-11-05T19:45:00Z,16.01,83.82
2025-11-05T19:46:00Z,12.58,87.23
2025-11-05T19:47:00Z,11.41,88.00
2025-11-05T19:48:00Z,10.97,90.07
2025-11-05T19:49:00Z,10.61,90.00
2025-11-05T19:50:00Z,10.02,90.00
2025-11-05T19:51:00Z,11.00,89.00
2025-11-05T19:52:00Z,11.14,89.00
2025-11-05T19:53:00Z,12.66,88.00
2025-11-05T19:54:00Z,12.76,88.00
2025-11-05T19:55:00Z,14.75,88.37
2025-11-05T19:56:00Z,20.31,79.98
2025-11-05T19:57:00Z,25.99,74.41
2025-11-05T19:58:00Z,27.89,73.92
2025-11-05T19:59:00Z,30.48,70.53
2025-11-05T20:00:00Z,30.27,70.98
2025-11-05T20:01:00Z,30.29,70.00
2025-11-05T20:02:00Z,27.88,73.00
2025-11-05T20:03:00Z,26.25,73.77
2025-11-05T20:04:00Z,19.42,80.05
2025-11-05T20:05:00Z,16.11,83.78
2025-11-05T20:06:00Z,22.91,75.21
2025-11-05T20:07:00Z,26.91,74.00
2025-11-05T20:08:00Z,27.33,73.00
2025-11-05T20:09:00Z,27.59,73.00
2025-11-05T20:10:00Z,26.52,74.00
2025-11-05T20:11:00Z,23.39,76.56
2025-11-05T20:12:00Z,27.77,75.00
2025-11-05T20:13:00Z,27.91,75.00
2025-11-05T20:14:00Z,29.00,72.84
2025-11-05T20:15:00Z,28.13,73.19
2025-11-05T20:16:00Z,28.71,72.89
2025-11-05T20:17:00Z,28.71,73.42
2025-11-05T20:18:00Z,29.19,72.37
2025-11-05T20:19:00Z,28.35,74.00
2025-11-05T20:20:00Z,30.37,69.50
2025-11-05T20:21:00Z,30.73,70.00
2025-11-05T20:22:00Z,30.90,69.00
2025-11-05T20:23:00Z,30.54,71.00
2025-11-05T20:24:00Z,30.51,71.15
2025-11-05T20:25:00Z,31.00,71.59
2025-11-05T20:26:00Z,31.91,73.09
2025-11-05T20:27:00Z,27.61,75.19
2025-11-05T20:28:00Z,25.47,75.57
2025-11-05T20:29:00Z,30.84,75.65
2025-11-05T20:30:00Z,38.31,65.99
2025-11-05T20:31:00Z,37.62,65.25
2025-11-05T20:32:00Z,27.59,72.20
2025-11-05T20:33:00Z,15.52,86.54
2025-11-05T20:34:00Z,11.89,87.39
2025-11-05T20:35:00Z,12.91,87.92
2025-11-05T20:36:00Z,14.75,86.97
2025-11-05T20:37:00Z,11.62,88.76
2025-11-05T20:38:00Z,11.87,89.64
2025-11-05T20:39:00Z,11.07,90.00
2025-11-05T20:40:00Z,11.32,90.95
2025-11-05T20:41:00Z,12.82,87.14
2025-11-05T20:42:00Z,13.00,82.10
2025-11-05T20:43:00Z,11.77,88.81
2025-11-05T20:44:00Z,12.00,90.00
2025-11-05T20:45:00Z,11.97,91.00
2025-11-05T20:46:00Z,12.25,88.20
2025-11-05T20:47:00Z,13.17,87.07
2025-11-05T20:48:00Z,15.53,86.00
2025-11-05T20:49:00Z,13.81,86.89
2025-11-05T20:50:00Z,17.06,86.89
2025-11-05T20:51:00Z,15.98,86.00
2025-11-05T20:52:00Z,14.63,88.00
2025-11-05T20:53:00Z,13.26,88.00
2025-11-05T20:54:00Z,14.99,85.29
2025-11-05T20:55:00Z,14.98,85.00
2025-11-05T20:56:00Z,15.16,85.44
2025-11-05T20:57:00Z,12.61,87.80
2025-11-05T20:58:00Z,12.62,88.00
2025-11-05T20:59:00Z,12.30,88.00
2025-11-05T21:00:00Z,11.81,88.32
2025-11-05T21:01:00Z,11.33,89.53
2025-11-05T21:02:00Z,4.35,95.28
2025-11-05T21:03:00Z,2.53,98.95
2025-11-05T21:04:00Z,1.00,99.00
2025-11-05T21:05:00Z,1.00,99.00
2025-11-05T21:06:00Z,1.00,99.00
2025-11-05T21:07:00Z,1.00,99.00
