# event_ticker=KXATPMATCH-26MAY14SINRUB
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Jannik Sinner
# fav_player=Andrey Rublev
# dog_player=Jannik Sinner
# kalshi_date=2026-05-14
timestamp,Jannik Sinner,Andrey Rublev
2026-05-13T23:20:00Z,96.00,
2026-05-13T23:22:00Z,96.00,6.00
2026-05-13T23:23:00Z,96.00,6.00
2026-05-13T23:24:00Z,96.00,6.00
2026-05-13T23:25:00Z,96.00,6.00
2026-05-13T23:26:00Z,96.00,4.07
2026-05-13T23:27:00Z,96.00,5.00
2026-05-13T23:29:00Z,96.00,5.00
2026-05-13T23:30:00Z,96.00,5.00
2026-05-13T23:31:00Z,96.00,5.00
2026-05-13T23:32:00Z,96.00,5.00
2026-05-13T23:34:00Z,96.00,5.00
2026-05-13T23:35:00Z,96.00,4.00
2026-05-13T23:36:00Z,96.00,4.50
2026-05-13T23:37:00Z,96.00,4.98
2026-05-13T23:38:00Z,96.00,5.00
2026-05-13T23:40:00Z,96.00,4.56
2026-05-13T23:41:00Z,96.00,4.56
2026-05-13T23:42:00Z,96.00,4.56
2026-05-13T23:43:00Z,96.00,5.00
2026-05-13T23:44:00Z,95.00,5.00
2026-05-13T23:45:00Z,95.00,5.00
2026-05-13T23:47:00Z,95.00,5.00
2026-05-13T23:48:00Z,95.00,5.00
2026-05-13T23:49:00Z,95.00,5.00
2026-05-13T23:50:00Z,95.00,5.00
2026-05-13T23:52:00Z,95.00,5.00
2026-05-13T23:53:00Z,95.00,5.00
2026-05-13T23:57:00Z,95.00,5.00
2026-05-13T23:58:00Z,95.00,5.00
2026-05-13T23:59:00Z,96.00,5.00
2026-05-14T00:00:00Z,96.00,5.00
2026-05-14T00:01:00Z,96.00,5.00
2026-05-14T00:02:00Z,96.00,5.00
2026-05-14T00:03:00Z,96.00,5.00
2026-05-14T00:04:00Z,96.00,5.00
2026-05-14T00:05:00Z,96.00,5.00
2026-05-14T00:06:00Z,96.00,5.00
2026-05-14T00:07:00Z,96.00,5.00
2026-05-14T00:08:00Z,96.00,5.00
2026-05-14T00:09:00Z,96.00,5.00
2026-05-14T00:10:00Z,96.00,5.00
2026-05-14T00:11:00Z,96.00,5.00
2026-05-14T00:13:00Z,96.00,5.00
2026-05-14T00:15:00Z,96.00,5.00
2026-05-14T00:16:00Z,96.00,6.00
2026-05-14T00:18:00Z,96.00,6.00
2026-05-14T00:22:00Z,96.00,6.00
2026-05-14T00:28:00Z,96.00,6.00
2026-05-14T00:29:00Z,96.00,6.00
2026-05-14T00:30:00Z,96.00,6.00
2026-05-14T00:31:00Z,96.00,6.00
2026-05-14T00:33:00Z,96.00,6.00
2026-05-14T00:34:00Z,96.00,5.00
2026-05-14T00:36:00Z,96.00,6.00
2026-05-14T00:37:00Z,95.00,6.00
2026-05-14T00:39:00Z,96.00,6.00
2026-05-14T00:40:00Z,96.00,6.00
2026-05-14T00:41:00Z,96.00,6.00
2026-05-14T00:42:00Z,96.00,6.00
2026-05-14T00:44:00Z,95.00,6.00
2026-05-14T00:49:00Z,95.00,6.00
2026-05-14T00:50:00Z,95.00,6.00
2026-05-14T00:52:00Z,95.00,6.00
2026-05-14T00:53:00Z,95.00,6.00
2026-05-14T00:58:00Z,95.00,6.00
2026-05-14T00:59:00Z,95.00,6.00
2026-05-14T01:01:00Z,95.00,6.00
2026-05-14T01:03:00Z,95.00,6.00
2026-05-14T01:04:00Z,95.00,6.00
2026-05-14T01:05:00Z,95.00,4.89
2026-05-14T01:06:00Z,95.00,6.00
2026-05-14T01:09:00Z,95.00,6.00
2026-05-14T01:11:00Z,95.00,6.00
2026-05-14T01:12:00Z,95.00,6.00
2026-05-14T01:13:00Z,95.00,6.00
2026-05-14T01:19:00Z,95.00,6.00
2026-05-14T01:21:00Z,95.00,6.00
2026-05-14T01:22:00Z,96.00,6.00
2026-05-14T01:23:00Z,96.00,6.00
2026-05-14T01:24:00Z,96.00,6.00
2026-05-14T01:26:00Z,96.00,6.00
2026-05-14T01:27:00Z,96.00,6.00
2026-05-14T01:28:00Z,96.00,6.00
2026-05-14T01:31:00Z,96.00,6.00
2026-05-14T01:34:00Z,96.00,6.00
2026-05-14T01:35:00Z,96.00,6.00
2026-05-14T01:41:00Z,96.00,6.00
2026-05-14T01:42:00Z,96.00,6.00
2026-05-14T01:44:00Z,95.00,6.00
2026-05-14T01:48:00Z,95.00,6.00
2026-05-14T01:49:00Z,95.00,6.00
2026-05-14T01:50:00Z,96.00,6.00
2026-05-14T01:56:00Z,96.00,6.00
2026-05-14T01:59:00Z,96.00,6.00
2026-05-14T02:00:00Z,96.00,6.00
2026-05-14T02:01:00Z,96.00,6.00
2026-05-14T02:02:00Z,96.00,6.00
2026-05-14T02:05:00Z,96.00,6.00
2026-05-14T02:14:00Z,96.00,6.00
2026-05-14T02:19:00Z,96.00,5.16
2026-05-14T02:20:00Z,95.00,5.16
2026-05-14T02:21:00Z,95.00,6.00
2026-05-14T02:22:00Z,95.00,6.00
2026-05-14T02:25:00Z,96.00,6.00
2026-05-14T02:26:00Z,96.00,6.00
2026-05-14T02:28:00Z,96.00,6.00
2026-05-14T02:29:00Z,96.00,6.00
2026-05-14T02:34:00Z,96.00,5.00
2026-05-14T02:35:00Z,96.00,6.00
2026-05-14T02:37:00Z,96.00,6.00
2026-05-14T02:38:00Z,96.00,6.00
2026-05-14T02:39:00Z,96.00,6.00
2026-05-14T02:43:00Z,95.00,6.00
2026-05-14T02:47:00Z,95.00,6.00
2026-05-14T02:48:00Z,95.00,6.00
2026-05-14T02:49:00Z,95.00,6.00
2026-05-14T02:50:00Z,95.00,6.00
2026-05-14T02:51:00Z,95.00,6.00
2026-05-14T02:55:00Z,95.00,4.13
2026-05-14T02:56:00Z,96.00,4.11
2026-05-14T02:57:00Z,96.00,5.00
2026-05-14T02:58:00Z,96.00,5.00
2026-05-14T02:59:00Z,96.00,5.00
2026-05-14T03:00:00Z,96.00,5.00
2026-05-14T03:01:00Z,96.00,5.00
2026-05-14T03:04:00Z,96.00,5.00
2026-05-14T03:05:00Z,96.00,5.00
2026-05-14T03:06:00Z,96.00,5.00
2026-05-14T03:07:00Z,96.00,5.07
2026-05-14T03:08:00Z,96.00,6.00
