# event_ticker=KXATPCHALLENGERMATCH-26JUN04NARBER
# final_score=6-2 4-6 6-3
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=Luca Nardi
# kalshi_date=2026-06-04
timestamp,Luca Nardi,Remy Bertola
2026-06-04T18:36:00Z,70.00,32.00
2026-06-04T18:38:00Z,70.00,32.00
2026-06-04T18:39:00Z,70.00,32.00
2026-06-04T18:41:00Z,70.00,32.00
2026-06-04T18:42:00Z,70.00,32.00
2026-06-04T18:44:00Z,70.00,31.00
2026-06-04T18:48:00Z,70.00,30.90
2026-06-04T18:50:00Z,70.00,29.00
2026-06-04T18:51:00Z,71.00,29.00
2026-06-04T18:52:00Z,71.00,29.01
2026-06-04T18:53:00Z,71.00,29.00
2026-06-04T18:58:00Z,71.00,31.00
2026-06-04T19:01:00Z,71.00,31.60
2026-06-04T19:02:00Z,71.00,31.60
2026-06-04T19:03:00Z,71.00,31.60
2026-06-04T19:09:00Z,70.00,31.60
2026-06-04T19:10:00Z,71.00,31.60
2026-06-04T19:11:00Z,68.00,31.87
2026-06-04T19:13:00Z,71.00,32.00
2026-06-04T19:14:00Z,71.68,32.00
2026-06-04T19:15:00Z,71.94,32.00
2026-06-04T19:16:00Z,71.00,31.00
2026-06-04T19:17:00Z,71.00,31.00
2026-06-04T19:18:00Z,71.00,31.00
2026-06-04T19:19:00Z,71.00,32.00
2026-06-04T19:21:00Z,71.00,31.95
2026-06-04T19:22:00Z,73.26,27.82
2026-06-04T19:23:00Z,80.47,19.59
2026-06-04T19:24:00Z,83.29,17.00
2026-06-04T19:25:00Z,84.81,16.27
2026-06-04T19:26:00Z,83.99,17.94
2026-06-04T19:27:00Z,81.52,18.21
2026-06-04T19:28:00Z,81.00,19.94
2026-06-04T19:29:00Z,81.76,19.24
2026-06-04T19:30:00Z,78.15,22.88
2026-06-04T19:31:00Z,80.68,19.64
2026-06-04T19:32:00Z,77.97,23.64
2026-06-04T19:33:00Z,78.37,22.53
2026-06-04T19:34:00Z,70.00,29.98
2026-06-04T19:35:00Z,69.99,30.97
2026-06-04T19:36:00Z,64.37,36.28
2026-06-04T19:37:00Z,63.99,37.04
2026-06-04T19:38:00Z,65.46,35.64
2026-06-04T19:39:00Z,65.76,34.00
2026-06-04T19:40:00Z,66.59,33.07
2026-06-04T19:41:00Z,63.35,37.05
2026-06-04T19:42:00Z,66.39,33.95
2026-06-04T19:43:00Z,71.03,28.87
2026-06-04T19:44:00Z,63.82,37.65
2026-06-04T19:45:00Z,63.00,38.43
2026-06-04T19:46:00Z,63.56,37.92
2026-06-04T19:47:00Z,60.46,42.75
2026-06-04T19:48:00Z,52.83,46.88
2026-06-04T19:49:00Z,46.48,47.78
2026-06-04T19:50:00Z,43.96,57.67
2026-06-04T19:51:00Z,40.76,59.45
2026-06-04T19:52:00Z,41.24,60.67
2026-06-04T19:53:00Z,38.76,61.83
2026-06-04T19:54:00Z,37.79,63.93
2026-06-04T19:55:00Z,35.64,65.32
2026-06-04T19:56:00Z,37.89,62.76
2026-06-04T19:57:00Z,35.85,64.94
2026-06-04T19:58:00Z,31.13,69.88
2026-06-04T19:59:00Z,31.60,68.09
2026-06-04T20:00:00Z,32.57,68.07
2026-06-04T20:01:00Z,33.97,67.56
2026-06-04T20:02:00Z,35.01,65.59
2026-06-04T20:03:00Z,35.09,65.06
2026-06-04T20:04:00Z,32.36,68.11
2026-06-04T20:05:00Z,35.59,66.78
2026-06-04T20:06:00Z,39.14,62.49
2026-06-04T20:07:00Z,45.57,56.17
2026-06-04T20:08:00Z,49.60,49.55
2026-06-04T20:09:00Z,53.46,47.49
2026-06-04T20:10:00Z,53.59,46.31
2026-06-04T20:11:00Z,55.50,45.12
2026-06-04T20:12:00Z,54.77,45.63
2026-06-04T20:13:00Z,54.28,46.83
2026-06-04T20:14:00Z,54.48,46.07
2026-06-04T20:15:00Z,53.98,46.99
2026-06-04T20:16:00Z,55.14,47.00
2026-06-04T20:17:00Z,57.28,43.79
2026-06-04T20:18:00Z,54.99,46.22
2026-06-04T20:19:00Z,47.84,52.03
2026-06-04T20:20:00Z,50.48,50.94
2026-06-04T20:21:00Z,49.35,52.78
2026-06-04T20:22:00Z,54.95,46.39
2026-06-04T20:23:00Z,54.69,46.03
2026-06-04T20:24:00Z,52.31,48.59
2026-06-04T20:25:00Z,54.05,47.58
2026-06-04T20:26:00Z,53.07,48.00
2026-06-04T20:27:00Z,52.97,48.44
2026-06-04T20:28:00Z,52.36,49.43
2026-06-04T20:29:00Z,55.13,45.77
2026-06-04T20:30:00Z,58.65,42.58
2026-06-04T20:31:00Z,58.28,43.01
2026-06-04T20:32:00Z,59.77,42.40
2026-06-04T20:33:00Z,61.37,39.81
2026-06-04T20:34:00Z,61.84,38.94
2026-06-04T20:35:00Z,61.95,39.05
2026-06-04T20:36:00Z,60.53,40.17
2026-06-04T20:37:00Z,58.90,42.89
2026-06-04T20:38:00Z,58.80,43.00
2026-06-04T20:39:00Z,57.83,43.31
2026-06-04T20:40:00Z,58.31,44.77
2026-06-04T20:41:00Z,58.85,42.35
2026-06-04T20:42:00Z,61.02,39.90
2026-06-04T20:43:00Z,62.33,39.69
2026-06-04T20:44:00Z,59.87,41.00
2026-06-04T20:45:00Z,59.18,41.48
2026-06-04T20:46:00Z,62.44,37.82
2026-06-04T20:47:00Z,61.51,39.98
2026-06-04T20:48:00Z,59.95,41.73
2026-06-04T20:49:00Z,59.93,41.74
2026-06-04T20:50:00Z,63.56,36.98
2026-06-04T20:51:00Z,64.77,37.04
2026-06-04T20:52:00Z,61.84,40.60
2026-06-04T20:53:00Z,63.77,36.20
2026-06-04T20:54:00Z,64.31,36.17
2026-06-04T20:55:00Z,64.58,36.88
2026-06-04T20:56:00Z,64.33,36.49
2026-06-04T20:57:00Z,63.17,38.30
2026-06-04T20:58:00Z,57.03,42.86
2026-06-04T20:59:00Z,58.19,43.49
2026-06-04T21:00:00Z,56.85,44.45
2026-06-04T21:01:00Z,60.44,40.46
2026-06-04T21:02:00Z,55.30,45.43
2026-06-04T21:03:00Z,56.25,46.54
2026-06-04T21:04:00Z,58.39,43.08
2026-06-04T21:05:00Z,60.45,41.16
2026-06-04T21:06:00Z,56.87,44.53
2026-06-04T21:07:00Z,59.59,43.13
2026-06-04T21:08:00Z,64.38,34.19
2026-06-04T21:09:00Z,68.38,32.45
2026-06-04T21:10:00Z,67.35,35.67
2026-06-04T21:11:00Z,55.51,43.54
2026-06-04T21:12:00Z,54.99,45.92
2026-06-04T21:13:00Z,52.48,49.17
2026-06-04T21:14:00Z,39.06,55.07
2026-06-04T21:15:00Z,36.68,60.59
2026-06-04T21:16:00Z,24.82,74.84
2026-06-04T21:17:00Z,19.54,79.86
2026-06-04T21:18:00Z,21.39,81.57
2026-06-04T21:19:00Z,23.60,73.85
2026-06-04T21:20:00Z,23.18,76.49
2026-06-04T21:21:00Z,16.65,83.92
2026-06-04T21:22:00Z,16.95,84.47
2026-06-04T21:23:00Z,20.13,79.81
2026-06-04T21:24:00Z,23.94,75.96
2026-06-04T21:25:00Z,25.82,77.07
2026-06-04T21:26:00Z,15.16,85.88
2026-06-04T21:27:00Z,13.47,85.28
2026-06-04T21:28:00Z,22.34,80.73
2026-06-04T21:29:00Z,34.16,65.99
2026-06-04T21:30:00Z,27.44,75.76
2026-06-04T21:31:00Z,12.06,84.83
2026-06-04T21:32:00Z,9.88,91.26
2026-06-04T21:33:00Z,10.87,89.33
2026-06-04T21:34:00Z,12.37,88.53
2026-06-04T21:35:00Z,12.97,87.42
2026-06-04T21:36:00Z,11.80,88.22
2026-06-04T21:37:00Z,5.76,95.64
2026-06-04T21:38:00Z,1.43,97.98
2026-06-04T21:39:00Z,4.65,96.39
2026-06-04T21:40:00Z,16.27,89.53
2026-06-04T21:41:00Z,7.68,91.77
2026-06-04T21:42:00Z,1.00,99.00
2026-06-04T21:43:00Z,1.00,99.00
2026-06-04T21:44:00Z,1.00,99.00
2026-06-04T21:45:00Z,1.00,99.00
2026-06-04T21:46:00Z,1.00,99.00
