# event_ticker=KXATPMATCH-26MAY13JODDAR
# final_score=7-6(5) 5-7 6-0
# score_resolution=7-6 5-7 6-0
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Rafael Jodar
# kalshi_date=2026-05-13
timestamp,Rafael Jodar,Luciano Darderi
2026-05-13T08:58:00Z,68.00,
2026-05-13T09:03:00Z,68.00,
2026-05-13T09:07:00Z,68.00,
2026-05-13T09:17:00Z,68.00,
2026-05-13T09:19:00Z,68.00,33.00
2026-05-13T09:32:00Z,68.00,33.00
2026-05-13T09:33:00Z,68.00,33.00
2026-05-13T09:38:00Z,68.00,33.00
2026-05-13T09:40:00Z,68.00,33.00
2026-05-13T09:41:00Z,68.00,33.00
2026-05-13T09:47:00Z,68.00,33.00
2026-05-13T09:54:00Z,68.00,33.00
2026-05-13T10:01:00Z,68.00,33.00
2026-05-13T10:06:00Z,68.00,33.00
2026-05-13T10:07:00Z,68.00,33.00
2026-05-13T10:14:00Z,68.00,33.00
2026-05-13T10:18:00Z,68.00,33.00
2026-05-13T10:21:00Z,68.00,32.50
2026-05-13T10:26:00Z,68.00,33.00
2026-05-13T10:27:00Z,68.00,33.00
2026-05-13T10:32:00Z,68.00,32.00
2026-05-13T10:34:00Z,68.00,32.00
2026-05-13T10:36:00Z,68.00,32.00
2026-05-13T10:38:00Z,68.00,32.00
2026-05-13T10:39:00Z,68.00,32.00
2026-05-13T10:42:00Z,68.00,33.00
2026-05-13T10:44:00Z,68.00,33.00
2026-05-13T10:45:00Z,68.00,33.00
2026-05-13T10:48:00Z,68.00,33.00
2026-05-13T10:49:00Z,68.00,33.00
2026-05-13T10:53:00Z,68.00,33.00
2026-05-13T10:56:00Z,68.00,33.00
2026-05-13T10:59:00Z,68.00,33.00
2026-05-13T11:01:00Z,68.00,33.00
2026-05-13T11:02:00Z,68.00,33.00
2026-05-13T11:03:00Z,68.00,33.00
2026-05-13T11:04:00Z,68.00,33.00
2026-05-13T11:06:00Z,68.00,33.00
2026-05-13T11:08:00Z,68.00,33.00
2026-05-13T11:42:00Z,67.00,33.00
2026-05-13T11:43:00Z,68.00,33.00
2026-05-13T11:45:00Z,68.00,33.00
2026-05-13T11:47:00Z,67.73,33.00
2026-05-13T11:48:00Z,68.00,33.00
2026-05-13T11:49:00Z,68.00,33.00
2026-05-13T11:53:00Z,68.00,33.00
2026-05-13T11:54:00Z,68.00,32.00
2026-05-13T11:56:00Z,68.00,32.14
2026-05-13T11:57:00Z,68.00,32.14
2026-05-13T11:59:00Z,68.00,33.00
2026-05-13T12:01:00Z,68.00,33.00
2026-05-13T12:02:00Z,68.00,33.00
2026-05-13T12:03:00Z,68.00,33.00
2026-05-13T12:04:00Z,68.00,33.00
2026-05-13T12:05:00Z,68.00,33.00
2026-05-13T12:07:00Z,67.69,33.00
2026-05-13T12:10:00Z,68.00,33.00
2026-05-13T12:11:00Z,68.00,33.00
2026-05-13T12:14:00Z,68.00,33.00
2026-05-13T12:16:00Z,68.00,33.00
2026-05-13T12:17:00Z,68.00,33.00
2026-05-13T12:18:00Z,68.00,33.00
2026-05-13T12:20:00Z,68.00,33.00
2026-05-13T12:21:00Z,68.00,33.00
2026-05-13T12:23:00Z,68.00,33.00
2026-05-13T12:25:00Z,68.00,33.00
2026-05-13T12:26:00Z,68.00,33.00
2026-05-13T12:27:00Z,68.00,33.00
2026-05-13T12:28:00Z,68.00,32.00
2026-05-13T12:29:00Z,68.00,33.00
2026-05-13T12:32:00Z,68.00,33.00
2026-05-13T12:33:00Z,68.00,33.00
2026-05-13T12:35:00Z,68.00,33.00
2026-05-13T12:36:00Z,68.00,33.00
2026-05-13T12:40:00Z,68.00,33.00
2026-05-13T12:42:00Z,68.00,33.00
2026-05-13T12:45:00Z,68.00,33.00
2026-05-13T12:48:00Z,68.00,33.00
2026-05-13T12:49:00Z,68.00,33.00
2026-05-13T12:50:00Z,68.00,33.00
2026-05-13T12:51:00Z,68.00,33.00
2026-05-13T12:53:00Z,68.00,33.00
2026-05-13T12:54:00Z,68.00,33.00
2026-05-13T12:55:00Z,68.00,33.00
2026-05-13T12:58:00Z,68.00,32.00
2026-05-13T13:00:00Z,68.00,32.00
2026-05-13T13:01:00Z,68.00,32.00
2026-05-13T13:02:00Z,68.00,33.00
2026-05-13T13:05:00Z,68.00,33.00
2026-05-13T13:06:00Z,68.00,33.00
2026-05-13T13:08:00Z,68.00,33.00
2026-05-13T13:09:00Z,68.00,33.00
2026-05-13T13:11:00Z,68.00,33.00
2026-05-13T13:13:00Z,68.00,33.00
2026-05-13T13:14:00Z,68.00,33.00
2026-05-13T13:16:00Z,68.00,33.00
2026-05-13T13:17:00Z,68.00,33.00
2026-05-13T13:20:00Z,68.00,33.00
2026-05-13T13:21:00Z,67.00,33.00
2026-05-13T13:25:00Z,67.00,33.00
2026-05-13T13:30:00Z,68.00,33.00
2026-05-13T13:31:00Z,68.00,33.00
2026-05-13T13:32:00Z,68.00,32.00
2026-05-13T13:34:00Z,67.00,33.00
2026-05-13T13:35:00Z,68.00,33.00
2026-05-13T13:36:00Z,68.00,33.00
2026-05-13T13:37:00Z,68.00,32.00
2026-05-13T13:38:00Z,68.00,32.37
2026-05-13T13:39:00Z,68.00,32.10
2026-05-13T13:40:00Z,68.00,32.22
2026-05-13T13:41:00Z,68.00,32.00
2026-05-13T13:42:00Z,68.00,32.48
2026-05-13T13:43:00Z,68.00,32.00
2026-05-13T13:44:00Z,67.02,32.42
2026-05-13T13:45:00Z,67.00,32.00
2026-05-13T13:46:00Z,68.00,32.21
2026-05-13T13:47:00Z,67.50,32.00
2026-05-13T13:48:00Z,67.43,32.39
2026-05-13T13:49:00Z,68.00,32.83
2026-05-13T13:50:00Z,68.00,32.00
2026-05-13T13:51:00Z,68.00,32.00
2026-05-13T13:52:00Z,68.00,32.01
2026-05-13T13:53:00Z,68.00,32.85
2026-05-13T13:54:00Z,68.00,32.00
2026-05-13T13:55:00Z,68.00,32.00
2026-05-13T13:56:00Z,68.00,32.00
2026-05-13T13:57:00Z,68.00,32.13
2026-05-13T13:58:00Z,68.00,32.20
2026-05-13T13:59:00Z,68.00,32.00
2026-05-13T14:00:00Z,68.00,32.00
2026-05-13T14:01:00Z,68.00,32.17
2026-05-13T14:02:00Z,68.00,32.03
2026-05-13T14:03:00Z,68.00,33.00
2026-05-13T14:04:00Z,68.00,33.00
2026-05-13T14:05:00Z,67.26,33.00
2026-05-13T14:06:00Z,68.00,33.00
2026-05-13T14:07:00Z,68.00,33.00
2026-05-13T14:08:00Z,68.00,33.00
2026-05-13T14:09:00Z,68.00,33.00
2026-05-13T14:11:00Z,68.00,33.00
2026-05-13T14:12:00Z,68.00,33.00
2026-05-13T14:13:00Z,68.00,33.00
2026-05-13T14:15:00Z,68.00,33.00
2026-05-13T14:16:00Z,68.00,33.00
2026-05-13T14:18:00Z,68.00,33.00
2026-05-13T14:20:00Z,68.00,33.00
2026-05-13T14:21:00Z,68.00,33.00
2026-05-13T14:22:00Z,68.00,33.00
