# event_ticker=KXATPCHALLENGERMATCH-26MAR16DEVNUA
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Murkel Dellien
# fav_player=Alex Santino Nunez Vera
# dog_player=Murkel Dellien
# kalshi_date=2026-03-16
timestamp,Alex Santino Nunez Vera,Murkel Dellien
2026-03-18T01:14:00Z,8.00,94.00
2026-03-18T01:17:00Z,8.00,94.00
2026-03-18T01:18:00Z,8.00,94.00
2026-03-18T01:19:00Z,8.76,94.00
2026-03-18T01:20:00Z,8.77,94.00
2026-03-18T01:21:00Z,6.59,93.42
2026-03-18T01:22:00Z,7.00,93.42
2026-03-18T01:23:00Z,9.06,91.07
2026-03-18T01:24:00Z,8.07,91.07
2026-03-18T01:25:00Z,9.10,91.07
2026-03-18T01:26:00Z,8.01,93.00
2026-03-18T01:27:00Z,8.99,93.00
2026-03-18T01:28:00Z,8.36,90.15
2026-03-18T01:29:00Z,8.94,90.15
2026-03-18T01:30:00Z,12.05,90.34
2026-03-18T01:31:00Z,10.26,91.00
2026-03-18T01:32:00Z,17.21,86.63
2026-03-18T01:33:00Z,11.54,88.72
2026-03-18T01:34:00Z,12.84,88.72
2026-03-18T01:35:00Z,13.02,87.00
2026-03-18T01:36:00Z,17.28,83.70
2026-03-18T01:37:00Z,17.58,84.00
2026-03-18T01:38:00Z,18.64,82.00
2026-03-18T01:39:00Z,16.37,85.00
2026-03-18T01:40:00Z,13.91,87.98
2026-03-18T01:41:00Z,13.48,87.00
2026-03-18T01:42:00Z,16.08,87.00
2026-03-18T01:43:00Z,18.49,87.00
2026-03-18T01:44:00Z,15.91,86.00
2026-03-18T01:45:00Z,13.09,88.00
2026-03-18T01:46:00Z,14.08,88.00
2026-03-18T01:47:00Z,16.84,85.00
2026-03-18T01:48:00Z,17.65,83.00
2026-03-18T01:49:00Z,18.00,83.00
2026-03-18T01:50:00Z,19.16,83.00
2026-03-18T01:51:00Z,22.87,77.83
2026-03-18T01:52:00Z,21.98,80.93
2026-03-18T01:53:00Z,21.64,78.06
2026-03-18T01:54:00Z,24.90,75.00
2026-03-18T01:55:00Z,19.97,82.39
2026-03-18T01:56:00Z,19.56,82.00
2026-03-18T01:57:00Z,18.34,83.00
2026-03-18T01:58:00Z,19.61,81.00
2026-03-18T01:59:00Z,23.03,78.33
2026-03-18T02:00:00Z,19.00,82.82
2026-03-18T02:01:00Z,19.13,84.00
2026-03-18T02:02:00Z,14.51,84.45
2026-03-18T02:03:00Z,8.95,90.00
2026-03-18T02:04:00Z,9.00,92.00
2026-03-18T02:05:00Z,7.48,92.00
2026-03-18T02:06:00Z,6.57,92.75
2026-03-18T02:07:00Z,8.67,92.55
2026-03-18T02:08:00Z,8.42,92.00
2026-03-18T02:09:00Z,6.07,94.00
2026-03-18T02:10:00Z,5.75,94.82
2026-03-18T02:11:00Z,8.95,93.00
2026-03-18T02:12:00Z,9.54,93.86
2026-03-18T02:13:00Z,6.68,93.86
2026-03-18T02:14:00Z,6.23,90.60
2026-03-18T02:15:00Z,9.29,90.60
2026-03-18T02:16:00Z,9.44,92.75
2026-03-18T02:17:00Z,6.96,93.12
2026-03-18T02:18:00Z,6.02,94.00
2026-03-18T02:19:00Z,7.00,94.00
2026-03-18T02:20:00Z,7.00,94.00
2026-03-18T02:21:00Z,6.39,94.00
2026-03-18T02:22:00Z,6.01,94.00
2026-03-18T02:23:00Z,7.00,94.00
2026-03-18T02:24:00Z,7.00,95.00
2026-03-18T02:25:00Z,5.73,95.00
2026-03-18T02:26:00Z,5.08,95.79
2026-03-18T02:27:00Z,4.32,95.78
2026-03-18T02:28:00Z,5.46,95.00
2026-03-18T02:29:00Z,6.00,96.00
2026-03-18T02:30:00Z,5.41,95.00
2026-03-18T02:31:00Z,5.10,94.00
2026-03-18T02:32:00Z,5.52,94.20
2026-03-18T02:33:00Z,4.00,96.00
2026-03-18T02:34:00Z,5.00,96.00
2026-03-18T02:35:00Z,4.19,96.00
2026-03-18T02:36:00Z,4.10,96.00
2026-03-18T02:37:00Z,5.00,94.73
2026-03-18T02:38:00Z,6.02,94.97
2026-03-18T02:39:00Z,6.88,94.00
2026-03-18T02:40:00Z,6.49,93.60
2026-03-18T02:41:00Z,6.01,94.00
2026-03-18T02:42:00Z,5.12,94.00
2026-03-18T02:43:00Z,5.18,95.00
2026-03-18T02:44:00Z,8.24,95.00
2026-03-18T02:45:00Z,8.98,94.00
2026-03-18T02:46:00Z,9.01,93.01
2026-03-18T02:47:00Z,6.01,94.08
2026-03-18T02:48:00Z,4.50,95.20
2026-03-18T02:49:00Z,2.54,96.87
2026-03-18T02:50:00Z,1.86,98.14
2026-03-18T02:51:00Z,1.96,99.00
2026-03-18T02:52:00Z,1.37,99.00
2026-03-18T02:53:00Z,1.00,99.00
2026-03-18T02:54:00Z,1.00,99.00
2026-03-18T02:56:00Z,1.00,99.00
2026-03-18T02:58:00Z,1.00,99.00
