# event_ticker=KXATPMATCH-26FEB01BAUOCO
# final_score=5-7 6-3 7-5
# score_resolution=7-5 3-6 5-7
# match_winner=Roberto Bautista Agut
# fav_player=Christopher O'Connell
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-02-01
timestamp,Christopher O'Connell,Roberto Bautista Agut
2026-02-02T18:28:00Z,43.00,58.00
2026-02-02T18:29:00Z,43.00,58.00
2026-02-02T18:33:00Z,43.00,58.00
2026-02-02T18:35:00Z,43.00,58.00
2026-02-02T18:39:00Z,42.00,58.15
2026-02-02T18:40:00Z,42.00,59.00
2026-02-02T18:45:00Z,42.00,59.00
2026-02-02T18:46:00Z,42.00,59.00
2026-02-02T18:47:00Z,41.50,59.00
2026-02-02T18:48:00Z,41.50,59.00
2026-02-02T18:50:00Z,41.50,59.00
2026-02-02T18:53:00Z,41.50,59.00
2026-02-02T18:54:00Z,41.50,59.00
2026-02-02T18:55:00Z,42.00,59.00
2026-02-02T18:56:00Z,42.00,59.00
2026-02-02T18:59:00Z,41.00,59.00
2026-02-02T19:00:00Z,41.00,59.00
2026-02-02T19:01:00Z,41.00,59.00
2026-02-02T19:02:00Z,41.00,59.00
2026-02-02T19:03:00Z,41.00,59.00
2026-02-02T19:04:00Z,41.00,59.00
2026-02-02T19:06:00Z,42.00,59.00
2026-02-02T19:07:00Z,41.00,59.00
2026-02-02T19:09:00Z,41.00,59.00
2026-02-02T19:10:00Z,41.00,59.00
2026-02-02T19:13:00Z,41.00,59.00
2026-02-02T19:14:00Z,41.00,59.00
2026-02-02T19:16:00Z,41.00,59.00
2026-02-02T19:17:00Z,41.00,59.00
2026-02-02T19:18:00Z,41.00,59.00
2026-02-02T19:19:00Z,41.00,59.00
2026-02-02T19:21:00Z,41.00,60.00
2026-02-02T19:22:00Z,41.00,60.00
2026-02-02T19:23:00Z,41.00,60.00
2026-02-02T19:24:00Z,41.00,60.00
2026-02-02T19:25:00Z,41.00,60.00
2026-02-02T19:26:00Z,41.00,60.00
2026-02-02T19:27:00Z,41.00,60.00
2026-02-02T19:28:00Z,41.00,60.00
2026-02-02T19:29:00Z,41.00,60.00
2026-02-02T19:30:00Z,41.00,59.33
2026-02-02T19:31:00Z,41.00,60.40
2026-02-02T19:32:00Z,41.00,61.00
2026-02-02T19:33:00Z,40.00,61.79
2026-02-02T19:34:00Z,40.00,62.00
2026-02-02T19:35:00Z,41.00,62.00
2026-02-02T19:36:00Z,39.04,62.00
2026-02-02T19:37:00Z,39.04,62.00
2026-02-02T19:38:00Z,39.04,61.66
2026-02-02T19:39:00Z,39.04,61.00
2026-02-02T19:40:00Z,41.00,61.00
2026-02-02T19:41:00Z,41.00,61.00
2026-02-02T19:42:00Z,41.00,61.00
2026-02-02T19:43:00Z,41.00,61.00
2026-02-02T19:44:00Z,41.00,61.00
2026-02-02T19:45:00Z,41.00,61.00
2026-02-02T19:46:00Z,41.00,61.00
2026-02-02T19:47:00Z,41.00,60.87
2026-02-02T19:48:00Z,41.00,61.00
2026-02-02T19:49:00Z,41.00,61.00
2026-02-02T19:50:00Z,41.00,61.00
2026-02-02T19:51:00Z,41.24,61.00
2026-02-02T19:52:00Z,41.91,61.00
2026-02-02T19:53:00Z,43.00,61.00
2026-02-02T19:54:00Z,42.75,61.00
2026-02-02T19:55:00Z,40.08,60.99
2026-02-02T19:56:00Z,40.08,60.81
2026-02-02T19:57:00Z,40.05,61.90
2026-02-02T19:58:00Z,38.76,62.32
2026-02-02T19:59:00Z,38.76,62.36
2026-02-02T20:00:00Z,38.97,67.41
2026-02-02T20:01:00Z,34.78,65.51
2026-02-02T20:02:00Z,36.20,64.98
2026-02-02T20:03:00Z,37.47,63.07
2026-02-02T20:04:00Z,41.58,62.18
2026-02-02T20:05:00Z,37.80,64.90
2026-02-02T20:06:00Z,34.65,65.34
2026-02-02T20:07:00Z,39.17,63.24
2026-02-02T20:08:00Z,39.93,63.17
2026-02-02T20:09:00Z,37.30,63.89
2026-02-02T20:10:00Z,38.56,63.13
2026-02-02T20:11:00Z,40.00,61.21
2026-02-02T20:12:00Z,39.70,64.11
2026-02-02T20:13:00Z,40.41,61.78
2026-02-02T20:14:00Z,40.12,62.71
2026-02-02T20:15:00Z,41.63,60.28
2026-02-02T20:16:00Z,39.57,62.00
2026-02-02T20:17:00Z,38.22,63.70
2026-02-02T20:18:00Z,38.00,63.94
2026-02-02T20:19:00Z,35.65,65.29
2026-02-02T20:20:00Z,33.66,67.16
2026-02-02T20:21:00Z,38.41,63.83
2026-02-02T20:22:00Z,41.00,60.90
2026-02-02T20:23:00Z,40.00,60.55
2026-02-02T20:24:00Z,42.44,59.17
2026-02-02T20:25:00Z,39.28,60.29
2026-02-02T20:26:00Z,41.00,59.76
2026-02-02T20:27:00Z,41.00,60.00
2026-02-02T20:28:00Z,42.00,59.41
2026-02-02T20:29:00Z,42.97,60.46
2026-02-02T20:30:00Z,44.00,57.61
2026-02-02T20:31:00Z,41.67,59.46
2026-02-02T20:32:00Z,41.75,60.86
2026-02-02T20:33:00Z,38.96,62.06
2026-02-02T20:34:00Z,39.00,62.00
2026-02-02T20:35:00Z,35.61,64.76
2026-02-02T20:36:00Z,29.50,71.20
2026-02-02T20:37:00Z,36.32,68.15
2026-02-02T20:38:00Z,39.00,62.90
2026-02-02T20:39:00Z,43.07,60.02
2026-02-02T20:40:00Z,49.79,54.15
2026-02-02T20:41:00Z,64.40,43.65
2026-02-02T20:42:00Z,60.36,38.19
2026-02-02T20:43:00Z,62.24,43.20
2026-02-02T20:44:00Z,66.49,34.73
2026-02-02T20:45:00Z,65.04,39.19
2026-02-02T20:46:00Z,68.16,34.60
2026-02-02T20:47:00Z,71.55,28.14
2026-02-02T20:48:00Z,72.46,28.85
2026-02-02T20:49:00Z,72.02,29.35
2026-02-02T20:50:00Z,72.18,29.89
2026-02-02T20:51:00Z,72.73,29.96
2026-02-02T20:52:00Z,71.07,29.87
2026-02-02T20:53:00Z,71.75,27.90
2026-02-02T20:54:00Z,69.84,31.92
2026-02-02T20:55:00Z,70.14,29.20
2026-02-02T20:56:00Z,71.88,35.20
2026-02-02T20:57:00Z,72.16,24.76
2026-02-02T20:58:00Z,69.20,34.74
2026-02-02T20:59:00Z,66.31,35.68
2026-02-02T21:00:00Z,63.89,36.95
2026-02-02T21:01:00Z,60.13,38.72
2026-02-02T21:02:00Z,65.89,36.21
2026-02-02T21:03:00Z,53.86,49.53
2026-02-02T21:04:00Z,50.06,49.87
2026-02-02T21:05:00Z,51.63,50.21
2026-02-02T21:06:00Z,52.03,51.35
2026-02-02T21:07:00Z,48.89,51.35
2026-02-02T21:08:00Z,44.83,54.37
2026-02-02T21:09:00Z,45.71,55.09
2026-02-02T21:10:00Z,43.17,58.48
2026-02-02T21:11:00Z,44.91,56.25
2026-02-02T21:12:00Z,40.51,60.00
2026-02-02T21:13:00Z,39.92,59.75
2026-02-02T21:14:00Z,46.10,57.38
2026-02-02T21:15:00Z,41.17,60.05
2026-02-02T21:16:00Z,40.69,61.90
2026-02-02T21:17:00Z,42.76,57.43
2026-02-02T21:18:00Z,46.12,55.23
2026-02-02T21:19:00Z,46.92,52.84
2026-02-02T21:20:00Z,43.35,56.77
2026-02-02T21:21:00Z,40.98,58.97
2026-02-02T21:22:00Z,41.18,60.62
2026-02-02T21:23:00Z,41.45,58.63
2026-02-02T21:24:00Z,43.94,57.04
2026-02-02T21:25:00Z,40.75,58.96
2026-02-02T21:26:00Z,40.00,60.23
2026-02-02T21:27:00Z,37.60,64.29
2026-02-02T21:28:00Z,36.94,62.96
2026-02-02T21:29:00Z,38.14,62.20
2026-02-02T21:30:00Z,38.88,62.19
2026-02-02T21:31:00Z,38.40,61.62
2026-02-02T21:32:00Z,39.36,61.91
2026-02-02T21:33:00Z,37.48,61.95
2026-02-02T21:34:00Z,38.53,63.61
2026-02-02T21:35:00Z,38.00,65.91
2026-02-02T21:36:00Z,38.98,62.10
2026-02-02T21:37:00Z,37.85,69.91
2026-02-02T21:38:00Z,34.97,65.25
2026-02-02T21:39:00Z,34.73,64.41
2026-02-02T21:40:00Z,34.68,65.25
2026-02-02T21:41:00Z,35.00,67.94
2026-02-02T21:42:00Z,23.89,73.05
2026-02-02T21:43:00Z,18.51,82.16
2026-02-02T21:44:00Z,24.92,74.57
2026-02-02T21:45:00Z,30.28,71.69
2026-02-02T21:46:00Z,24.11,83.07
2026-02-02T21:47:00Z,15.91,85.80
2026-02-02T21:48:00Z,15.81,84.84
2026-02-02T21:49:00Z,24.63,78.76
2026-02-02T21:50:00Z,30.52,71.60
2026-02-02T21:51:00Z,38.46,62.89
2026-02-02T21:52:00Z,41.65,59.91
2026-02-02T21:53:00Z,34.74,68.13
2026-02-02T21:54:00Z,37.10,62.75
2026-02-02T21:55:00Z,38.12,61.38
2026-02-02T21:56:00Z,38.42,62.82
2026-02-02T21:57:00Z,35.28,69.27
2026-02-02T21:58:00Z,16.85,81.77
2026-02-02T21:59:00Z,15.76,84.91
2026-02-02T22:00:00Z,16.52,83.52
2026-02-02T22:01:00Z,24.88,73.70
2026-02-02T22:02:00Z,34.59,65.52
2026-02-02T22:03:00Z,38.25,59.05
2026-02-02T22:04:00Z,44.82,55.43
2026-02-02T22:05:00Z,52.57,49.14
2026-02-02T22:06:00Z,53.02,43.52
2026-02-02T22:07:00Z,53.98,43.32
2026-02-02T22:08:00Z,52.34,49.93
2026-02-02T22:09:00Z,46.83,55.23
2026-02-02T22:10:00Z,43.31,60.07
2026-02-02T22:11:00Z,41.91,58.10
2026-02-02T22:12:00Z,49.57,51.71
2026-02-02T22:13:00Z,52.50,49.85
2026-02-02T22:14:00Z,53.23,49.30
2026-02-02T22:15:00Z,60.00,47.69
2026-02-02T22:16:00Z,60.52,39.80
2026-02-02T22:17:00Z,56.53,50.62
2026-02-02T22:18:00Z,45.13,56.47
2026-02-02T22:19:00Z,44.35,56.56
2026-02-02T22:20:00Z,46.02,57.60
2026-02-02T22:21:00Z,48.59,50.13
2026-02-02T22:22:00Z,51.41,51.34
2026-02-02T22:23:00Z,45.32,58.19
2026-02-02T22:24:00Z,53.24,47.87
2026-02-02T22:25:00Z,53.50,48.43
2026-02-02T22:26:00Z,54.87,45.28
2026-02-02T22:27:00Z,62.96,48.05
2026-02-02T22:28:00Z,51.83,49.32
2026-02-02T22:29:00Z,59.45,34.34
2026-02-02T22:30:00Z,79.12,21.77
2026-02-02T22:31:00Z,76.51,34.01
2026-02-02T22:32:00Z,76.53,26.99
2026-02-02T22:33:00Z,68.64,47.17
2026-02-02T22:34:00Z,49.57,52.83
2026-02-02T22:35:00Z,40.83,59.95
2026-02-02T22:36:00Z,27.94,71.06
2026-02-02T22:37:00Z,21.65,78.78
2026-02-02T22:38:00Z,13.14,88.13
2026-02-02T22:39:00Z,9.95,90.55
2026-02-02T22:40:00Z,5.90,93.23
2026-02-02T22:41:00Z,2.39,98.43
2026-02-02T22:42:00Z,1.00,99.00
2026-02-02T22:43:00Z,1.00,99.00
2026-02-02T22:44:00Z,1.00,99.00
2026-02-02T22:45:00Z,1.00,99.00
2026-02-02T22:46:00Z,1.00,99.00
2026-02-02T22:47:00Z,1.00,99.00
