# event_ticker=KXATPMATCH-26FEB01BAUOCO
# final_score=5-7 6-3 7-5
# score_resolution=7-5 3-6 5-7
# match_winner=Roberto Bautista Agut
# fav_player=Christopher O'Connell
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-02-01
timestamp,Christopher O'Connell,Roberto Bautista Agut
2026-02-02T08:05:00Z,,56.00
2026-02-02T09:05:00Z,,57.00
2026-02-02T09:08:00Z,,56.00
2026-02-02T09:13:00Z,,57.00
2026-02-02T09:51:00Z,,57.00
2026-02-02T11:08:00Z,,57.00
2026-02-02T11:18:00Z,,57.00
2026-02-02T12:12:00Z,45.00,57.00
2026-02-02T12:24:00Z,45.00,57.00
2026-02-02T12:30:00Z,44.00,57.00
2026-02-02T12:38:00Z,44.00,57.00
2026-02-02T12:40:00Z,44.00,57.00
2026-02-02T13:17:00Z,44.00,57.00
2026-02-02T13:36:00Z,44.00,57.00
2026-02-02T13:56:00Z,44.00,57.00
2026-02-02T13:57:00Z,44.00,57.00
2026-02-02T14:08:00Z,44.00,57.00
2026-02-02T14:09:00Z,43.00,57.00
2026-02-02T14:14:00Z,43.00,57.00
2026-02-02T14:16:00Z,43.00,57.00
2026-02-02T14:38:00Z,43.00,57.00
2026-02-02T14:40:00Z,43.00,57.00
2026-02-02T14:44:00Z,43.00,57.00
2026-02-02T15:01:00Z,43.00,57.00
2026-02-02T15:04:00Z,43.00,57.00
2026-02-02T15:19:00Z,43.00,57.00
2026-02-02T15:23:00Z,43.00,57.00
2026-02-02T15:32:00Z,43.00,57.00
2026-02-02T15:54:00Z,43.00,58.00
2026-02-02T15:55:00Z,43.00,58.00
2026-02-02T16:00:00Z,43.00,58.00
2026-02-02T16:10:00Z,43.00,58.00
2026-02-02T16:13:00Z,43.00,58.00
2026-02-02T16:15:00Z,43.00,58.00
2026-02-02T16:30:00Z,43.00,58.00
2026-02-02T16:31:00Z,43.00,58.00
2026-02-02T16:44:00Z,43.00,58.00
2026-02-02T16:45:00Z,43.00,59.00
2026-02-02T16:52:00Z,43.00,59.00
2026-02-02T16:53:00Z,43.00,59.00
2026-02-02T16:57:00Z,43.00,57.00
2026-02-02T16:59:00Z,43.00,57.00
2026-02-02T17:01:00Z,43.00,57.00
2026-02-02T17:04:00Z,43.00,59.00
2026-02-02T17:06:00Z,43.00,59.00
2026-02-02T17:09:00Z,43.00,58.00
2026-02-02T17:24:00Z,43.00,56.00
2026-02-02T17:27:00Z,43.00,56.00
2026-02-02T17:28:00Z,43.00,56.00
2026-02-02T17:29:00Z,43.00,56.00
2026-02-02T17:32:00Z,43.00,56.00
2026-02-02T17:33:00Z,43.00,56.00
2026-02-02T17:48:00Z,43.00,57.00
2026-02-02T17:50:00Z,44.00,57.00
2026-02-02T17:52:00Z,44.00,57.00
2026-02-02T17:55:00Z,44.00,57.53
2026-02-02T18:04:00Z,42.00,57.53
2026-02-02T18:08:00Z,42.00,58.00
2026-02-02T18:11:00Z,42.00,58.00
2026-02-02T18:15:00Z,42.00,58.00
2026-02-02T18:17:00Z,42.00,58.00
2026-02-02T18:19:00Z,42.00,58.00
2026-02-02T18:21:00Z,42.00,57.97
2026-02-02T18:25:00Z,42.00,58.00
