# event_ticker=KXATPMATCH-25AUG10NARSHA
# final_score=6-7(5) 6-3 6-4
# score_resolution=7-6 3-6 4-6
# match_winner=Luca Nardi
# fav_player=Denis Shapovalov
# dog_player=Luca Nardi
# kalshi_date=2025-08-10
timestamp,Denis Shapovalov,Luca Nardi
2025-08-10T08:53:00Z,79.00,
2025-08-10T11:47:00Z,77.00,
2025-08-10T12:34:00Z,77.00,
2025-08-10T12:53:00Z,77.00,25.00
2025-08-10T13:21:00Z,75.00,25.00
2025-08-10T13:38:00Z,75.00,25.00
2025-08-10T14:44:00Z,76.00,25.00
2025-08-10T14:57:00Z,76.00,26.00
2025-08-10T15:20:00Z,76.00,26.00
2025-08-10T15:23:00Z,75.00,26.00
2025-08-10T15:48:00Z,77.00,26.00
2025-08-10T17:10:00Z,77.00,25.00
2025-08-10T17:36:00Z,77.00,26.00
2025-08-10T17:56:00Z,77.00,26.00
2025-08-10T18:02:00Z,77.00,25.00
2025-08-10T18:09:00Z,76.00,25.00
2025-08-10T18:25:00Z,76.00,25.00
2025-08-10T18:40:00Z,76.00,25.79
2025-08-10T18:42:00Z,76.00,26.00
2025-08-10T18:50:00Z,74.00,26.00
2025-08-10T18:54:00Z,76.00,26.00
2025-08-10T19:10:00Z,77.00,26.00
2025-08-10T19:11:00Z,77.48,26.00
2025-08-10T19:13:00Z,78.00,26.00
2025-08-10T19:16:00Z,78.00,26.00
2025-08-10T19:22:00Z,78.00,22.00
2025-08-10T19:27:00Z,77.78,22.00
2025-08-10T19:28:00Z,78.00,22.00
2025-08-10T19:39:00Z,78.00,26.00
2025-08-10T19:41:00Z,78.00,26.00
2025-08-10T19:42:00Z,78.00,26.00
2025-08-10T19:55:00Z,78.00,26.00
2025-08-10T19:56:00Z,78.00,26.00
2025-08-10T20:05:00Z,78.00,26.00
2025-08-10T20:08:00Z,77.00,26.00
2025-08-10T20:13:00Z,77.00,26.00
2025-08-10T20:20:00Z,74.00,26.00
2025-08-10T20:21:00Z,74.00,25.00
2025-08-10T20:28:00Z,74.00,27.00
2025-08-10T20:29:00Z,74.00,27.82
2025-08-10T20:30:00Z,74.00,33.00
2025-08-10T20:31:00Z,63.00,36.37
2025-08-10T20:32:00Z,63.00,45.00
2025-08-10T20:34:00Z,63.00,45.00
2025-08-10T20:35:00Z,54.00,45.00
2025-08-10T20:36:00Z,55.00,45.00
2025-08-10T20:37:00Z,54.00,46.00
2025-08-10T20:38:00Z,54.00,45.08
2025-08-10T20:39:00Z,54.00,49.00
2025-08-10T20:43:00Z,56.00,49.00
2025-08-10T20:45:00Z,53.90,49.00
2025-08-10T20:46:00Z,55.00,46.83
2025-08-10T20:47:00Z,56.00,46.83
2025-08-10T20:49:00Z,52.00,46.83
2025-08-10T20:50:00Z,48.00,53.99
2025-08-10T20:51:00Z,48.81,55.20
2025-08-10T20:53:00Z,48.90,53.94
2025-08-10T20:55:00Z,47.00,53.94
2025-08-10T20:56:00Z,47.00,54.87
2025-08-10T20:57:00Z,47.00,60.00
2025-08-10T20:58:00Z,44.00,56.00
2025-08-10T20:59:00Z,44.00,55.54
2025-08-10T21:00:00Z,44.00,56.00
2025-08-10T21:01:00Z,44.00,55.30
2025-08-10T21:02:00Z,51.00,50.97
2025-08-10T21:03:00Z,51.00,48.63
2025-08-10T21:04:00Z,65.43,37.00
2025-08-10T21:06:00Z,65.43,47.00
2025-08-10T21:07:00Z,71.57,32.97
2025-08-10T21:08:00Z,72.83,32.97
2025-08-10T21:09:00Z,73.00,32.97
2025-08-10T21:10:00Z,72.87,24.00
2025-08-10T21:11:00Z,72.00,24.00
2025-08-10T21:12:00Z,72.00,34.00
2025-08-10T21:13:00Z,62.17,34.00
2025-08-10T21:14:00Z,62.17,35.00
2025-08-10T21:16:00Z,81.00,24.47
2025-08-10T21:17:00Z,81.00,22.00
2025-08-10T21:18:00Z,76.00,25.24
2025-08-10T21:19:00Z,80.00,20.82
2025-08-10T21:20:00Z,75.96,25.21
2025-08-10T21:21:00Z,77.00,21.00
2025-08-10T21:22:00Z,80.46,21.52
2025-08-10T21:23:00Z,85.00,17.86
2025-08-10T21:25:00Z,84.00,17.00
2025-08-10T21:26:00Z,84.00,17.00
2025-08-10T21:27:00Z,83.70,17.41
2025-08-10T21:28:00Z,83.00,19.88
2025-08-10T21:29:00Z,82.00,17.00
2025-08-10T21:30:00Z,84.00,17.00
2025-08-10T21:31:00Z,84.00,16.00
2025-08-10T21:32:00Z,87.99,13.33
2025-08-10T21:33:00Z,87.99,14.22
2025-08-10T21:35:00Z,81.03,18.00
2025-08-10T21:37:00Z,79.00,18.00
2025-08-10T21:38:00Z,79.00,21.89
2025-08-10T21:39:00Z,74.00,29.27
2025-08-10T21:40:00Z,74.00,32.91
2025-08-10T21:41:00Z,74.00,39.00
2025-08-10T21:42:00Z,63.00,39.00
2025-08-10T21:43:00Z,63.00,41.00
2025-08-10T21:44:00Z,62.00,38.00
2025-08-10T21:45:00Z,62.00,38.00
2025-08-10T21:46:00Z,62.00,38.00
2025-08-10T21:47:00Z,64.00,41.00
2025-08-10T21:48:00Z,64.00,41.00
2025-08-10T21:49:00Z,64.00,41.00
2025-08-10T21:50:00Z,60.00,41.00
2025-08-10T21:51:00Z,60.00,41.17
2025-08-10T21:52:00Z,60.00,40.00
2025-08-10T21:53:00Z,60.00,40.10
2025-08-10T21:54:00Z,60.00,43.11
2025-08-10T21:55:00Z,60.00,42.00
2025-08-10T21:56:00Z,64.00,42.00
2025-08-10T21:57:00Z,59.00,42.00
2025-08-10T21:58:00Z,60.00,40.75
2025-08-10T21:59:00Z,60.00,42.00
2025-08-10T22:00:00Z,60.00,42.13
2025-08-10T22:01:00Z,60.00,42.13
2025-08-10T22:02:00Z,60.00,39.00
2025-08-10T22:03:00Z,60.00,39.00
2025-08-10T22:04:00Z,60.00,39.00
2025-08-10T22:06:00Z,55.64,45.00
2025-08-10T22:07:00Z,55.64,50.12
2025-08-10T22:09:00Z,55.64,60.00
2025-08-10T22:10:00Z,72.94,28.16
2025-08-10T22:11:00Z,72.94,31.73
2025-08-10T22:12:00Z,82.79,23.00
2025-08-10T22:13:00Z,82.79,34.00
2025-08-10T22:14:00Z,66.67,33.23
2025-08-10T22:15:00Z,60.00,41.00
2025-08-10T22:16:00Z,60.00,60.02
2025-08-10T22:18:00Z,65.00,74.72
2025-08-10T22:20:00Z,65.00,72.00
2025-08-10T22:21:00Z,65.00,75.20
2025-08-10T22:22:00Z,65.00,75.88
2025-08-10T22:23:00Z,6.00,76.94
2025-08-10T22:24:00Z,6.00,79.69
2025-08-10T22:25:00Z,6.00,77.86
2025-08-10T22:27:00Z,6.00,81.00
2025-08-10T22:28:00Z,6.00,81.00
2025-08-10T22:32:00Z,20.00,84.11
2025-08-10T22:33:00Z,20.00,83.91
2025-08-10T22:34:00Z,4.00,88.00
2025-08-10T22:35:00Z,4.00,96.93
2025-08-10T22:37:00Z,27.75,96.93
2025-08-10T22:39:00Z,49.97,96.93
2025-08-10T22:40:00Z,43.24,61.17
2025-08-10T22:41:00Z,49.57,50.61
2025-08-10T22:42:00Z,38.44,60.84
2025-08-10T22:43:00Z,21.05,82.59
2025-08-10T22:44:00Z,10.00,90.00
2025-08-10T22:45:00Z,4.94,92.08
2025-08-10T22:46:00Z,10.35,93.72
2025-08-10T22:47:00Z,13.24,89.52
2025-08-10T22:48:00Z,14.00,89.00
2025-08-10T22:49:00Z,8.61,92.15
2025-08-10T22:50:00Z,4.11,95.08
2025-08-10T22:51:00Z,4.11,99.00
