# event_ticker=KXATPCHALLENGERMATCH-26MAY14UGOBER
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Camilo Ugo Carabelli
# fav_player=Matteo Berrettini
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-05-14
timestamp,Camilo Ugo Carabelli,Matteo Berrettini
2026-05-14T15:18:00Z,58.72,43.83
2026-05-14T15:19:00Z,47.37,53.10
2026-05-14T15:20:00Z,42.71,57.54
2026-05-14T15:21:00Z,42.41,59.72
2026-05-14T15:22:00Z,39.48,61.61
2026-05-14T15:23:00Z,39.78,61.12
2026-05-14T15:24:00Z,38.84,62.74
2026-05-14T15:25:00Z,40.43,59.52
2026-05-14T15:26:00Z,40.35,59.44
2026-05-14T15:27:00Z,42.99,58.00
2026-05-14T15:28:00Z,43.10,57.92
2026-05-14T15:29:00Z,44.95,57.97
2026-05-14T15:30:00Z,42.30,57.06
2026-05-14T15:31:00Z,46.10,56.15
2026-05-14T15:32:00Z,41.48,60.58
2026-05-14T15:33:00Z,40.35,60.00
2026-05-14T15:34:00Z,43.08,58.02
2026-05-14T15:35:00Z,45.38,55.23
2026-05-14T15:36:00Z,46.02,55.00
2026-05-14T15:37:00Z,43.31,55.54
2026-05-14T15:38:00Z,42.53,57.91
2026-05-14T15:39:00Z,42.84,58.90
2026-05-14T15:40:00Z,45.48,56.06
2026-05-14T15:41:00Z,57.86,45.61
2026-05-14T15:42:00Z,55.61,44.31
2026-05-14T15:43:00Z,56.92,43.14
2026-05-14T15:44:00Z,54.92,45.46
2026-05-14T15:45:00Z,60.36,39.02
2026-05-14T15:46:00Z,64.27,37.60
2026-05-14T15:47:00Z,65.05,35.53
2026-05-14T15:48:00Z,65.24,34.95
2026-05-14T15:49:00Z,65.21,35.00
2026-05-14T15:50:00Z,65.86,34.85
2026-05-14T15:51:00Z,66.87,34.99
2026-05-14T15:52:00Z,66.77,33.93
2026-05-14T15:53:00Z,68.65,32.34
2026-05-14T15:54:00Z,69.11,31.97
2026-05-14T15:55:00Z,80.10,20.91
2026-05-14T15:56:00Z,82.36,17.26
2026-05-14T15:57:00Z,85.70,15.14
2026-05-14T15:58:00Z,88.17,12.92
2026-05-14T15:59:00Z,87.34,12.87
2026-05-14T16:00:00Z,85.89,14.41
2026-05-14T16:01:00Z,85.01,15.01
2026-05-14T16:02:00Z,84.77,15.98
2026-05-14T16:03:00Z,85.56,15.50
2026-05-14T16:04:00Z,86.76,13.34
2026-05-14T16:05:00Z,88.99,12.27
2026-05-14T16:06:00Z,89.24,12.63
2026-05-14T16:07:00Z,87.15,12.92
2026-05-14T16:08:00Z,88.84,11.93
2026-05-14T16:09:00Z,88.49,12.50
2026-05-14T16:10:00Z,87.49,13.76
2026-05-14T16:11:00Z,85.15,15.73
2026-05-14T16:12:00Z,84.57,16.00
2026-05-14T16:13:00Z,81.08,19.20
2026-05-14T16:14:00Z,83.67,16.74
2026-05-14T16:15:00Z,87.55,12.04
2026-05-14T16:16:00Z,89.95,10.46
2026-05-14T16:17:00Z,89.05,12.62
2026-05-14T16:18:00Z,87.98,12.88
2026-05-14T16:19:00Z,88.67,12.62
2026-05-14T16:20:00Z,89.00,11.40
2026-05-14T16:21:00Z,85.98,11.48
2026-05-14T16:22:00Z,86.95,13.49
2026-05-14T16:23:00Z,85.04,11.29
2026-05-14T16:24:00Z,70.24,30.38
2026-05-14T16:25:00Z,63.18,36.14
2026-05-14T16:26:00Z,63.46,38.28
2026-05-14T16:27:00Z,73.76,25.41
2026-05-14T16:28:00Z,83.49,16.15
2026-05-14T16:29:00Z,92.86,7.91
2026-05-14T16:30:00Z,93.56,6.39
2026-05-14T16:31:00Z,96.94,2.15
2026-05-14T16:32:00Z,98.94,1.00
2026-05-14T16:33:00Z,97.21,4.71
2026-05-14T16:34:00Z,91.89,9.02
2026-05-14T16:35:00Z,92.49,9.34
2026-05-14T16:36:00Z,87.01,18.64
2026-05-14T16:37:00Z,88.71,11.92
2026-05-14T16:38:00Z,97.03,4.57
2026-05-14T16:39:00Z,99.00,1.00
2026-05-14T16:40:00Z,99.00,1.00
2026-05-14T16:41:00Z,99.00,1.00
2026-05-14T16:42:00Z,99.00,1.00
