# event_ticker=KXATPMATCH-26FEB23SHEKHA
# final_score=6-7(5) 6-2 6-3
# score_resolution=7-6 2-6 3-6
# match_winner=Karen Khachanov
# fav_player=Alexander Shevchenko
# dog_player=Karen Khachanov
# kalshi_date=2026-02-23
timestamp,Alexander Shevchenko,Karen Khachanov
2026-02-24T06:51:00Z,20.00,81.00
2026-02-24T06:57:00Z,20.00,81.00
2026-02-24T07:03:00Z,20.00,81.00
2026-02-24T07:07:00Z,20.00,81.00
2026-02-24T07:14:00Z,20.00,81.00
2026-02-24T07:15:00Z,20.00,81.00
2026-02-24T07:18:00Z,20.00,81.00
2026-02-24T07:20:00Z,20.00,81.00
2026-02-24T07:31:00Z,20.00,81.00
2026-02-24T07:41:00Z,20.00,81.00
2026-02-24T07:43:00Z,20.00,81.00
2026-02-24T08:35:00Z,20.00,81.00
2026-02-24T08:41:00Z,20.00,80.00
2026-02-24T08:48:00Z,20.00,80.00
2026-02-24T08:55:00Z,20.00,80.00
2026-02-24T08:57:00Z,21.00,80.00
2026-02-24T08:58:00Z,21.00,80.00
2026-02-24T09:00:00Z,21.00,80.00
2026-02-24T09:03:00Z,21.00,80.00
2026-02-24T09:17:00Z,21.00,80.00
2026-02-24T09:21:00Z,21.25,80.00
2026-02-24T09:30:00Z,22.00,80.00
2026-02-24T09:35:00Z,22.00,80.00
2026-02-24T10:02:00Z,22.00,80.00
2026-02-24T10:11:00Z,22.00,80.00
2026-02-24T10:14:00Z,21.00,80.00
2026-02-24T10:19:00Z,21.00,80.00
2026-02-24T10:23:00Z,21.00,80.00
2026-02-24T10:27:00Z,21.00,80.00
2026-02-24T10:33:00Z,21.00,80.00
2026-02-24T10:47:00Z,22.00,80.00
2026-02-24T10:56:00Z,22.00,80.00
2026-02-24T10:57:00Z,22.00,80.00
2026-02-24T10:58:00Z,20.00,80.00
2026-02-24T11:04:00Z,20.00,80.00
2026-02-24T11:09:00Z,20.00,80.00
2026-02-24T11:11:00Z,20.00,80.00
2026-02-24T11:13:00Z,21.00,79.00
2026-02-24T11:14:00Z,21.00,79.00
2026-02-24T11:16:00Z,21.00,80.00
2026-02-24T11:17:00Z,21.00,80.00
2026-02-24T11:18:00Z,21.00,80.00
2026-02-24T11:21:00Z,21.00,80.00
2026-02-24T11:22:00Z,22.00,78.00
2026-02-24T11:23:00Z,23.00,78.00
2026-02-24T11:24:00Z,23.00,78.00
2026-02-24T11:26:00Z,23.00,78.00
2026-02-24T11:27:00Z,23.00,78.00
2026-02-24T11:28:00Z,23.00,78.00
2026-02-24T11:29:00Z,23.00,78.00
2026-02-24T11:31:00Z,22.00,78.00
2026-02-24T11:32:00Z,22.00,78.00
2026-02-24T11:33:00Z,22.98,79.00
2026-02-24T11:34:00Z,22.06,78.00
2026-02-24T11:35:00Z,23.00,78.00
2026-02-24T11:36:00Z,23.00,77.00
2026-02-24T11:38:00Z,23.00,77.00
2026-02-24T11:39:00Z,24.00,77.00
2026-02-24T11:40:00Z,23.00,77.00
2026-02-24T11:41:00Z,23.00,77.00
2026-02-24T11:42:00Z,23.00,77.00
2026-02-24T11:43:00Z,23.00,77.00
2026-02-24T11:44:00Z,23.00,77.00
2026-02-24T11:45:00Z,23.00,77.00
2026-02-24T11:46:00Z,23.00,77.00
2026-02-24T11:47:00Z,23.00,76.04
2026-02-24T11:48:00Z,23.00,76.00
2026-02-24T11:49:00Z,23.00,76.02
2026-02-24T11:50:00Z,23.00,77.00
2026-02-24T11:51:00Z,25.55,75.82
2026-02-24T11:52:00Z,25.96,76.29
2026-02-24T11:53:00Z,26.00,75.00
2026-02-24T11:54:00Z,24.82,76.47
2026-02-24T11:55:00Z,23.73,77.97
2026-02-24T11:56:00Z,25.20,75.92
2026-02-24T11:57:00Z,26.54,74.00
2026-02-24T11:58:00Z,27.00,74.00
2026-02-24T11:59:00Z,26.74,74.09
2026-02-24T12:00:00Z,27.14,73.73
2026-02-24T12:01:00Z,27.10,72.50
2026-02-24T12:02:00Z,26.17,74.92
2026-02-24T12:03:00Z,28.86,73.00
2026-02-24T12:04:00Z,30.00,71.13
2026-02-24T12:05:00Z,30.00,71.00
2026-02-24T12:06:00Z,30.00,71.69
2026-02-24T12:07:00Z,29.02,71.00
2026-02-24T12:08:00Z,28.84,73.00
2026-02-24T12:09:00Z,29.24,71.87
2026-02-24T12:10:00Z,30.21,70.23
2026-02-24T12:11:00Z,32.63,67.98
2026-02-24T12:12:00Z,32.99,68.00
2026-02-24T12:13:00Z,33.00,68.00
2026-02-24T12:14:00Z,32.05,70.81
2026-02-24T12:15:00Z,34.01,66.03
2026-02-24T12:16:00Z,31.67,70.00
2026-02-24T12:17:00Z,34.53,68.62
2026-02-24T12:18:00Z,36.60,64.00
2026-02-24T12:19:00Z,37.47,64.00
2026-02-24T12:20:00Z,36.64,65.20
2026-02-24T12:21:00Z,32.53,67.85
2026-02-24T12:22:00Z,34.33,67.00
2026-02-24T12:23:00Z,38.83,64.78
2026-02-24T12:24:00Z,39.34,62.32
2026-02-24T12:25:00Z,37.74,63.00
2026-02-24T12:26:00Z,37.97,63.00
2026-02-24T12:27:00Z,36.93,63.80
2026-02-24T12:28:00Z,36.13,65.62
2026-02-24T12:29:00Z,35.58,65.23
2026-02-24T12:30:00Z,39.71,62.70
2026-02-24T12:31:00Z,35.52,65.16
2026-02-24T12:32:00Z,35.77,63.55
2026-02-24T12:33:00Z,36.17,62.78
2026-02-24T12:34:00Z,46.28,56.30
2026-02-24T12:35:00Z,42.49,58.84
2026-02-24T12:36:00Z,40.95,60.09
2026-02-24T12:37:00Z,48.21,52.22
2026-02-24T12:38:00Z,59.38,39.99
2026-02-24T12:39:00Z,59.40,39.80
2026-02-24T12:40:00Z,59.72,40.48
2026-02-24T12:41:00Z,62.38,37.62
2026-02-24T12:42:00Z,59.65,40.04
2026-02-24T12:43:00Z,65.09,34.09
2026-02-24T12:44:00Z,61.38,39.76
2026-02-24T12:45:00Z,67.83,34.38
2026-02-24T12:46:00Z,62.16,37.49
2026-02-24T12:47:00Z,59.82,43.17
2026-02-24T12:48:00Z,58.85,42.36
2026-02-24T12:49:00Z,59.76,40.09
2026-02-24T12:50:00Z,60.16,40.39
2026-02-24T12:51:00Z,60.51,39.71
2026-02-24T12:52:00Z,59.13,42.18
2026-02-24T12:53:00Z,57.83,43.06
2026-02-24T12:54:00Z,56.85,43.23
2026-02-24T12:55:00Z,57.89,43.00
2026-02-24T12:56:00Z,59.84,42.19
2026-02-24T12:57:00Z,57.96,42.07
2026-02-24T12:58:00Z,55.72,45.20
2026-02-24T12:59:00Z,60.00,43.11
2026-02-24T13:00:00Z,59.30,42.35
2026-02-24T13:01:00Z,58.51,43.29
2026-02-24T13:02:00Z,59.92,41.44
2026-02-24T13:03:00Z,60.14,42.77
2026-02-24T13:04:00Z,61.42,40.20
2026-02-24T13:05:00Z,56.02,43.82
2026-02-24T13:06:00Z,56.98,44.71
2026-02-24T13:07:00Z,55.48,45.87
2026-02-24T13:08:00Z,55.28,49.07
2026-02-24T13:09:00Z,38.57,60.21
2026-02-24T13:10:00Z,33.61,66.72
2026-02-24T13:11:00Z,32.05,68.48
2026-02-24T13:12:00Z,32.74,68.98
2026-02-24T13:13:00Z,31.68,69.01
2026-02-24T13:14:00Z,27.83,71.36
2026-02-24T13:15:00Z,25.94,73.38
2026-02-24T13:16:00Z,25.00,73.56
2026-02-24T13:17:00Z,25.07,73.46
2026-02-24T13:18:00Z,27.22,74.51
2026-02-24T13:19:00Z,31.19,72.73
2026-02-24T13:20:00Z,28.38,73.85
2026-02-24T13:21:00Z,35.82,62.98
2026-02-24T13:22:00Z,41.33,62.33
2026-02-24T13:23:00Z,31.98,69.61
2026-02-24T13:24:00Z,31.17,70.80
2026-02-24T13:25:00Z,28.08,73.24
2026-02-24T13:26:00Z,28.85,72.37
2026-02-24T13:27:00Z,31.33,69.48
2026-02-24T13:28:00Z,31.45,69.95
2026-02-24T13:29:00Z,20.60,76.43
2026-02-24T13:30:00Z,26.04,73.97
2026-02-24T13:31:00Z,26.82,74.30
2026-02-24T13:32:00Z,23.47,76.24
2026-02-24T13:33:00Z,22.32,80.96
2026-02-24T13:34:00Z,22.08,79.50
2026-02-24T13:35:00Z,32.64,67.85
2026-02-24T13:36:00Z,36.81,64.87
2026-02-24T13:37:00Z,35.13,66.58
2026-02-24T13:38:00Z,46.91,52.56
2026-02-24T13:39:00Z,42.11,58.19
2026-02-24T13:40:00Z,32.61,67.81
2026-02-24T13:41:00Z,27.98,74.33
2026-02-24T13:42:00Z,28.98,71.79
2026-02-24T13:43:00Z,25.25,76.21
2026-02-24T13:44:00Z,30.22,73.35
2026-02-24T13:45:00Z,31.86,68.90
2026-02-24T13:46:00Z,26.85,74.01
2026-02-24T13:47:00Z,8.40,88.70
2026-02-24T13:48:00Z,6.26,93.93
2026-02-24T13:49:00Z,4.69,95.43
2026-02-24T13:50:00Z,4.27,95.44
2026-02-24T13:51:00Z,5.04,95.14
2026-02-24T13:52:00Z,5.85,95.26
2026-02-24T13:53:00Z,7.74,93.62
2026-02-24T13:54:00Z,5.82,94.13
2026-02-24T13:55:00Z,2.98,97.43
2026-02-24T13:56:00Z,2.13,97.66
2026-02-24T13:57:00Z,2.67,96.88
2026-02-24T13:58:00Z,3.87,96.61
2026-02-24T13:59:00Z,3.78,96.76
2026-02-24T14:00:00Z,1.69,98.47
2026-02-24T14:01:00Z,2.00,98.97
2026-02-24T14:02:00Z,3.38,96.27
2026-02-24T14:03:00Z,1.24,98.95
2026-02-24T14:04:00Z,1.00,99.00
2026-02-24T14:05:00Z,1.00,99.00
2026-02-24T14:06:00Z,1.00,99.00
2026-02-24T14:07:00Z,1.00,99.00
2026-02-24T14:08:00Z,1.00,99.00
2026-02-24T14:09:00Z,1.00,99.00
2026-02-24T14:10:00Z,1.00,99.00
2026-02-24T14:11:00Z,1.00,99.00
2026-02-24T14:12:00Z,1.00,99.00
