# event_ticker=KXATPCHALLENGERMATCH-26FEB11GUEHAS
# final_score=7-6(6) 6-4
# score_resolution=6-7 4-6
# match_winner=Benjamin Hassan
# fav_player=Sascha Gueymard Wayenburg
# dog_player=Benjamin Hassan
# kalshi_date=2026-02-11
timestamp,Sascha Gueymard Wayenburg,Benjamin Hassan
2026-02-10T22:41:00Z,60.00,
2026-02-10T22:43:00Z,61.52,
2026-02-11T00:13:00Z,65.00,
2026-02-11T00:14:00Z,65.00,
2026-02-11T00:22:00Z,66.33,
2026-02-11T00:29:00Z,67.87,
2026-02-11T01:20:00Z,68.00,
2026-02-11T01:28:00Z,68.00,
2026-02-11T01:59:00Z,68.00,
2026-02-11T02:14:00Z,68.00,
2026-02-11T02:29:00Z,68.00,
2026-02-11T02:34:00Z,68.00,
2026-02-11T03:24:00Z,68.00,
2026-02-11T03:34:00Z,68.00,
2026-02-11T04:41:00Z,68.00,
2026-02-11T04:59:00Z,68.00,33.00
2026-02-11T05:12:00Z,71.00,33.00
2026-02-11T05:16:00Z,71.00,33.00
2026-02-11T05:23:00Z,71.00,33.00
2026-02-11T05:41:00Z,71.00,33.00
2026-02-11T05:53:00Z,71.00,33.00
2026-02-11T06:16:00Z,71.00,33.00
2026-02-11T06:22:00Z,71.00,33.00
2026-02-11T06:26:00Z,71.00,33.00
2026-02-11T06:50:00Z,71.00,33.00
2026-02-11T06:51:00Z,71.00,33.00
2026-02-11T06:57:00Z,71.00,33.00
2026-02-11T07:03:00Z,71.00,33.00
2026-02-11T07:10:00Z,71.00,33.00
2026-02-11T07:12:00Z,71.00,33.00
2026-02-11T07:34:00Z,70.00,33.00
2026-02-11T07:39:00Z,70.00,33.00
2026-02-11T08:17:00Z,70.00,33.00
2026-02-11T08:19:00Z,70.00,33.00
2026-02-11T08:22:00Z,70.00,33.00
2026-02-11T08:24:00Z,67.00,33.00
2026-02-11T08:26:00Z,67.00,30.00
2026-02-11T08:27:00Z,70.00,33.00
2026-02-11T08:34:00Z,70.00,33.00
2026-02-11T08:45:00Z,70.00,33.00
2026-02-11T08:49:00Z,70.00,33.00
2026-02-11T08:53:00Z,70.00,33.00
2026-02-11T08:54:00Z,70.00,33.00
2026-02-11T08:56:00Z,71.00,31.92
2026-02-11T09:02:00Z,71.00,31.92
2026-02-11T09:07:00Z,71.00,31.92
2026-02-11T09:10:00Z,71.00,31.00
2026-02-11T09:18:00Z,71.00,31.00
2026-02-11T09:22:00Z,71.00,31.00
2026-02-11T09:23:00Z,70.00,31.00
2026-02-11T09:28:00Z,71.95,31.00
2026-02-11T09:31:00Z,72.00,31.00
2026-02-11T09:38:00Z,72.00,31.00
2026-02-11T09:40:00Z,72.00,29.43
2026-02-11T09:42:00Z,72.00,29.84
2026-02-11T09:50:00Z,72.00,30.98
2026-02-11T09:51:00Z,72.00,31.00
2026-02-11T09:53:00Z,72.00,31.00
2026-02-11T09:54:00Z,72.00,31.00
2026-02-11T09:55:00Z,72.00,30.94
2026-02-11T09:58:00Z,72.00,31.00
2026-02-11T09:59:00Z,72.00,31.00
2026-02-11T10:00:00Z,72.00,31.66
2026-02-11T10:01:00Z,72.00,31.66
2026-02-11T10:02:00Z,72.00,31.38
2026-02-11T10:03:00Z,72.00,31.38
2026-02-11T10:04:00Z,72.00,31.44
2026-02-11T10:05:00Z,72.00,30.57
2026-02-11T10:06:00Z,72.00,30.00
2026-02-11T10:07:00Z,72.00,31.65
2026-02-11T10:08:00Z,71.96,30.11
2026-02-11T10:09:00Z,70.17,33.44
2026-02-11T10:10:00Z,66.00,35.34
2026-02-11T10:11:00Z,68.00,35.34
2026-02-11T10:12:00Z,68.00,40.01
2026-02-11T10:13:00Z,65.06,35.91
2026-02-11T10:14:00Z,64.28,35.91
2026-02-11T10:15:00Z,57.00,44.98
2026-02-11T10:16:00Z,59.17,44.94
2026-02-11T10:17:00Z,62.07,39.31
2026-02-11T10:18:00Z,61.27,39.12
2026-02-11T10:19:00Z,62.38,41.08
2026-02-11T10:20:00Z,63.55,39.26
2026-02-11T10:21:00Z,67.94,30.86
2026-02-11T10:22:00Z,71.25,29.00
2026-02-11T10:23:00Z,71.33,31.42
2026-02-11T10:24:00Z,73.00,27.99
2026-02-11T10:25:00Z,74.00,27.40
2026-02-11T10:26:00Z,75.28,25.10
2026-02-11T10:27:00Z,79.55,18.34
2026-02-11T10:28:00Z,84.98,15.10
2026-02-11T10:29:00Z,85.19,15.00
2026-02-11T10:30:00Z,85.34,14.02
2026-02-11T10:31:00Z,84.72,14.80
2026-02-11T10:32:00Z,86.75,12.53
2026-02-11T10:33:00Z,89.77,11.43
2026-02-11T10:34:00Z,90.08,10.62
2026-02-11T10:35:00Z,88.91,12.94
2026-02-11T10:36:00Z,90.00,9.47
2026-02-11T10:37:00Z,90.00,9.20
2026-02-11T10:38:00Z,90.34,9.99
2026-02-11T10:39:00Z,89.26,10.00
2026-02-11T10:40:00Z,91.07,7.00
2026-02-11T10:41:00Z,91.85,8.91
2026-02-11T10:42:00Z,91.42,9.34
2026-02-11T10:43:00Z,91.24,11.14
2026-02-11T10:44:00Z,90.00,11.14
2026-02-11T10:45:00Z,90.00,11.05
2026-02-11T10:46:00Z,88.76,12.97
2026-02-11T10:47:00Z,88.35,12.11
2026-02-11T10:48:00Z,87.00,14.70
2026-02-11T10:49:00Z,84.00,17.98
2026-02-11T10:50:00Z,80.79,19.77
2026-02-11T10:51:00Z,80.79,17.85
2026-02-11T10:52:00Z,85.98,15.16
2026-02-11T10:53:00Z,87.00,15.16
2026-02-11T10:54:00Z,81.75,22.57
2026-02-11T10:55:00Z,81.91,18.90
2026-02-11T10:56:00Z,82.18,21.60
2026-02-11T10:58:00Z,83.68,16.49
2026-02-11T10:59:00Z,74.63,25.27
2026-02-11T11:00:00Z,73.00,27.56
2026-02-11T11:01:00Z,73.00,31.93
2026-02-11T11:02:00Z,69.47,30.09
2026-02-11T11:03:00Z,63.56,34.34
2026-02-11T11:04:00Z,66.50,29.00
2026-02-11T11:05:00Z,71.35,30.35
2026-02-11T11:06:00Z,72.98,29.00
2026-02-11T11:07:00Z,71.13,28.16
2026-02-11T11:08:00Z,63.50,35.26
2026-02-11T11:09:00Z,66.00,38.39
2026-02-11T11:10:00Z,67.72,38.93
2026-02-11T11:11:00Z,71.84,28.89
2026-02-11T11:12:00Z,69.94,39.00
2026-02-11T11:13:00Z,68.00,38.03
2026-02-11T11:14:00Z,58.58,40.74
2026-02-11T11:15:00Z,58.53,43.57
2026-02-11T11:16:00Z,65.31,36.00
2026-02-11T11:17:00Z,59.69,45.96
2026-02-11T11:18:00Z,57.04,44.06
2026-02-11T11:19:00Z,50.88,49.64
2026-02-11T11:20:00Z,44.71,59.91
2026-02-11T11:21:00Z,38.02,61.01
2026-02-11T11:22:00Z,39.15,61.63
2026-02-11T11:23:00Z,35.33,66.60
2026-02-11T11:24:00Z,40.64,60.36
2026-02-11T11:25:00Z,35.01,66.11
2026-02-11T11:26:00Z,34.90,67.29
2026-02-11T11:27:00Z,31.00,68.37
2026-02-11T11:28:00Z,35.71,63.36
2026-02-11T11:29:00Z,36.59,63.18
2026-02-11T11:30:00Z,37.82,64.04
2026-02-11T11:31:00Z,41.87,60.01
2026-02-11T11:32:00Z,36.66,62.14
2026-02-11T11:33:00Z,34.24,69.01
2026-02-11T11:34:00Z,30.44,70.03
2026-02-11T11:35:00Z,28.76,73.77
2026-02-11T11:36:00Z,22.90,79.51
2026-02-11T11:37:00Z,26.19,73.00
2026-02-11T11:38:00Z,28.59,74.24
2026-02-11T11:39:00Z,33.04,65.00
2026-02-11T11:40:00Z,33.94,68.47
2026-02-11T11:41:00Z,33.10,64.39
2026-02-11T11:42:00Z,32.09,65.02
2026-02-11T11:43:00Z,34.19,63.50
2026-02-11T11:44:00Z,29.12,68.41
2026-02-11T11:45:00Z,30.00,70.76
2026-02-11T11:46:00Z,30.08,69.83
2026-02-11T11:47:00Z,32.79,71.60
2026-02-11T11:48:00Z,35.42,65.90
2026-02-11T11:49:00Z,35.87,65.57
2026-02-11T11:50:00Z,37.05,64.59
2026-02-11T11:51:00Z,37.05,64.87
2026-02-11T11:52:00Z,30.40,70.91
2026-02-11T11:53:00Z,27.22,73.64
2026-02-11T11:54:00Z,20.21,82.62
2026-02-11T11:55:00Z,9.13,91.16
2026-02-11T11:56:00Z,8.17,92.10
2026-02-11T11:57:00Z,4.80,95.10
2026-02-11T11:58:00Z,5.04,94.51
2026-02-11T11:59:00Z,5.40,97.08
2026-02-11T12:00:00Z,5.65,93.86
2026-02-11T12:01:00Z,7.07,92.30
2026-02-11T12:02:00Z,6.21,95.76
2026-02-11T12:03:00Z,22.78,82.55
2026-02-11T12:04:00Z,29.07,72.00
2026-02-11T12:05:00Z,34.28,69.71
2026-02-11T12:06:00Z,35.75,70.80
2026-02-11T12:07:00Z,18.75,84.70
2026-02-11T12:08:00Z,7.12,98.58
2026-02-11T12:09:00Z,1.00,99.00
2026-02-11T12:10:00Z,1.00,99.00
2026-02-11T12:11:00Z,1.00,99.00
2026-02-11T12:12:00Z,1.00,99.00
