# event_ticker=KXATPMATCH-26MAR29MCDBRO
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Mackenzie McDonald
# fav_player=Jenson Brooksby
# dog_player=Mackenzie McDonald
# kalshi_date=2026-03-29
timestamp,Jenson Brooksby,Mackenzie McDonald
2026-03-30T11:26:00Z,69.00,
2026-03-30T11:35:00Z,68.00,
2026-03-30T12:06:00Z,68.00,32.00
2026-03-30T12:19:00Z,69.00,32.00
2026-03-30T12:25:00Z,69.00,32.00
2026-03-30T12:28:00Z,69.00,32.00
2026-03-30T12:32:00Z,68.00,32.00
2026-03-30T12:48:00Z,68.00,32.00
2026-03-30T12:49:00Z,67.00,32.00
2026-03-30T12:50:00Z,68.00,32.00
2026-03-30T13:06:00Z,68.00,32.00
2026-03-30T13:08:00Z,68.00,32.00
2026-03-30T13:15:00Z,68.00,32.00
2026-03-30T13:20:00Z,68.00,32.00
2026-03-30T13:23:00Z,68.00,32.00
2026-03-30T13:24:00Z,68.00,32.00
2026-03-30T13:25:00Z,68.00,32.00
2026-03-30T13:26:00Z,68.00,32.00
2026-03-30T13:28:00Z,68.00,32.00
2026-03-30T13:46:00Z,68.00,32.00
2026-03-30T13:50:00Z,68.00,32.00
2026-03-30T13:56:00Z,68.00,32.00
2026-03-30T14:15:00Z,68.00,32.00
2026-03-30T14:16:00Z,68.00,32.00
2026-03-30T14:17:00Z,68.00,32.00
2026-03-30T14:18:00Z,68.00,32.00
2026-03-30T14:22:00Z,68.00,32.00
2026-03-30T14:25:00Z,68.00,32.00
2026-03-30T14:28:00Z,68.00,32.00
2026-03-30T14:29:00Z,68.00,32.00
2026-03-30T14:30:00Z,68.00,32.00
2026-03-30T14:32:00Z,68.00,32.00
2026-03-30T14:44:00Z,68.00,32.00
2026-03-30T14:47:00Z,68.00,32.00
2026-03-30T14:50:00Z,68.00,32.00
2026-03-30T14:51:00Z,68.00,32.00
2026-03-30T14:59:00Z,68.00,32.00
2026-03-30T15:01:00Z,69.00,32.00
2026-03-30T15:02:00Z,69.00,32.00
2026-03-30T15:05:00Z,69.00,32.00
2026-03-30T15:08:00Z,69.00,32.00
2026-03-30T15:14:00Z,69.00,32.00
2026-03-30T15:15:00Z,69.00,32.00
2026-03-30T15:28:00Z,69.00,32.00
2026-03-30T15:29:00Z,69.00,32.00
2026-03-30T15:30:00Z,69.00,32.00
2026-03-30T15:31:00Z,69.00,32.00
2026-03-30T15:32:00Z,69.00,32.00
2026-03-30T15:37:00Z,69.00,32.00
2026-03-30T15:41:00Z,68.00,32.00
2026-03-30T15:45:00Z,68.00,31.00
2026-03-30T15:50:00Z,68.00,32.00
2026-03-30T15:54:00Z,69.00,32.00
2026-03-30T16:03:00Z,69.00,32.00
2026-03-30T16:09:00Z,68.00,32.00
2026-03-30T16:10:00Z,68.05,32.00
2026-03-30T16:13:00Z,69.00,32.00
2026-03-30T16:16:00Z,69.00,32.00
2026-03-30T16:17:00Z,69.00,32.00
2026-03-30T16:19:00Z,69.00,32.00
2026-03-30T16:27:00Z,69.00,32.00
2026-03-30T16:29:00Z,69.00,32.00
2026-03-30T16:36:00Z,69.00,32.00
2026-03-30T16:39:00Z,69.00,32.00
2026-03-30T16:42:00Z,69.00,32.00
2026-03-30T16:43:00Z,67.66,32.00
2026-03-30T16:52:00Z,69.00,32.00
2026-03-30T16:56:00Z,69.00,32.00
2026-03-30T17:25:00Z,67.00,32.00
2026-03-30T17:28:00Z,69.00,32.00
2026-03-30T17:33:00Z,69.00,32.00
2026-03-30T17:39:00Z,69.00,32.00
2026-03-30T17:46:00Z,69.00,33.00
2026-03-30T17:49:00Z,69.00,33.00
2026-03-30T17:51:00Z,69.00,33.00
2026-03-30T17:52:00Z,69.00,33.00
2026-03-30T17:59:00Z,69.00,33.00
2026-03-30T18:03:00Z,69.00,33.00
2026-03-30T18:12:00Z,69.00,33.00
2026-03-30T18:14:00Z,69.00,33.00
2026-03-30T18:17:00Z,69.00,33.00
2026-03-30T18:18:00Z,69.00,33.00
2026-03-30T18:23:00Z,69.00,33.00
2026-03-30T18:28:00Z,69.00,33.00
2026-03-30T18:29:00Z,69.00,33.00
2026-03-30T18:30:00Z,69.00,33.00
2026-03-30T18:31:00Z,69.00,33.00
2026-03-30T18:33:00Z,69.00,33.00
2026-03-30T18:38:00Z,69.00,33.00
2026-03-30T18:39:00Z,69.00,33.00
2026-03-30T18:41:00Z,69.00,33.00
2026-03-30T18:42:00Z,69.00,33.00
2026-03-30T18:44:00Z,69.00,33.00
2026-03-30T18:46:00Z,69.00,33.00
2026-03-30T18:49:00Z,69.00,33.00
2026-03-30T18:51:00Z,69.00,33.00
2026-03-30T18:56:00Z,69.00,32.00
2026-03-30T18:57:00Z,69.00,32.00
2026-03-30T18:59:00Z,69.00,32.00
2026-03-30T19:07:00Z,69.00,32.00
2026-03-30T19:10:00Z,69.00,32.00
2026-03-30T19:16:00Z,69.00,32.00
2026-03-30T19:19:00Z,69.00,32.00
2026-03-30T19:27:00Z,69.00,32.00
2026-03-30T19:28:00Z,69.00,32.00
2026-03-30T19:29:00Z,69.00,32.00
2026-03-30T19:36:00Z,69.00,32.00
2026-03-30T19:41:00Z,68.00,32.00
2026-03-30T19:42:00Z,69.00,32.00
2026-03-30T19:43:00Z,69.00,32.00
2026-03-30T19:45:00Z,69.00,32.00
2026-03-30T19:46:00Z,70.00,32.00
2026-03-30T19:48:00Z,69.00,32.00
2026-03-30T19:52:00Z,70.00,32.00
2026-03-30T19:54:00Z,70.00,32.00
2026-03-30T19:55:00Z,70.00,32.00
2026-03-30T19:57:00Z,70.00,32.00
2026-03-30T19:58:00Z,70.00,32.00
2026-03-30T20:02:00Z,70.00,32.00
2026-03-30T20:04:00Z,70.00,32.00
2026-03-30T20:08:00Z,70.00,32.00
2026-03-30T20:10:00Z,70.00,32.00
2026-03-30T20:12:00Z,70.00,32.00
2026-03-30T20:13:00Z,70.00,32.00
2026-03-30T20:19:00Z,70.00,32.00
2026-03-30T20:23:00Z,70.00,32.00
2026-03-30T20:24:00Z,70.00,32.00
2026-03-30T20:25:00Z,70.00,32.00
2026-03-30T20:26:00Z,70.00,32.00
2026-03-30T20:29:00Z,70.00,32.00
2026-03-30T20:30:00Z,70.00,32.00
2026-03-30T20:33:00Z,70.00,32.00
2026-03-30T20:34:00Z,70.00,32.00
2026-03-30T20:39:00Z,70.00,32.00
2026-03-30T20:41:00Z,70.00,32.00
