# event_ticker=KXATPCHALLENGERMATCH-26FEB20SAKNOG
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Stefanos Sakellaridis
# fav_player=Rio Noguchi
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-20
timestamp,Rio Noguchi,Stefanos Sakellaridis
2026-02-20T04:40:00Z,51.00,51.00
2026-02-20T04:41:00Z,50.72,51.00
2026-02-20T04:42:00Z,50.00,51.00
2026-02-20T04:43:00Z,50.94,50.07
2026-02-20T04:44:00Z,51.35,51.00
2026-02-20T04:45:00Z,51.00,51.00
2026-02-20T04:46:00Z,51.00,51.00
2026-02-20T04:47:00Z,50.89,50.64
2026-02-20T04:48:00Z,51.00,50.64
2026-02-20T04:49:00Z,51.00,50.64
2026-02-20T04:50:00Z,51.36,51.00
2026-02-20T04:51:00Z,52.00,51.00
2026-02-20T04:52:00Z,52.00,51.00
2026-02-20T04:53:00Z,52.00,51.00
2026-02-20T04:54:00Z,52.00,51.00
2026-02-20T04:55:00Z,51.43,51.00
2026-02-20T04:56:00Z,52.00,51.00
2026-02-20T04:57:00Z,52.73,50.00
2026-02-20T04:58:00Z,53.89,49.92
2026-02-20T04:59:00Z,53.62,49.92
2026-02-20T05:00:00Z,53.51,49.92
2026-02-20T05:01:00Z,53.99,49.92
2026-02-20T05:02:00Z,53.99,50.00
2026-02-20T05:03:00Z,55.00,49.00
2026-02-20T05:04:00Z,55.00,49.00
2026-02-20T05:05:00Z,55.00,49.00
2026-02-20T05:06:00Z,52.50,49.89
2026-02-20T05:07:00Z,53.45,50.78
2026-02-20T05:08:00Z,52.50,50.78
2026-02-20T05:09:00Z,52.76,50.78
2026-02-20T05:10:00Z,53.64,50.78
2026-02-20T05:11:00Z,54.07,48.00
2026-02-20T05:12:00Z,54.17,48.00
2026-02-20T05:13:00Z,53.60,49.53
2026-02-20T05:14:00Z,53.60,50.00
2026-02-20T05:15:00Z,53.00,50.00
2026-02-20T05:16:00Z,53.00,50.00
2026-02-20T05:17:00Z,53.00,47.00
2026-02-20T05:18:00Z,52.99,47.00
2026-02-20T05:19:00Z,53.00,50.00
2026-02-20T05:20:00Z,53.00,49.50
2026-02-20T05:21:00Z,53.00,50.41
2026-02-20T05:22:00Z,53.00,50.41
2026-02-20T05:23:00Z,53.00,51.00
2026-02-20T05:24:00Z,53.00,51.00
2026-02-20T05:25:00Z,53.00,51.00
2026-02-20T05:26:00Z,52.91,51.00
2026-02-20T05:27:00Z,54.52,51.00
2026-02-20T05:28:00Z,51.95,51.00
2026-02-20T05:29:00Z,54.39,51.00
2026-02-20T05:30:00Z,51.21,51.00
2026-02-20T05:31:00Z,50.00,51.00
2026-02-20T05:32:00Z,54.00,47.00
2026-02-20T05:33:00Z,54.00,47.00
2026-02-20T05:34:00Z,54.00,51.00
2026-02-20T05:35:00Z,52.00,51.00
2026-02-20T05:36:00Z,52.42,51.00
2026-02-20T05:37:00Z,53.09,48.00
2026-02-20T05:38:00Z,53.45,49.92
2026-02-20T05:39:00Z,53.80,49.92
2026-02-20T05:40:00Z,53.80,49.99
2026-02-20T05:41:00Z,59.15,48.62
2026-02-20T05:42:00Z,53.57,48.00
2026-02-20T05:43:00Z,53.03,48.78
2026-02-20T05:44:00Z,53.88,49.00
2026-02-20T05:45:00Z,55.25,49.00
2026-02-20T05:46:00Z,54.56,48.00
2026-02-20T05:47:00Z,54.00,48.00
2026-02-20T05:48:00Z,54.28,48.00
2026-02-20T05:49:00Z,54.00,48.00
2026-02-20T05:50:00Z,54.00,48.00
2026-02-20T05:51:00Z,54.00,49.00
2026-02-20T05:52:00Z,54.00,49.00
2026-02-20T05:53:00Z,54.00,48.51
2026-02-20T05:54:00Z,54.00,49.00
2026-02-20T05:55:00Z,54.00,49.00
2026-02-20T05:56:00Z,54.00,49.00
2026-02-20T05:57:00Z,54.88,49.00
2026-02-20T05:58:00Z,54.00,48.27
2026-02-20T05:59:00Z,54.00,49.00
2026-02-20T06:00:00Z,54.00,49.00
2026-02-20T06:01:00Z,52.00,48.79
2026-02-20T06:02:00Z,53.00,49.00
2026-02-20T06:03:00Z,51.00,49.37
2026-02-20T06:04:00Z,51.00,50.93
2026-02-20T06:05:00Z,51.00,52.24
2026-02-20T06:06:00Z,51.00,52.56
2026-02-20T06:07:00Z,51.00,51.75
2026-02-20T06:08:00Z,50.62,53.79
2026-02-20T06:09:00Z,51.00,52.76
2026-02-20T06:10:00Z,50.49,51.38
2026-02-20T06:11:00Z,51.27,51.42
2026-02-20T06:12:00Z,47.27,53.87
2026-02-20T06:13:00Z,45.17,56.30
2026-02-20T06:14:00Z,43.61,58.20
2026-02-20T06:15:00Z,47.63,54.69
2026-02-20T06:16:00Z,47.77,53.80
2026-02-20T06:17:00Z,42.72,61.03
2026-02-20T06:18:00Z,37.78,65.29
2026-02-20T06:19:00Z,30.10,71.19
2026-02-20T06:20:00Z,27.20,74.00
2026-02-20T06:21:00Z,26.28,74.99
2026-02-20T06:22:00Z,26.27,74.18
2026-02-20T06:23:00Z,21.71,79.16
2026-02-20T06:24:00Z,18.52,82.96
2026-02-20T06:25:00Z,19.47,82.00
2026-02-20T06:26:00Z,20.25,79.72
2026-02-20T06:27:00Z,21.24,79.62
2026-02-20T06:28:00Z,18.66,81.85
2026-02-20T06:29:00Z,18.85,83.00
2026-02-20T06:30:00Z,18.60,82.40
2026-02-20T06:31:00Z,18.84,81.44
2026-02-20T06:32:00Z,18.42,82.80
2026-02-20T06:33:00Z,17.02,83.81
2026-02-20T06:34:00Z,16.98,84.09
2026-02-20T06:35:00Z,16.54,84.15
2026-02-20T06:36:00Z,16.96,85.01
2026-02-20T06:37:00Z,14.96,84.81
2026-02-20T06:38:00Z,17.32,84.36
2026-02-20T06:39:00Z,19.07,82.31
2026-02-20T06:40:00Z,17.07,84.74
2026-02-20T06:41:00Z,14.48,85.92
2026-02-20T06:42:00Z,12.81,87.43
2026-02-20T06:43:00Z,7.31,93.05
2026-02-20T06:44:00Z,6.43,93.20
2026-02-20T06:45:00Z,5.38,94.33
2026-02-20T06:46:00Z,3.93,96.00
2026-02-20T06:47:00Z,4.34,95.61
2026-02-20T06:48:00Z,3.32,96.98
2026-02-20T06:49:00Z,3.27,96.98
2026-02-20T06:50:00Z,4.14,95.71
2026-02-20T06:51:00Z,3.94,95.96
2026-02-20T06:52:00Z,3.77,95.22
2026-02-20T06:53:00Z,4.59,96.30
2026-02-20T06:54:00Z,3.55,97.98
2026-02-20T06:55:00Z,2.51,97.67
2026-02-20T06:56:00Z,1.87,98.45
2026-02-20T06:57:00Z,2.44,98.00
2026-02-20T06:58:00Z,3.08,97.13
2026-02-20T06:59:00Z,3.06,97.32
2026-02-20T07:00:00Z,2.71,97.54
2026-02-20T07:01:00Z,1.11,98.97
2026-02-20T07:02:00Z,1.55,98.00
2026-02-20T07:03:00Z,1.47,98.97
2026-02-20T07:04:00Z,1.70,98.92
2026-02-20T07:05:00Z,1.01,98.78
2026-02-20T07:06:00Z,1.06,99.00
2026-02-20T07:07:00Z,2.03,98.05
2026-02-20T07:08:00Z,1.39,98.57
2026-02-20T07:09:00Z,1.00,99.00
2026-02-20T07:10:00Z,1.00,99.00
2026-02-20T07:11:00Z,1.00,99.00
2026-02-20T07:12:00Z,1.00,99.00
