# event_ticker=KXATPCHALLENGERMATCH-26FEB20SAKNOG
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Stefanos Sakellaridis
# fav_player=Rio Noguchi
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-20
timestamp,Rio Noguchi,Stefanos Sakellaridis
2026-02-19T21:28:00Z,46.00,
2026-02-19T21:47:00Z,46.00,56.48
2026-02-19T21:59:00Z,46.00,57.00
2026-02-19T22:07:00Z,46.00,57.00
2026-02-19T22:47:00Z,48.00,57.00
2026-02-19T22:55:00Z,48.00,54.00
2026-02-19T22:56:00Z,48.00,52.13
2026-02-19T23:11:00Z,49.00,52.13
2026-02-19T23:13:00Z,49.00,52.13
2026-02-19T23:24:00Z,49.00,52.13
2026-02-19T23:25:00Z,49.00,52.00
2026-02-19T23:26:00Z,49.00,52.00
2026-02-19T23:30:00Z,49.00,52.00
2026-02-19T23:50:00Z,49.00,52.00
2026-02-20T00:07:00Z,49.00,52.00
2026-02-20T00:10:00Z,49.00,52.00
2026-02-20T00:14:00Z,49.00,52.01
2026-02-20T00:23:00Z,49.00,52.00
2026-02-20T00:43:00Z,49.00,52.00
2026-02-20T00:50:00Z,49.00,53.00
2026-02-20T00:54:00Z,50.00,53.00
2026-02-20T00:57:00Z,50.00,53.00
2026-02-20T01:00:00Z,50.00,53.00
2026-02-20T01:08:00Z,49.00,53.00
2026-02-20T01:18:00Z,49.00,53.00
2026-02-20T01:19:00Z,49.00,53.00
2026-02-20T01:25:00Z,49.00,54.00
2026-02-20T01:26:00Z,49.00,54.00
2026-02-20T01:49:00Z,49.00,55.00
2026-02-20T02:00:00Z,45.49,55.00
2026-02-20T02:09:00Z,45.49,54.00
2026-02-20T02:10:00Z,45.49,54.00
2026-02-20T02:22:00Z,45.49,54.00
2026-02-20T02:31:00Z,45.49,54.00
2026-02-20T02:58:00Z,45.49,54.00
2026-02-20T02:59:00Z,45.49,54.00
2026-02-20T03:07:00Z,45.49,54.00
2026-02-20T03:12:00Z,47.11,54.00
2026-02-20T03:14:00Z,47.48,54.00
2026-02-20T03:18:00Z,47.48,54.00
2026-02-20T03:19:00Z,47.48,54.00
2026-02-20T03:21:00Z,47.00,54.00
2026-02-20T03:23:00Z,47.00,54.00
2026-02-20T03:27:00Z,47.04,54.00
2026-02-20T03:29:00Z,47.00,54.00
2026-02-20T03:30:00Z,47.62,54.00
2026-02-20T03:32:00Z,47.00,54.00
2026-02-20T03:33:00Z,48.23,54.00
2026-02-20T03:34:00Z,48.23,54.00
2026-02-20T03:35:00Z,48.95,54.00
2026-02-20T03:36:00Z,48.95,53.00
2026-02-20T03:37:00Z,49.38,53.00
2026-02-20T03:39:00Z,50.00,53.00
2026-02-20T03:40:00Z,50.00,53.00
2026-02-20T03:41:00Z,50.00,53.00
2026-02-20T03:42:00Z,49.00,53.00
2026-02-20T03:43:00Z,49.00,53.00
2026-02-20T03:44:00Z,49.00,51.00
2026-02-20T03:45:00Z,50.00,51.00
2026-02-20T03:46:00Z,50.00,53.00
2026-02-20T03:48:00Z,50.00,53.00
2026-02-20T03:49:00Z,50.00,53.00
2026-02-20T03:52:00Z,50.00,53.00
2026-02-20T03:53:00Z,50.00,53.00
2026-02-20T03:54:00Z,50.00,52.00
2026-02-20T03:55:00Z,50.00,52.00
2026-02-20T03:56:00Z,50.00,52.00
2026-02-20T03:57:00Z,50.00,52.00
2026-02-20T03:59:00Z,50.00,52.00
2026-02-20T04:00:00Z,50.00,52.00
2026-02-20T04:01:00Z,50.00,52.00
2026-02-20T04:02:00Z,50.00,52.00
2026-02-20T04:03:00Z,50.00,52.00
2026-02-20T04:05:00Z,50.00,52.00
2026-02-20T04:06:00Z,50.00,52.00
2026-02-20T04:07:00Z,50.00,52.00
2026-02-20T04:10:00Z,50.00,52.00
2026-02-20T04:11:00Z,50.00,50.00
2026-02-20T04:12:00Z,50.00,52.00
2026-02-20T04:13:00Z,50.00,52.00
2026-02-20T04:14:00Z,50.00,52.00
2026-02-20T04:15:00Z,50.00,52.00
2026-02-20T04:17:00Z,50.00,51.60
2026-02-20T04:19:00Z,50.34,51.60
2026-02-20T04:20:00Z,51.00,52.00
2026-02-20T04:21:00Z,51.00,52.00
2026-02-20T04:22:00Z,51.00,52.00
2026-02-20T04:23:00Z,51.00,52.00
2026-02-20T04:24:00Z,51.00,52.00
2026-02-20T04:25:00Z,51.00,52.00
2026-02-20T04:26:00Z,50.00,52.00
2026-02-20T04:27:00Z,49.00,53.00
2026-02-20T04:28:00Z,49.00,53.00
2026-02-20T04:29:00Z,49.88,53.00
2026-02-20T04:30:00Z,50.67,52.00
2026-02-20T04:31:00Z,50.00,52.00
2026-02-20T04:32:00Z,50.00,52.00
2026-02-20T04:33:00Z,50.92,52.00
2026-02-20T04:34:00Z,50.00,51.00
2026-02-20T04:35:00Z,50.00,51.00
2026-02-20T04:36:00Z,50.00,51.00
2026-02-20T04:37:00Z,50.00,51.00
2026-02-20T04:38:00Z,50.53,51.00
2026-02-20T04:39:00Z,50.84,51.00
