# event_ticker=KXATPMATCH-26FEB09ZHEKOR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Sebastian Korda
# fav_player=Michael Zheng
# dog_player=Sebastian Korda
# kalshi_date=2026-02-09
timestamp,Michael Zheng,Sebastian Korda
2026-02-09T15:31:00Z,31.29,
2026-02-09T15:49:00Z,31.29,69.00
2026-02-09T15:52:00Z,32.00,69.00
2026-02-09T15:58:00Z,30.00,69.00
2026-02-09T16:06:00Z,32.00,69.00
2026-02-09T16:16:00Z,32.00,69.00
2026-02-09T16:19:00Z,32.00,69.00
2026-02-09T16:22:00Z,32.00,69.00
2026-02-09T16:32:00Z,32.00,69.00
2026-02-09T16:37:00Z,30.00,69.00
2026-02-09T16:43:00Z,32.00,69.00
2026-02-09T16:44:00Z,32.00,68.00
2026-02-09T16:45:00Z,32.00,69.00
2026-02-09T16:53:00Z,32.00,69.00
2026-02-09T16:54:00Z,32.00,69.00
2026-02-09T17:00:00Z,32.00,69.00
2026-02-09T17:05:00Z,32.14,69.00
2026-02-09T17:07:00Z,33.00,69.00
2026-02-09T17:15:00Z,33.00,69.00
2026-02-09T17:20:00Z,33.00,69.00
2026-02-09T17:25:00Z,33.00,69.00
2026-02-09T17:39:00Z,32.00,69.00
2026-02-09T17:55:00Z,32.00,69.00
2026-02-09T17:57:00Z,32.00,69.00
2026-02-09T18:01:00Z,32.00,69.00
2026-02-09T18:09:00Z,32.00,69.00
2026-02-09T18:12:00Z,32.99,69.00
2026-02-09T18:18:00Z,32.99,69.00
2026-02-09T18:29:00Z,32.99,69.00
2026-02-09T18:55:00Z,32.00,69.00
2026-02-09T19:18:00Z,32.00,69.00
2026-02-09T19:23:00Z,32.00,71.00
2026-02-09T19:25:00Z,32.00,71.00
2026-02-09T19:42:00Z,32.00,71.00
2026-02-09T19:48:00Z,32.00,71.00
2026-02-09T19:49:00Z,32.99,68.00
2026-02-09T19:55:00Z,32.99,70.00
2026-02-09T20:08:00Z,32.00,70.00
2026-02-09T20:15:00Z,32.00,70.00
2026-02-09T20:19:00Z,32.00,70.00
2026-02-09T20:24:00Z,32.00,70.00
2026-02-09T20:25:00Z,33.00,70.00
2026-02-09T20:26:00Z,33.00,70.00
2026-02-09T20:28:00Z,33.00,70.00
2026-02-09T20:42:00Z,29.29,70.00
2026-02-09T20:52:00Z,33.00,70.00
2026-02-09T20:53:00Z,33.00,70.00
2026-02-09T20:54:00Z,33.00,70.00
2026-02-09T20:56:00Z,33.00,70.00
2026-02-09T21:12:00Z,33.00,67.00
2026-02-09T21:13:00Z,32.97,67.00
2026-02-09T21:21:00Z,33.00,67.00
2026-02-09T21:24:00Z,33.00,70.00
2026-02-09T21:25:00Z,33.00,70.00
2026-02-09T21:26:00Z,33.00,70.00
2026-02-09T21:29:00Z,33.00,70.00
2026-02-09T21:47:00Z,33.00,70.00
2026-02-09T21:48:00Z,33.00,68.00
2026-02-09T21:50:00Z,33.00,68.00
2026-02-09T21:51:00Z,33.00,68.00
2026-02-09T21:58:00Z,32.00,68.00
2026-02-09T22:01:00Z,33.00,68.72
2026-02-09T22:04:00Z,33.00,70.00
2026-02-09T22:08:00Z,33.00,70.00
2026-02-09T22:10:00Z,33.00,70.00
2026-02-09T22:15:00Z,33.00,70.00
2026-02-09T22:18:00Z,33.00,70.00
2026-02-09T22:19:00Z,33.00,70.00
2026-02-09T22:25:00Z,33.00,70.00
2026-02-09T22:29:00Z,31.00,70.00
2026-02-09T22:30:00Z,31.00,70.00
2026-02-09T22:33:00Z,31.00,70.00
2026-02-09T22:39:00Z,30.00,70.00
2026-02-09T22:41:00Z,30.00,70.00
2026-02-09T22:43:00Z,30.00,70.00
2026-02-09T22:47:00Z,30.00,70.00
2026-02-09T22:51:00Z,30.00,70.00
2026-02-09T22:59:00Z,30.00,70.00
2026-02-09T23:00:00Z,30.00,70.00
2026-02-09T23:05:00Z,30.00,70.00
2026-02-09T23:08:00Z,30.00,70.00
2026-02-09T23:13:00Z,30.00,70.00
2026-02-09T23:15:00Z,30.00,70.00
2026-02-09T23:16:00Z,30.00,70.00
2026-02-09T23:22:00Z,30.00,70.00
2026-02-09T23:24:00Z,30.00,71.00
2026-02-09T23:36:00Z,30.00,71.00
2026-02-09T23:37:00Z,31.00,71.00
2026-02-09T23:39:00Z,31.00,71.00
2026-02-09T23:42:00Z,31.00,71.00
2026-02-09T23:48:00Z,31.00,71.00
2026-02-09T23:49:00Z,31.00,71.00
2026-02-09T23:50:00Z,31.00,71.00
2026-02-09T23:51:00Z,31.00,71.00
2026-02-09T23:52:00Z,31.00,71.00
2026-02-09T23:53:00Z,31.00,71.00
2026-02-09T23:58:00Z,31.00,71.00
2026-02-09T23:59:00Z,31.00,71.00
2026-02-10T00:01:00Z,31.00,71.00
2026-02-10T00:02:00Z,31.00,71.00
2026-02-10T00:04:00Z,31.00,71.00
2026-02-10T00:05:00Z,31.00,71.00
2026-02-10T00:06:00Z,31.00,71.00
2026-02-10T00:07:00Z,31.00,71.00
2026-02-10T00:09:00Z,31.00,71.00
2026-02-10T00:15:00Z,31.00,71.00
2026-02-10T00:16:00Z,31.00,71.00
2026-02-10T00:20:00Z,31.00,71.00
2026-02-10T00:26:00Z,31.00,71.00
2026-02-10T00:30:00Z,31.00,71.00
2026-02-10T00:31:00Z,31.00,71.00
2026-02-10T00:35:00Z,31.00,71.00
2026-02-10T00:36:00Z,31.00,71.00
2026-02-10T00:38:00Z,31.00,71.00
2026-02-10T00:43:00Z,31.00,71.00
2026-02-10T00:44:00Z,31.00,71.00
2026-02-10T00:45:00Z,31.00,71.00
2026-02-10T00:50:00Z,31.00,71.00
2026-02-10T00:56:00Z,31.00,71.00
2026-02-10T00:57:00Z,31.00,71.00
2026-02-10T00:58:00Z,31.00,71.00
2026-02-10T00:59:00Z,31.00,71.00
2026-02-10T01:03:00Z,31.00,71.00
