# event_ticker=KXATPMATCH-25JUL14BUSDJE
# final_score=7-6(4) 1-6 6-4
# score_resolution=7-6 1-6 6-4
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Laslo Djere
# kalshi_date=2025-07-14
timestamp,Ignacio Buse,Laslo Djere
2025-07-13T23:09:00Z,40.00,
2025-07-13T23:37:00Z,40.00,76.00
2025-07-14T00:07:00Z,34.00,76.00
2025-07-14T00:11:00Z,34.00,76.00
2025-07-14T00:16:00Z,34.00,76.00
2025-07-14T00:31:00Z,34.00,75.00
2025-07-14T00:40:00Z,34.00,75.00
2025-07-14T00:44:00Z,34.00,75.00
2025-07-14T01:00:00Z,34.00,75.00
2025-07-14T01:03:00Z,34.00,75.00
2025-07-14T01:04:00Z,34.00,75.00
2025-07-14T01:15:00Z,34.00,75.00
2025-07-14T01:16:00Z,34.00,76.76
2025-07-14T01:17:00Z,34.00,78.00
2025-07-14T01:20:00Z,34.00,77.00
2025-07-14T01:28:00Z,34.00,77.00
2025-07-14T01:30:00Z,34.00,77.00
2025-07-14T01:33:00Z,34.00,77.00
2025-07-14T01:34:00Z,34.00,77.00
2025-07-14T01:37:00Z,30.00,77.58
2025-07-14T01:39:00Z,30.00,78.00
2025-07-14T01:40:00Z,38.70,80.62
2025-07-14T01:43:00Z,34.00,80.62
2025-07-14T01:46:00Z,34.00,77.00
2025-07-14T01:47:00Z,34.52,77.00
2025-07-14T01:58:00Z,34.00,73.00
2025-07-14T02:03:00Z,34.00,73.00
2025-07-14T02:07:00Z,34.00,73.00
2025-07-14T02:09:00Z,34.00,73.00
2025-07-14T02:10:00Z,34.00,73.00
2025-07-14T02:22:00Z,34.00,74.64
2025-07-14T02:26:00Z,32.00,74.64
2025-07-14T02:27:00Z,32.00,74.64
2025-07-14T02:31:00Z,32.00,76.00
2025-07-14T02:43:00Z,31.00,76.00
2025-07-14T02:47:00Z,31.00,77.00
2025-07-14T02:50:00Z,31.00,77.00
2025-07-14T02:56:00Z,31.00,77.00
2025-07-14T03:04:00Z,31.00,75.79
2025-07-14T03:05:00Z,31.00,82.33
2025-07-14T03:11:00Z,31.00,74.00
2025-07-14T03:12:00Z,29.00,74.00
2025-07-14T03:14:00Z,29.00,74.00
2025-07-14T03:23:00Z,29.00,74.00
2025-07-14T03:33:00Z,32.74,74.00
2025-07-14T03:37:00Z,32.74,73.00
2025-07-14T03:38:00Z,32.74,73.00
2025-07-14T03:42:00Z,34.00,73.00
2025-07-14T03:43:00Z,34.00,73.00
2025-07-14T03:57:00Z,34.00,73.00
2025-07-14T04:03:00Z,34.00,73.00
2025-07-14T04:21:00Z,32.00,73.00
2025-07-14T04:30:00Z,32.00,76.00
2025-07-14T04:34:00Z,32.00,77.12
2025-07-14T04:43:00Z,32.00,79.47
2025-07-14T04:51:00Z,32.00,75.00
2025-07-14T05:07:00Z,32.00,75.00
2025-07-14T05:10:00Z,28.00,79.23
2025-07-14T05:12:00Z,28.00,81.00
2025-07-14T05:18:00Z,27.85,81.00
2025-07-14T05:22:00Z,27.85,77.00
2025-07-14T05:23:00Z,27.85,77.00
2025-07-14T05:32:00Z,27.85,77.00
2025-07-14T05:37:00Z,27.85,77.00
2025-07-14T05:53:00Z,27.85,76.00
2025-07-14T06:13:00Z,28.00,76.00
2025-07-14T06:34:00Z,28.00,76.00
2025-07-14T06:42:00Z,28.00,77.00
2025-07-14T06:46:00Z,28.00,77.00
2025-07-14T12:01:00Z,28.00,74.00
2025-07-14T12:02:00Z,18.65,94.69
2025-07-14T12:04:00Z,18.65,69.82
2025-07-14T12:05:00Z,18.65,67.76
2025-07-14T12:06:00Z,59.00,70.62
2025-07-14T12:07:00Z,32.00,70.02
2025-07-14T12:08:00Z,32.00,74.00
2025-07-14T12:09:00Z,32.00,76.20
2025-07-14T12:10:00Z,32.00,76.29
2025-07-14T12:11:00Z,32.00,78.14
2025-07-14T12:12:00Z,32.00,84.77
2025-07-14T12:18:00Z,11.00,98.00
2025-07-14T12:19:00Z,10.00,97.00
2025-07-14T12:20:00Z,10.00,89.00
2025-07-14T12:21:00Z,54.66,79.46
2025-07-14T12:22:00Z,54.66,89.75
2025-07-14T12:23:00Z,22.03,88.62
2025-07-14T12:25:00Z,39.00,84.45
2025-07-14T12:26:00Z,36.00,84.45
2025-07-14T12:27:00Z,36.50,88.00
2025-07-14T12:28:00Z,37.00,88.00
2025-07-14T12:29:00Z,37.00,88.00
2025-07-14T12:30:00Z,40.00,68.82
2025-07-14T12:31:00Z,57.91,58.05
2025-07-14T12:32:00Z,60.00,48.05
2025-07-14T12:33:00Z,60.00,49.00
2025-07-14T12:34:00Z,63.27,48.93
2025-07-14T12:35:00Z,63.27,48.56
2025-07-14T12:36:00Z,65.00,48.56
2025-07-14T12:37:00Z,76.00,44.15
2025-07-14T12:38:00Z,76.00,47.80
2025-07-14T12:39:00Z,75.98,72.11
2025-07-14T12:40:00Z,42.08,62.00
2025-07-14T12:42:00Z,43.52,60.57
2025-07-14T12:44:00Z,67.00,45.87
2025-07-14T12:45:00Z,79.63,48.68
2025-07-14T12:46:00Z,81.28,45.00
2025-07-14T12:48:00Z,65.68,39.72
2025-07-14T12:49:00Z,43.00,68.64
2025-07-14T12:52:00Z,75.90,19.08
2025-07-14T12:53:00Z,79.00,24.49
2025-07-14T12:54:00Z,75.00,28.20
2025-07-14T12:55:00Z,70.58,27.26
2025-07-14T12:56:00Z,71.00,32.00
2025-07-14T12:57:00Z,71.00,32.00
2025-07-14T12:58:00Z,72.07,27.32
2025-07-14T12:59:00Z,80.46,29.13
2025-07-14T13:00:00Z,70.72,31.99
2025-07-14T13:01:00Z,66.00,48.60
2025-07-14T13:02:00Z,78.25,21.08
2025-07-14T13:03:00Z,81.33,20.23
2025-07-14T13:04:00Z,78.11,24.47
2025-07-14T13:05:00Z,77.86,23.58
2025-07-14T13:06:00Z,77.00,25.00
2025-07-14T13:07:00Z,79.35,27.00
2025-07-14T13:08:00Z,87.17,25.81
2025-07-14T13:09:00Z,75.44,25.38
2025-07-14T13:10:00Z,79.46,25.38
2025-07-14T13:11:00Z,98.37,2.16
2025-07-14T13:12:00Z,98.37,1.00
2025-07-14T13:13:00Z,99.00,1.00
2025-07-14T13:14:00Z,99.00,1.00
