# event_ticker=KXATPMATCH-25OCT21UGOMIS
# final_score=7-5 7-6(6)
# score_resolution=5-7 6-7
# match_winner=Filip Misolic
# fav_player=Camilo Ugo Carabelli
# dog_player=Filip Misolic
# kalshi_date=2025-10-21
timestamp,Camilo Ugo Carabelli,Filip Misolic
2025-10-21T02:17:00Z,32.00,
2025-10-21T02:24:00Z,32.00,69.00
2025-10-21T02:34:00Z,32.00,69.00
2025-10-21T04:03:00Z,32.00,69.00
2025-10-21T04:09:00Z,32.00,69.00
2025-10-21T04:13:00Z,32.00,69.00
2025-10-21T04:21:00Z,32.00,69.00
2025-10-21T04:23:00Z,32.00,69.00
2025-10-21T04:38:00Z,32.00,69.00
2025-10-21T04:43:00Z,32.00,69.00
2025-10-21T04:51:00Z,32.00,69.00
2025-10-21T04:52:00Z,32.00,69.00
2025-10-21T05:00:00Z,32.00,69.00
2025-10-21T05:04:00Z,32.00,69.00
2025-10-21T05:15:00Z,32.00,69.00
2025-10-21T05:16:00Z,32.00,69.00
2025-10-21T05:19:00Z,32.00,69.00
2025-10-21T05:21:00Z,32.00,69.00
2025-10-21T05:23:00Z,32.00,69.00
2025-10-21T05:26:00Z,32.00,69.00
2025-10-21T05:34:00Z,32.00,69.00
2025-10-21T05:39:00Z,32.00,69.00
2025-10-21T05:42:00Z,32.00,69.00
2025-10-21T05:44:00Z,32.00,69.00
2025-10-21T05:47:00Z,32.00,69.00
2025-10-21T05:48:00Z,32.00,69.00
2025-10-21T05:49:00Z,32.00,69.00
2025-10-21T05:51:00Z,32.00,69.00
2025-10-21T05:55:00Z,32.00,69.00
2025-10-21T05:56:00Z,31.00,69.00
2025-10-21T06:00:00Z,31.00,69.00
2025-10-21T06:05:00Z,32.00,69.00
2025-10-21T06:18:00Z,32.00,69.00
2025-10-21T06:22:00Z,32.00,69.00
2025-10-21T06:24:00Z,32.00,69.00
2025-10-21T06:32:00Z,32.00,69.00
2025-10-21T06:46:00Z,32.00,69.00
2025-10-21T07:01:00Z,32.00,69.00
2025-10-21T07:05:00Z,32.00,69.00
2025-10-21T07:23:00Z,32.00,69.00
2025-10-21T07:30:00Z,32.00,69.00
2025-10-21T08:03:00Z,32.00,69.00
2025-10-21T08:12:00Z,31.00,69.00
2025-10-21T08:17:00Z,31.00,69.00
2025-10-21T08:22:00Z,31.00,69.00
2025-10-21T08:24:00Z,31.00,69.00
2025-10-21T08:42:00Z,31.00,69.00
2025-10-21T08:45:00Z,31.00,69.00
2025-10-21T08:46:00Z,32.00,69.00
2025-10-21T08:59:00Z,32.00,68.00
2025-10-21T09:03:00Z,32.00,68.00
2025-10-21T09:23:00Z,32.00,68.00
2025-10-21T09:24:00Z,33.00,68.00
2025-10-21T09:27:00Z,33.00,68.00
2025-10-21T09:39:00Z,33.00,68.00
2025-10-21T09:41:00Z,33.00,68.00
2025-10-21T10:04:00Z,33.00,69.00
2025-10-21T10:12:00Z,32.00,69.00
2025-10-21T10:20:00Z,32.00,69.00
2025-10-21T10:25:00Z,32.00,69.00
2025-10-21T10:37:00Z,32.00,69.00
2025-10-21T10:38:00Z,32.00,69.00
2025-10-21T10:43:00Z,32.00,69.00
2025-10-21T10:44:00Z,32.00,69.00
2025-10-21T10:47:00Z,32.00,69.00
2025-10-21T10:48:00Z,33.00,69.00
2025-10-21T10:49:00Z,33.00,69.00
2025-10-21T10:51:00Z,33.00,69.00
2025-10-21T10:57:00Z,33.00,69.00
2025-10-21T10:58:00Z,32.21,69.00
2025-10-21T10:59:00Z,32.21,69.00
2025-10-21T11:01:00Z,32.00,69.00
2025-10-21T11:02:00Z,32.00,69.00
2025-10-21T11:03:00Z,32.00,69.00
2025-10-21T11:04:00Z,32.00,69.00
2025-10-21T11:05:00Z,32.00,69.00
2025-10-21T11:06:00Z,32.00,69.00
2025-10-21T11:12:00Z,32.00,69.00
2025-10-21T11:13:00Z,32.00,69.00
2025-10-21T11:14:00Z,32.00,69.00
2025-10-21T11:15:00Z,32.00,69.00
2025-10-21T11:16:00Z,32.00,69.00
2025-10-21T11:17:00Z,32.00,69.00
2025-10-21T11:18:00Z,32.00,69.00
2025-10-21T11:20:00Z,32.00,69.00
2025-10-21T11:21:00Z,32.00,69.00
2025-10-21T11:22:00Z,32.00,69.00
2025-10-21T11:23:00Z,32.00,69.00
2025-10-21T11:25:00Z,32.00,69.00
2025-10-21T11:26:00Z,32.00,69.00
2025-10-21T11:27:00Z,32.00,69.00
2025-10-21T11:28:00Z,32.00,69.00
2025-10-21T11:30:00Z,32.00,69.08
2025-10-21T11:31:00Z,32.00,70.00
2025-10-21T11:32:00Z,32.00,70.00
2025-10-21T11:35:00Z,32.00,70.00
2025-10-21T11:36:00Z,32.00,70.09
2025-10-21T11:37:00Z,32.00,71.00
2025-10-21T11:38:00Z,32.00,71.00
2025-10-21T11:40:00Z,31.00,71.00
2025-10-21T11:41:00Z,31.47,71.65
2025-10-21T11:42:00Z,31.05,71.95
2025-10-21T11:43:00Z,30.77,70.32
2025-10-21T11:44:00Z,32.03,69.39
2025-10-21T11:45:00Z,30.74,71.10
2025-10-21T11:46:00Z,28.99,72.00
2025-10-21T11:47:00Z,26.44,73.66
2025-10-21T11:48:00Z,26.39,77.00
2025-10-21T11:49:00Z,21.35,78.99
2025-10-21T11:50:00Z,19.46,81.30
2025-10-21T11:51:00Z,20.00,79.00
2025-10-21T11:52:00Z,20.66,77.00
2025-10-21T11:53:00Z,20.00,81.98
2025-10-21T11:54:00Z,17.00,85.00
2025-10-21T11:55:00Z,17.27,85.00
2025-10-21T11:56:00Z,11.45,87.15
2025-10-21T11:57:00Z,12.82,88.00
2025-10-21T11:58:00Z,12.82,88.07
2025-10-21T11:59:00Z,11.00,89.00
2025-10-21T12:00:00Z,13.42,87.00
2025-10-21T12:01:00Z,15.72,87.00
2025-10-21T12:02:00Z,15.52,87.00
2025-10-21T12:03:00Z,16.00,85.33
2025-10-21T12:04:00Z,21.00,85.33
2025-10-21T12:05:00Z,21.00,86.67
2025-10-21T12:06:00Z,16.28,86.26
2025-10-21T12:07:00Z,16.28,85.00
2025-10-21T12:08:00Z,17.00,85.66
2025-10-21T12:09:00Z,17.00,86.00
2025-10-21T12:10:00Z,16.00,86.00
2025-10-21T12:11:00Z,16.00,85.00
2025-10-21T12:12:00Z,17.00,82.03
2025-10-21T12:13:00Z,19.89,81.02
2025-10-21T12:14:00Z,18.39,82.24
2025-10-21T12:15:00Z,17.74,83.03
2025-10-21T12:16:00Z,24.56,79.52
2025-10-21T12:17:00Z,30.93,72.00
2025-10-21T12:18:00Z,31.00,72.00
2025-10-21T12:19:00Z,28.38,75.31
2025-10-21T12:20:00Z,31.35,69.70
2025-10-21T12:21:00Z,32.38,67.91
2025-10-21T12:22:00Z,35.17,63.12
2025-10-21T12:23:00Z,33.66,66.23
2025-10-21T12:24:00Z,28.73,71.30
2025-10-21T12:25:00Z,32.00,69.00
2025-10-21T12:26:00Z,36.85,64.21
2025-10-21T12:27:00Z,46.98,60.19
2025-10-21T12:28:00Z,35.39,67.87
2025-10-21T12:29:00Z,34.55,69.00
2025-10-21T12:30:00Z,35.00,69.66
2025-10-21T12:31:00Z,35.00,69.66
2025-10-21T12:32:00Z,35.25,65.47
2025-10-21T12:33:00Z,40.48,59.91
2025-10-21T12:34:00Z,44.40,60.00
2025-10-21T12:35:00Z,51.49,61.00
2025-10-21T12:36:00Z,28.38,59.34
2025-10-21T12:37:00Z,51.00,56.10
2025-10-21T12:38:00Z,46.45,54.76
2025-10-21T12:39:00Z,35.00,62.88
2025-10-21T12:40:00Z,35.50,67.00
2025-10-21T12:41:00Z,35.50,67.00
2025-10-21T12:42:00Z,12.60,68.12
2025-10-21T12:43:00Z,22.55,78.61
2025-10-21T12:44:00Z,13.34,87.91
2025-10-21T12:45:00Z,14.88,85.20
2025-10-21T12:46:00Z,15.34,87.00
2025-10-21T12:47:00Z,14.85,89.00
2025-10-21T12:48:00Z,15.00,87.00
2025-10-21T12:49:00Z,14.00,89.00
2025-10-21T12:50:00Z,12.53,89.00
2025-10-21T12:51:00Z,11.30,91.76
2025-10-21T12:52:00Z,6.16,91.76
2025-10-21T12:53:00Z,6.84,92.86
2025-10-21T12:54:00Z,16.04,90.00
2025-10-21T12:55:00Z,14.09,90.00
2025-10-21T12:56:00Z,13.00,87.95
2025-10-21T12:57:00Z,10.61,89.18
2025-10-21T12:58:00Z,11.20,89.00
2025-10-21T12:59:00Z,10.79,91.03
2025-10-21T13:00:00Z,6.91,95.73
2025-10-21T13:01:00Z,5.02,98.45
2025-10-21T13:02:00Z,8.28,92.66
2025-10-21T13:03:00Z,8.28,88.98
2025-10-21T13:04:00Z,9.33,90.70
2025-10-21T13:05:00Z,11.28,86.64
2025-10-21T13:06:00Z,14.00,88.00
2025-10-21T13:07:00Z,12.11,87.28
2025-10-21T13:08:00Z,16.87,83.13
2025-10-21T13:09:00Z,17.07,84.42
2025-10-21T13:10:00Z,16.13,84.42
2025-10-21T13:11:00Z,16.13,85.05
2025-10-21T13:12:00Z,15.42,83.05
2025-10-21T13:13:00Z,14.98,84.04
2025-10-21T13:14:00Z,13.30,88.55
2025-10-21T13:15:00Z,13.00,88.00
2025-10-21T13:16:00Z,12.42,88.00
2025-10-21T13:17:00Z,9.77,92.10
2025-10-21T13:18:00Z,12.75,89.00
2025-10-21T13:19:00Z,16.00,86.04
2025-10-21T13:20:00Z,16.00,84.39
2025-10-21T13:21:00Z,14.65,84.04
2025-10-21T13:22:00Z,19.94,83.00
2025-10-21T13:23:00Z,12.00,82.86
2025-10-21T13:24:00Z,12.79,88.67
2025-10-21T13:26:00Z,8.56,91.93
2025-10-21T13:27:00Z,12.23,90.67
2025-10-21T13:28:00Z,17.01,90.67
2025-10-21T13:29:00Z,17.09,81.55
2025-10-21T13:30:00Z,15.23,87.00
2025-10-21T13:31:00Z,15.00,87.19
2025-10-21T13:32:00Z,14.42,86.68
2025-10-21T13:33:00Z,13.50,87.15
2025-10-21T13:34:00Z,13.60,89.88
2025-10-21T13:35:00Z,13.91,89.75
2025-10-21T13:36:00Z,9.00,95.03
2025-10-21T13:37:00Z,15.33,85.52
2025-10-21T13:38:00Z,16.93,84.48
2025-10-21T13:39:00Z,13.93,88.70
2025-10-21T13:40:00Z,12.23,88.04
2025-10-21T13:41:00Z,14.77,88.46
2025-10-21T13:42:00Z,12.94,88.63
2025-10-21T13:43:00Z,12.08,87.02
2025-10-21T13:44:00Z,13.00,86.29
2025-10-21T13:45:00Z,17.25,83.88
2025-10-21T13:46:00Z,18.51,81.10
2025-10-21T13:47:00Z,21.73,78.69
2025-10-21T13:48:00Z,25.82,73.08
2025-10-21T13:49:00Z,19.06,80.60
2025-10-21T13:50:00Z,13.84,90.38
2025-10-21T13:51:00Z,9.43,92.22
2025-10-21T13:52:00Z,7.62,94.22
