# event_ticker=KXATPMATCH-25OCT25FONMUN
# final_score=7-6(4) 7-5
# score_resolution=6-7 5-7
# match_winner=Joao Fonseca
# fav_player=Jaume Munar
# dog_player=Joao Fonseca
# kalshi_date=2025-10-25
timestamp,Jaume Munar,Joao Fonseca
2025-10-25T01:44:00Z,44.00,
2025-10-25T01:53:00Z,44.00,57.00
2025-10-25T01:55:00Z,44.00,57.00
2025-10-25T02:09:00Z,44.00,57.00
2025-10-25T02:13:00Z,44.00,57.00
2025-10-25T02:15:00Z,44.00,56.00
2025-10-25T02:19:00Z,43.00,56.00
2025-10-25T02:22:00Z,44.00,56.00
2025-10-25T02:31:00Z,44.00,57.00
2025-10-25T02:35:00Z,44.00,57.00
2025-10-25T02:43:00Z,44.00,57.00
2025-10-25T02:58:00Z,44.00,57.00
2025-10-25T03:03:00Z,44.00,57.00
2025-10-25T03:04:00Z,44.00,57.00
2025-10-25T03:10:00Z,44.00,57.00
2025-10-25T03:13:00Z,44.00,57.00
2025-10-25T03:18:00Z,44.00,57.00
2025-10-25T03:21:00Z,44.00,57.00
2025-10-25T03:23:00Z,44.00,57.00
2025-10-25T03:24:00Z,44.00,57.00
2025-10-25T03:37:00Z,44.00,57.00
2025-10-25T03:38:00Z,44.00,57.00
2025-10-25T03:39:00Z,44.00,57.00
2025-10-25T03:40:00Z,44.00,57.00
2025-10-25T03:42:00Z,44.00,57.00
2025-10-25T03:48:00Z,44.00,57.00
2025-10-25T03:51:00Z,44.00,57.00
2025-10-25T03:53:00Z,44.00,57.00
2025-10-25T04:01:00Z,44.00,57.00
2025-10-25T04:02:00Z,44.00,57.00
2025-10-25T04:03:00Z,44.00,57.00
2025-10-25T04:04:00Z,44.00,57.00
2025-10-25T04:06:00Z,44.00,57.00
2025-10-25T04:09:00Z,44.00,57.00
2025-10-25T04:11:00Z,44.00,57.00
2025-10-25T04:13:00Z,44.00,57.00
2025-10-25T04:21:00Z,44.00,57.00
2025-10-25T04:22:00Z,44.34,57.00
2025-10-25T04:26:00Z,44.34,57.00
2025-10-25T04:28:00Z,44.34,57.00
2025-10-25T04:30:00Z,45.00,57.00
2025-10-25T04:36:00Z,45.00,57.00
2025-10-25T04:40:00Z,45.00,57.00
2025-10-25T04:51:00Z,45.00,57.00
2025-10-25T04:52:00Z,45.00,57.00
2025-10-25T04:53:00Z,45.00,57.00
2025-10-25T04:55:00Z,45.00,57.00
2025-10-25T05:00:00Z,45.00,57.00
2025-10-25T05:12:00Z,45.00,57.00
2025-10-25T05:13:00Z,45.00,57.00
2025-10-25T05:20:00Z,45.00,57.00
2025-10-25T05:22:00Z,45.00,57.00
2025-10-25T05:26:00Z,45.00,57.00
2025-10-25T05:37:00Z,45.00,57.00
2025-10-25T05:40:00Z,45.00,57.00
2025-10-25T05:42:00Z,45.00,57.00
2025-10-25T05:47:00Z,45.00,57.00
2025-10-25T05:54:00Z,45.00,57.00
2025-10-25T05:56:00Z,45.00,57.00
2025-10-25T06:04:00Z,45.00,57.00
2025-10-25T06:07:00Z,45.00,57.00
2025-10-25T06:09:00Z,45.00,57.00
2025-10-25T06:12:00Z,45.00,57.00
2025-10-25T06:13:00Z,45.00,57.00
2025-10-25T06:15:00Z,45.00,57.00
2025-10-25T06:17:00Z,44.00,57.00
2025-10-25T06:22:00Z,44.00,57.00
2025-10-25T06:25:00Z,44.00,57.00
2025-10-25T06:26:00Z,45.00,57.00
2025-10-25T06:33:00Z,45.00,57.00
2025-10-25T06:34:00Z,45.00,57.00
