# event_ticker=KXATPMATCH-26APR22BERCIL
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Marin Cilic
# fav_player=Zizou Bergs
# dog_player=Marin Cilic
# kalshi_date=2026-04-22
timestamp,Zizou Bergs,Marin Cilic
2026-04-21T21:19:00Z,,52.00
2026-04-21T21:21:00Z,,52.00
2026-04-21T21:30:00Z,,52.00
2026-04-21T21:31:00Z,50.00,52.00
2026-04-21T22:13:00Z,50.00,52.00
2026-04-21T22:27:00Z,50.00,52.00
2026-04-21T22:29:00Z,50.00,52.00
2026-04-21T22:33:00Z,49.54,52.00
2026-04-21T22:53:00Z,49.54,52.00
2026-04-21T23:06:00Z,50.00,52.00
2026-04-21T23:23:00Z,50.00,52.00
2026-04-21T23:26:00Z,50.00,52.00
2026-04-21T23:38:00Z,50.00,52.00
2026-04-21T23:46:00Z,50.00,52.00
2026-04-21T23:51:00Z,50.00,52.00
2026-04-21T23:53:00Z,50.00,52.00
2026-04-22T00:07:00Z,50.00,52.00
2026-04-22T00:10:00Z,50.00,52.00
2026-04-22T00:37:00Z,50.00,52.00
2026-04-22T00:43:00Z,50.00,52.00
2026-04-22T00:47:00Z,50.00,52.00
2026-04-22T00:48:00Z,50.00,52.00
2026-04-22T01:03:00Z,50.45,52.00
2026-04-22T01:07:00Z,50.45,52.00
2026-04-22T01:23:00Z,51.00,52.00
2026-04-22T01:29:00Z,51.00,52.00
2026-04-22T01:36:00Z,51.00,52.00
2026-04-22T01:38:00Z,51.00,52.00
2026-04-22T01:42:00Z,51.00,52.00
2026-04-22T01:45:00Z,51.00,51.00
2026-04-22T01:46:00Z,51.00,52.00
2026-04-22T01:47:00Z,51.00,52.00
2026-04-22T01:48:00Z,51.00,52.00
2026-04-22T01:55:00Z,51.00,52.00
2026-04-22T01:56:00Z,50.00,52.00
2026-04-22T01:59:00Z,50.00,52.00
2026-04-22T02:04:00Z,49.00,52.00
2026-04-22T02:05:00Z,49.00,52.00
2026-04-22T02:13:00Z,50.00,52.00
2026-04-22T02:17:00Z,50.00,52.00
2026-04-22T02:21:00Z,49.00,52.00
2026-04-22T02:31:00Z,49.00,52.00
2026-04-22T02:35:00Z,49.00,52.00
2026-04-22T02:45:00Z,49.00,52.00
2026-04-22T02:50:00Z,49.00,52.00
2026-04-22T02:51:00Z,49.00,52.00
2026-04-22T02:53:00Z,49.00,52.00
2026-04-22T02:57:00Z,49.00,52.00
2026-04-22T03:00:00Z,49.00,52.00
2026-04-22T03:01:00Z,49.00,52.00
2026-04-22T03:04:00Z,50.00,52.00
2026-04-22T03:13:00Z,50.00,52.00
2026-04-22T03:14:00Z,50.00,52.00
2026-04-22T03:15:00Z,50.00,52.00
2026-04-22T03:17:00Z,50.00,52.00
2026-04-22T03:18:00Z,50.00,52.00
2026-04-22T03:20:00Z,50.00,52.00
2026-04-22T03:31:00Z,50.00,52.00
2026-04-22T03:34:00Z,50.00,52.00
2026-04-22T03:38:00Z,50.00,52.00
2026-04-22T03:42:00Z,50.00,52.00
2026-04-22T03:43:00Z,50.00,52.00
2026-04-22T03:44:00Z,50.00,52.00
2026-04-22T03:47:00Z,50.00,52.00
2026-04-22T03:48:00Z,50.00,52.00
2026-04-22T03:49:00Z,50.00,52.00
2026-04-22T03:53:00Z,50.00,52.00
2026-04-22T03:55:00Z,50.00,52.00
2026-04-22T03:57:00Z,50.00,52.00
2026-04-22T03:58:00Z,50.00,52.00
2026-04-22T04:00:00Z,50.00,52.00
2026-04-22T04:01:00Z,50.00,52.00
2026-04-22T04:14:00Z,50.00,52.00
2026-04-22T04:15:00Z,49.00,52.00
2026-04-22T04:16:00Z,50.00,52.00
2026-04-22T04:17:00Z,50.00,52.00
2026-04-22T04:19:00Z,50.00,52.00
2026-04-22T04:29:00Z,50.00,52.00
2026-04-22T04:31:00Z,50.00,52.00
2026-04-22T04:34:00Z,50.00,52.00
2026-04-22T04:39:00Z,50.00,52.00
2026-04-22T04:44:00Z,50.00,52.00
2026-04-22T04:47:00Z,50.00,52.00
2026-04-22T04:48:00Z,50.00,52.00
2026-04-22T04:55:00Z,50.00,52.00
2026-04-22T04:58:00Z,50.00,52.00
2026-04-22T04:59:00Z,50.00,52.00
