# event_ticker=KXATPMATCH-26MAR31MOUBAA
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Corentin Moutet
# fav_player=Taha Baadi
# dog_player=Corentin Moutet
# kalshi_date=2026-03-31
timestamp,Taha Baadi,Corentin Moutet
2026-04-01T09:10:00Z,6.00,95.00
2026-04-01T09:25:00Z,6.00,95.00
2026-04-01T09:33:00Z,6.00,95.00
2026-04-01T09:38:00Z,6.00,95.00
2026-04-01T10:19:00Z,6.00,95.00
2026-04-01T10:22:00Z,6.00,95.00
2026-04-01T10:32:00Z,6.00,95.00
2026-04-01T10:38:00Z,6.00,95.00
2026-04-01T10:40:00Z,6.00,95.00
2026-04-01T10:44:00Z,7.00,95.00
2026-04-01T10:45:00Z,7.00,95.00
2026-04-01T10:54:00Z,7.00,95.00
2026-04-01T10:56:00Z,7.00,95.00
2026-04-01T10:57:00Z,7.00,94.00
2026-04-01T11:00:00Z,7.00,94.00
2026-04-01T11:01:00Z,7.00,94.00
2026-04-01T11:02:00Z,7.00,94.00
2026-04-01T11:06:00Z,7.00,94.00
2026-04-01T11:07:00Z,7.00,95.00
2026-04-01T11:11:00Z,7.00,95.00
2026-04-01T11:12:00Z,7.00,95.00
2026-04-01T11:13:00Z,7.00,95.00
2026-04-01T11:17:00Z,7.00,95.00
2026-04-01T11:18:00Z,7.00,95.00
2026-04-01T11:23:00Z,7.00,95.00
2026-04-01T11:25:00Z,7.00,95.00
2026-04-01T11:26:00Z,7.00,95.00
2026-04-01T11:27:00Z,7.00,95.00
2026-04-01T11:30:00Z,7.00,94.00
2026-04-01T11:31:00Z,6.00,94.00
2026-04-01T11:32:00Z,7.00,95.00
2026-04-01T11:33:00Z,7.00,95.00
2026-04-01T11:35:00Z,7.00,95.00
2026-04-01T11:37:00Z,7.00,95.00
2026-04-01T11:40:00Z,7.00,95.00
2026-04-01T11:42:00Z,7.00,95.00
2026-04-01T11:44:00Z,7.00,95.00
2026-04-01T11:46:00Z,7.00,95.00
2026-04-01T11:48:00Z,7.00,94.00
2026-04-01T11:50:00Z,7.00,94.00
2026-04-01T11:51:00Z,7.00,95.00
2026-04-01T11:53:00Z,7.00,94.00
2026-04-01T11:56:00Z,7.00,94.00
2026-04-01T11:57:00Z,7.00,95.00
2026-04-01T11:59:00Z,7.00,94.00
2026-04-01T12:00:00Z,7.00,94.00
2026-04-01T12:01:00Z,7.00,94.00
2026-04-01T12:02:00Z,7.02,94.00
2026-04-01T12:03:00Z,7.39,94.00
2026-04-01T12:04:00Z,8.00,93.11
2026-04-01T12:05:00Z,7.00,93.00
2026-04-01T12:06:00Z,7.00,93.00
2026-04-01T12:07:00Z,7.00,93.00
2026-04-01T12:08:00Z,7.04,94.00
2026-04-01T12:09:00Z,7.76,92.70
2026-04-01T12:10:00Z,8.35,92.70
2026-04-01T12:11:00Z,8.66,94.00
2026-04-01T12:12:00Z,8.85,94.00
2026-04-01T12:13:00Z,8.00,93.63
2026-04-01T12:14:00Z,8.00,94.00
2026-04-01T12:15:00Z,8.00,94.00
2026-04-01T12:16:00Z,8.00,92.00
2026-04-01T12:17:00Z,6.12,93.50
2026-04-01T12:18:00Z,6.73,94.00
2026-04-01T12:19:00Z,4.83,95.42
2026-04-01T12:20:00Z,4.00,96.91
2026-04-01T12:21:00Z,4.00,97.00
2026-04-01T12:22:00Z,4.00,97.00
2026-04-01T12:23:00Z,4.08,96.13
2026-04-01T12:24:00Z,4.13,98.00
2026-04-01T12:25:00Z,3.01,98.00
2026-04-01T12:26:00Z,3.11,97.68
2026-04-01T12:27:00Z,3.25,98.00
2026-04-01T12:28:00Z,3.22,98.00
2026-04-01T12:29:00Z,2.17,98.00
2026-04-01T12:30:00Z,2.99,98.00
2026-04-01T12:31:00Z,2.99,98.00
2026-04-01T12:32:00Z,3.41,97.81
2026-04-01T12:33:00Z,3.82,96.97
2026-04-01T12:34:00Z,2.03,98.00
2026-04-01T12:35:00Z,2.22,98.00
2026-04-01T12:36:00Z,3.00,99.00
2026-04-01T12:37:00Z,2.88,99.00
2026-04-01T12:38:00Z,2.76,99.00
2026-04-01T12:39:00Z,2.23,99.00
2026-04-01T12:40:00Z,2.11,99.00
2026-04-01T12:41:00Z,2.28,99.00
2026-04-01T12:42:00Z,2.62,98.49
2026-04-01T12:43:00Z,1.06,99.00
2026-04-01T12:44:00Z,1.00,99.00
2026-04-01T12:45:00Z,1.11,99.00
2026-04-01T12:46:00Z,1.00,99.00
2026-04-01T12:47:00Z,1.06,99.00
2026-04-01T12:48:00Z,1.76,98.03
2026-04-01T12:49:00Z,2.00,98.03
2026-04-01T12:50:00Z,1.62,98.03
2026-04-01T12:51:00Z,1.02,98.03
2026-04-01T12:52:00Z,1.00,98.03
2026-04-01T12:53:00Z,1.00,98.03
2026-04-01T12:54:00Z,1.00,98.03
2026-04-01T12:55:00Z,1.00,98.03
2026-04-01T12:58:00Z,1.00,98.03
2026-04-01T13:03:00Z,1.00,98.03
2026-04-01T13:05:00Z,1.00,99.00
2026-04-01T13:06:00Z,1.00,99.00
2026-04-01T13:07:00Z,1.00,99.00
2026-04-01T13:08:00Z,1.00,99.00
2026-04-01T13:10:00Z,1.00,99.00
2026-04-01T13:15:00Z,1.00,99.00
2026-04-01T13:16:00Z,1.00,99.00
2026-04-01T13:17:00Z,1.00,99.00
2026-04-01T13:19:00Z,1.00,99.00
2026-04-01T13:21:00Z,1.00,99.00
