# event_ticker=KXATPCHALLENGERMATCH-26MAR15TRUCEC
# final_score=4-6 6-0 6-3
# score_resolution=6-4 0-6 3-6
# match_winner=Marco Trungelliti
# fav_player=Marco Cecchinato
# dog_player=Marco Trungelliti
# kalshi_date=2026-03-15
timestamp,Marco Cecchinato,Marco Trungelliti
2026-03-15T05:15:00Z,48.00,53.00
2026-03-15T05:16:00Z,48.00,53.00
2026-03-15T05:17:00Z,48.00,53.00
2026-03-15T05:19:00Z,48.00,53.00
2026-03-15T05:23:00Z,49.00,53.00
2026-03-15T05:24:00Z,49.00,53.00
2026-03-15T05:25:00Z,49.00,53.00
2026-03-15T05:26:00Z,49.00,53.78
2026-03-15T05:27:00Z,49.00,53.00
2026-03-15T05:28:00Z,49.00,53.22
2026-03-15T05:31:00Z,49.00,53.22
2026-03-15T05:35:00Z,49.00,53.22
2026-03-15T05:38:00Z,49.00,53.22
2026-03-15T05:39:00Z,49.42,53.22
2026-03-15T05:41:00Z,49.42,52.00
2026-03-15T05:43:00Z,49.00,52.00
2026-03-15T05:44:00Z,49.00,52.00
2026-03-15T05:46:00Z,49.00,52.00
2026-03-15T05:50:00Z,49.00,52.00
2026-03-15T05:51:00Z,49.00,52.00
2026-03-15T05:52:00Z,49.00,52.00
2026-03-15T05:54:00Z,49.00,52.00
2026-03-15T05:55:00Z,49.00,52.00
2026-03-15T05:59:00Z,49.00,52.00
2026-03-15T06:01:00Z,49.00,52.00
2026-03-15T06:04:00Z,49.00,52.00
2026-03-15T06:05:00Z,49.00,52.00
2026-03-15T06:12:00Z,49.00,52.00
2026-03-15T06:15:00Z,49.00,52.00
2026-03-15T06:17:00Z,49.00,52.00
2026-03-15T06:18:00Z,48.95,52.68
2026-03-15T06:19:00Z,48.95,53.00
2026-03-15T06:20:00Z,49.22,52.99
2026-03-15T06:21:00Z,49.22,52.00
2026-03-15T06:24:00Z,49.22,52.00
2026-03-15T06:25:00Z,49.00,52.00
2026-03-15T06:26:00Z,49.00,52.00
2026-03-15T06:27:00Z,49.00,52.00
2026-03-15T06:28:00Z,49.00,52.00
2026-03-15T06:30:00Z,49.00,52.00
2026-03-15T06:31:00Z,49.00,52.00
2026-03-15T06:32:00Z,49.00,51.00
2026-03-15T06:34:00Z,49.00,51.00
2026-03-15T06:35:00Z,49.00,52.00
2026-03-15T06:36:00Z,49.00,52.00
2026-03-15T06:37:00Z,49.00,52.00
2026-03-15T06:39:00Z,49.00,52.00
2026-03-15T06:41:00Z,49.95,52.00
2026-03-15T06:42:00Z,49.95,52.00
2026-03-15T06:44:00Z,49.00,52.00
2026-03-15T06:45:00Z,49.94,52.00
2026-03-15T06:46:00Z,49.94,52.00
2026-03-15T06:47:00Z,49.00,52.00
2026-03-15T06:48:00Z,49.00,52.00
2026-03-15T06:50:00Z,49.00,52.00
2026-03-15T06:51:00Z,49.00,50.00
2026-03-15T06:52:00Z,48.00,50.00
2026-03-15T06:56:00Z,48.00,52.00
2026-03-15T06:58:00Z,48.00,52.00
2026-03-15T06:59:00Z,48.00,52.00
2026-03-15T07:00:00Z,50.00,52.00
2026-03-15T07:05:00Z,50.00,52.00
2026-03-15T07:06:00Z,50.00,50.00
2026-03-15T07:07:00Z,50.00,52.63
2026-03-15T07:10:00Z,50.00,52.00
2026-03-15T07:11:00Z,49.00,52.00
2026-03-15T07:12:00Z,49.00,53.00
2026-03-15T07:13:00Z,49.00,53.00
2026-03-15T07:19:00Z,49.00,52.00
2026-03-15T07:20:00Z,49.00,52.00
2026-03-15T07:21:00Z,49.00,52.00
2026-03-15T07:24:00Z,49.00,52.00
2026-03-15T07:28:00Z,49.00,52.00
2026-03-15T07:29:00Z,47.49,52.00
2026-03-15T07:30:00Z,49.00,52.00
2026-03-15T07:31:00Z,49.00,52.00
2026-03-15T07:32:00Z,49.00,52.00
2026-03-15T07:33:00Z,49.00,52.00
2026-03-15T07:38:00Z,49.00,52.00
2026-03-15T07:39:00Z,49.00,52.00
2026-03-15T07:42:00Z,49.00,52.72
2026-03-15T07:48:00Z,49.00,52.72
2026-03-15T07:49:00Z,49.00,53.34
2026-03-15T07:50:00Z,48.00,53.34
2026-03-15T07:53:00Z,48.00,53.34
2026-03-15T07:58:00Z,48.00,53.00
2026-03-15T07:59:00Z,48.00,53.00
2026-03-15T08:00:00Z,48.00,53.00
2026-03-15T08:06:00Z,49.00,53.00
2026-03-15T08:08:00Z,49.00,53.00
2026-03-15T08:13:00Z,49.00,53.00
2026-03-15T08:19:00Z,49.00,53.00
2026-03-15T08:20:00Z,50.00,52.00
2026-03-15T08:21:00Z,50.00,52.00
2026-03-15T08:22:00Z,49.00,52.00
2026-03-15T08:23:00Z,50.00,52.00
2026-03-15T08:24:00Z,49.96,52.00
2026-03-15T08:25:00Z,49.59,52.00
2026-03-15T08:26:00Z,49.97,52.00
2026-03-15T08:27:00Z,49.91,52.00
2026-03-15T08:28:00Z,49.98,52.00
2026-03-15T08:33:00Z,49.00,52.00
2026-03-15T08:34:00Z,49.00,52.00
2026-03-15T08:35:00Z,49.00,52.00
2026-03-15T08:37:00Z,49.00,52.00
2026-03-15T08:40:00Z,49.00,52.00
2026-03-15T08:41:00Z,49.00,52.00
2026-03-15T08:43:00Z,49.00,52.00
2026-03-15T08:45:00Z,49.00,52.00
2026-03-15T08:47:00Z,49.00,52.00
2026-03-15T08:48:00Z,49.00,52.00
2026-03-15T08:50:00Z,49.00,52.00
2026-03-15T08:51:00Z,49.87,52.00
2026-03-15T08:52:00Z,49.91,52.00
2026-03-15T08:54:00Z,49.91,52.00
2026-03-15T08:55:00Z,49.00,52.00
2026-03-15T08:56:00Z,49.00,52.00
2026-03-15T08:57:00Z,49.00,52.00
2026-03-15T08:58:00Z,49.00,52.00
2026-03-15T08:59:00Z,49.00,52.00
2026-03-15T09:00:00Z,49.00,52.00
2026-03-15T09:01:00Z,49.00,51.00
2026-03-15T09:02:00Z,52.63,51.00
2026-03-15T09:03:00Z,52.63,51.00
2026-03-15T09:04:00Z,52.63,51.00
2026-03-15T09:06:00Z,51.00,51.00
2026-03-15T09:07:00Z,51.00,51.69
2026-03-15T09:08:00Z,50.72,52.37
2026-03-15T09:09:00Z,50.00,52.72
2026-03-15T09:10:00Z,50.33,52.42
2026-03-15T09:11:00Z,50.07,51.34
2026-03-15T09:12:00Z,46.77,54.91
2026-03-15T09:13:00Z,43.00,57.01
2026-03-15T09:14:00Z,47.35,53.95
2026-03-15T09:15:00Z,42.38,57.46
2026-03-15T09:16:00Z,47.70,54.55
2026-03-15T09:17:00Z,48.80,53.15
2026-03-15T09:18:00Z,46.34,56.49
2026-03-15T09:19:00Z,42.85,58.05
2026-03-15T09:20:00Z,43.52,58.99
2026-03-15T09:21:00Z,43.42,57.99
2026-03-15T09:22:00Z,47.95,55.06
2026-03-15T09:23:00Z,47.32,54.72
2026-03-15T09:24:00Z,48.26,53.19
2026-03-15T09:25:00Z,51.00,52.20
2026-03-15T09:26:00Z,55.90,45.72
2026-03-15T09:27:00Z,63.66,38.20
2026-03-15T09:28:00Z,61.60,39.61
2026-03-15T09:29:00Z,57.89,46.84
2026-03-15T09:30:00Z,56.46,46.71
2026-03-15T09:31:00Z,60.18,41.38
2026-03-15T09:32:00Z,48.67,54.80
2026-03-15T09:33:00Z,47.00,54.18
2026-03-15T09:34:00Z,45.25,56.81
2026-03-15T09:35:00Z,41.00,57.86
2026-03-15T09:36:00Z,42.00,60.30
2026-03-15T09:37:00Z,43.23,58.31
2026-03-15T09:38:00Z,45.52,56.46
2026-03-15T09:39:00Z,47.63,55.14
2026-03-15T09:40:00Z,47.17,53.57
2026-03-15T09:41:00Z,45.00,55.21
2026-03-15T09:42:00Z,42.00,58.72
2026-03-15T09:43:00Z,44.77,55.31
2026-03-15T09:44:00Z,47.31,54.46
2026-03-15T09:45:00Z,43.96,56.73
2026-03-15T09:46:00Z,43.89,60.56
2026-03-15T09:47:00Z,47.78,53.95
2026-03-15T09:48:00Z,45.55,55.07
2026-03-15T09:49:00Z,47.53,56.81
2026-03-15T09:50:00Z,47.11,55.45
2026-03-15T09:51:00Z,43.46,60.27
2026-03-15T09:52:00Z,41.32,59.12
2026-03-15T09:53:00Z,50.72,51.03
2026-03-15T09:54:00Z,52.05,47.91
2026-03-15T09:55:00Z,54.31,43.65
2026-03-15T09:56:00Z,68.43,34.25
2026-03-15T09:57:00Z,69.02,32.50
2026-03-15T09:58:00Z,68.24,32.79
2026-03-15T09:59:00Z,67.79,32.67
2026-03-15T10:00:00Z,70.80,30.00
2026-03-15T10:01:00Z,68.03,32.12
2026-03-15T10:02:00Z,63.92,37.06
2026-03-15T10:03:00Z,66.99,35.71
2026-03-15T10:04:00Z,55.46,45.06
2026-03-15T10:05:00Z,52.51,49.05
2026-03-15T10:06:00Z,48.21,51.76
2026-03-15T10:07:00Z,49.09,50.33
2026-03-15T10:08:00Z,54.81,54.39
2026-03-15T10:09:00Z,49.82,50.36
2026-03-15T10:10:00Z,47.18,54.49
2026-03-15T10:11:00Z,43.93,55.85
2026-03-15T10:12:00Z,38.93,66.61
2026-03-15T10:13:00Z,32.85,65.05
2026-03-15T10:14:00Z,41.04,64.93
2026-03-15T10:15:00Z,34.85,65.88
2026-03-15T10:16:00Z,33.89,66.34
2026-03-15T10:17:00Z,28.45,70.09
2026-03-15T10:18:00Z,25.59,77.18
2026-03-15T10:19:00Z,23.23,75.98
2026-03-15T10:20:00Z,22.89,75.34
2026-03-15T10:21:00Z,22.29,78.30
2026-03-15T10:22:00Z,21.28,78.47
2026-03-15T10:23:00Z,21.96,80.18
2026-03-15T10:24:00Z,20.43,80.66
2026-03-15T10:25:00Z,21.95,78.95
2026-03-15T10:26:00Z,23.42,77.31
2026-03-15T10:27:00Z,27.91,72.73
2026-03-15T10:28:00Z,24.92,74.67
2026-03-15T10:29:00Z,23.52,81.25
2026-03-15T10:30:00Z,23.79,76.32
2026-03-15T10:31:00Z,27.92,71.78
2026-03-15T10:32:00Z,31.95,69.01
2026-03-15T10:33:00Z,36.73,61.69
2026-03-15T10:34:00Z,33.46,67.66
2026-03-15T10:35:00Z,33.45,68.31
2026-03-15T10:36:00Z,28.45,74.12
2026-03-15T10:37:00Z,34.67,66.04
2026-03-15T10:38:00Z,35.54,65.56
2026-03-15T10:39:00Z,37.20,64.70
2026-03-15T10:40:00Z,41.07,62.04
2026-03-15T10:41:00Z,49.88,50.55
2026-03-15T10:42:00Z,50.11,50.69
2026-03-15T10:43:00Z,44.60,56.22
2026-03-15T10:44:00Z,39.53,62.27
2026-03-15T10:45:00Z,33.73,69.86
2026-03-15T10:46:00Z,34.76,68.24
2026-03-15T10:47:00Z,35.24,64.09
2026-03-15T10:48:00Z,27.01,74.65
2026-03-15T10:49:00Z,14.27,85.20
2026-03-15T10:50:00Z,13.08,87.20
2026-03-15T10:51:00Z,11.71,90.52
2026-03-15T10:52:00Z,7.14,91.21
2026-03-15T10:53:00Z,8.00,92.11
2026-03-15T10:54:00Z,10.02,89.99
2026-03-15T10:55:00Z,11.65,87.83
2026-03-15T10:56:00Z,11.44,87.83
2026-03-15T10:57:00Z,9.73,93.56
2026-03-15T10:58:00Z,5.13,93.61
2026-03-15T10:59:00Z,5.13,94.68
2026-03-15T11:00:00Z,3.68,96.79
2026-03-15T11:01:00Z,1.72,98.29
2026-03-15T11:02:00Z,2.81,97.02
2026-03-15T11:03:00Z,3.23,96.90
2026-03-15T11:04:00Z,6.96,93.68
2026-03-15T11:05:00Z,6.04,94.10
2026-03-15T11:06:00Z,3.07,97.02
2026-03-15T11:07:00Z,1.00,99.00
2026-03-15T11:08:00Z,1.00,99.00
2026-03-15T11:09:00Z,1.00,99.00
2026-03-15T11:10:00Z,1.00,99.00
2026-03-15T11:11:00Z,1.00,99.00
