# event_ticker=KXATPMATCH-26FEB24HIJBEL
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Mattia Bellucci
# fav_player=Mattia Bellucci
# dog_player=Rinky Hijikata
# kalshi_date=2026-02-24
timestamp,Mattia Bellucci,Rinky Hijikata
2026-02-24T14:28:00Z,49.00,
2026-02-24T14:38:00Z,49.00,53.00
2026-02-24T14:39:00Z,49.00,53.00
2026-02-24T15:06:00Z,49.00,53.00
2026-02-24T15:54:00Z,49.00,52.00
2026-02-24T16:04:00Z,49.00,51.00
2026-02-24T16:20:00Z,49.00,51.00
2026-02-24T16:50:00Z,49.00,52.00
2026-02-24T16:57:00Z,49.00,52.00
2026-02-24T17:13:00Z,48.00,52.00
2026-02-24T17:18:00Z,49.00,52.00
2026-02-24T17:36:00Z,49.00,52.00
2026-02-24T17:39:00Z,49.00,52.00
2026-02-24T18:47:00Z,49.00,52.00
2026-02-24T19:08:00Z,49.00,52.00
2026-02-24T19:10:00Z,49.00,52.00
2026-02-24T19:46:00Z,49.00,52.00
2026-02-24T20:00:00Z,49.00,52.00
2026-02-24T20:45:00Z,50.00,52.00
2026-02-24T20:52:00Z,49.00,52.00
2026-02-24T20:56:00Z,49.00,52.00
2026-02-24T21:03:00Z,49.00,52.00
2026-02-24T21:06:00Z,50.00,52.00
2026-02-24T21:10:00Z,50.00,52.00
2026-02-24T21:14:00Z,50.00,52.00
2026-02-24T21:40:00Z,50.00,52.00
2026-02-24T21:49:00Z,49.00,52.00
2026-02-24T22:01:00Z,49.00,52.00
2026-02-24T22:21:00Z,49.00,52.00
2026-02-24T22:33:00Z,49.00,52.00
2026-02-24T22:45:00Z,49.00,52.00
2026-02-24T22:46:00Z,49.00,52.00
2026-02-24T22:48:00Z,49.00,52.00
2026-02-24T22:49:00Z,49.00,52.00
2026-02-24T23:24:00Z,49.00,52.00
2026-02-24T23:42:00Z,49.00,52.00
2026-02-24T23:48:00Z,49.00,52.00
2026-02-24T23:49:00Z,49.00,52.00
2026-02-24T23:54:00Z,49.00,52.00
2026-02-24T23:56:00Z,49.00,52.00
2026-02-25T00:01:00Z,49.00,52.00
2026-02-25T00:04:00Z,49.00,52.00
2026-02-25T00:07:00Z,49.00,52.00
2026-02-25T00:08:00Z,49.00,52.00
2026-02-25T00:13:00Z,49.00,52.00
2026-02-25T00:27:00Z,49.00,52.00
2026-02-25T00:28:00Z,49.00,52.00
2026-02-25T00:29:00Z,49.00,52.00
2026-02-25T00:31:00Z,49.00,52.00
2026-02-25T00:32:00Z,49.00,52.00
2026-02-25T00:33:00Z,49.00,52.00
2026-02-25T00:34:00Z,49.00,52.00
2026-02-25T00:35:00Z,49.00,52.00
2026-02-25T00:37:00Z,49.00,52.67
2026-02-25T00:39:00Z,49.00,52.67
2026-02-25T00:44:00Z,49.00,52.67
2026-02-25T00:47:00Z,49.00,52.00
2026-02-25T00:48:00Z,49.00,52.00
2026-02-25T00:49:00Z,49.00,52.00
2026-02-25T00:51:00Z,49.00,52.00
2026-02-25T00:52:00Z,49.00,52.00
2026-02-25T00:53:00Z,49.00,52.00
2026-02-25T00:54:00Z,49.00,52.00
2026-02-25T00:55:00Z,49.00,52.00
2026-02-25T00:59:00Z,49.00,52.00
2026-02-25T01:00:00Z,49.00,52.00
2026-02-25T01:03:00Z,49.00,52.00
2026-02-25T01:07:00Z,49.00,52.00
2026-02-25T01:09:00Z,49.00,52.00
2026-02-25T01:10:00Z,49.00,52.00
2026-02-25T01:11:00Z,48.00,51.00
2026-02-25T01:12:00Z,48.00,52.00
2026-02-25T01:13:00Z,49.00,52.00
2026-02-25T01:14:00Z,49.00,52.00
2026-02-25T01:16:00Z,49.00,52.00
2026-02-25T01:17:00Z,49.00,52.00
2026-02-25T01:18:00Z,49.00,52.00
2026-02-25T01:20:00Z,49.00,52.00
2026-02-25T01:21:00Z,49.00,52.00
2026-02-25T01:22:00Z,49.00,52.00
2026-02-25T01:23:00Z,49.00,52.00
2026-02-25T01:26:00Z,49.00,52.00
2026-02-25T01:27:00Z,49.00,52.00
2026-02-25T01:28:00Z,49.00,52.00
2026-02-25T01:29:00Z,49.00,52.00
2026-02-25T01:30:00Z,49.00,52.00
2026-02-25T01:31:00Z,49.00,52.00
2026-02-25T01:37:00Z,49.00,52.00
2026-02-25T01:38:00Z,49.00,52.00
2026-02-25T01:39:00Z,49.00,52.00
2026-02-25T01:40:00Z,49.00,52.00
2026-02-25T01:42:00Z,49.00,52.00
2026-02-25T01:45:00Z,49.00,52.00
2026-02-25T01:46:00Z,49.00,52.51
2026-02-25T01:48:00Z,49.00,53.00
2026-02-25T01:50:00Z,49.00,53.00
2026-02-25T01:51:00Z,49.00,53.00
2026-02-25T01:52:00Z,48.96,53.00
2026-02-25T01:53:00Z,49.00,53.00
2026-02-25T01:54:00Z,49.00,53.00
2026-02-25T01:55:00Z,49.00,53.00
2026-02-25T01:57:00Z,48.00,53.00
2026-02-25T01:58:00Z,49.00,53.00
2026-02-25T01:59:00Z,49.00,53.95
2026-02-25T02:00:00Z,49.00,50.77
2026-02-25T02:01:00Z,48.13,52.11
2026-02-25T02:02:00Z,49.00,53.00
2026-02-25T02:03:00Z,44.28,54.58
2026-02-25T02:04:00Z,42.38,59.20
2026-02-25T02:05:00Z,44.00,62.91
2026-02-25T02:06:00Z,34.68,66.34
2026-02-25T02:07:00Z,34.04,70.97
2026-02-25T02:08:00Z,32.82,67.18
2026-02-25T02:09:00Z,32.00,67.14
2026-02-25T02:10:00Z,36.40,69.21
2026-02-25T02:11:00Z,30.00,72.45
2026-02-25T02:12:00Z,28.30,73.28
2026-02-25T02:13:00Z,30.44,71.55
2026-02-25T02:14:00Z,32.62,68.00
2026-02-25T02:15:00Z,33.00,68.00
2026-02-25T02:16:00Z,33.00,69.24
2026-02-25T02:17:00Z,30.89,70.92
2026-02-25T02:18:00Z,33.83,67.34
2026-02-25T02:19:00Z,33.95,68.90
2026-02-25T02:20:00Z,42.15,60.56
2026-02-25T02:21:00Z,46.19,52.50
2026-02-25T02:22:00Z,50.14,52.31
2026-02-25T02:23:00Z,48.00,55.40
2026-02-25T02:24:00Z,51.52,50.00
2026-02-25T02:25:00Z,48.49,54.00
2026-02-25T02:26:00Z,51.54,52.85
2026-02-25T02:27:00Z,52.00,48.06
2026-02-25T02:28:00Z,50.43,49.00
2026-02-25T02:29:00Z,50.73,51.00
2026-02-25T02:30:00Z,50.73,49.00
2026-02-25T02:31:00Z,52.11,52.00
2026-02-25T02:32:00Z,56.18,41.75
2026-02-25T02:33:00Z,68.91,33.00
2026-02-25T02:34:00Z,65.11,33.56
2026-02-25T02:35:00Z,60.05,41.38
2026-02-25T02:36:00Z,63.00,38.31
2026-02-25T02:37:00Z,62.91,36.17
2026-02-25T02:38:00Z,64.64,37.32
2026-02-25T02:39:00Z,69.05,33.91
2026-02-25T02:40:00Z,71.95,28.06
2026-02-25T02:41:00Z,72.00,28.00
2026-02-25T02:42:00Z,73.26,26.00
2026-02-25T02:43:00Z,74.57,24.70
2026-02-25T02:44:00Z,74.03,27.48
2026-02-25T02:45:00Z,71.00,30.00
2026-02-25T02:46:00Z,70.00,30.00
2026-02-25T02:47:00Z,71.97,28.84
2026-02-25T02:48:00Z,67.90,31.00
2026-02-25T02:49:00Z,62.39,39.07
2026-02-25T02:50:00Z,54.77,48.16
2026-02-25T02:51:00Z,52.93,48.14
2026-02-25T02:52:00Z,56.34,43.00
2026-02-25T02:53:00Z,60.66,37.06
2026-02-25T02:54:00Z,57.98,41.95
2026-02-25T02:55:00Z,51.61,47.93
2026-02-25T02:56:00Z,50.31,50.50
2026-02-25T02:57:00Z,58.70,47.17
2026-02-25T02:58:00Z,47.04,52.46
2026-02-25T02:59:00Z,50.51,52.46
2026-02-25T03:00:00Z,55.21,45.71
2026-02-25T03:01:00Z,55.99,46.00
2026-02-25T03:02:00Z,54.71,45.86
2026-02-25T03:03:00Z,50.00,50.18
2026-02-25T03:04:00Z,53.58,48.34
2026-02-25T03:05:00Z,55.79,44.17
2026-02-25T03:06:00Z,49.00,50.45
2026-02-25T03:07:00Z,60.32,42.65
2026-02-25T03:08:00Z,62.26,37.38
2026-02-25T03:09:00Z,68.88,30.05
2026-02-25T03:10:00Z,70.53,33.75
2026-02-25T03:11:00Z,64.00,37.00
2026-02-25T03:12:00Z,60.34,44.41
2026-02-25T03:13:00Z,57.00,44.07
2026-02-25T03:14:00Z,65.20,36.37
2026-02-25T03:15:00Z,70.55,28.57
2026-02-25T03:16:00Z,72.79,28.00
2026-02-25T03:17:00Z,72.18,28.00
2026-02-25T03:18:00Z,73.00,28.00
2026-02-25T03:19:00Z,74.87,28.86
2026-02-25T03:20:00Z,76.00,26.05
2026-02-25T03:21:00Z,73.28,25.76
2026-02-25T03:22:00Z,80.18,17.52
2026-02-25T03:23:00Z,83.08,17.75
2026-02-25T03:24:00Z,85.00,14.21
2026-02-25T03:25:00Z,86.76,14.88
2026-02-25T03:26:00Z,86.02,14.96
2026-02-25T03:27:00Z,80.67,20.29
2026-02-25T03:28:00Z,78.08,21.25
2026-02-25T03:29:00Z,73.09,29.89
2026-02-25T03:30:00Z,71.74,29.63
2026-02-25T03:31:00Z,70.73,33.35
2026-02-25T03:32:00Z,64.29,35.44
2026-02-25T03:33:00Z,64.79,36.00
2026-02-25T03:34:00Z,65.28,36.79
2026-02-25T03:35:00Z,66.74,32.64
2026-02-25T03:36:00Z,71.00,28.70
2026-02-25T03:37:00Z,69.63,29.85
2026-02-25T03:38:00Z,70.97,31.39
2026-02-25T03:39:00Z,70.68,32.03
2026-02-25T03:40:00Z,71.89,29.51
2026-02-25T03:41:00Z,79.25,20.10
2026-02-25T03:42:00Z,86.85,12.98
2026-02-25T03:43:00Z,89.00,12.78
2026-02-25T03:44:00Z,87.07,12.76
2026-02-25T03:45:00Z,78.85,19.00
2026-02-25T03:46:00Z,81.76,19.38
2026-02-25T03:47:00Z,85.30,14.83
2026-02-25T03:48:00Z,88.05,11.31
2026-02-25T03:49:00Z,88.38,9.98
2026-02-25T03:50:00Z,92.88,7.71
2026-02-25T03:51:00Z,90.31,9.85
2026-02-25T03:52:00Z,92.87,8.72
2026-02-25T03:53:00Z,94.55,3.86
2026-02-25T03:54:00Z,96.86,4.14
2026-02-25T03:55:00Z,98.65,2.11
2026-02-25T03:56:00Z,99.00,1.43
2026-02-25T03:57:00Z,98.00,2.01
2026-02-25T03:58:00Z,97.28,3.33
2026-02-25T03:59:00Z,96.25,3.51
2026-02-25T04:00:00Z,95.51,5.76
2026-02-25T04:01:00Z,94.13,6.09
2026-02-25T04:02:00Z,95.64,4.22
2026-02-25T04:03:00Z,97.67,2.37
2026-02-25T04:04:00Z,95.47,6.02
2026-02-25T04:05:00Z,97.33,1.79
2026-02-25T04:06:00Z,99.00,1.79
