# event_ticker=KXATPCHALLENGERMATCH-26MAR27SAFHOU
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Roman Safiullin
# fav_player=Max Houkes
# dog_player=Roman Safiullin
# kalshi_date=2026-03-27
timestamp,Max Houkes,Roman Safiullin
2026-03-27T02:33:00Z,,72.00
2026-03-27T02:57:00Z,,75.00
2026-03-27T03:54:00Z,27.00,75.00
2026-03-27T04:06:00Z,28.00,75.00
2026-03-27T04:08:00Z,28.00,75.00
2026-03-27T04:13:00Z,28.00,75.00
2026-03-27T04:23:00Z,28.00,75.00
2026-03-27T04:41:00Z,28.00,72.30
2026-03-27T04:48:00Z,28.00,74.00
2026-03-27T04:58:00Z,28.00,74.00
2026-03-27T05:00:00Z,28.00,74.00
2026-03-27T05:13:00Z,28.00,74.00
2026-03-27T05:33:00Z,28.00,74.00
2026-03-27T05:35:00Z,28.00,74.00
2026-03-27T05:52:00Z,29.00,74.00
2026-03-27T06:20:00Z,29.00,74.00
2026-03-27T06:36:00Z,29.00,74.00
2026-03-27T06:37:00Z,27.00,74.00
2026-03-27T06:43:00Z,27.00,74.00
2026-03-27T06:48:00Z,27.00,75.00
2026-03-27T07:01:00Z,27.00,75.00
2026-03-27T07:06:00Z,25.00,75.00
2026-03-27T07:10:00Z,27.00,75.00
2026-03-27T07:12:00Z,27.00,75.00
2026-03-27T07:22:00Z,27.00,75.00
2026-03-27T07:27:00Z,27.00,75.00
2026-03-27T07:31:00Z,27.00,75.00
2026-03-27T07:41:00Z,27.00,75.00
2026-03-27T08:25:00Z,26.00,75.00
2026-03-27T09:20:00Z,26.00,75.00
2026-03-27T10:06:00Z,26.00,75.00
2026-03-27T10:28:00Z,26.00,75.00
2026-03-27T10:39:00Z,26.00,75.00
2026-03-27T10:40:00Z,26.00,75.00
2026-03-27T10:41:00Z,26.00,75.00
2026-03-27T10:46:00Z,26.00,75.00
2026-03-27T10:56:00Z,26.00,76.00
2026-03-27T11:08:00Z,26.00,76.00
2026-03-27T11:15:00Z,26.00,76.00
2026-03-27T11:26:00Z,26.00,76.00
2026-03-27T11:30:00Z,26.00,76.00
2026-03-27T11:37:00Z,26.00,76.00
2026-03-27T11:53:00Z,26.00,76.00
2026-03-27T11:57:00Z,26.00,76.00
2026-03-27T12:02:00Z,26.00,76.00
2026-03-27T12:17:00Z,26.00,76.00
2026-03-27T12:32:00Z,26.00,76.00
2026-03-27T12:33:00Z,25.00,76.00
2026-03-27T12:39:00Z,25.00,76.00
2026-03-27T12:42:00Z,25.00,77.00
2026-03-27T12:47:00Z,25.00,77.00
2026-03-27T12:52:00Z,25.00,77.00
2026-03-27T12:54:00Z,25.00,77.00
2026-03-27T13:06:00Z,25.00,77.00
2026-03-27T13:07:00Z,25.00,77.00
2026-03-27T13:11:00Z,25.00,77.87
2026-03-27T13:12:00Z,25.00,78.00
2026-03-27T13:18:00Z,25.00,78.00
2026-03-27T13:21:00Z,25.00,77.00
2026-03-27T13:22:00Z,25.00,77.55
2026-03-27T13:23:00Z,25.00,77.55
2026-03-27T13:24:00Z,25.00,77.55
2026-03-27T13:25:00Z,25.00,76.00
2026-03-27T13:26:00Z,25.00,77.04
2026-03-27T13:27:00Z,23.25,78.00
2026-03-27T13:28:00Z,21.04,80.59
2026-03-27T13:29:00Z,20.20,81.00
2026-03-27T13:30:00Z,18.73,82.00
2026-03-27T13:31:00Z,18.00,84.00
2026-03-27T13:32:00Z,16.71,85.47
2026-03-27T13:33:00Z,16.71,88.00
2026-03-27T13:34:00Z,11.96,89.00
2026-03-27T13:35:00Z,10.98,90.00
2026-03-27T13:36:00Z,10.43,91.00
2026-03-27T13:37:00Z,11.00,90.00
2026-03-27T13:38:00Z,10.52,91.29
2026-03-27T13:39:00Z,10.56,91.29
2026-03-27T13:40:00Z,9.00,91.29
2026-03-27T13:41:00Z,9.00,91.00
2026-03-27T13:42:00Z,12.58,89.63
2026-03-27T13:43:00Z,14.40,87.67
2026-03-27T13:44:00Z,11.98,88.98
2026-03-27T13:45:00Z,11.00,90.44
2026-03-27T13:46:00Z,11.00,90.00
2026-03-27T13:47:00Z,11.50,89.00
2026-03-27T13:48:00Z,12.71,88.97
2026-03-27T13:49:00Z,11.41,90.00
2026-03-27T13:50:00Z,12.00,89.00
2026-03-27T13:51:00Z,9.03,91.31
2026-03-27T13:52:00Z,11.00,90.18
2026-03-27T13:53:00Z,11.76,89.20
2026-03-27T13:54:00Z,11.79,89.00
2026-03-27T13:55:00Z,12.26,89.89
2026-03-27T13:56:00Z,11.00,91.00
2026-03-27T13:57:00Z,10.78,89.00
2026-03-27T13:58:00Z,11.75,89.00
2026-03-27T13:59:00Z,13.70,87.12
2026-03-27T14:00:00Z,16.63,85.10
2026-03-27T14:01:00Z,20.92,79.48
2026-03-27T14:02:00Z,24.55,76.00
2026-03-27T14:03:00Z,21.29,77.06
2026-03-27T14:04:00Z,18.28,77.06
2026-03-27T14:05:00Z,15.51,86.29
2026-03-27T14:06:00Z,13.27,89.00
2026-03-27T14:07:00Z,13.69,89.00
2026-03-27T14:08:00Z,20.09,79.00
2026-03-27T14:09:00Z,23.18,77.00
2026-03-27T14:10:00Z,23.94,77.00
2026-03-27T14:11:00Z,23.04,77.97
2026-03-27T14:12:00Z,22.60,80.91
2026-03-27T14:13:00Z,17.04,82.86
2026-03-27T14:14:00Z,15.99,86.00
2026-03-27T14:15:00Z,11.22,88.65
2026-03-27T14:16:00Z,12.00,88.65
2026-03-27T14:17:00Z,12.00,90.00
2026-03-27T14:18:00Z,12.00,90.00
2026-03-27T14:19:00Z,12.00,90.00
2026-03-27T14:20:00Z,12.00,88.60
2026-03-27T14:21:00Z,12.00,90.00
2026-03-27T14:22:00Z,12.00,90.00
2026-03-27T14:23:00Z,11.88,90.00
2026-03-27T14:24:00Z,12.83,90.55
2026-03-27T14:25:00Z,11.29,90.00
2026-03-27T14:26:00Z,8.87,91.00
2026-03-27T14:27:00Z,8.06,93.00
2026-03-27T14:28:00Z,6.46,94.68
2026-03-27T14:29:00Z,5.90,94.96
2026-03-27T14:30:00Z,5.30,94.73
2026-03-27T14:31:00Z,5.01,95.94
2026-03-27T14:32:00Z,4.99,96.00
2026-03-27T14:33:00Z,3.11,97.24
2026-03-27T14:34:00Z,3.40,97.97
2026-03-27T14:35:00Z,2.11,98.00
2026-03-27T14:36:00Z,1.63,98.99
2026-03-27T14:37:00Z,1.06,99.00
2026-03-27T14:38:00Z,1.06,99.00
2026-03-27T14:39:00Z,1.39,98.52
2026-03-27T14:40:00Z,2.00,99.00
2026-03-27T14:41:00Z,1.00,99.00
2026-03-27T14:42:00Z,1.00,99.00
2026-03-27T14:43:00Z,1.00,99.00
2026-03-27T14:50:00Z,1.00,99.00
2026-03-27T14:52:00Z,1.00,99.00
