# event_ticker=KXATPCHALLENGERMATCH-26APR08BASBAR
# final_score=6-1 7-6(6)
# score_resolution=1-6 6-7
# match_winner=Nishesh Basavareddy
# fav_player=Hynek Barton
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-08
timestamp,Hynek Barton,Nishesh Basavareddy
2026-04-08T02:25:00Z,62.00,
2026-04-08T02:31:00Z,62.00,64.00
2026-04-08T02:37:00Z,42.00,64.00
2026-04-08T02:38:00Z,44.00,64.00
2026-04-08T02:39:00Z,44.00,64.00
2026-04-08T02:54:00Z,42.00,63.00
2026-04-08T02:57:00Z,43.00,64.81
2026-04-08T02:59:00Z,40.00,63.00
2026-04-08T03:08:00Z,40.00,66.40
2026-04-08T03:14:00Z,40.00,67.00
2026-04-08T03:24:00Z,40.00,67.00
2026-04-08T03:25:00Z,40.00,67.00
2026-04-08T03:37:00Z,40.00,68.00
2026-04-08T03:38:00Z,40.00,66.00
2026-04-08T03:39:00Z,40.00,68.00
2026-04-08T03:43:00Z,40.00,68.14
2026-04-08T04:01:00Z,40.00,69.86
2026-04-08T04:38:00Z,38.00,69.86
2026-04-08T04:39:00Z,35.00,69.86
2026-04-08T04:40:00Z,35.00,76.00
2026-04-08T04:53:00Z,35.00,74.00
2026-04-08T05:03:00Z,35.00,74.00
2026-04-08T05:05:00Z,38.75,65.00
2026-04-08T05:07:00Z,35.00,67.74
2026-04-08T05:15:00Z,39.92,67.74
2026-04-08T05:26:00Z,39.00,65.00
2026-04-08T05:28:00Z,39.00,67.61
2026-04-08T05:29:00Z,39.00,63.00
2026-04-08T05:33:00Z,39.00,63.00
2026-04-08T05:36:00Z,39.00,63.00
2026-04-08T05:38:00Z,35.00,67.00
2026-04-08T05:43:00Z,35.00,67.00
2026-04-08T05:48:00Z,39.00,63.00
2026-04-08T05:53:00Z,35.00,67.82
2026-04-08T05:57:00Z,35.58,68.00
2026-04-08T05:58:00Z,34.60,68.55
2026-04-08T05:59:00Z,34.00,68.00
2026-04-08T06:00:00Z,34.00,68.00
2026-04-08T06:01:00Z,38.00,68.00
2026-04-08T06:02:00Z,34.00,68.00
2026-04-08T06:05:00Z,34.00,68.00
2026-04-08T06:06:00Z,34.00,68.00
2026-04-08T06:14:00Z,34.00,67.86
2026-04-08T06:17:00Z,35.00,67.14
2026-04-08T06:18:00Z,38.00,67.14
2026-04-08T06:22:00Z,35.00,67.00
2026-04-08T06:28:00Z,35.00,67.00
2026-04-08T06:29:00Z,35.00,67.00
2026-04-08T06:34:00Z,35.00,67.00
2026-04-08T06:42:00Z,35.00,67.42
2026-04-08T06:47:00Z,38.75,66.00
2026-04-08T06:48:00Z,38.75,63.67
2026-04-08T06:50:00Z,38.75,65.00
2026-04-08T06:53:00Z,38.75,65.00
2026-04-08T06:58:00Z,38.25,65.00
2026-04-08T07:03:00Z,38.25,65.74
2026-04-08T07:13:00Z,38.25,67.00
2026-04-08T07:14:00Z,38.25,67.00
2026-04-08T07:15:00Z,35.00,67.00
2026-04-08T07:16:00Z,34.26,67.39
2026-04-08T07:24:00Z,34.26,68.00
2026-04-08T07:28:00Z,37.04,67.34
2026-04-08T07:29:00Z,37.04,62.19
2026-04-08T07:31:00Z,37.04,64.00
2026-04-08T07:33:00Z,37.04,65.00
2026-04-08T07:47:00Z,37.04,65.00
2026-04-08T07:49:00Z,37.04,66.00
2026-04-08T07:56:00Z,38.04,66.00
2026-04-08T08:03:00Z,39.00,66.00
2026-04-08T08:05:00Z,39.00,66.00
2026-04-08T08:11:00Z,39.00,67.00
2026-04-08T08:12:00Z,39.00,61.00
2026-04-08T08:15:00Z,41.82,59.77
2026-04-08T08:16:00Z,41.82,58.01
2026-04-08T08:17:00Z,41.82,59.00
2026-04-08T08:21:00Z,41.82,58.00
2026-04-08T08:24:00Z,41.82,58.00
2026-04-08T08:32:00Z,41.82,58.00
2026-04-08T08:38:00Z,41.82,58.00
2026-04-08T08:39:00Z,45.00,56.15
2026-04-08T08:41:00Z,45.00,56.00
2026-04-08T08:42:00Z,45.00,56.00
2026-04-08T08:48:00Z,45.00,56.00
2026-04-08T08:50:00Z,47.00,55.85
2026-04-08T08:51:00Z,47.00,54.00
2026-04-08T08:52:00Z,47.00,53.00
2026-04-08T08:55:00Z,46.00,53.00
2026-04-08T08:56:00Z,46.00,54.00
2026-04-08T09:01:00Z,46.00,54.00
2026-04-08T09:03:00Z,46.00,54.00
2026-04-08T09:14:00Z,48.00,54.00
2026-04-08T09:19:00Z,48.00,54.00
2026-04-08T09:20:00Z,48.00,54.00
2026-04-08T09:24:00Z,48.00,54.00
2026-04-08T09:31:00Z,48.00,54.00
2026-04-08T09:34:00Z,47.00,54.00
2026-04-08T09:36:00Z,47.00,54.00
2026-04-08T09:41:00Z,47.00,54.00
2026-04-08T09:44:00Z,47.00,54.00
2026-04-08T09:46:00Z,47.00,54.00
2026-04-08T09:47:00Z,47.00,54.00
2026-04-08T09:51:00Z,47.00,54.00
2026-04-08T09:57:00Z,47.00,54.00
2026-04-08T10:00:00Z,47.00,54.00
2026-04-08T10:06:00Z,47.00,54.00
2026-04-08T10:09:00Z,47.00,54.00
2026-04-08T10:20:00Z,47.00,54.54
2026-04-08T10:27:00Z,45.00,54.54
2026-04-08T10:28:00Z,45.00,56.00
2026-04-08T10:37:00Z,45.00,56.00
2026-04-08T10:56:00Z,45.00,57.00
2026-04-08T11:01:00Z,45.00,57.00
2026-04-08T11:10:00Z,45.00,57.00
2026-04-08T11:12:00Z,45.00,57.00
2026-04-08T11:36:00Z,44.00,57.00
2026-04-08T11:40:00Z,44.00,56.00
2026-04-08T11:49:00Z,44.00,56.00
2026-04-08T11:50:00Z,44.00,57.00
2026-04-08T11:51:00Z,44.00,57.00
2026-04-08T11:54:00Z,44.00,57.00
2026-04-08T11:59:00Z,44.00,57.00
2026-04-08T12:02:00Z,44.00,57.00
2026-04-08T12:04:00Z,44.00,57.00
2026-04-08T12:05:00Z,44.00,57.00
2026-04-08T12:06:00Z,44.00,57.00
2026-04-08T12:07:00Z,44.00,57.00
2026-04-08T12:11:00Z,44.00,57.00
2026-04-08T12:13:00Z,44.00,57.00
2026-04-08T12:14:00Z,44.00,57.00
2026-04-08T12:18:00Z,44.00,57.00
2026-04-08T12:19:00Z,44.00,57.00
2026-04-08T12:25:00Z,44.00,57.00
2026-04-08T12:28:00Z,44.00,57.00
2026-04-08T12:30:00Z,44.00,57.00
2026-04-08T12:31:00Z,44.00,56.00
2026-04-08T12:33:00Z,44.00,57.00
2026-04-08T12:34:00Z,44.00,57.00
2026-04-08T12:35:00Z,44.00,56.30
2026-04-08T12:36:00Z,44.00,56.02
2026-04-08T12:37:00Z,44.00,57.00
2026-04-08T12:38:00Z,44.00,57.00
2026-04-08T12:45:00Z,44.00,57.00
2026-04-08T12:48:00Z,44.00,57.00
2026-04-08T12:51:00Z,44.00,57.00
