# event_ticker=KXATPCHALLENGERMATCH-26APR08BASBAR
# final_score=6-1 7-6(6)
# score_resolution=1-6 6-7
# match_winner=Nishesh Basavareddy
# fav_player=Hynek Barton
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-08
timestamp,Hynek Barton,Nishesh Basavareddy
2026-04-08T12:52:00Z,44.00,57.00
2026-04-08T12:53:00Z,44.00,57.00
2026-04-08T12:54:00Z,44.00,57.00
2026-04-08T12:55:00Z,44.00,57.00
2026-04-08T13:03:00Z,44.00,57.00
2026-04-08T13:06:00Z,44.00,56.00
2026-04-08T13:07:00Z,44.00,57.00
2026-04-08T13:11:00Z,44.00,57.00
2026-04-08T13:12:00Z,44.00,57.00
2026-04-08T13:18:00Z,44.00,57.00
2026-04-08T13:20:00Z,44.00,56.00
2026-04-08T13:23:00Z,44.00,57.00
2026-04-08T13:24:00Z,44.00,57.00
2026-04-08T13:31:00Z,44.00,57.00
2026-04-08T13:32:00Z,44.00,57.00
2026-04-08T13:33:00Z,44.00,57.00
2026-04-08T13:36:00Z,44.00,57.00
2026-04-08T13:37:00Z,44.00,57.00
2026-04-08T13:38:00Z,44.00,57.00
2026-04-08T13:39:00Z,44.00,57.00
2026-04-08T13:40:00Z,43.00,58.00
2026-04-08T13:41:00Z,43.00,58.00
2026-04-08T13:44:00Z,44.00,58.00
2026-04-08T13:46:00Z,44.00,58.00
2026-04-08T13:47:00Z,43.36,58.00
2026-04-08T13:48:00Z,43.36,57.66
2026-04-08T13:49:00Z,44.00,57.66
2026-04-08T13:50:00Z,41.37,60.58
2026-04-08T13:51:00Z,42.00,60.00
2026-04-08T13:52:00Z,42.00,59.00
2026-04-08T13:53:00Z,42.00,59.00
2026-04-08T13:54:00Z,43.00,59.00
2026-04-08T13:55:00Z,43.00,59.00
2026-04-08T13:56:00Z,43.00,59.00
2026-04-08T13:57:00Z,43.00,58.00
2026-04-08T13:59:00Z,43.00,58.00
2026-04-08T14:01:00Z,43.99,58.92
2026-04-08T14:02:00Z,43.93,58.99
2026-04-08T14:04:00Z,40.47,62.51
2026-04-08T14:06:00Z,40.47,60.00
2026-04-08T14:07:00Z,41.28,60.00
2026-04-08T14:10:00Z,41.00,60.00
2026-04-08T14:11:00Z,41.00,60.00
2026-04-08T14:12:00Z,42.06,60.00
2026-04-08T14:13:00Z,42.00,60.00
2026-04-08T14:14:00Z,42.00,60.00
2026-04-08T14:15:00Z,41.97,61.36
2026-04-08T14:16:00Z,41.10,58.75
2026-04-08T14:17:00Z,40.84,58.88
2026-04-08T14:18:00Z,41.73,58.98
2026-04-08T14:19:00Z,39.37,58.60
2026-04-08T14:20:00Z,31.00,63.15
2026-04-08T14:21:00Z,32.00,68.63
2026-04-08T14:22:00Z,35.65,64.64
2026-04-08T14:23:00Z,34.73,63.90
2026-04-08T14:24:00Z,31.00,73.21
2026-04-08T14:25:00Z,27.96,74.52
2026-04-08T14:26:00Z,27.36,71.72
2026-04-08T14:27:00Z,27.36,69.00
2026-04-08T14:28:00Z,27.36,69.00
2026-04-08T14:29:00Z,31.67,66.05
2026-04-08T14:30:00Z,32.00,70.59
2026-04-08T14:31:00Z,32.00,72.28
2026-04-08T14:32:00Z,24.67,75.68
2026-04-08T14:33:00Z,21.66,79.50
2026-04-08T14:34:00Z,21.66,82.97
2026-04-08T14:35:00Z,15.31,83.70
2026-04-08T14:36:00Z,18.99,80.79
2026-04-08T14:37:00Z,17.55,84.87
2026-04-08T14:38:00Z,16.00,84.72
2026-04-08T14:39:00Z,15.99,86.09
2026-04-08T14:40:00Z,14.00,87.55
2026-04-08T14:41:00Z,14.83,86.86
2026-04-08T14:42:00Z,13.83,86.90
2026-04-08T14:43:00Z,13.72,87.00
2026-04-08T14:44:00Z,13.82,86.25
2026-04-08T14:45:00Z,13.57,87.14
2026-04-08T14:46:00Z,13.00,87.99
2026-04-08T14:47:00Z,13.00,89.00
2026-04-08T14:48:00Z,13.32,88.43
2026-04-08T14:49:00Z,17.53,84.88
2026-04-08T14:50:00Z,19.77,82.68
2026-04-08T14:51:00Z,24.00,75.38
2026-04-08T14:52:00Z,26.84,74.27
2026-04-08T14:53:00Z,29.44,70.49
2026-04-08T14:54:00Z,28.46,72.94
2026-04-08T14:55:00Z,26.43,73.71
2026-04-08T14:56:00Z,25.76,75.08
2026-04-08T14:57:00Z,27.58,72.32
2026-04-08T14:58:00Z,24.04,75.29
2026-04-08T14:59:00Z,22.29,79.98
2026-04-08T15:00:00Z,23.31,81.10
2026-04-08T15:01:00Z,28.69,72.84
2026-04-08T15:02:00Z,33.77,68.62
2026-04-08T15:03:00Z,36.36,64.89
2026-04-08T15:04:00Z,38.37,63.56
2026-04-08T15:05:00Z,38.53,61.76
2026-04-08T15:06:00Z,31.50,66.01
2026-04-08T15:07:00Z,29.78,71.00
2026-04-08T15:08:00Z,26.62,73.27
2026-04-08T15:09:00Z,23.77,75.61
2026-04-08T15:10:00Z,30.53,70.94
2026-04-08T15:11:00Z,32.31,71.35
2026-04-08T15:12:00Z,32.34,66.27
2026-04-08T15:13:00Z,31.26,67.41
2026-04-08T15:14:00Z,31.91,68.84
2026-04-08T15:15:00Z,31.24,69.00
2026-04-08T15:16:00Z,29.57,69.14
2026-04-08T15:17:00Z,25.66,76.60
2026-04-08T15:18:00Z,31.97,68.92
2026-04-08T15:19:00Z,37.29,63.32
2026-04-08T15:20:00Z,36.85,63.75
2026-04-08T15:21:00Z,35.82,64.87
2026-04-08T15:22:00Z,35.00,65.26
2026-04-08T15:23:00Z,27.44,72.81
2026-04-08T15:24:00Z,32.24,67.78
2026-04-08T15:25:00Z,18.77,79.61
2026-04-08T15:26:00Z,8.20,85.14
2026-04-08T15:27:00Z,12.43,87.44
2026-04-08T15:28:00Z,12.93,87.03
2026-04-08T15:29:00Z,11.42,88.19
2026-04-08T15:30:00Z,12.00,88.96
2026-04-08T15:31:00Z,8.32,94.01
2026-04-08T15:32:00Z,8.03,93.18
2026-04-08T15:33:00Z,8.87,92.99
2026-04-08T15:34:00Z,9.26,91.50
2026-04-08T15:35:00Z,13.91,88.82
2026-04-08T15:36:00Z,17.43,84.70
2026-04-08T15:37:00Z,15.51,87.23
2026-04-08T15:38:00Z,19.99,79.81
2026-04-08T15:39:00Z,19.77,78.98
2026-04-08T15:40:00Z,26.43,72.60
2026-04-08T15:41:00Z,31.70,66.81
2026-04-08T15:42:00Z,30.12,72.97
2026-04-08T15:43:00Z,28.55,74.10
2026-04-08T15:44:00Z,20.62,79.84
2026-04-08T15:45:00Z,14.93,85.11
2026-04-08T15:46:00Z,5.78,94.18
2026-04-08T15:47:00Z,5.78,99.00
2026-04-08T15:48:00Z,5.78,99.00
2026-04-08T15:49:00Z,5.78,98.79
2026-04-08T15:50:00Z,5.78,98.81
2026-04-08T15:51:00Z,5.78,98.89
2026-04-08T15:52:00Z,5.78,99.00
