# event_ticker=KXATPCHALLENGERMATCH-26APR27LAJSAN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Mark Lajal
# fav_player=Akira Santillan
# dog_player=Mark Lajal
# kalshi_date=2026-04-27
timestamp,Mark Lajal,Akira Santillan
2026-04-27T06:18:00Z,74.12,29.00
2026-04-27T06:19:00Z,74.18,28.35
2026-04-27T06:20:00Z,74.61,28.43
2026-04-27T06:21:00Z,75.71,26.59
2026-04-27T06:22:00Z,71.40,29.48
2026-04-27T06:23:00Z,70.91,31.63
2026-04-27T06:24:00Z,72.93,28.70
2026-04-27T06:25:00Z,70.62,29.00
2026-04-27T06:26:00Z,75.76,30.36
2026-04-27T06:27:00Z,79.97,20.13
2026-04-27T06:28:00Z,79.94,20.90
2026-04-27T06:29:00Z,75.96,25.95
2026-04-27T06:30:00Z,78.27,23.93
2026-04-27T06:31:00Z,82.44,17.40
2026-04-27T06:32:00Z,81.93,19.01
2026-04-27T06:33:00Z,87.55,17.63
2026-04-27T06:34:00Z,84.59,17.95
2026-04-27T06:35:00Z,83.61,16.96
2026-04-27T06:36:00Z,83.29,17.00
2026-04-27T06:37:00Z,84.89,16.19
2026-04-27T06:38:00Z,86.19,15.00
2026-04-27T06:39:00Z,88.00,15.49
2026-04-27T06:40:00Z,88.00,15.82
2026-04-27T06:41:00Z,85.16,14.38
2026-04-27T06:42:00Z,84.82,16.81
2026-04-27T06:43:00Z,83.96,17.71
2026-04-27T06:44:00Z,83.23,19.75
2026-04-27T06:45:00Z,83.43,16.46
2026-04-27T06:46:00Z,86.00,17.00
2026-04-27T06:47:00Z,83.25,18.06
2026-04-27T06:48:00Z,85.35,16.10
2026-04-27T06:49:00Z,85.35,17.00
2026-04-27T06:50:00Z,83.00,17.00
2026-04-27T06:51:00Z,84.00,11.65
2026-04-27T06:52:00Z,87.00,14.21
2026-04-27T06:53:00Z,85.13,14.35
2026-04-27T06:54:00Z,85.00,14.27
2026-04-27T06:55:00Z,88.00,11.54
2026-04-27T06:56:00Z,87.23,10.76
2026-04-27T06:57:00Z,88.97,10.55
2026-04-27T06:58:00Z,88.10,13.00
2026-04-27T06:59:00Z,89.78,10.26
2026-04-27T07:00:00Z,90.09,12.31
2026-04-27T07:01:00Z,91.59,11.16
2026-04-27T07:02:00Z,91.97,8.68
2026-04-27T07:03:00Z,92.87,9.20
2026-04-27T07:04:00Z,92.78,9.00
2026-04-27T07:05:00Z,91.00,9.95
2026-04-27T07:06:00Z,90.92,10.68
2026-04-27T07:07:00Z,91.94,8.90
2026-04-27T07:08:00Z,92.00,8.98
2026-04-27T07:09:00Z,92.00,9.85
2026-04-27T07:10:00Z,91.00,9.77
2026-04-27T07:11:00Z,93.90,6.95
2026-04-27T07:12:00Z,91.86,7.10
2026-04-27T07:13:00Z,94.01,5.08
2026-04-27T07:14:00Z,98.31,3.01
2026-04-27T07:15:00Z,98.11,1.67
2026-04-27T07:16:00Z,99.00,1.12
2026-04-27T07:17:00Z,98.31,1.00
2026-04-27T07:18:00Z,99.00,1.01
2026-04-27T07:19:00Z,98.06,2.00
2026-04-27T07:20:00Z,98.06,1.19
2026-04-27T07:21:00Z,99.00,1.00
2026-04-27T07:23:00Z,99.00,1.00
2026-04-27T07:24:00Z,99.00,1.00
2026-04-27T07:25:00Z,99.00,1.00
2026-04-27T07:26:00Z,99.00,1.00
2026-04-27T07:27:00Z,99.00,1.00
2026-04-27T07:28:00Z,99.00,1.00
2026-04-27T07:29:00Z,99.00,1.00
