# event_ticker=KXATPMATCH-26JAN14HUMSHE
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Ugo Humbert
# fav_player=Alexander Shevchenko
# dog_player=Ugo Humbert
# kalshi_date=2026-01-14
timestamp,Alexander Shevchenko,Ugo Humbert
2026-01-14T20:48:00Z,,77.00
2026-01-14T21:39:00Z,,77.00
2026-01-14T22:20:00Z,,77.00
2026-01-14T23:23:00Z,,77.00
2026-01-14T23:57:00Z,,77.00
2026-01-15T00:08:00Z,,77.00
2026-01-15T00:47:00Z,,77.00
2026-01-15T02:02:00Z,,76.00
2026-01-15T02:25:00Z,24.00,76.00
2026-01-15T02:56:00Z,24.00,76.00
2026-01-15T03:00:00Z,24.00,76.00
2026-01-15T03:07:00Z,24.00,76.00
2026-01-15T03:31:00Z,24.00,76.00
2026-01-15T03:43:00Z,24.00,76.00
2026-01-15T03:48:00Z,24.00,76.00
2026-01-15T03:53:00Z,24.00,76.00
2026-01-15T03:55:00Z,24.00,75.09
2026-01-15T04:08:00Z,24.00,76.00
2026-01-15T04:19:00Z,24.00,76.00
2026-01-15T04:32:00Z,24.00,76.00
2026-01-15T04:43:00Z,24.00,76.00
2026-01-15T04:45:00Z,24.00,76.00
2026-01-15T04:51:00Z,24.00,76.00
2026-01-15T04:53:00Z,24.00,76.00
2026-01-15T04:54:00Z,24.00,76.00
2026-01-15T04:55:00Z,24.00,76.00
2026-01-15T05:00:00Z,24.00,76.00
2026-01-15T05:01:00Z,24.00,76.00
2026-01-15T05:05:00Z,24.00,76.00
2026-01-15T05:11:00Z,24.00,76.00
2026-01-15T05:23:00Z,24.00,76.00
2026-01-15T05:24:00Z,24.00,76.00
2026-01-15T05:25:00Z,24.00,76.48
2026-01-15T05:52:00Z,24.00,76.48
2026-01-15T05:59:00Z,24.00,77.00
2026-01-15T06:00:00Z,24.00,77.00
2026-01-15T06:02:00Z,24.00,77.00
2026-01-15T06:03:00Z,24.00,77.25
2026-01-15T06:05:00Z,24.00,77.25
2026-01-15T06:09:00Z,24.00,78.00
2026-01-15T06:11:00Z,24.00,78.00
2026-01-15T06:12:00Z,24.00,78.00
2026-01-15T06:15:00Z,24.00,78.00
2026-01-15T06:16:00Z,24.00,78.00
2026-01-15T06:18:00Z,24.00,78.00
2026-01-15T06:19:00Z,24.00,78.00
2026-01-15T06:24:00Z,24.00,78.00
2026-01-15T06:25:00Z,24.00,78.00
2026-01-15T06:27:00Z,24.00,78.00
2026-01-15T06:28:00Z,24.00,78.00
2026-01-15T06:34:00Z,24.00,78.00
2026-01-15T06:35:00Z,24.00,78.00
2026-01-15T06:36:00Z,24.00,78.00
2026-01-15T06:37:00Z,24.00,78.00
2026-01-15T06:38:00Z,25.00,78.00
2026-01-15T06:39:00Z,25.00,78.00
2026-01-15T06:40:00Z,22.55,78.44
2026-01-15T06:41:00Z,21.42,80.00
2026-01-15T06:42:00Z,19.00,81.00
2026-01-15T06:43:00Z,13.47,85.00
2026-01-15T06:44:00Z,11.27,88.00
2026-01-15T06:45:00Z,11.68,90.02
2026-01-15T06:46:00Z,9.61,90.02
2026-01-15T06:47:00Z,8.66,91.00
2026-01-15T06:48:00Z,8.87,91.04
2026-01-15T06:49:00Z,8.17,91.04
2026-01-15T06:50:00Z,10.61,90.00
2026-01-15T06:51:00Z,7.03,94.18
2026-01-15T06:52:00Z,6.00,95.00
2026-01-15T06:53:00Z,6.00,96.00
2026-01-15T06:54:00Z,5.63,96.00
2026-01-15T06:55:00Z,6.29,96.00
2026-01-15T06:56:00Z,5.90,93.79
2026-01-15T06:57:00Z,6.04,95.04
2026-01-15T06:58:00Z,5.00,96.00
2026-01-15T06:59:00Z,4.07,96.02
2026-01-15T07:00:00Z,4.00,97.00
2026-01-15T07:01:00Z,4.15,97.00
2026-01-15T07:02:00Z,4.00,97.00
2026-01-15T07:03:00Z,2.50,97.78
2026-01-15T07:04:00Z,3.49,98.40
2026-01-15T07:05:00Z,2.05,98.00
2026-01-15T07:06:00Z,2.45,99.00
2026-01-15T07:07:00Z,1.00,98.00
2026-01-15T07:08:00Z,1.12,98.00
2026-01-15T07:09:00Z,1.44,98.00
2026-01-15T07:10:00Z,2.00,98.00
2026-01-15T07:11:00Z,1.90,98.00
2026-01-15T07:12:00Z,2.52,98.00
2026-01-15T07:13:00Z,3.00,98.00
2026-01-15T07:14:00Z,2.96,98.00
2026-01-15T07:15:00Z,3.19,98.00
2026-01-15T07:16:00Z,4.16,98.00
2026-01-15T07:17:00Z,3.95,98.00
2026-01-15T07:18:00Z,2.62,98.00
2026-01-15T07:21:00Z,2.62,99.00
2026-01-15T07:22:00Z,2.86,99.00
2026-01-15T07:23:00Z,3.00,99.00
2026-01-15T07:24:00Z,3.00,99.00
2026-01-15T07:25:00Z,2.21,99.00
2026-01-15T07:26:00Z,1.00,99.00
2026-01-15T07:27:00Z,1.00,99.00
2026-01-15T07:28:00Z,1.00,99.00
2026-01-15T07:29:00Z,1.00,99.00
2026-01-15T07:30:00Z,1.55,99.00
2026-01-15T07:31:00Z,4.03,99.00
2026-01-15T07:32:00Z,1.94,99.00
2026-01-15T07:33:00Z,4.61,97.78
2026-01-15T07:34:00Z,4.64,97.74
2026-01-15T07:35:00Z,3.67,98.03
2026-01-15T07:36:00Z,1.18,98.61
2026-01-15T07:39:00Z,1.18,99.00
2026-01-15T07:41:00Z,1.18,99.00
