# event_ticker=KXATPMATCH-26JAN12MEDKOV
# final_score=6-4 3-6 7-6(2)
# score_resolution=4-6 6-3 6-7
# match_winner=Hamad Medjedovic
# fav_player=Aleksandar Kovacevic
# dog_player=Hamad Medjedovic
# kalshi_date=2026-01-12
timestamp,Aleksandar Kovacevic,Hamad Medjedovic
2026-01-12T16:16:00Z,,64.00
2026-01-12T16:27:00Z,36.00,64.00
2026-01-12T17:07:00Z,36.00,64.00
2026-01-12T18:27:00Z,36.00,65.00
2026-01-12T19:16:00Z,36.00,65.00
2026-01-12T19:22:00Z,36.00,65.00
2026-01-12T19:26:00Z,36.00,65.00
2026-01-12T20:58:00Z,36.00,64.00
2026-01-12T21:24:00Z,37.00,64.00
2026-01-12T22:18:00Z,37.00,64.00
2026-01-12T22:45:00Z,37.00,64.00
2026-01-12T23:27:00Z,37.00,64.00
2026-01-12T23:37:00Z,37.00,64.00
2026-01-12T23:40:00Z,37.00,64.00
2026-01-13T00:30:00Z,37.00,64.00
2026-01-13T00:50:00Z,37.00,64.00
2026-01-13T01:20:00Z,37.00,64.00
2026-01-13T01:41:00Z,37.00,64.00
2026-01-13T01:52:00Z,37.00,64.00
2026-01-13T02:12:00Z,37.00,64.00
2026-01-13T02:25:00Z,36.00,64.00
2026-01-13T02:27:00Z,36.00,64.00
2026-01-13T02:29:00Z,36.00,64.00
2026-01-13T02:32:00Z,36.00,64.00
2026-01-13T02:33:00Z,36.00,64.00
2026-01-13T02:39:00Z,36.00,64.00
2026-01-13T02:41:00Z,36.00,64.00
2026-01-13T02:54:00Z,36.00,64.00
2026-01-13T02:56:00Z,36.00,64.00
2026-01-13T02:57:00Z,36.00,64.00
2026-01-13T03:01:00Z,36.00,64.00
2026-01-13T03:02:00Z,36.00,64.00
2026-01-13T03:05:00Z,36.00,64.00
2026-01-13T03:06:00Z,36.00,64.19
2026-01-13T03:15:00Z,36.00,65.00
2026-01-13T03:17:00Z,36.00,65.00
2026-01-13T03:18:00Z,36.00,66.00
2026-01-13T03:19:00Z,36.00,66.00
2026-01-13T03:20:00Z,36.00,66.00
2026-01-13T03:21:00Z,38.86,65.00
2026-01-13T03:22:00Z,40.03,64.00
2026-01-13T03:23:00Z,39.00,62.00
2026-01-13T03:24:00Z,39.00,64.00
2026-01-13T03:25:00Z,39.00,64.00
2026-01-13T03:26:00Z,37.61,66.00
2026-01-13T03:27:00Z,38.04,63.99
2026-01-13T03:28:00Z,39.00,62.78
2026-01-13T03:29:00Z,38.25,62.78
2026-01-13T03:31:00Z,35.33,67.00
2026-01-13T03:32:00Z,37.01,67.00
2026-01-13T03:33:00Z,39.00,62.00
2026-01-13T03:34:00Z,39.00,62.00
2026-01-13T03:35:00Z,36.00,64.88
2026-01-13T03:38:00Z,38.00,64.00
2026-01-13T03:40:00Z,38.00,64.00
2026-01-13T03:41:00Z,37.00,62.00
2026-01-13T03:42:00Z,34.93,67.00
2026-01-13T03:43:00Z,31.66,68.45
2026-01-13T03:44:00Z,30.27,70.59
2026-01-13T03:45:00Z,19.60,78.21
2026-01-13T03:46:00Z,15.00,86.00
2026-01-13T03:47:00Z,15.04,85.15
2026-01-13T03:48:00Z,14.03,85.98
2026-01-13T03:49:00Z,13.00,85.98
2026-01-13T03:50:00Z,13.00,85.98
2026-01-13T03:51:00Z,13.00,85.98
2026-01-13T03:52:00Z,12.10,87.10
2026-01-13T03:53:00Z,14.97,87.10
2026-01-13T03:54:00Z,15.00,87.10
2026-01-13T03:55:00Z,15.00,85.00
2026-01-13T03:56:00Z,18.18,80.67
2026-01-13T03:57:00Z,24.74,75.72
2026-01-13T03:58:00Z,32.37,69.71
2026-01-13T03:59:00Z,28.04,74.00
2026-01-13T04:00:00Z,33.55,69.25
2026-01-13T04:01:00Z,34.94,69.25
2026-01-13T04:02:00Z,35.85,69.25
2026-01-13T04:03:00Z,34.68,66.00
2026-01-13T04:04:00Z,34.49,67.00
2026-01-13T04:05:00Z,32.89,69.00
2026-01-13T04:06:00Z,32.46,71.00
2026-01-13T04:07:00Z,36.23,67.94
2026-01-13T04:08:00Z,36.00,69.88
2026-01-13T04:09:00Z,35.00,69.88
2026-01-13T04:10:00Z,35.98,67.00
2026-01-13T04:11:00Z,37.41,65.49
2026-01-13T04:12:00Z,36.23,66.00
2026-01-13T04:13:00Z,38.99,64.95
2026-01-13T04:14:00Z,39.25,63.00
2026-01-13T04:15:00Z,34.65,64.81
2026-01-13T04:16:00Z,37.19,63.24
2026-01-13T04:17:00Z,38.05,61.96
2026-01-13T04:18:00Z,37.37,63.79
2026-01-13T04:19:00Z,35.21,65.08
2026-01-13T04:20:00Z,39.13,63.78
2026-01-13T04:21:00Z,40.89,59.10
2026-01-13T04:22:00Z,40.57,61.06
2026-01-13T04:23:00Z,39.32,62.00
2026-01-13T04:24:00Z,39.67,61.35
2026-01-13T04:25:00Z,38.19,64.85
2026-01-13T04:26:00Z,37.08,65.00
2026-01-13T04:27:00Z,34.46,66.16
2026-01-13T04:28:00Z,37.28,63.09
2026-01-13T04:29:00Z,42.76,62.98
2026-01-13T04:30:00Z,40.86,61.90
2026-01-13T04:31:00Z,41.94,59.19
2026-01-13T04:32:00Z,45.24,56.65
2026-01-13T04:33:00Z,39.32,62.31
2026-01-13T04:34:00Z,39.52,62.02
2026-01-13T04:35:00Z,39.92,63.49
2026-01-13T04:36:00Z,40.18,58.68
2026-01-13T04:37:00Z,45.62,57.31
2026-01-13T04:38:00Z,47.11,53.43
2026-01-13T04:39:00Z,56.75,51.29
2026-01-13T04:40:00Z,47.69,54.83
2026-01-13T04:41:00Z,42.99,59.92
2026-01-13T04:42:00Z,41.80,59.54
2026-01-13T04:43:00Z,47.88,53.76
2026-01-13T04:44:00Z,52.44,49.00
2026-01-13T04:45:00Z,53.21,51.99
2026-01-13T04:46:00Z,44.53,56.00
2026-01-13T04:47:00Z,45.00,57.41
2026-01-13T04:48:00Z,44.90,56.00
2026-01-13T04:49:00Z,45.06,56.06
