# event_ticker=KXATPCHALLENGERMATCH-26FEB16SHIIVA
# final_score=6-3 6-3
# match_winner=Ilya Ivashka
# fav_player=Ilya Ivashka
# dog_player=Sanhui Shin
# kalshi_date=2026-02-16
timestamp,Ilya Ivashka,Sanhui Shin
2026-02-16T18:34:00Z,60.00,
2026-02-16T18:35:00Z,60.00,
2026-02-16T18:39:00Z,61.00,
2026-02-16T19:05:00Z,61.00,
2026-02-16T19:39:00Z,60.00,50.00
2026-02-16T19:44:00Z,61.00,50.00
2026-02-16T21:43:00Z,62.00,50.00
2026-02-16T21:51:00Z,62.00,39.00
2026-02-16T21:53:00Z,62.00,40.00
2026-02-16T22:07:00Z,61.49,40.00
2026-02-16T22:23:00Z,62.00,40.00
2026-02-16T22:27:00Z,62.00,42.00
2026-02-16T22:53:00Z,64.00,36.00
2026-02-16T22:56:00Z,64.00,36.00
2026-02-16T23:01:00Z,64.00,36.00
2026-02-16T23:02:00Z,64.00,39.00
2026-02-16T23:05:00Z,64.00,39.00
2026-02-16T23:07:00Z,64.00,39.00
2026-02-16T23:09:00Z,65.19,39.00
2026-02-16T23:13:00Z,66.00,39.00
2026-02-16T23:46:00Z,66.00,39.00
2026-02-16T23:52:00Z,66.00,39.00
2026-02-16T23:56:00Z,66.00,34.40
2026-02-17T00:01:00Z,65.00,34.40
2026-02-17T00:02:00Z,65.00,34.40
2026-02-17T00:03:00Z,65.00,34.40
2026-02-17T00:05:00Z,65.00,36.00
2026-02-17T00:07:00Z,65.00,36.00
2026-02-17T00:11:00Z,65.00,36.00
2026-02-17T00:21:00Z,65.00,36.00
2026-02-17T00:27:00Z,64.00,36.00
2026-02-17T00:28:00Z,64.00,36.00
2026-02-17T00:30:00Z,65.00,36.00
2026-02-17T00:33:00Z,65.00,35.50
2026-02-17T00:42:00Z,65.00,35.50
2026-02-17T00:48:00Z,65.00,35.50
2026-02-17T00:54:00Z,65.00,36.00
2026-02-17T00:55:00Z,65.00,36.00
2026-02-17T00:56:00Z,65.00,36.00
2026-02-17T01:08:00Z,65.00,35.98
2026-02-17T01:18:00Z,65.00,35.98
2026-02-17T01:19:00Z,65.00,35.98
2026-02-17T01:27:00Z,63.00,35.98
2026-02-17T01:35:00Z,65.00,35.98
2026-02-17T01:43:00Z,65.00,35.98
2026-02-17T01:46:00Z,65.00,35.98
2026-02-17T01:49:00Z,65.00,35.98
2026-02-17T01:52:00Z,65.00,35.98
2026-02-17T01:54:00Z,65.00,35.98
2026-02-17T01:59:00Z,65.41,35.98
