# event_ticker=KXATPCHALLENGERMATCH-26JUN02YMEOCO
# final_score=7-6(7) 6-3
# score_resolution=6-7 3-6
# match_winner=Elias Ymer
# fav_player=Christopher O'Connell
# dog_player=Elias Ymer
# kalshi_date=2026-06-02
timestamp,Elias Ymer,Christopher O'Connell
2026-06-03T01:18:00Z,,56.00
2026-06-03T01:35:00Z,44.00,56.00
2026-06-03T01:57:00Z,46.00,56.00
2026-06-03T02:14:00Z,46.57,56.00
2026-06-03T02:26:00Z,44.00,56.00
2026-06-03T02:29:00Z,46.00,56.00
2026-06-03T03:00:00Z,46.00,56.00
2026-06-03T03:33:00Z,46.00,56.00
2026-06-03T04:00:00Z,46.00,56.00
2026-06-03T04:12:00Z,47.00,56.00
2026-06-03T04:13:00Z,47.00,56.00
2026-06-03T04:47:00Z,47.00,56.00
2026-06-03T04:49:00Z,47.00,56.00
2026-06-03T04:53:00Z,47.00,56.00
2026-06-03T04:57:00Z,47.00,56.00
2026-06-03T04:58:00Z,47.00,56.00
2026-06-03T05:05:00Z,47.00,56.00
2026-06-03T05:12:00Z,47.00,55.00
2026-06-03T05:14:00Z,47.00,55.00
2026-06-03T05:20:00Z,47.00,55.00
2026-06-03T05:23:00Z,47.00,55.00
2026-06-03T05:28:00Z,47.00,55.00
2026-06-03T06:07:00Z,47.00,55.00
2026-06-03T06:14:00Z,47.00,55.00
2026-06-03T06:15:00Z,46.00,55.00
2026-06-03T06:30:00Z,47.00,55.00
2026-06-03T06:52:00Z,47.00,55.00
2026-06-03T06:57:00Z,47.00,55.00
2026-06-03T07:12:00Z,47.00,55.00
2026-06-03T07:13:00Z,47.86,55.00
2026-06-03T07:53:00Z,47.86,55.00
2026-06-03T08:13:00Z,48.00,55.00
2026-06-03T08:31:00Z,48.00,55.00
2026-06-03T08:39:00Z,48.00,55.00
2026-06-03T08:46:00Z,48.00,55.00
2026-06-03T09:13:00Z,48.44,55.00
2026-06-03T09:14:00Z,48.44,53.81
2026-06-03T09:15:00Z,48.00,53.81
2026-06-03T09:18:00Z,47.00,53.81
2026-06-03T09:27:00Z,48.00,53.81
2026-06-03T09:28:00Z,49.00,53.81
2026-06-03T09:33:00Z,48.84,53.81
2026-06-03T09:35:00Z,49.71,53.81
2026-06-03T09:41:00Z,49.71,52.00
2026-06-03T09:52:00Z,49.71,54.00
2026-06-03T10:20:00Z,48.83,54.00
2026-06-03T10:21:00Z,48.83,51.73
2026-06-03T10:30:00Z,48.00,51.73
2026-06-03T10:44:00Z,49.00,51.73
2026-06-03T10:49:00Z,49.00,51.73
2026-06-03T10:58:00Z,49.00,54.00
2026-06-03T11:01:00Z,49.00,55.56
2026-06-03T11:08:00Z,49.00,55.00
2026-06-03T11:09:00Z,48.00,55.00
2026-06-03T11:15:00Z,48.00,55.00
2026-06-03T11:16:00Z,49.00,55.00
2026-06-03T11:19:00Z,49.00,50.87
2026-06-03T11:25:00Z,49.00,50.87
2026-06-03T11:29:00Z,49.00,54.29
2026-06-03T11:31:00Z,49.00,52.00
2026-06-03T11:34:00Z,49.00,54.94
2026-06-03T11:38:00Z,49.00,54.45
2026-06-03T11:39:00Z,49.00,54.00
2026-06-03T11:54:00Z,47.00,54.00
2026-06-03T11:57:00Z,46.00,54.00
2026-06-03T12:07:00Z,46.00,51.04
2026-06-03T12:13:00Z,48.00,54.00
2026-06-03T12:15:00Z,48.00,54.00
2026-06-03T12:16:00Z,48.00,54.00
2026-06-03T12:20:00Z,48.07,54.00
2026-06-03T12:21:00Z,48.00,55.00
2026-06-03T12:22:00Z,48.00,55.00
2026-06-03T12:24:00Z,48.00,54.93
2026-06-03T12:27:00Z,48.00,57.00
2026-06-03T12:28:00Z,51.43,51.82
2026-06-03T12:29:00Z,57.18,46.65
2026-06-03T12:30:00Z,58.19,40.58
2026-06-03T12:31:00Z,63.00,36.45
2026-06-03T12:32:00Z,63.71,37.00
2026-06-03T12:33:00Z,64.62,36.06
2026-06-03T12:34:00Z,61.33,41.01
2026-06-03T12:35:00Z,56.87,43.16
2026-06-03T12:36:00Z,51.13,46.36
2026-06-03T12:37:00Z,43.04,60.39
2026-06-03T12:38:00Z,40.94,60.23
2026-06-03T12:39:00Z,39.07,61.00
2026-06-03T12:40:00Z,38.13,62.33
2026-06-03T12:41:00Z,36.65,63.55
2026-06-03T12:42:00Z,41.30,61.87
2026-06-03T12:43:00Z,44.08,56.93
2026-06-03T12:44:00Z,45.05,51.17
2026-06-03T12:45:00Z,50.57,52.16
2026-06-03T12:46:00Z,47.01,54.05
2026-06-03T12:47:00Z,46.84,56.51
2026-06-03T12:48:00Z,43.23,57.03
2026-06-03T12:49:00Z,42.11,58.56
2026-06-03T12:50:00Z,39.55,59.88
2026-06-03T12:51:00Z,39.00,61.83
2026-06-03T12:52:00Z,39.00,62.18
2026-06-03T12:53:00Z,38.80,63.00
2026-06-03T12:54:00Z,39.00,63.27
2026-06-03T12:55:00Z,39.00,63.00
2026-06-03T12:56:00Z,38.28,62.00
2026-06-03T12:57:00Z,39.00,62.00
2026-06-03T12:58:00Z,38.00,61.58
2026-06-03T12:59:00Z,38.93,61.00
2026-06-03T13:01:00Z,37.77,62.00
2026-06-03T13:02:00Z,37.77,61.00
2026-06-03T13:03:00Z,37.56,60.18
2026-06-03T13:07:00Z,40.00,60.03
2026-06-03T13:08:00Z,40.00,61.16
2026-06-03T13:11:00Z,38.79,61.16
2026-06-03T13:12:00Z,38.79,61.00
2026-06-03T13:13:00Z,38.00,60.33
2026-06-03T13:14:00Z,39.91,61.00
2026-06-03T13:15:00Z,38.08,60.00
2026-06-03T13:16:00Z,38.08,60.00
2026-06-03T13:17:00Z,38.08,60.00
2026-06-03T13:18:00Z,38.00,60.00
2026-06-03T13:19:00Z,38.00,60.00
2026-06-03T13:20:00Z,38.00,60.00
2026-06-03T13:22:00Z,40.00,60.00
2026-06-03T13:23:00Z,39.13,61.00
2026-06-03T13:26:00Z,36.67,64.10
2026-06-03T13:27:00Z,36.01,64.10
2026-06-03T13:28:00Z,32.92,66.99
2026-06-03T13:29:00Z,36.60,63.00
2026-06-03T13:30:00Z,38.19,61.67
2026-06-03T13:31:00Z,35.15,65.82
2026-06-03T13:32:00Z,35.00,66.00
2026-06-03T13:33:00Z,33.83,66.02
2026-06-03T13:34:00Z,32.90,67.07
2026-06-03T13:35:00Z,32.61,68.23
2026-06-03T13:36:00Z,32.00,68.04
2026-06-03T13:37:00Z,31.06,68.87
2026-06-03T13:38:00Z,29.23,70.57
2026-06-03T13:39:00Z,29.90,71.20
2026-06-03T13:40:00Z,29.90,72.00
2026-06-03T13:41:00Z,27.68,74.80
2026-06-03T13:42:00Z,30.82,69.87
2026-06-03T13:43:00Z,30.46,71.83
2026-06-03T13:44:00Z,33.78,67.07
2026-06-03T13:45:00Z,31.02,70.72
2026-06-03T13:46:00Z,35.39,66.47
2026-06-03T13:47:00Z,22.10,75.11
2026-06-03T13:48:00Z,22.04,77.21
2026-06-03T13:49:00Z,31.44,68.29
2026-06-03T13:50:00Z,28.28,79.05
2026-06-03T13:51:00Z,24.46,72.31
2026-06-03T13:52:00Z,31.88,65.66
2026-06-03T13:53:00Z,33.95,62.48
2026-06-03T13:54:00Z,56.21,43.80
2026-06-03T13:55:00Z,56.52,42.23
2026-06-03T13:56:00Z,58.06,42.42
2026-06-03T13:57:00Z,60.93,40.66
2026-06-03T13:58:00Z,61.43,40.94
2026-06-03T13:59:00Z,59.61,39.18
2026-06-03T14:00:00Z,61.26,38.42
2026-06-03T14:01:00Z,60.49,40.14
2026-06-03T14:02:00Z,66.71,35.39
2026-06-03T14:03:00Z,77.73,25.05
2026-06-03T14:04:00Z,78.96,21.47
2026-06-03T14:05:00Z,77.81,22.17
2026-06-03T14:06:00Z,75.89,28.71
2026-06-03T14:07:00Z,62.63,32.82
2026-06-03T14:08:00Z,62.08,37.52
2026-06-03T14:09:00Z,69.54,31.38
2026-06-03T14:10:00Z,67.68,34.88
2026-06-03T14:11:00Z,65.26,33.72
2026-06-03T14:12:00Z,59.47,40.40
2026-06-03T14:13:00Z,63.58,37.34
2026-06-03T14:14:00Z,64.07,35.00
2026-06-03T14:15:00Z,64.40,37.77
2026-06-03T14:16:00Z,63.25,35.94
2026-06-03T14:17:00Z,63.36,38.75
2026-06-03T14:18:00Z,66.06,33.93
2026-06-03T14:19:00Z,89.68,11.32
2026-06-03T14:20:00Z,90.76,9.40
2026-06-03T14:21:00Z,92.71,7.61
2026-06-03T14:22:00Z,91.97,7.20
2026-06-03T14:23:00Z,92.01,10.24
2026-06-03T14:24:00Z,88.97,10.71
2026-06-03T14:25:00Z,94.30,7.00
2026-06-03T14:26:00Z,93.04,6.89
2026-06-03T14:27:00Z,93.25,6.41
2026-06-03T14:28:00Z,96.00,4.97
2026-06-03T14:29:00Z,95.80,5.00
2026-06-03T14:30:00Z,95.76,5.00
2026-06-03T14:31:00Z,95.30,5.99
2026-06-03T14:32:00Z,94.34,9.73
2026-06-03T14:33:00Z,91.91,7.36
2026-06-03T14:34:00Z,98.73,3.22
2026-06-03T14:35:00Z,99.00,1.00
2026-06-03T14:36:00Z,99.00,1.00
2026-06-03T14:37:00Z,99.00,1.00
2026-06-03T14:38:00Z,99.00,1.00
2026-06-03T14:39:00Z,99.00,1.00
2026-06-03T14:40:00Z,99.00,1.00
2026-06-03T14:41:00Z,99.00,1.00
2026-06-03T14:42:00Z,99.00,1.00
