# event_ticker=KXATPMATCH-26APR28KOPJOD
# final_score=7-5 6-0
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Vit Kopriva
# kalshi_date=2026-04-28
timestamp,Vit Kopriva,Rafael Jodar
2026-04-28T02:22:00Z,18.00,
2026-04-28T02:36:00Z,18.00,83.00
2026-04-28T02:38:00Z,18.00,83.00
2026-04-28T02:39:00Z,18.00,83.00
2026-04-28T02:46:00Z,18.00,83.00
2026-04-28T02:49:00Z,18.00,83.00
2026-04-28T02:50:00Z,18.00,82.50
2026-04-28T02:54:00Z,18.00,82.50
2026-04-28T02:56:00Z,18.00,82.50
2026-04-28T03:10:00Z,18.00,83.00
2026-04-28T03:19:00Z,18.00,83.00
2026-04-28T03:21:00Z,18.00,83.00
2026-04-28T03:26:00Z,18.00,83.00
2026-04-28T03:29:00Z,18.00,83.00
2026-04-28T03:30:00Z,18.00,83.00
2026-04-28T03:35:00Z,18.00,83.00
2026-04-28T03:41:00Z,18.00,83.00
2026-04-28T03:42:00Z,18.00,83.00
2026-04-28T03:45:00Z,18.00,83.00
2026-04-28T03:48:00Z,18.00,83.00
2026-04-28T03:51:00Z,18.00,83.00
2026-04-28T03:59:00Z,18.00,83.00
2026-04-28T04:00:00Z,18.00,83.00
2026-04-28T04:04:00Z,18.00,83.00
2026-04-28T04:22:00Z,18.00,83.00
2026-04-28T04:26:00Z,18.00,83.00
2026-04-28T04:29:00Z,18.00,83.00
2026-04-28T04:32:00Z,18.00,83.00
2026-04-28T04:36:00Z,18.00,83.00
2026-04-28T04:39:00Z,18.00,83.00
2026-04-28T04:47:00Z,18.00,83.00
2026-04-28T04:48:00Z,18.00,83.00
2026-04-28T04:53:00Z,18.00,83.00
2026-04-28T04:56:00Z,18.00,83.00
2026-04-28T04:57:00Z,18.00,83.00
2026-04-28T05:02:00Z,18.00,83.00
2026-04-28T05:06:00Z,18.00,83.00
2026-04-28T05:13:00Z,18.00,83.00
2026-04-28T05:15:00Z,18.00,83.00
2026-04-28T05:19:00Z,18.00,83.00
2026-04-28T05:21:00Z,18.00,83.00
2026-04-28T05:23:00Z,18.00,83.00
2026-04-28T05:24:00Z,18.00,83.00
2026-04-28T05:30:00Z,18.00,83.00
2026-04-28T05:31:00Z,18.00,83.00
2026-04-28T05:43:00Z,19.00,83.00
2026-04-28T05:52:00Z,19.00,83.00
2026-04-28T05:53:00Z,19.00,83.00
2026-04-28T05:54:00Z,19.00,83.00
2026-04-28T05:55:00Z,19.00,83.00
2026-04-28T06:00:00Z,19.00,83.00
2026-04-28T06:18:00Z,19.00,83.00
2026-04-28T06:19:00Z,19.00,83.00
2026-04-28T06:20:00Z,19.00,83.00
2026-04-28T06:21:00Z,19.00,83.00
2026-04-28T06:22:00Z,19.00,83.00
2026-04-28T06:23:00Z,19.00,83.00
2026-04-28T06:26:00Z,18.00,83.00
2026-04-28T06:27:00Z,18.00,83.00
2026-04-28T06:31:00Z,17.00,83.00
2026-04-28T06:32:00Z,17.00,83.00
2026-04-28T06:42:00Z,18.00,83.00
2026-04-28T06:44:00Z,18.00,83.00
2026-04-28T06:52:00Z,18.00,83.00
2026-04-28T06:57:00Z,18.00,83.00
2026-04-28T07:02:00Z,18.00,83.00
2026-04-28T07:11:00Z,18.00,83.00
2026-04-28T07:12:00Z,18.00,83.00
2026-04-28T07:15:00Z,18.00,83.00
2026-04-28T07:18:00Z,18.00,83.00
2026-04-28T07:23:00Z,18.00,83.00
2026-04-28T07:25:00Z,18.00,83.00
2026-04-28T07:34:00Z,18.00,83.00
2026-04-28T07:40:00Z,18.00,83.00
2026-04-28T07:45:00Z,18.00,83.00
2026-04-28T07:48:00Z,18.00,83.00
2026-04-28T07:50:00Z,18.00,83.00
2026-04-28T07:55:00Z,18.00,83.00
2026-04-28T07:56:00Z,18.00,83.00
2026-04-28T07:59:00Z,18.00,83.00
2026-04-28T08:01:00Z,18.00,83.00
2026-04-28T08:09:00Z,18.00,83.00
