# event_ticker=KXATPMATCH-26FEB09ROYOCO
# final_score=6-4 4-6 7-6(4)
# score_resolution=6-4 4-6 7-6
# match_winner=Christopher O'Connell
# fav_player=Christopher O'Connell
# dog_player=Valentin Royer
# kalshi_date=2026-02-09
timestamp,Christopher O'Connell,Valentin Royer
2026-02-09T04:22:00Z,,53.00
2026-02-09T04:27:00Z,,53.00
2026-02-09T04:32:00Z,48.00,53.00
2026-02-09T04:33:00Z,48.00,53.00
2026-02-09T04:35:00Z,48.00,53.00
2026-02-09T04:36:00Z,48.00,53.00
2026-02-09T04:41:00Z,48.00,53.13
2026-02-09T04:45:00Z,48.00,54.00
2026-02-09T04:48:00Z,47.00,54.00
2026-02-09T04:52:00Z,47.00,54.00
2026-02-09T04:54:00Z,47.00,54.00
2026-02-09T04:56:00Z,47.00,54.00
2026-02-09T04:57:00Z,47.00,54.00
2026-02-09T04:58:00Z,47.00,54.00
2026-02-09T05:03:00Z,47.00,54.00
2026-02-09T05:05:00Z,47.00,54.00
2026-02-09T05:06:00Z,47.00,54.00
2026-02-09T05:09:00Z,47.00,54.00
2026-02-09T05:14:00Z,47.00,54.00
2026-02-09T05:15:00Z,47.00,54.00
2026-02-09T05:19:00Z,47.00,54.00
2026-02-09T05:22:00Z,47.00,54.00
2026-02-09T05:23:00Z,47.00,54.00
2026-02-09T05:25:00Z,47.00,54.00
2026-02-09T05:31:00Z,47.00,54.00
2026-02-09T05:32:00Z,47.00,53.00
2026-02-09T05:33:00Z,47.00,53.00
2026-02-09T05:35:00Z,47.00,53.00
2026-02-09T05:38:00Z,47.45,53.00
2026-02-09T05:39:00Z,47.45,53.00
2026-02-09T05:47:00Z,47.45,52.48
2026-02-09T05:51:00Z,48.00,53.00
2026-02-09T05:57:00Z,48.00,53.00
2026-02-09T06:00:00Z,48.00,53.42
2026-02-09T06:02:00Z,48.00,54.00
2026-02-09T06:03:00Z,46.67,54.00
2026-02-09T06:07:00Z,47.90,54.00
2026-02-09T06:12:00Z,47.90,53.74
2026-02-09T06:19:00Z,47.90,54.00
2026-02-09T06:22:00Z,47.90,54.00
2026-02-09T06:23:00Z,47.90,54.00
2026-02-09T06:27:00Z,47.96,54.00
2026-02-09T06:34:00Z,47.00,54.00
2026-02-09T06:35:00Z,47.00,54.00
2026-02-09T06:36:00Z,47.00,54.00
2026-02-09T06:40:00Z,46.00,54.00
2026-02-09T06:44:00Z,46.00,54.00
2026-02-09T06:45:00Z,46.00,54.00
2026-02-09T06:49:00Z,46.00,54.00
2026-02-09T06:52:00Z,46.00,54.00
2026-02-09T06:57:00Z,46.00,54.00
2026-02-09T07:05:00Z,47.00,54.00
2026-02-09T07:10:00Z,47.00,54.00
2026-02-09T07:20:00Z,47.00,54.00
2026-02-09T07:24:00Z,47.00,54.00
2026-02-09T07:27:00Z,47.00,54.00
2026-02-09T07:28:00Z,47.00,54.00
2026-02-09T07:31:00Z,46.00,54.00
2026-02-09T07:32:00Z,46.00,54.90
2026-02-09T07:45:00Z,46.00,55.00
2026-02-09T07:48:00Z,46.00,55.00
2026-02-09T07:50:00Z,46.00,55.00
2026-02-09T07:53:00Z,46.00,55.00
2026-02-09T07:54:00Z,46.00,55.00
2026-02-09T07:57:00Z,46.00,55.00
2026-02-09T08:00:00Z,46.00,55.00
2026-02-09T08:07:00Z,46.00,55.00
2026-02-09T08:08:00Z,46.00,55.00
2026-02-09T08:12:00Z,46.00,55.00
2026-02-09T08:14:00Z,46.00,55.00
2026-02-09T08:17:00Z,46.00,55.00
2026-02-09T08:21:00Z,46.00,55.00
2026-02-09T08:27:00Z,46.00,55.00
2026-02-09T08:28:00Z,46.00,55.00
2026-02-09T08:38:00Z,46.00,55.00
2026-02-09T08:54:00Z,46.00,55.00
2026-02-09T09:10:00Z,46.00,55.00
2026-02-09T09:16:00Z,46.00,55.00
2026-02-09T09:43:00Z,46.00,55.00
2026-02-09T10:21:00Z,46.00,55.00
2026-02-09T10:31:00Z,46.00,55.00
2026-02-09T10:35:00Z,45.00,55.00
2026-02-09T10:40:00Z,46.00,55.00
2026-02-09T10:43:00Z,46.00,55.00
2026-02-09T11:03:00Z,46.00,55.00
2026-02-09T11:13:00Z,47.00,55.00
2026-02-09T11:17:00Z,47.00,55.00
2026-02-09T11:18:00Z,47.00,54.00
2026-02-09T11:19:00Z,47.00,55.00
2026-02-09T11:22:00Z,46.00,55.00
2026-02-09T11:26:00Z,47.00,55.00
2026-02-09T11:30:00Z,47.00,55.00
2026-02-09T11:48:00Z,47.00,55.00
2026-02-09T11:55:00Z,47.00,55.00
2026-02-09T12:00:00Z,47.00,55.00
2026-02-09T12:02:00Z,47.00,55.00
2026-02-09T12:16:00Z,47.00,55.00
2026-02-09T12:18:00Z,47.00,55.00
2026-02-09T12:24:00Z,47.00,55.00
2026-02-09T12:27:00Z,47.00,55.00
2026-02-09T12:30:00Z,47.00,55.00
2026-02-09T12:37:00Z,47.00,55.00
2026-02-09T12:40:00Z,47.00,55.00
2026-02-09T12:48:00Z,47.00,55.00
2026-02-09T12:51:00Z,47.00,55.00
2026-02-09T12:53:00Z,47.00,55.00
2026-02-09T12:54:00Z,46.00,55.00
2026-02-09T12:55:00Z,46.00,55.00
2026-02-09T12:56:00Z,47.00,55.00
2026-02-09T12:58:00Z,47.00,55.00
2026-02-09T12:59:00Z,47.00,55.00
2026-02-09T13:01:00Z,47.00,55.00
2026-02-09T13:05:00Z,47.00,55.00
2026-02-09T13:11:00Z,47.00,55.00
2026-02-09T13:12:00Z,47.00,55.00
2026-02-09T13:14:00Z,47.00,55.00
2026-02-09T13:15:00Z,47.00,55.00
2026-02-09T13:16:00Z,47.00,55.00
2026-02-09T13:18:00Z,47.00,55.00
2026-02-09T13:19:00Z,47.00,55.00
2026-02-09T13:22:00Z,47.00,55.00
2026-02-09T13:24:00Z,47.00,55.00
2026-02-09T13:25:00Z,47.00,55.00
2026-02-09T13:27:00Z,47.00,55.00
