# event_ticker=KXATPMATCH-26FEB13KECSHE
# final_score=5-7 6-3 6-4
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-02-13
timestamp,Ben Shelton,Miomir Kecmanovic
2026-02-13T13:33:00Z,,19.00
2026-02-13T13:35:00Z,83.00,19.00
2026-02-13T13:38:00Z,83.00,19.00
2026-02-13T13:39:00Z,83.00,19.00
2026-02-13T13:46:00Z,83.00,19.00
2026-02-13T13:48:00Z,83.00,19.00
2026-02-13T13:57:00Z,83.00,19.00
2026-02-13T14:07:00Z,82.00,19.00
2026-02-13T14:16:00Z,82.00,19.00
2026-02-13T14:17:00Z,83.00,19.00
2026-02-13T14:18:00Z,83.00,19.00
2026-02-13T14:19:00Z,84.00,19.00
2026-02-13T14:21:00Z,84.00,19.00
2026-02-13T14:26:00Z,84.00,19.00
2026-02-13T14:27:00Z,84.00,17.00
2026-02-13T14:38:00Z,84.00,17.00
2026-02-13T14:50:00Z,84.00,17.00
2026-02-13T14:51:00Z,83.00,17.00
2026-02-13T14:57:00Z,83.00,18.00
2026-02-13T15:17:00Z,83.00,18.00
2026-02-13T15:24:00Z,83.00,18.00
2026-02-13T15:25:00Z,83.00,18.00
2026-02-13T15:31:00Z,83.00,18.00
2026-02-13T15:41:00Z,83.00,18.00
2026-02-13T15:48:00Z,83.00,18.00
2026-02-13T15:50:00Z,83.00,18.00
2026-02-13T15:52:00Z,83.00,18.00
2026-02-13T15:55:00Z,83.00,18.00
2026-02-13T15:57:00Z,83.00,18.00
2026-02-13T16:06:00Z,83.00,18.00
2026-02-13T16:09:00Z,83.00,18.00
2026-02-13T16:10:00Z,83.00,17.00
2026-02-13T16:11:00Z,83.00,17.00
2026-02-13T16:22:00Z,83.00,18.00
2026-02-13T16:33:00Z,83.00,18.00
2026-02-13T16:48:00Z,83.00,18.00
2026-02-13T16:52:00Z,83.00,18.00
2026-02-13T16:58:00Z,83.00,18.00
2026-02-13T16:59:00Z,83.00,18.00
2026-02-13T17:04:00Z,83.00,18.00
2026-02-13T17:14:00Z,83.00,18.00
2026-02-13T17:16:00Z,83.00,18.00
2026-02-13T17:19:00Z,83.00,18.00
2026-02-13T17:22:00Z,83.00,18.00
2026-02-13T17:29:00Z,83.00,18.00
2026-02-13T17:40:00Z,83.00,18.00
2026-02-13T17:42:00Z,83.00,18.00
2026-02-13T17:53:00Z,83.00,18.00
2026-02-13T17:54:00Z,83.00,18.00
2026-02-13T17:55:00Z,83.00,18.00
2026-02-13T18:00:00Z,82.00,18.00
2026-02-13T18:04:00Z,82.00,18.00
2026-02-13T18:09:00Z,83.00,18.00
2026-02-13T18:10:00Z,83.00,18.00
2026-02-13T18:17:00Z,83.00,17.00
2026-02-13T18:18:00Z,83.00,18.00
2026-02-13T18:22:00Z,83.00,18.00
2026-02-13T18:23:00Z,83.00,18.00
2026-02-13T18:34:00Z,83.00,18.00
2026-02-13T18:36:00Z,83.00,18.00
2026-02-13T18:42:00Z,83.00,18.00
2026-02-13T18:46:00Z,83.00,18.00
2026-02-13T18:55:00Z,83.00,18.00
2026-02-13T18:58:00Z,83.00,18.00
2026-02-13T19:01:00Z,83.00,18.00
2026-02-13T19:08:00Z,83.00,18.00
2026-02-13T19:12:00Z,83.00,18.00
2026-02-13T19:16:00Z,83.00,18.00
2026-02-13T19:17:00Z,83.00,18.00
2026-02-13T19:21:00Z,83.00,18.00
2026-02-13T19:26:00Z,83.00,18.00
2026-02-13T19:27:00Z,83.00,18.00
2026-02-13T19:30:00Z,83.00,18.00
2026-02-13T19:32:00Z,83.00,18.00
2026-02-13T19:35:00Z,83.00,18.00
2026-02-13T19:36:00Z,82.00,18.00
2026-02-13T19:37:00Z,83.00,18.00
2026-02-13T19:40:00Z,83.00,19.00
2026-02-13T19:41:00Z,83.00,19.00
2026-02-13T19:47:00Z,83.00,19.00
2026-02-13T19:56:00Z,83.00,19.00
2026-02-13T19:58:00Z,83.00,19.00
2026-02-13T20:01:00Z,83.00,19.00
2026-02-13T20:02:00Z,83.00,19.00
2026-02-13T20:04:00Z,83.00,19.00
2026-02-13T20:06:00Z,83.00,19.00
2026-02-13T20:08:00Z,83.00,19.00
2026-02-13T20:22:00Z,83.00,19.00
2026-02-13T20:24:00Z,83.00,19.00
2026-02-13T20:32:00Z,83.00,19.00
2026-02-13T20:33:00Z,83.00,19.00
2026-02-13T20:35:00Z,83.00,19.00
2026-02-13T20:37:00Z,83.00,19.00
2026-02-13T20:39:00Z,83.00,19.00
2026-02-13T20:41:00Z,83.00,19.00
2026-02-13T20:43:00Z,83.00,19.00
2026-02-13T20:44:00Z,83.00,19.00
2026-02-13T20:45:00Z,83.00,19.00
2026-02-13T20:47:00Z,82.50,19.00
2026-02-13T20:48:00Z,83.00,19.00
2026-02-13T20:49:00Z,83.00,19.00
2026-02-13T20:50:00Z,83.00,19.00
2026-02-13T20:51:00Z,83.00,19.00
2026-02-13T20:54:00Z,83.00,19.00
2026-02-13T20:56:00Z,83.00,19.00
2026-02-13T20:57:00Z,83.00,19.00
2026-02-13T21:00:00Z,83.00,19.00
2026-02-13T21:05:00Z,83.00,19.00
2026-02-13T21:07:00Z,83.00,19.00
2026-02-13T21:09:00Z,83.00,19.00
2026-02-13T21:13:00Z,83.00,19.00
2026-02-13T21:14:00Z,83.00,19.00
2026-02-13T21:15:00Z,83.00,17.00
2026-02-13T21:16:00Z,83.00,18.34
2026-02-13T21:18:00Z,83.00,19.00
2026-02-13T21:20:00Z,83.00,19.00
2026-02-13T21:21:00Z,82.00,19.00
2026-02-13T21:24:00Z,82.00,19.00
2026-02-13T21:27:00Z,82.00,19.00
2026-02-13T21:29:00Z,82.00,19.00
2026-02-13T21:30:00Z,82.00,19.00
2026-02-13T21:31:00Z,82.52,19.00
2026-02-13T21:34:00Z,83.00,19.00
2026-02-13T21:35:00Z,83.00,18.00
2026-02-13T21:37:00Z,83.00,19.00
2026-02-13T21:38:00Z,83.00,19.00
2026-02-13T21:39:00Z,83.00,19.00
2026-02-13T21:41:00Z,83.00,18.00
2026-02-13T21:43:00Z,83.00,18.00
2026-02-13T21:45:00Z,83.00,18.00
2026-02-13T21:46:00Z,83.00,18.00
2026-02-13T21:47:00Z,83.00,18.00
2026-02-13T21:50:00Z,83.00,18.00
2026-02-13T21:51:00Z,83.00,18.00
2026-02-13T21:54:00Z,83.00,18.00
2026-02-13T21:57:00Z,83.00,18.00
2026-02-13T21:59:00Z,83.00,18.00
2026-02-13T22:01:00Z,82.00,18.00
2026-02-13T22:02:00Z,83.00,18.00
2026-02-13T22:04:00Z,83.00,18.00
2026-02-13T22:06:00Z,83.00,18.00
2026-02-13T22:07:00Z,83.00,18.00
2026-02-13T22:08:00Z,83.00,17.00
2026-02-13T22:10:00Z,83.00,18.00
2026-02-13T22:11:00Z,83.00,18.00
2026-02-13T22:12:00Z,83.00,18.00
2026-02-13T22:13:00Z,83.00,18.00
2026-02-13T22:14:00Z,82.00,18.00
2026-02-13T22:16:00Z,83.00,18.00
2026-02-13T22:18:00Z,83.00,18.00
2026-02-13T22:19:00Z,83.00,18.00
2026-02-13T22:20:00Z,83.00,18.00
2026-02-13T22:21:00Z,83.00,18.00
2026-02-13T22:22:00Z,83.00,18.00
2026-02-13T22:23:00Z,83.00,18.00
2026-02-13T22:24:00Z,83.00,18.00
2026-02-13T22:25:00Z,83.00,18.00
2026-02-13T22:26:00Z,83.00,18.76
2026-02-13T22:27:00Z,83.00,18.00
2026-02-13T22:28:00Z,83.00,18.00
2026-02-13T22:29:00Z,83.00,18.00
2026-02-13T22:30:00Z,83.00,18.00
2026-02-13T22:31:00Z,83.00,18.00
2026-02-13T22:32:00Z,83.00,19.00
2026-02-13T22:33:00Z,83.00,17.17
2026-02-13T22:34:00Z,83.00,17.17
2026-02-13T22:35:00Z,83.00,17.17
2026-02-13T22:36:00Z,83.00,18.00
2026-02-13T22:37:00Z,83.00,18.00
2026-02-13T22:38:00Z,83.00,18.00
2026-02-13T22:39:00Z,83.00,18.00
2026-02-13T22:40:00Z,83.00,18.00
2026-02-13T22:41:00Z,83.00,18.00
2026-02-13T22:43:00Z,83.00,18.00
2026-02-13T22:44:00Z,83.00,18.00
2026-02-13T22:45:00Z,83.00,18.00
2026-02-13T22:46:00Z,82.38,18.00
2026-02-13T22:47:00Z,82.38,18.00
2026-02-13T22:48:00Z,83.00,18.00
2026-02-13T22:49:00Z,83.00,18.00
2026-02-13T22:50:00Z,83.00,18.00
2026-02-13T22:51:00Z,83.00,18.00
2026-02-13T22:52:00Z,84.00,18.00
2026-02-13T22:53:00Z,84.00,18.00
2026-02-13T22:54:00Z,84.00,18.00
2026-02-13T22:55:00Z,84.00,18.00
2026-02-13T22:56:00Z,84.00,18.00
2026-02-13T22:57:00Z,84.00,18.00
2026-02-13T22:59:00Z,84.00,18.00
2026-02-13T23:02:00Z,84.00,18.00
2026-02-13T23:04:00Z,84.00,18.00
2026-02-13T23:06:00Z,84.00,18.00
2026-02-13T23:07:00Z,84.00,18.00
2026-02-13T23:08:00Z,84.00,18.00
2026-02-13T23:09:00Z,84.00,18.00
2026-02-13T23:11:00Z,84.00,18.00
2026-02-13T23:13:00Z,84.00,18.00
2026-02-13T23:15:00Z,84.00,18.00
2026-02-13T23:17:00Z,84.00,18.00
2026-02-13T23:18:00Z,83.00,18.00
2026-02-13T23:19:00Z,84.00,18.00
2026-02-13T23:21:00Z,84.00,18.00
2026-02-13T23:23:00Z,84.00,18.00
2026-02-13T23:25:00Z,84.00,18.00
2026-02-13T23:26:00Z,84.00,18.00
2026-02-13T23:27:00Z,84.00,18.00
2026-02-13T23:28:00Z,83.00,18.00
2026-02-13T23:29:00Z,83.00,18.00
2026-02-13T23:31:00Z,84.00,18.00
2026-02-13T23:32:00Z,84.00,18.00
2026-02-13T23:33:00Z,83.01,18.00
2026-02-13T23:34:00Z,84.00,18.00
2026-02-13T23:35:00Z,84.00,18.00
2026-02-13T23:36:00Z,83.32,18.00
2026-02-13T23:37:00Z,84.00,18.00
2026-02-13T23:38:00Z,84.00,17.15
2026-02-13T23:39:00Z,84.00,18.00
2026-02-13T23:40:00Z,84.00,18.00
2026-02-13T23:41:00Z,84.00,18.00
2026-02-13T23:42:00Z,84.00,18.00
2026-02-13T23:43:00Z,84.00,18.00
2026-02-13T23:44:00Z,84.00,18.99
2026-02-13T23:45:00Z,84.00,19.00
2026-02-13T23:46:00Z,84.00,19.00
2026-02-13T23:47:00Z,84.00,19.00
2026-02-13T23:48:00Z,84.00,19.00
2026-02-13T23:49:00Z,83.93,19.00
2026-02-13T23:50:00Z,84.00,19.00
2026-02-13T23:51:00Z,83.50,19.00
2026-02-13T23:52:00Z,84.00,18.00
