# event_ticker=KXATPCHALLENGERMATCH-26FEB17BARSIN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Petr Bar Biryukov
# fav_player=Digvijay Pratap Singh
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-02-17
timestamp,Digvijay Pratap Singh,Petr Bar Biryukov
2026-02-16T19:28:00Z,24.00,
2026-02-16T19:33:00Z,24.00,79.00
2026-02-16T20:18:00Z,24.00,79.00
2026-02-16T22:08:00Z,26.00,79.00
2026-02-16T22:25:00Z,26.00,74.00
2026-02-16T22:31:00Z,26.00,74.00
2026-02-16T22:57:00Z,26.00,74.00
2026-02-16T23:01:00Z,26.00,74.00
2026-02-16T23:48:00Z,26.00,74.00
2026-02-17T00:17:00Z,26.00,74.00
2026-02-17T00:28:00Z,26.00,74.00
2026-02-17T00:50:00Z,26.00,74.00
2026-02-17T00:51:00Z,26.00,76.77
2026-02-17T01:34:00Z,27.00,76.77
2026-02-17T01:36:00Z,23.00,76.77
2026-02-17T01:37:00Z,26.00,76.77
2026-02-17T02:08:00Z,26.00,77.00
2026-02-17T02:22:00Z,26.00,77.00
2026-02-17T02:32:00Z,26.00,77.00
2026-02-17T02:34:00Z,26.00,77.00
2026-02-17T02:41:00Z,26.00,77.00
2026-02-17T02:44:00Z,26.00,77.00
2026-02-17T02:45:00Z,26.00,77.00
2026-02-17T02:47:00Z,26.00,77.00
2026-02-17T02:53:00Z,26.00,77.00
2026-02-17T02:55:00Z,26.00,77.00
2026-02-17T02:58:00Z,26.00,77.00
2026-02-17T03:02:00Z,26.00,77.00
2026-02-17T03:10:00Z,26.00,77.00
2026-02-17T03:12:00Z,26.00,77.00
2026-02-17T03:15:00Z,26.00,78.00
2026-02-17T03:17:00Z,26.00,78.00
2026-02-17T03:18:00Z,26.00,78.00
2026-02-17T03:29:00Z,26.00,78.00
2026-02-17T03:34:00Z,26.00,78.00
2026-02-17T03:39:00Z,26.00,78.00
2026-02-17T03:43:00Z,26.00,77.00
2026-02-17T03:44:00Z,26.00,77.00
2026-02-17T03:45:00Z,26.00,77.00
2026-02-17T03:46:00Z,26.00,77.00
2026-02-17T03:49:00Z,26.00,77.00
2026-02-17T03:51:00Z,26.00,77.00
2026-02-17T04:00:00Z,26.00,75.00
2026-02-17T04:01:00Z,26.00,77.00
2026-02-17T04:09:00Z,26.00,77.98
2026-02-17T04:11:00Z,26.00,78.00
2026-02-17T04:12:00Z,26.00,78.00
2026-02-17T04:15:00Z,26.00,78.00
2026-02-17T04:17:00Z,26.00,78.00
2026-02-17T04:19:00Z,26.00,78.00
2026-02-17T04:20:00Z,26.00,78.00
2026-02-17T04:21:00Z,26.00,76.98
2026-02-17T04:22:00Z,26.00,78.00
2026-02-17T04:23:00Z,26.00,78.00
2026-02-17T04:24:00Z,26.00,78.00
2026-02-17T04:27:00Z,26.00,78.00
2026-02-17T04:28:00Z,26.00,78.00
2026-02-17T04:29:00Z,26.00,78.00
2026-02-17T04:30:00Z,26.00,78.40
2026-02-17T04:31:00Z,22.23,78.40
2026-02-17T04:32:00Z,22.23,78.00
2026-02-17T04:33:00Z,22.23,78.00
2026-02-17T04:34:00Z,22.23,78.00
2026-02-17T04:36:00Z,24.00,78.00
2026-02-17T04:37:00Z,24.00,78.00
2026-02-17T04:38:00Z,24.00,78.00
2026-02-17T04:40:00Z,24.00,78.00
2026-02-17T04:41:00Z,24.00,78.00
2026-02-17T04:45:00Z,24.00,78.00
2026-02-17T04:47:00Z,24.00,79.00
2026-02-17T04:48:00Z,24.00,79.00
2026-02-17T04:51:00Z,23.00,79.00
2026-02-17T04:53:00Z,23.00,79.00
2026-02-17T04:56:00Z,23.00,79.00
2026-02-17T04:59:00Z,23.00,79.00
2026-02-17T05:00:00Z,23.00,79.00
2026-02-17T05:05:00Z,23.00,79.00
2026-02-17T05:06:00Z,23.00,79.00
2026-02-17T05:07:00Z,23.00,79.00
2026-02-17T05:09:00Z,23.00,79.00
2026-02-17T05:11:00Z,23.00,79.00
2026-02-17T05:12:00Z,23.00,79.00
2026-02-17T05:14:00Z,23.00,79.00
2026-02-17T05:16:00Z,23.00,79.00
2026-02-17T05:17:00Z,23.00,79.00
2026-02-17T05:24:00Z,23.00,79.00
2026-02-17T05:25:00Z,23.00,78.00
2026-02-17T05:27:00Z,23.00,78.00
2026-02-17T05:28:00Z,24.00,78.00
2026-02-17T05:31:00Z,24.00,78.00
2026-02-17T05:33:00Z,24.00,78.00
2026-02-17T05:34:00Z,24.00,78.00
2026-02-17T05:36:00Z,24.00,78.00
2026-02-17T05:39:00Z,24.00,78.00
2026-02-17T05:42:00Z,24.00,78.00
2026-02-17T05:44:00Z,24.00,77.88
2026-02-17T05:45:00Z,24.00,77.88
2026-02-17T05:49:00Z,24.00,77.43
2026-02-17T05:52:00Z,24.00,78.00
2026-02-17T05:53:00Z,24.00,78.00
2026-02-17T05:54:00Z,24.00,78.00
2026-02-17T05:58:00Z,24.00,78.00
2026-02-17T06:01:00Z,24.96,78.00
2026-02-17T06:02:00Z,24.86,78.00
2026-02-17T06:04:00Z,24.86,78.00
2026-02-17T06:05:00Z,24.00,77.22
2026-02-17T06:06:00Z,24.00,78.00
2026-02-17T06:09:00Z,24.00,78.00
2026-02-17T06:10:00Z,24.00,78.00
2026-02-17T06:11:00Z,25.00,78.00
2026-02-17T06:12:00Z,25.00,78.00
2026-02-17T06:14:00Z,25.00,78.00
2026-02-17T06:15:00Z,25.00,78.00
2026-02-17T06:18:00Z,24.00,78.00
2026-02-17T06:19:00Z,24.00,78.00
2026-02-17T06:21:00Z,24.00,78.00
2026-02-17T06:23:00Z,24.00,78.00
2026-02-17T06:24:00Z,23.00,78.00
2026-02-17T06:26:00Z,24.00,78.00
2026-02-17T06:27:00Z,24.00,78.00
2026-02-17T06:28:00Z,24.00,78.00
2026-02-17T06:29:00Z,24.00,78.00
2026-02-17T06:30:00Z,24.00,78.00
2026-02-17T06:31:00Z,23.88,79.84
2026-02-17T06:32:00Z,24.52,79.00
2026-02-17T06:33:00Z,24.00,79.23
2026-02-17T06:34:00Z,24.03,79.49
2026-02-17T06:35:00Z,24.00,79.08
2026-02-17T06:36:00Z,24.12,77.57
2026-02-17T06:37:00Z,25.85,77.26
2026-02-17T06:38:00Z,23.22,78.14
2026-02-17T06:39:00Z,24.84,77.59
2026-02-17T06:40:00Z,23.88,80.68
2026-02-17T06:41:00Z,23.75,78.38
2026-02-17T06:42:00Z,26.66,75.93
2026-02-17T06:43:00Z,27.07,75.99
2026-02-17T06:44:00Z,25.70,77.20
2026-02-17T06:45:00Z,23.30,76.18
2026-02-17T06:46:00Z,19.42,80.77
2026-02-17T06:47:00Z,16.35,85.94
2026-02-17T06:48:00Z,16.40,84.75
2026-02-17T06:49:00Z,16.47,89.82
2026-02-17T06:50:00Z,11.74,90.10
2026-02-17T06:51:00Z,10.63,90.64
2026-02-17T06:52:00Z,10.67,90.66
2026-02-17T06:53:00Z,10.26,90.85
2026-02-17T06:54:00Z,11.00,91.00
2026-02-17T06:55:00Z,11.39,89.93
2026-02-17T06:56:00Z,11.74,90.63
2026-02-17T06:57:00Z,9.53,92.00
2026-02-17T06:58:00Z,10.79,92.00
2026-02-17T06:59:00Z,9.46,91.94
2026-02-17T07:00:00Z,10.83,92.92
2026-02-17T07:01:00Z,10.96,91.03
2026-02-17T07:02:00Z,10.87,91.00
2026-02-17T07:03:00Z,10.84,91.03
2026-02-17T07:04:00Z,11.81,89.07
2026-02-17T07:05:00Z,11.91,91.00
2026-02-17T07:06:00Z,12.40,89.74
2026-02-17T07:07:00Z,12.45,88.97
2026-02-17T07:08:00Z,14.02,87.36
2026-02-17T07:09:00Z,11.98,89.45
2026-02-17T07:10:00Z,11.67,88.37
2026-02-17T07:11:00Z,12.15,88.71
2026-02-17T07:12:00Z,15.13,85.02
