# event_ticker=KXATPMATCH-25OCT24SINBUB
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Jannik Sinner
# fav_player=Alexander Bublik
# dog_player=Jannik Sinner
# kalshi_date=2025-10-24
timestamp,Alexander Bublik,Jannik Sinner
2025-10-24T12:56:00Z,9.00,92.00
2025-10-24T12:57:00Z,9.00,92.00
2025-10-24T12:58:00Z,9.00,92.00
2025-10-24T13:01:00Z,9.00,92.00
2025-10-24T13:03:00Z,9.00,92.00
2025-10-24T13:05:00Z,9.00,92.00
2025-10-24T13:06:00Z,9.00,92.00
2025-10-24T13:07:00Z,9.00,92.00
2025-10-24T13:09:00Z,9.00,92.00
2025-10-24T13:11:00Z,9.00,92.00
2025-10-24T13:12:00Z,9.00,92.00
2025-10-24T13:13:00Z,9.00,92.00
2025-10-24T13:14:00Z,9.00,92.00
2025-10-24T13:15:00Z,9.00,92.00
2025-10-24T13:16:00Z,9.00,92.00
2025-10-24T13:18:00Z,9.00,92.00
2025-10-24T13:22:00Z,9.00,92.00
2025-10-24T13:28:00Z,9.00,92.00
2025-10-24T13:29:00Z,9.00,92.00
2025-10-24T13:30:00Z,9.00,92.00
2025-10-24T13:35:00Z,9.00,92.00
2025-10-24T13:36:00Z,9.00,92.00
2025-10-24T13:37:00Z,9.00,92.00
2025-10-24T13:38:00Z,9.00,92.00
2025-10-24T13:39:00Z,9.00,92.00
2025-10-24T13:40:00Z,9.00,92.00
2025-10-24T13:41:00Z,9.00,92.00
2025-10-24T13:42:00Z,9.00,92.00
2025-10-24T13:43:00Z,9.00,92.00
2025-10-24T13:44:00Z,9.00,92.00
2025-10-24T13:47:00Z,9.00,92.00
2025-10-24T13:48:00Z,9.00,92.00
2025-10-24T13:50:00Z,9.00,92.00
2025-10-24T13:51:00Z,9.00,92.00
2025-10-24T13:52:00Z,9.00,92.00
2025-10-24T13:53:00Z,9.00,92.00
2025-10-24T13:55:00Z,9.00,92.00
2025-10-24T13:56:00Z,9.98,92.00
2025-10-24T13:57:00Z,10.00,92.00
2025-10-24T13:58:00Z,10.00,92.00
2025-10-24T14:00:00Z,10.00,92.00
2025-10-24T14:01:00Z,10.00,92.00
2025-10-24T14:03:00Z,10.00,92.00
2025-10-24T14:04:00Z,10.00,92.00
2025-10-24T14:05:00Z,10.00,92.00
2025-10-24T14:07:00Z,10.00,92.00
2025-10-24T14:08:00Z,10.00,92.00
2025-10-24T14:10:00Z,10.00,92.00
2025-10-24T14:11:00Z,10.00,92.00
2025-10-24T14:12:00Z,10.00,92.00
2025-10-24T14:13:00Z,9.83,92.00
2025-10-24T14:16:00Z,10.00,92.00
2025-10-24T14:18:00Z,10.00,92.00
2025-10-24T14:19:00Z,10.00,92.00
2025-10-24T14:20:00Z,10.00,92.00
2025-10-24T14:21:00Z,10.00,92.00
2025-10-24T14:22:00Z,10.00,92.00
2025-10-24T14:23:00Z,10.00,92.00
2025-10-24T14:24:00Z,10.00,90.78
2025-10-24T14:25:00Z,10.00,91.90
2025-10-24T14:26:00Z,10.00,91.90
2025-10-24T14:27:00Z,10.00,91.90
2025-10-24T14:28:00Z,10.00,92.00
2025-10-24T14:30:00Z,10.00,92.00
2025-10-24T14:31:00Z,10.00,91.00
2025-10-24T14:32:00Z,10.00,91.00
2025-10-24T14:33:00Z,10.00,90.05
2025-10-24T14:34:00Z,10.00,90.05
2025-10-24T14:35:00Z,10.00,90.05
2025-10-24T14:36:00Z,10.00,91.00
2025-10-24T14:37:00Z,10.00,91.00
2025-10-24T14:38:00Z,10.00,91.00
2025-10-24T14:39:00Z,10.00,91.00
2025-10-24T14:40:00Z,10.00,91.00
2025-10-24T14:42:00Z,10.00,90.00
2025-10-24T14:43:00Z,10.00,90.00
2025-10-24T14:44:00Z,10.00,90.00
2025-10-24T14:45:00Z,10.00,91.00
2025-10-24T14:47:00Z,10.00,91.00
2025-10-24T14:48:00Z,10.00,91.00
2025-10-24T14:49:00Z,10.00,91.00
2025-10-24T14:51:00Z,10.00,91.00
2025-10-24T14:52:00Z,10.00,91.00
2025-10-24T14:53:00Z,10.00,92.00
2025-10-24T14:54:00Z,10.00,92.00
2025-10-24T14:55:00Z,10.00,92.00
2025-10-24T14:56:00Z,10.00,92.00
2025-10-24T14:58:00Z,10.00,92.00
2025-10-24T14:59:00Z,10.00,92.00
2025-10-24T15:00:00Z,10.00,92.00
2025-10-24T15:01:00Z,10.00,91.00
2025-10-24T15:02:00Z,10.00,91.00
2025-10-24T15:03:00Z,10.00,91.66
2025-10-24T15:04:00Z,10.00,91.66
2025-10-24T15:05:00Z,10.00,92.00
2025-10-24T15:06:00Z,10.00,92.00
2025-10-24T15:07:00Z,10.00,92.00
2025-10-24T15:09:00Z,10.00,92.00
2025-10-24T15:10:00Z,10.00,90.32
2025-10-24T15:11:00Z,10.00,90.32
2025-10-24T15:12:00Z,10.00,90.32
2025-10-24T15:13:00Z,10.00,91.00
2025-10-24T15:14:00Z,10.00,91.00
2025-10-24T15:15:00Z,9.99,91.15
2025-10-24T15:16:00Z,10.00,92.00
2025-10-24T15:17:00Z,10.14,91.99
2025-10-24T15:18:00Z,10.00,91.00
2025-10-24T15:19:00Z,10.00,91.00
2025-10-24T15:20:00Z,9.15,92.00
2025-10-24T15:21:00Z,9.98,92.00
2025-10-24T15:22:00Z,10.00,92.00
2025-10-24T15:23:00Z,10.62,92.00
2025-10-24T15:24:00Z,11.00,92.00
2025-10-24T15:25:00Z,11.00,91.95
2025-10-24T15:26:00Z,11.00,90.84
2025-10-24T15:27:00Z,11.00,91.00
2025-10-24T15:28:00Z,11.00,91.00
2025-10-24T15:29:00Z,11.00,91.00
2025-10-24T15:30:00Z,11.00,91.00
2025-10-24T15:31:00Z,11.00,91.00
2025-10-24T15:32:00Z,11.28,91.00
2025-10-24T15:33:00Z,11.98,91.00
2025-10-24T15:34:00Z,11.95,90.24
2025-10-24T15:35:00Z,11.88,91.00
2025-10-24T15:36:00Z,11.39,91.00
2025-10-24T15:37:00Z,11.12,91.00
2025-10-24T15:38:00Z,11.58,91.00
2025-10-24T15:39:00Z,10.33,90.25
2025-10-24T15:40:00Z,10.16,91.57
2025-10-24T15:41:00Z,8.87,93.00
2025-10-24T15:42:00Z,8.59,92.11
2025-10-24T15:43:00Z,9.19,93.06
2025-10-24T15:44:00Z,9.95,92.00
2025-10-24T15:45:00Z,10.45,91.44
2025-10-24T15:46:00Z,9.24,91.29
2025-10-24T15:47:00Z,7.34,92.92
2025-10-24T15:48:00Z,6.01,95.48
2025-10-24T15:49:00Z,6.85,95.55
2025-10-24T15:50:00Z,8.14,93.22
2025-10-24T15:51:00Z,9.30,91.02
2025-10-24T15:52:00Z,11.49,91.44
2025-10-24T15:53:00Z,10.28,90.04
2025-10-24T15:54:00Z,7.46,91.00
2025-10-24T15:55:00Z,9.00,92.00
2025-10-24T15:56:00Z,10.09,91.02
2025-10-24T15:57:00Z,11.25,90.51
2025-10-24T15:58:00Z,11.87,91.00
2025-10-24T15:59:00Z,11.67,91.00
2025-10-24T16:00:00Z,11.32,90.00
2025-10-24T16:01:00Z,11.75,91.47
2025-10-24T16:02:00Z,10.95,91.39
2025-10-24T16:03:00Z,8.85,91.69
2025-10-24T16:04:00Z,8.75,92.23
2025-10-24T16:05:00Z,5.68,94.08
2025-10-24T16:06:00Z,4.48,95.53
2025-10-24T16:07:00Z,5.88,95.92
2025-10-24T16:08:00Z,7.49,95.25
2025-10-24T16:09:00Z,4.15,96.71
2025-10-24T16:10:00Z,4.24,97.09
2025-10-24T16:11:00Z,4.69,97.09
2025-10-24T16:12:00Z,4.70,97.02
2025-10-24T16:13:00Z,4.00,96.00
2025-10-24T16:14:00Z,4.01,96.00
2025-10-24T16:15:00Z,4.30,97.00
2025-10-24T16:16:00Z,3.56,96.95
2025-10-24T16:17:00Z,4.02,96.91
2025-10-24T16:18:00Z,4.00,97.00
2025-10-24T16:19:00Z,4.04,97.00
2025-10-24T16:20:00Z,4.82,96.17
2025-10-24T16:21:00Z,4.94,96.12
2025-10-24T16:22:00Z,3.69,97.00
2025-10-24T16:23:00Z,3.75,97.00
2025-10-24T16:24:00Z,3.98,95.64
2025-10-24T16:25:00Z,4.12,96.06
2025-10-24T16:26:00Z,4.96,95.00
2025-10-24T16:27:00Z,4.39,96.00
2025-10-24T16:28:00Z,4.51,96.00
2025-10-24T16:29:00Z,5.00,96.00
2025-10-24T16:30:00Z,4.08,97.00
2025-10-24T16:31:00Z,4.00,96.07
2025-10-24T16:32:00Z,3.13,97.00
2025-10-24T16:33:00Z,3.48,97.00
2025-10-24T16:34:00Z,2.50,98.46
2025-10-24T16:35:00Z,1.09,99.00
2025-10-24T16:36:00Z,1.00,99.00
2025-10-24T16:37:00Z,1.00,99.00
2025-10-24T16:38:00Z,1.00,99.00
2025-10-24T16:39:00Z,1.00,99.00
2025-10-24T16:40:00Z,1.00,99.00
2025-10-24T16:41:00Z,1.00,99.00
2025-10-24T16:42:00Z,1.00,99.00
2025-10-24T16:43:00Z,1.00,99.00
2025-10-24T16:44:00Z,1.00,99.00
2025-10-24T16:45:00Z,1.00,99.00
2025-10-24T16:46:00Z,1.00,99.00
2025-10-24T16:47:00Z,1.00,99.00
2025-10-24T16:48:00Z,1.00,99.00
2025-10-24T16:49:00Z,1.00,99.00
2025-10-24T16:50:00Z,1.00,99.00
2025-10-24T16:51:00Z,1.00,99.00
2025-10-24T16:52:00Z,1.00,99.00
2025-10-24T16:53:00Z,1.00,99.00
2025-10-24T16:54:00Z,1.00,99.00
2025-10-24T16:55:00Z,1.00,99.00
2025-10-24T16:56:00Z,1.00,99.00
2025-10-24T16:57:00Z,1.00,99.00
