# event_ticker=KXATPMATCH-25OCT17STRMOU
# final_score=6-4 7-5
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Jan-Lennard Struff
# kalshi_date=2025-10-17
timestamp,Corentin Moutet,Jan-Lennard Struff
2025-10-17T11:51:00Z,57.76,44.00
2025-10-17T11:54:00Z,58.17,43.00
2025-10-17T11:57:00Z,58.00,43.00
2025-10-17T11:59:00Z,58.00,43.00
2025-10-17T12:12:00Z,58.00,43.00
2025-10-17T12:13:00Z,58.00,43.00
2025-10-17T12:15:00Z,58.00,43.00
2025-10-17T12:25:00Z,58.00,43.00
2025-10-17T12:27:00Z,58.00,43.00
2025-10-17T12:28:00Z,58.00,43.00
2025-10-17T12:29:00Z,58.00,43.00
2025-10-17T12:32:00Z,57.00,43.00
2025-10-17T12:34:00Z,57.00,44.00
2025-10-17T12:35:00Z,57.00,43.00
2025-10-17T12:37:00Z,57.00,43.00
2025-10-17T12:46:00Z,57.00,43.00
2025-10-17T12:57:00Z,57.00,44.00
2025-10-17T13:01:00Z,57.00,44.00
2025-10-17T13:04:00Z,57.00,44.00
2025-10-17T13:05:00Z,57.00,44.00
2025-10-17T13:12:00Z,57.00,44.00
2025-10-17T13:13:00Z,57.00,44.00
2025-10-17T13:19:00Z,57.00,44.00
2025-10-17T13:21:00Z,57.00,44.00
2025-10-17T13:23:00Z,57.00,44.00
2025-10-17T13:24:00Z,57.00,44.00
2025-10-17T13:25:00Z,57.00,44.00
2025-10-17T13:26:00Z,57.00,44.00
2025-10-17T13:27:00Z,57.00,44.00
2025-10-17T13:30:00Z,57.00,44.00
2025-10-17T13:32:00Z,57.00,44.00
2025-10-17T13:34:00Z,57.00,44.00
2025-10-17T13:35:00Z,57.00,44.00
2025-10-17T13:37:00Z,58.00,44.00
2025-10-17T13:38:00Z,58.00,44.00
2025-10-17T13:39:00Z,58.00,44.00
2025-10-17T13:41:00Z,58.00,44.00
2025-10-17T13:43:00Z,57.00,44.00
2025-10-17T13:45:00Z,57.00,44.00
2025-10-17T13:46:00Z,57.00,44.82
2025-10-17T13:47:00Z,57.00,44.00
2025-10-17T13:48:00Z,57.00,44.00
2025-10-17T13:49:00Z,57.00,44.00
2025-10-17T13:50:00Z,57.00,44.00
2025-10-17T13:51:00Z,57.00,44.00
2025-10-17T13:53:00Z,56.00,44.00
2025-10-17T13:54:00Z,57.76,44.00
2025-10-17T13:55:00Z,57.00,44.21
2025-10-17T13:56:00Z,57.00,45.77
2025-10-17T13:57:00Z,57.00,45.00
2025-10-17T13:58:00Z,57.00,43.00
2025-10-17T13:59:00Z,57.00,44.41
2025-10-17T14:00:00Z,57.00,45.00
2025-10-17T14:01:00Z,56.48,45.00
2025-10-17T14:02:00Z,56.38,45.00
2025-10-17T14:03:00Z,56.93,45.05
2025-10-17T14:04:00Z,56.93,43.00
2025-10-17T14:05:00Z,56.93,44.00
2025-10-17T14:06:00Z,57.00,45.52
2025-10-17T14:07:00Z,57.00,46.00
2025-10-17T14:08:00Z,56.60,46.00
2025-10-17T14:09:00Z,56.33,46.00
2025-10-17T14:10:00Z,56.00,46.00
2025-10-17T14:11:00Z,55.78,46.47
2025-10-17T14:12:00Z,53.80,47.11
2025-10-17T14:13:00Z,53.32,49.33
2025-10-17T14:14:00Z,41.74,60.12
2025-10-17T14:15:00Z,42.40,60.44
2025-10-17T14:16:00Z,44.18,55.74
2025-10-17T14:17:00Z,50.72,49.47
2025-10-17T14:18:00Z,53.40,48.85
2025-10-17T14:19:00Z,52.54,48.85
2025-10-17T14:20:00Z,58.58,45.44
2025-10-17T14:21:00Z,63.16,35.07
2025-10-17T14:22:00Z,70.27,30.40
2025-10-17T14:23:00Z,71.55,29.52
2025-10-17T14:24:00Z,72.03,28.52
2025-10-17T14:25:00Z,69.72,32.56
2025-10-17T14:26:00Z,59.38,42.66
2025-10-17T14:27:00Z,56.97,42.73
2025-10-17T14:28:00Z,56.97,49.00
2025-10-17T14:29:00Z,53.41,46.73
2025-10-17T14:30:00Z,56.77,46.00
2025-10-17T14:31:00Z,53.26,48.03
2025-10-17T14:32:00Z,52.00,49.00
2025-10-17T14:33:00Z,53.00,49.00
2025-10-17T14:34:00Z,54.00,48.58
2025-10-17T14:35:00Z,54.66,49.00
2025-10-17T14:36:00Z,52.56,48.03
2025-10-17T14:37:00Z,53.17,46.00
2025-10-17T14:38:00Z,55.23,45.42
2025-10-17T14:39:00Z,57.32,46.71
2025-10-17T14:40:00Z,66.33,39.98
2025-10-17T14:41:00Z,73.58,28.25
2025-10-17T14:42:00Z,74.00,28.40
2025-10-17T14:43:00Z,74.04,27.41
2025-10-17T14:44:00Z,74.17,26.93
2025-10-17T14:45:00Z,73.44,29.84
2025-10-17T14:46:00Z,67.80,31.27
2025-10-17T14:47:00Z,68.36,36.83
2025-10-17T14:48:00Z,59.63,43.12
2025-10-17T14:49:00Z,53.25,46.95
2025-10-17T14:50:00Z,57.03,43.23
2025-10-17T14:51:00Z,62.41,36.72
2025-10-17T14:52:00Z,63.04,36.41
2025-10-17T14:53:00Z,68.06,32.46
2025-10-17T14:54:00Z,76.11,26.13
2025-10-17T14:55:00Z,75.74,25.77
2025-10-17T14:56:00Z,76.17,24.26
2025-10-17T14:57:00Z,80.00,21.00
2025-10-17T14:58:00Z,81.15,19.93
2025-10-17T14:59:00Z,80.07,20.02
2025-10-17T15:00:00Z,81.00,21.00
2025-10-17T15:01:00Z,81.00,21.00
2025-10-17T15:02:00Z,80.10,20.10
2025-10-17T15:03:00Z,81.49,19.67
2025-10-17T15:04:00Z,81.43,18.18
2025-10-17T15:05:00Z,77.12,23.16
2025-10-17T15:06:00Z,78.00,24.47
2025-10-17T15:07:00Z,75.58,27.35
2025-10-17T15:08:00Z,69.99,32.03
2025-10-17T15:09:00Z,68.42,33.37
2025-10-17T15:10:00Z,61.18,39.69
2025-10-17T15:11:00Z,57.19,43.74
2025-10-17T15:12:00Z,59.00,41.67
2025-10-17T15:13:00Z,59.00,40.58
2025-10-17T15:14:00Z,55.79,44.86
2025-10-17T15:15:00Z,57.54,43.23
2025-10-17T15:16:00Z,57.63,43.34
2025-10-17T15:17:00Z,55.09,47.00
2025-10-17T15:18:00Z,54.79,45.80
2025-10-17T15:19:00Z,55.50,45.30
2025-10-17T15:20:00Z,55.07,46.51
2025-10-17T15:21:00Z,55.00,44.68
2025-10-17T15:22:00Z,55.00,47.60
2025-10-17T15:23:00Z,53.95,47.22
2025-10-17T15:24:00Z,56.80,48.78
2025-10-17T15:25:00Z,57.13,42.77
2025-10-17T15:26:00Z,57.69,44.91
2025-10-17T15:27:00Z,59.00,38.10
2025-10-17T15:28:00Z,69.02,32.11
2025-10-17T15:29:00Z,72.99,27.82
2025-10-17T15:30:00Z,71.81,29.24
2025-10-17T15:31:00Z,67.99,33.42
2025-10-17T15:32:00Z,64.76,34.82
2025-10-17T15:33:00Z,65.32,32.83
2025-10-17T15:34:00Z,68.85,31.65
2025-10-17T15:35:00Z,66.41,36.26
2025-10-17T15:36:00Z,65.93,34.16
2025-10-17T15:37:00Z,74.06,25.08
2025-10-17T15:38:00Z,71.09,27.22
2025-10-17T15:39:00Z,71.09,30.77
2025-10-17T15:40:00Z,70.00,30.14
2025-10-17T15:41:00Z,70.52,33.42
2025-10-17T15:42:00Z,71.83,32.57
2025-10-17T15:43:00Z,62.17,40.23
2025-10-17T15:44:00Z,60.06,39.22
2025-10-17T15:45:00Z,64.05,36.17
2025-10-17T15:46:00Z,70.02,30.18
2025-10-17T15:47:00Z,72.42,29.45
2025-10-17T15:48:00Z,68.53,33.19
2025-10-17T15:49:00Z,68.00,33.64
2025-10-17T15:50:00Z,69.56,31.57
2025-10-17T15:51:00Z,74.65,27.78
2025-10-17T15:52:00Z,74.99,21.48
2025-10-17T15:53:00Z,84.13,17.72
2025-10-17T15:54:00Z,78.02,20.06
2025-10-17T15:55:00Z,76.05,30.09
2025-10-17T15:56:00Z,89.63,10.53
2025-10-17T15:57:00Z,95.33,4.94
2025-10-17T15:58:00Z,94.59,5.78
2025-10-17T15:59:00Z,98.69,3.02
2025-10-17T16:00:00Z,99.00,1.00
2025-10-17T16:01:00Z,99.00,1.00
