# event_ticker=KXATPCHALLENGERMATCH-26APR17BARMMO
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Michael Mmoh
# fav_player=Hynek Barton
# dog_player=Michael Mmoh
# kalshi_date=2026-04-17
timestamp,Hynek Barton,Michael Mmoh
2026-04-17T07:28:00Z,56.00,
2026-04-17T08:27:00Z,57.00,
2026-04-17T08:31:00Z,57.00,46.00
2026-04-17T08:42:00Z,57.00,46.00
2026-04-17T08:59:00Z,57.00,46.00
2026-04-17T09:06:00Z,57.00,43.00
2026-04-17T09:12:00Z,57.00,46.00
2026-04-17T10:41:00Z,57.00,47.00
2026-04-17T11:06:00Z,57.00,47.00
2026-04-17T11:28:00Z,56.00,47.00
2026-04-17T11:37:00Z,56.00,45.00
2026-04-17T11:45:00Z,56.00,47.00
2026-04-17T11:51:00Z,54.00,47.00
2026-04-17T12:29:00Z,54.00,47.00
2026-04-17T12:33:00Z,54.00,47.00
2026-04-17T12:38:00Z,54.00,47.00
2026-04-17T12:40:00Z,54.00,47.00
2026-04-17T12:44:00Z,54.00,47.00
2026-04-17T13:19:00Z,54.00,47.00
2026-04-17T13:28:00Z,54.00,47.00
2026-04-17T13:43:00Z,54.00,47.00
2026-04-17T14:00:00Z,54.00,47.00
2026-04-17T14:03:00Z,54.00,47.00
2026-04-17T14:19:00Z,54.00,47.00
2026-04-17T14:22:00Z,54.00,47.00
2026-04-17T14:26:00Z,54.00,47.00
2026-04-17T14:41:00Z,54.00,48.00
2026-04-17T14:45:00Z,54.00,47.00
2026-04-17T14:58:00Z,54.00,47.00
2026-04-17T15:16:00Z,54.00,47.00
2026-04-17T15:30:00Z,54.00,47.00
2026-04-17T15:37:00Z,54.00,47.00
2026-04-17T15:38:00Z,54.00,47.00
2026-04-17T15:41:00Z,54.00,47.00
2026-04-17T15:49:00Z,54.00,47.00
2026-04-17T15:56:00Z,54.00,47.00
2026-04-17T16:01:00Z,54.00,47.00
2026-04-17T16:04:00Z,54.00,47.00
2026-04-17T16:05:00Z,54.00,47.00
2026-04-17T16:07:00Z,54.00,48.00
2026-04-17T16:28:00Z,54.00,48.00
2026-04-17T16:31:00Z,54.00,48.00
2026-04-17T16:32:00Z,54.00,48.00
2026-04-17T16:34:00Z,53.25,48.00
2026-04-17T16:42:00Z,53.25,46.09
2026-04-17T16:44:00Z,55.00,46.09
2026-04-17T16:45:00Z,55.00,47.00
2026-04-17T16:48:00Z,55.00,47.00
2026-04-17T16:49:00Z,55.00,47.00
2026-04-17T16:51:00Z,55.00,47.00
2026-04-17T16:55:00Z,55.00,46.00
2026-04-17T16:56:00Z,55.00,46.00
2026-04-17T16:57:00Z,55.00,46.00
2026-04-17T17:00:00Z,55.00,46.00
2026-04-17T17:02:00Z,56.00,46.00
2026-04-17T17:03:00Z,56.00,46.00
2026-04-17T17:04:00Z,56.00,46.00
2026-04-17T17:05:00Z,56.00,46.00
2026-04-17T17:06:00Z,56.00,46.00
2026-04-17T17:07:00Z,56.00,46.00
2026-04-17T17:10:00Z,56.00,46.00
2026-04-17T17:11:00Z,56.00,46.00
2026-04-17T17:12:00Z,56.00,46.14
2026-04-17T17:13:00Z,56.00,46.14
2026-04-17T17:16:00Z,56.00,46.63
2026-04-17T17:18:00Z,56.86,46.63
2026-04-17T17:19:00Z,56.86,46.13
2026-04-17T17:21:00Z,56.86,47.00
2026-04-17T17:23:00Z,56.00,47.00
2026-04-17T17:28:00Z,56.00,46.94
2026-04-17T17:30:00Z,55.97,47.00
2026-04-17T17:31:00Z,55.00,47.00
2026-04-17T17:35:00Z,55.00,47.00
2026-04-17T17:37:00Z,56.00,46.94
2026-04-17T17:40:00Z,56.00,46.96
2026-04-17T17:43:00Z,55.95,46.50
2026-04-17T17:44:00Z,55.00,46.50
2026-04-17T17:45:00Z,55.00,46.47
2026-04-17T17:47:00Z,56.00,46.47
2026-04-17T17:49:00Z,56.00,46.47
2026-04-17T17:50:00Z,56.00,46.36
2026-04-17T17:51:00Z,56.00,47.00
2026-04-17T17:53:00Z,56.00,47.00
2026-04-17T17:54:00Z,56.00,47.00
2026-04-17T17:55:00Z,56.00,47.00
2026-04-17T17:56:00Z,56.00,47.00
2026-04-17T17:58:00Z,56.00,47.00
2026-04-17T17:59:00Z,55.98,47.00
2026-04-17T18:00:00Z,55.98,47.00
2026-04-17T18:01:00Z,55.98,47.00
2026-04-17T18:02:00Z,55.98,47.00
2026-04-17T18:03:00Z,55.98,47.00
2026-04-17T18:04:00Z,55.98,47.00
2026-04-17T18:05:00Z,55.81,47.00
2026-04-17T18:06:00Z,55.74,47.00
2026-04-17T18:07:00Z,55.00,47.00
2026-04-17T18:08:00Z,55.00,47.00
2026-04-17T18:09:00Z,55.00,47.00
2026-04-17T18:10:00Z,53.84,47.00
2026-04-17T18:11:00Z,53.84,47.00
2026-04-17T18:13:00Z,53.84,47.00
2026-04-17T18:15:00Z,55.71,47.00
2026-04-17T18:16:00Z,55.87,47.00
2026-04-17T18:17:00Z,55.87,47.00
2026-04-17T18:18:00Z,55.87,47.00
2026-04-17T18:20:00Z,56.00,47.00
2026-04-17T18:21:00Z,56.00,47.00
2026-04-17T18:23:00Z,56.00,47.00
2026-04-17T18:25:00Z,56.00,47.00
2026-04-17T18:26:00Z,54.00,46.00
2026-04-17T18:27:00Z,54.74,46.00
2026-04-17T18:33:00Z,54.74,47.00
2026-04-17T18:34:00Z,56.00,47.00
2026-04-17T18:35:00Z,56.00,47.00
2026-04-17T18:36:00Z,56.00,47.00
2026-04-17T18:37:00Z,56.00,47.00
2026-04-17T18:38:00Z,55.85,47.00
2026-04-17T18:39:00Z,56.00,46.86
2026-04-17T18:40:00Z,56.00,47.00
2026-04-17T18:41:00Z,56.00,46.87
2026-04-17T18:43:00Z,56.00,47.00
