# event_ticker=KXATPMATCH-25OCT05VACMAC
# final_score=6-0 3-1 RET
# match_winner=Valentin Vacherot
# fav_player=Tomas Machac
# dog_player=Valentin Vacherot
# kalshi_date=2025-10-05
timestamp,Tomas Machac,Valentin Vacherot
2025-10-05T04:09:00Z,72.00,
2025-10-05T04:18:00Z,72.00,
2025-10-05T04:20:00Z,72.00,
2025-10-05T04:21:00Z,72.00,29.00
2025-10-05T04:27:00Z,72.00,29.00
2025-10-05T04:28:00Z,72.00,28.00
2025-10-05T04:32:00Z,72.00,28.00
2025-10-05T04:34:00Z,72.00,28.00
2025-10-05T04:37:00Z,71.00,28.00
2025-10-05T04:50:00Z,72.00,28.00
2025-10-05T04:56:00Z,72.00,28.00
2025-10-05T05:02:00Z,72.00,28.00
2025-10-05T05:06:00Z,72.00,29.00
2025-10-05T05:08:00Z,72.00,29.00
2025-10-05T05:09:00Z,72.00,29.00
2025-10-05T05:14:00Z,72.00,29.00
2025-10-05T05:15:00Z,72.00,29.00
2025-10-05T05:18:00Z,72.00,29.00
2025-10-05T05:20:00Z,72.00,29.00
2025-10-05T05:29:00Z,72.00,29.00
2025-10-05T05:30:00Z,72.00,29.00
2025-10-05T05:31:00Z,72.00,28.00
2025-10-05T05:34:00Z,72.00,29.00
2025-10-05T05:38:00Z,72.00,29.70
2025-10-05T05:42:00Z,72.00,30.00
2025-10-05T05:44:00Z,72.00,30.00
2025-10-05T05:47:00Z,72.00,30.00
2025-10-05T05:50:00Z,72.00,30.00
2025-10-05T05:51:00Z,72.00,30.00
2025-10-05T05:52:00Z,72.00,30.00
2025-10-05T05:59:00Z,72.00,30.00
2025-10-05T06:01:00Z,72.00,30.00
2025-10-05T06:02:00Z,72.00,30.00
2025-10-05T06:03:00Z,72.00,30.00
2025-10-05T06:09:00Z,72.00,30.00
2025-10-05T06:11:00Z,72.00,30.00
2025-10-05T06:13:00Z,72.00,30.00
2025-10-05T06:22:00Z,72.00,30.00
2025-10-05T06:23:00Z,72.00,30.00
2025-10-05T06:24:00Z,72.00,30.00
2025-10-05T06:26:00Z,72.00,29.06
2025-10-05T06:35:00Z,71.00,29.06
2025-10-05T06:36:00Z,71.00,30.00
2025-10-05T06:37:00Z,71.00,30.00
2025-10-05T06:38:00Z,71.00,30.00
2025-10-05T06:44:00Z,71.00,30.00
2025-10-05T06:47:00Z,71.00,30.00
2025-10-05T06:51:00Z,71.53,30.00
2025-10-05T06:55:00Z,71.53,30.00
2025-10-05T07:02:00Z,71.47,30.00
2025-10-05T07:07:00Z,71.93,30.00
2025-10-05T07:08:00Z,72.00,30.00
2025-10-05T07:10:00Z,72.00,30.00
2025-10-05T07:11:00Z,72.00,30.00
2025-10-05T07:12:00Z,70.00,30.00
2025-10-05T07:22:00Z,71.00,30.00
2025-10-05T07:28:00Z,71.00,30.00
2025-10-05T07:30:00Z,71.00,30.00
2025-10-05T07:32:00Z,71.00,30.00
2025-10-05T07:43:00Z,71.00,30.00
2025-10-05T07:44:00Z,71.00,30.00
2025-10-05T07:47:00Z,71.00,30.00
2025-10-05T07:51:00Z,71.00,30.00
2025-10-05T08:05:00Z,71.00,30.00
2025-10-05T08:06:00Z,71.00,30.00
2025-10-05T08:07:00Z,71.00,30.00
2025-10-05T08:11:00Z,71.00,30.00
2025-10-05T08:12:00Z,71.00,30.00
2025-10-05T08:16:00Z,71.00,29.00
2025-10-05T08:18:00Z,71.00,29.00
2025-10-05T08:20:00Z,71.00,30.00
2025-10-05T08:23:00Z,71.00,30.00
2025-10-05T08:24:00Z,71.00,30.00
2025-10-05T08:26:00Z,71.00,30.00
2025-10-05T08:29:00Z,71.00,30.00
2025-10-05T08:30:00Z,70.00,30.00
2025-10-05T08:33:00Z,70.00,29.00
2025-10-05T08:34:00Z,71.00,29.00
2025-10-05T08:38:00Z,71.00,29.00
2025-10-05T08:40:00Z,71.00,30.00
2025-10-05T08:44:00Z,71.00,28.14
2025-10-05T08:47:00Z,72.00,28.14
2025-10-05T08:51:00Z,73.00,28.14
2025-10-05T08:53:00Z,73.00,28.00
2025-10-05T08:54:00Z,73.00,28.00
2025-10-05T08:57:00Z,73.00,28.00
2025-10-05T09:03:00Z,73.00,28.00
2025-10-05T09:05:00Z,73.00,28.00
2025-10-05T09:11:00Z,73.00,28.96
2025-10-05T09:16:00Z,73.00,29.00
2025-10-05T09:17:00Z,73.00,29.00
2025-10-05T09:19:00Z,73.00,29.00
2025-10-05T09:22:00Z,73.00,29.00
2025-10-05T09:25:00Z,73.00,29.00
2025-10-05T09:26:00Z,73.00,29.00
2025-10-05T09:38:00Z,73.00,29.00
2025-10-05T09:39:00Z,71.00,29.00
2025-10-05T09:42:00Z,73.00,29.00
2025-10-05T09:46:00Z,73.00,29.00
2025-10-05T09:47:00Z,73.00,29.00
2025-10-05T09:49:00Z,73.00,29.00
2025-10-05T09:53:00Z,72.00,29.00
2025-10-05T09:54:00Z,72.00,29.00
2025-10-05T09:56:00Z,72.00,29.00
2025-10-05T09:59:00Z,72.00,29.00
2025-10-05T10:01:00Z,72.00,29.00
2025-10-05T10:04:00Z,73.00,29.00
2025-10-05T10:05:00Z,73.00,29.00
2025-10-05T10:13:00Z,73.00,29.00
2025-10-05T10:18:00Z,73.00,29.00
2025-10-05T10:21:00Z,73.00,28.00
2025-10-05T10:23:00Z,73.00,28.97
2025-10-05T10:33:00Z,73.00,28.97
2025-10-05T10:37:00Z,73.00,28.97
2025-10-05T10:42:00Z,73.00,28.97
2025-10-05T10:50:00Z,73.00,30.00
2025-10-05T11:10:00Z,73.00,30.00
2025-10-05T11:15:00Z,73.00,29.97
2025-10-05T11:20:00Z,73.00,30.00
2025-10-05T11:22:00Z,73.00,30.00
2025-10-05T11:23:00Z,73.00,30.00
2025-10-05T11:24:00Z,73.00,30.00
