# event_ticker=KXATPMATCH-25AUG12POPRUB
# final_score=6-7(5) 7-6(5) 7-5
# score_resolution=7-6 6-7 5-7
# match_winner=Andrey Rublev
# fav_player=Alexei Popyrin
# dog_player=Andrey Rublev
# kalshi_date=2025-08-12
timestamp,Alexei Popyrin,Andrey Rublev
2025-08-12T05:36:00Z,41.91,
2025-08-12T05:38:00Z,41.91,
2025-08-12T05:50:00Z,42.99,
2025-08-12T05:51:00Z,42.99,
2025-08-12T06:07:00Z,41.00,
2025-08-12T06:10:00Z,41.00,66.00
2025-08-12T06:14:00Z,41.00,66.00
2025-08-12T06:22:00Z,41.00,66.00
2025-08-12T06:23:00Z,41.00,65.95
2025-08-12T06:36:00Z,41.00,65.00
2025-08-12T06:44:00Z,41.26,62.00
2025-08-12T06:48:00Z,42.63,62.00
2025-08-12T07:06:00Z,42.63,63.00
2025-08-12T07:08:00Z,42.63,63.00
2025-08-12T07:17:00Z,42.63,63.00
2025-08-12T07:37:00Z,42.63,63.00
2025-08-12T07:42:00Z,42.63,63.00
2025-08-12T08:02:00Z,40.96,63.00
2025-08-12T08:32:00Z,40.96,63.00
2025-08-12T08:54:00Z,38.00,63.00
2025-08-12T09:06:00Z,38.00,63.00
2025-08-12T09:29:00Z,38.00,63.00
2025-08-12T09:35:00Z,38.00,63.00
2025-08-12T09:37:00Z,39.00,63.00
2025-08-12T09:40:00Z,39.00,63.00
2025-08-12T09:52:00Z,39.00,63.00
2025-08-12T09:55:00Z,40.56,63.00
2025-08-12T10:02:00Z,41.86,63.00
2025-08-12T10:04:00Z,41.86,63.00
2025-08-12T10:07:00Z,41.86,63.00
2025-08-12T10:15:00Z,39.00,63.00
2025-08-12T10:23:00Z,39.81,63.00
2025-08-12T10:25:00Z,40.00,63.00
2025-08-12T10:53:00Z,40.00,63.00
2025-08-12T11:00:00Z,40.00,63.00
2025-08-12T11:04:00Z,40.00,63.00
2025-08-12T11:06:00Z,40.00,62.00
2025-08-12T11:16:00Z,40.00,62.00
2025-08-12T11:24:00Z,39.00,62.00
2025-08-12T11:27:00Z,39.00,62.00
2025-08-12T11:43:00Z,39.00,62.00
2025-08-12T11:45:00Z,39.00,63.00
2025-08-12T11:47:00Z,39.00,63.00
2025-08-12T11:49:00Z,38.00,63.00
2025-08-12T11:50:00Z,38.00,63.00
2025-08-12T11:51:00Z,38.00,63.59
2025-08-12T11:52:00Z,38.00,62.00
2025-08-12T11:54:00Z,39.00,62.00
2025-08-12T12:03:00Z,39.00,62.00
2025-08-12T12:07:00Z,39.00,62.00
2025-08-12T12:08:00Z,39.00,62.00
2025-08-12T12:18:00Z,39.00,62.00
2025-08-12T12:20:00Z,39.00,62.00
2025-08-12T12:28:00Z,39.00,62.00
2025-08-12T12:38:00Z,39.00,62.00
2025-08-12T12:39:00Z,39.00,62.00
2025-08-12T12:42:00Z,39.00,62.00
2025-08-12T12:45:00Z,39.00,62.00
2025-08-12T12:52:00Z,39.00,62.00
