# event_ticker=KXATPMATCH-25OCT28DAVROY
# final_score=4-6 6-1 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Valentin Royer
# kalshi_date=2025-10-28
timestamp,Alejandro Davidovich Fokina,Valentin Royer
2025-10-28T03:38:00Z,66.00,
2025-10-28T03:44:00Z,66.00,
2025-10-28T04:21:00Z,66.00,35.00
2025-10-28T04:49:00Z,66.00,35.00
2025-10-28T04:51:00Z,66.00,35.00
2025-10-28T05:13:00Z,65.00,35.00
2025-10-28T05:32:00Z,66.00,35.00
2025-10-28T05:40:00Z,66.00,35.00
2025-10-28T05:47:00Z,66.00,35.00
2025-10-28T05:51:00Z,66.00,35.00
2025-10-28T06:20:00Z,66.00,35.00
2025-10-28T06:51:00Z,66.00,35.00
2025-10-28T07:07:00Z,66.00,35.00
2025-10-28T07:09:00Z,66.00,35.00
2025-10-28T07:19:00Z,66.00,35.00
2025-10-28T07:34:00Z,66.00,35.00
2025-10-28T08:14:00Z,66.00,35.00
2025-10-28T08:26:00Z,66.00,35.00
2025-10-28T08:36:00Z,66.00,35.00
2025-10-28T08:55:00Z,66.00,35.00
2025-10-28T09:11:00Z,66.00,35.00
2025-10-28T09:22:00Z,66.00,35.00
2025-10-28T09:26:00Z,66.00,35.00
2025-10-28T09:39:00Z,66.00,35.00
2025-10-28T09:49:00Z,66.00,35.00
2025-10-28T10:06:00Z,66.00,35.00
2025-10-28T10:41:00Z,66.00,35.00
2025-10-28T10:56:00Z,66.00,35.00
2025-10-28T10:57:00Z,66.00,35.00
2025-10-28T11:06:00Z,66.00,36.00
2025-10-28T11:09:00Z,66.00,36.00
2025-10-28T11:13:00Z,66.00,36.00
2025-10-28T11:18:00Z,66.00,36.00
2025-10-28T11:26:00Z,66.00,36.00
2025-10-28T11:28:00Z,66.00,36.00
2025-10-28T11:37:00Z,65.00,36.00
2025-10-28T11:44:00Z,66.00,36.00
2025-10-28T12:12:00Z,66.00,36.00
2025-10-28T12:21:00Z,66.25,36.00
2025-10-28T12:28:00Z,66.00,36.00
2025-10-28T12:33:00Z,66.00,36.00
2025-10-28T12:34:00Z,66.00,36.00
2025-10-28T12:39:00Z,66.00,36.00
2025-10-28T12:40:00Z,66.00,36.00
2025-10-28T12:41:00Z,66.00,36.00
2025-10-28T12:49:00Z,66.00,36.00
2025-10-28T12:57:00Z,66.00,36.00
2025-10-28T12:58:00Z,66.00,36.00
2025-10-28T12:59:00Z,66.00,36.00
2025-10-28T13:01:00Z,66.00,36.00
2025-10-28T13:02:00Z,66.00,36.00
2025-10-28T13:04:00Z,66.00,36.00
2025-10-28T13:06:00Z,66.00,35.00
2025-10-28T13:09:00Z,66.00,36.00
2025-10-28T13:10:00Z,66.00,36.00
2025-10-28T13:14:00Z,66.00,36.00
2025-10-28T13:15:00Z,66.00,36.00
2025-10-28T13:16:00Z,66.00,36.00
2025-10-28T13:17:00Z,66.00,36.00
2025-10-28T13:18:00Z,66.00,36.00
2025-10-28T13:19:00Z,66.00,36.00
2025-10-28T13:20:00Z,66.00,36.00
2025-10-28T13:22:00Z,66.00,36.00
2025-10-28T13:26:00Z,66.00,36.00
2025-10-28T13:27:00Z,66.00,36.00
2025-10-28T13:28:00Z,66.00,36.00
2025-10-28T13:29:00Z,66.00,36.00
2025-10-28T13:31:00Z,66.00,36.00
2025-10-28T13:32:00Z,66.00,36.00
2025-10-28T13:33:00Z,66.00,36.00
2025-10-28T13:34:00Z,66.00,36.00
2025-10-28T13:37:00Z,66.00,36.00
2025-10-28T13:38:00Z,67.00,36.00
2025-10-28T13:39:00Z,67.00,36.00
2025-10-28T13:40:00Z,67.00,36.00
2025-10-28T13:41:00Z,67.00,36.00
2025-10-28T13:42:00Z,67.00,36.00
2025-10-28T13:43:00Z,67.00,36.00
2025-10-28T13:44:00Z,67.00,36.00
2025-10-28T13:46:00Z,67.00,36.00
2025-10-28T13:48:00Z,68.00,36.00
2025-10-28T13:51:00Z,68.00,36.00
2025-10-28T13:52:00Z,68.00,36.00
2025-10-28T13:53:00Z,68.00,36.00
2025-10-28T13:54:00Z,68.00,36.00
2025-10-28T13:55:00Z,68.00,35.00
2025-10-28T13:56:00Z,68.00,35.00
2025-10-28T13:57:00Z,68.00,35.00
2025-10-28T13:58:00Z,68.00,36.00
2025-10-28T13:59:00Z,68.00,36.00
2025-10-28T14:00:00Z,68.00,36.00
2025-10-28T14:01:00Z,67.81,35.00
2025-10-28T14:03:00Z,68.00,35.00
2025-10-28T14:04:00Z,68.00,36.00
2025-10-28T14:07:00Z,68.00,36.00
2025-10-28T14:08:00Z,68.00,36.00
2025-10-28T14:09:00Z,68.00,36.00
2025-10-28T14:12:00Z,68.00,34.58
2025-10-28T14:13:00Z,68.02,33.05
2025-10-28T14:14:00Z,69.00,33.05
2025-10-28T14:15:00Z,69.00,34.00
2025-10-28T14:16:00Z,69.00,33.00
2025-10-28T14:17:00Z,69.00,34.00
2025-10-28T14:18:00Z,69.00,34.00
2025-10-28T14:19:00Z,69.00,34.00
2025-10-28T14:20:00Z,69.00,34.00
2025-10-28T14:21:00Z,69.00,34.00
2025-10-28T14:22:00Z,69.00,34.00
2025-10-28T14:23:00Z,69.00,34.00
2025-10-28T14:24:00Z,69.00,34.00
2025-10-28T14:25:00Z,69.00,34.00
2025-10-28T14:26:00Z,69.00,34.00
2025-10-28T14:28:00Z,69.00,34.00
2025-10-28T14:29:00Z,69.00,34.00
2025-10-28T14:30:00Z,69.00,34.00
2025-10-28T14:31:00Z,69.00,34.00
2025-10-28T14:32:00Z,69.00,34.00
2025-10-28T14:33:00Z,69.00,34.00
2025-10-28T14:34:00Z,69.00,34.00
2025-10-28T14:36:00Z,69.00,34.00
2025-10-28T14:37:00Z,69.00,34.00
2025-10-28T14:38:00Z,68.97,34.00
2025-10-28T14:39:00Z,68.97,34.00
2025-10-28T14:40:00Z,69.00,34.00
2025-10-28T14:41:00Z,69.00,34.00
2025-10-28T14:42:00Z,69.00,34.00
2025-10-28T14:43:00Z,68.75,34.00
2025-10-28T14:44:00Z,68.61,34.00
2025-10-28T14:45:00Z,68.99,34.00
2025-10-28T14:46:00Z,69.00,34.00
2025-10-28T14:47:00Z,69.00,34.00
2025-10-28T14:48:00Z,69.00,34.00
2025-10-28T14:49:00Z,69.00,34.00
2025-10-28T14:50:00Z,69.00,34.00
2025-10-28T14:51:00Z,69.00,34.00
2025-10-28T14:52:00Z,69.00,34.00
2025-10-28T14:53:00Z,69.00,34.00
2025-10-28T14:54:00Z,69.00,33.18
2025-10-28T14:55:00Z,69.00,34.00
2025-10-28T14:56:00Z,69.00,34.00
2025-10-28T14:57:00Z,69.00,34.00
2025-10-28T14:58:00Z,69.00,34.00
2025-10-28T14:59:00Z,69.00,34.00
2025-10-28T15:00:00Z,69.00,34.00
2025-10-28T15:01:00Z,69.00,34.00
2025-10-28T15:02:00Z,69.00,34.00
2025-10-28T15:03:00Z,69.00,34.00
2025-10-28T15:04:00Z,69.00,34.00
2025-10-28T15:05:00Z,69.00,34.00
2025-10-28T15:06:00Z,68.89,34.00
2025-10-28T15:07:00Z,69.65,33.00
2025-10-28T15:08:00Z,69.27,33.00
2025-10-28T15:09:00Z,69.16,33.00
2025-10-28T15:10:00Z,69.45,33.00
2025-10-28T15:11:00Z,70.00,33.09
2025-10-28T15:12:00Z,70.34,33.00
2025-10-28T15:13:00Z,71.00,32.45
2025-10-28T15:14:00Z,70.88,32.98
2025-10-28T15:15:00Z,67.95,35.02
2025-10-28T15:16:00Z,69.85,33.77
2025-10-28T15:17:00Z,71.52,30.18
2025-10-28T15:18:00Z,73.70,27.00
2025-10-28T15:19:00Z,73.80,27.08
2025-10-28T15:20:00Z,72.39,28.82
2025-10-28T15:21:00Z,72.88,28.03
2025-10-28T15:22:00Z,71.01,31.38
2025-10-28T15:23:00Z,71.38,31.47
2025-10-28T15:24:00Z,73.59,26.71
2025-10-28T15:25:00Z,74.13,26.73
2025-10-28T15:26:00Z,74.97,25.24
2025-10-28T15:27:00Z,76.51,24.26
2025-10-28T15:28:00Z,75.58,25.33
2025-10-28T15:29:00Z,74.54,27.05
2025-10-28T15:30:00Z,73.80,27.18
2025-10-28T15:31:00Z,74.92,25.23
2025-10-28T15:32:00Z,72.02,28.08
2025-10-28T15:33:00Z,69.57,34.71
2025-10-28T15:34:00Z,69.75,30.62
2025-10-28T15:35:00Z,73.00,28.00
2025-10-28T15:36:00Z,73.00,28.36
2025-10-28T15:37:00Z,73.11,25.07
2025-10-28T15:38:00Z,72.94,27.05
2025-10-28T15:39:00Z,70.99,30.04
2025-10-28T15:40:00Z,66.62,35.53
2025-10-28T15:41:00Z,63.03,39.80
2025-10-28T15:42:00Z,55.74,44.48
2025-10-28T15:43:00Z,52.45,48.65
2025-10-28T15:44:00Z,46.11,54.79
2025-10-28T15:45:00Z,42.72,58.44
2025-10-28T15:46:00Z,34.83,60.16
2025-10-28T15:47:00Z,39.44,61.09
2025-10-28T15:48:00Z,44.59,54.44
