# event_ticker=KXATPMATCH-26MAR18ROYTIR
# final_score=7-5 6-7(9) 7-6(5)
# score_resolution=7-5 6-7 7-6
# match_winner=Thiago Agustin Tirante
# fav_player=Thiago Agustin Tirante
# dog_player=Valentin Royer
# kalshi_date=2026-03-18
timestamp,Thiago Agustin Tirante,Valentin Royer
2026-03-20T06:14:00Z,,55.00
2026-03-20T06:19:00Z,,55.00
2026-03-20T06:29:00Z,,55.00
2026-03-20T06:30:00Z,47.00,55.00
2026-03-20T06:46:00Z,47.00,55.00
2026-03-20T06:51:00Z,47.00,55.00
2026-03-20T06:55:00Z,47.00,55.00
2026-03-20T07:01:00Z,47.00,55.00
2026-03-20T07:05:00Z,47.00,55.00
2026-03-20T07:31:00Z,47.00,55.00
2026-03-20T07:34:00Z,47.00,55.00
2026-03-20T07:35:00Z,47.00,55.00
2026-03-20T07:42:00Z,47.00,55.00
2026-03-20T07:51:00Z,47.00,55.00
2026-03-20T07:52:00Z,47.00,55.00
2026-03-20T07:54:00Z,47.00,55.00
2026-03-20T07:55:00Z,47.00,55.00
2026-03-20T07:57:00Z,47.00,55.00
2026-03-20T08:00:00Z,47.00,55.00
2026-03-20T08:03:00Z,47.00,55.00
2026-03-20T08:24:00Z,47.00,55.00
2026-03-20T08:25:00Z,47.00,55.00
2026-03-20T08:28:00Z,47.00,55.00
2026-03-20T08:31:00Z,47.00,54.00
2026-03-20T08:38:00Z,47.00,54.00
2026-03-20T08:47:00Z,47.00,54.00
2026-03-20T08:52:00Z,47.00,54.00
2026-03-20T08:55:00Z,47.00,54.00
2026-03-20T08:57:00Z,47.00,54.00
2026-03-20T09:01:00Z,47.00,54.00
2026-03-20T09:11:00Z,47.00,55.00
2026-03-20T09:12:00Z,47.00,55.00
2026-03-20T09:13:00Z,47.00,55.00
2026-03-20T09:26:00Z,47.00,55.00
2026-03-20T09:31:00Z,47.00,54.00
2026-03-20T09:53:00Z,47.00,54.00
2026-03-20T09:59:00Z,47.00,53.36
2026-03-20T10:04:00Z,47.00,53.36
2026-03-20T10:05:00Z,47.00,53.36
2026-03-20T10:27:00Z,47.00,54.00
2026-03-20T10:37:00Z,47.00,54.00
2026-03-20T10:47:00Z,47.00,54.00
2026-03-20T10:49:00Z,47.00,54.00
2026-03-20T11:03:00Z,47.00,54.00
2026-03-20T11:07:00Z,47.00,54.00
2026-03-20T11:09:00Z,47.00,54.00
2026-03-20T11:12:00Z,47.00,55.00
2026-03-20T11:13:00Z,47.00,55.00
2026-03-20T11:16:00Z,46.00,55.00
2026-03-20T11:30:00Z,47.00,54.00
2026-03-20T11:31:00Z,48.00,55.00
2026-03-20T11:32:00Z,48.00,55.00
2026-03-20T11:41:00Z,48.00,54.00
2026-03-20T11:46:00Z,48.00,54.00
2026-03-20T11:49:00Z,48.00,54.00
2026-03-20T11:52:00Z,48.00,54.00
2026-03-20T11:55:00Z,48.00,54.00
2026-03-20T11:57:00Z,48.00,54.00
2026-03-20T12:05:00Z,48.00,54.00
2026-03-20T12:07:00Z,48.00,54.00
2026-03-20T12:10:00Z,48.00,55.00
2026-03-20T12:14:00Z,48.00,52.95
2026-03-20T12:17:00Z,48.00,55.00
2026-03-20T12:18:00Z,48.00,55.00
2026-03-20T12:25:00Z,48.00,55.00
2026-03-20T12:27:00Z,48.00,55.00
2026-03-20T12:29:00Z,48.00,55.00
2026-03-20T12:35:00Z,48.00,55.00
2026-03-20T12:37:00Z,48.00,55.00
2026-03-20T12:40:00Z,48.00,54.00
2026-03-20T12:41:00Z,48.00,54.00
2026-03-20T12:42:00Z,48.00,54.00
2026-03-20T12:46:00Z,48.00,54.00
2026-03-20T12:47:00Z,48.00,54.00
2026-03-20T12:48:00Z,48.00,54.00
2026-03-20T12:49:00Z,48.00,54.00
2026-03-20T12:50:00Z,48.00,54.00
2026-03-20T12:52:00Z,48.00,54.00
2026-03-20T12:54:00Z,48.00,54.00
2026-03-20T12:55:00Z,48.00,54.00
2026-03-20T12:57:00Z,48.00,54.00
2026-03-20T12:59:00Z,48.00,54.00
2026-03-20T13:00:00Z,48.00,54.00
2026-03-20T13:01:00Z,48.00,54.00
2026-03-20T13:06:00Z,48.00,54.00
2026-03-20T13:07:00Z,48.00,54.00
2026-03-20T13:09:00Z,47.18,54.00
2026-03-20T13:15:00Z,48.00,54.00
2026-03-20T13:17:00Z,48.00,53.19
2026-03-20T13:20:00Z,48.00,53.19
2026-03-20T13:22:00Z,48.00,54.00
2026-03-20T13:23:00Z,48.00,54.00
2026-03-20T13:24:00Z,48.00,54.00
2026-03-20T13:25:00Z,48.00,54.00
2026-03-20T13:26:00Z,48.00,54.00
2026-03-20T13:27:00Z,48.00,54.00
2026-03-20T13:28:00Z,48.00,54.00
2026-03-20T13:29:00Z,48.71,54.00
2026-03-20T13:30:00Z,49.00,54.00
2026-03-20T13:31:00Z,49.00,54.00
2026-03-20T13:32:00Z,49.00,54.00
2026-03-20T13:33:00Z,49.00,54.00
2026-03-20T13:34:00Z,49.00,54.00
2026-03-20T13:35:00Z,49.00,54.00
2026-03-20T13:36:00Z,49.00,54.00
2026-03-20T13:37:00Z,49.00,54.00
2026-03-20T13:38:00Z,49.00,54.00
2026-03-20T13:39:00Z,49.00,54.00
2026-03-20T13:40:00Z,47.10,54.00
2026-03-20T13:41:00Z,49.00,54.00
2026-03-20T13:42:00Z,49.00,54.00
2026-03-20T13:43:00Z,49.00,54.00
2026-03-20T13:44:00Z,49.00,54.00
2026-03-20T13:45:00Z,49.00,54.00
2026-03-20T13:46:00Z,48.51,54.00
2026-03-20T13:47:00Z,48.75,54.00
2026-03-20T13:48:00Z,48.90,54.00
2026-03-20T13:49:00Z,48.01,54.00
2026-03-20T13:50:00Z,49.00,54.00
2026-03-20T13:51:00Z,49.00,54.00
2026-03-20T13:53:00Z,48.00,54.00
2026-03-20T13:56:00Z,47.97,54.00
2026-03-20T13:57:00Z,48.00,54.00
2026-03-20T13:58:00Z,48.00,54.00
2026-03-20T13:59:00Z,48.00,54.00
2026-03-20T14:00:00Z,48.00,53.99
2026-03-20T14:01:00Z,48.73,54.00
2026-03-20T14:02:00Z,48.73,54.00
2026-03-20T14:03:00Z,49.00,54.00
2026-03-20T14:04:00Z,49.00,53.00
2026-03-20T14:05:00Z,49.09,54.00
2026-03-20T14:06:00Z,49.00,53.18
2026-03-20T14:07:00Z,49.00,54.00
2026-03-20T14:08:00Z,49.00,54.00
2026-03-20T14:09:00Z,49.00,53.36
2026-03-20T14:10:00Z,50.00,54.00
2026-03-20T14:11:00Z,49.00,54.00
2026-03-20T14:12:00Z,49.00,52.23
2026-03-20T14:13:00Z,50.00,52.23
