# event_ticker=KXATPCHALLENGERMATCH-26MAR24OETROM
# final_score=6-3 7-6(4)
# score_resolution=3-6 6-7
# match_winner=Filippo Romano
# fav_player=Adrian Oetzbach
# dog_player=Filippo Romano
# kalshi_date=2026-03-24
timestamp,Adrian Oetzbach,Filippo Romano
2026-03-24T00:32:00Z,,78.00
2026-03-24T00:44:00Z,23.00,78.00
2026-03-24T02:48:00Z,23.00,79.00
2026-03-24T02:59:00Z,23.00,78.00
2026-03-24T03:49:00Z,23.00,78.00
2026-03-24T04:56:00Z,23.00,78.00
2026-03-24T04:57:00Z,23.00,79.00
2026-03-24T05:11:00Z,22.00,79.00
2026-03-24T05:21:00Z,22.00,79.00
2026-03-24T05:25:00Z,22.00,79.00
2026-03-24T05:38:00Z,21.00,79.00
2026-03-24T06:18:00Z,22.00,79.00
2026-03-24T06:52:00Z,22.00,79.00
2026-03-24T07:02:00Z,22.00,79.00
2026-03-24T07:21:00Z,22.00,79.00
2026-03-24T08:21:00Z,22.00,79.00
2026-03-24T08:27:00Z,22.00,79.00
2026-03-24T08:29:00Z,21.00,79.00
2026-03-24T10:05:00Z,21.00,80.00
2026-03-24T10:39:00Z,23.00,80.00
2026-03-24T10:41:00Z,23.00,78.00
2026-03-24T10:42:00Z,20.00,78.65
2026-03-24T10:43:00Z,19.00,83.00
2026-03-24T10:44:00Z,19.00,80.00
2026-03-24T10:46:00Z,21.55,80.00
2026-03-24T10:50:00Z,22.87,76.00
2026-03-24T10:51:00Z,21.00,78.00
2026-03-24T10:53:00Z,18.18,78.00
2026-03-24T10:54:00Z,20.00,78.00
2026-03-24T10:55:00Z,16.00,78.00
2026-03-24T10:56:00Z,16.00,78.00
2026-03-24T10:57:00Z,17.45,78.00
2026-03-24T10:58:00Z,17.22,80.05
2026-03-24T10:59:00Z,25.88,75.00
2026-03-24T11:00:00Z,22.97,76.14
2026-03-24T11:01:00Z,19.00,76.14
2026-03-24T11:02:00Z,19.00,76.14
2026-03-24T11:03:00Z,12.85,85.68
2026-03-24T11:04:00Z,16.00,85.68
2026-03-24T11:05:00Z,18.58,85.68
2026-03-24T11:06:00Z,20.42,85.68
2026-03-24T11:07:00Z,17.92,85.68
2026-03-24T11:08:00Z,16.57,85.68
2026-03-24T11:09:00Z,9.76,89.35
2026-03-24T11:10:00Z,7.49,91.00
2026-03-24T11:11:00Z,7.81,93.00
2026-03-24T11:13:00Z,8.96,92.00
2026-03-24T11:14:00Z,8.03,91.51
2026-03-24T11:15:00Z,8.00,92.00
2026-03-24T11:16:00Z,12.00,92.00
2026-03-24T11:17:00Z,9.26,90.00
2026-03-24T11:18:00Z,10.40,91.00
2026-03-24T11:19:00Z,16.82,88.03
2026-03-24T11:20:00Z,18.06,88.03
2026-03-24T11:21:00Z,19.00,88.03
2026-03-24T11:22:00Z,16.70,83.00
2026-03-24T11:23:00Z,19.00,84.00
2026-03-24T11:24:00Z,13.46,89.00
2026-03-24T11:25:00Z,10.00,89.00
2026-03-24T11:26:00Z,10.00,89.00
2026-03-24T11:27:00Z,8.03,94.00
2026-03-24T11:28:00Z,8.00,93.96
2026-03-24T11:29:00Z,8.00,94.00
2026-03-24T11:30:00Z,8.00,94.00
2026-03-24T11:31:00Z,8.64,94.00
2026-03-24T11:32:00Z,10.27,92.00
2026-03-24T11:33:00Z,11.00,92.00
2026-03-24T11:34:00Z,11.00,90.00
2026-03-24T11:35:00Z,9.96,91.00
2026-03-24T11:36:00Z,9.00,91.00
2026-03-24T11:37:00Z,9.90,92.14
2026-03-24T11:38:00Z,8.37,91.50
2026-03-24T11:39:00Z,7.06,91.50
2026-03-24T11:40:00Z,7.25,95.00
2026-03-24T11:41:00Z,7.88,92.06
2026-03-24T11:42:00Z,8.71,92.00
2026-03-24T11:43:00Z,8.71,94.00
2026-03-24T11:44:00Z,7.00,93.83
2026-03-24T11:45:00Z,8.14,94.00
2026-03-24T11:46:00Z,6.70,94.83
2026-03-24T11:47:00Z,4.16,96.57
2026-03-24T11:48:00Z,5.39,97.00
2026-03-24T11:49:00Z,5.03,96.33
2026-03-24T11:50:00Z,4.52,95.98
2026-03-24T11:51:00Z,4.54,95.00
2026-03-24T11:52:00Z,6.10,94.00
2026-03-24T11:53:00Z,7.00,94.93
2026-03-24T11:54:00Z,7.92,93.00
2026-03-24T11:55:00Z,8.32,89.77
2026-03-24T11:56:00Z,12.00,89.00
2026-03-24T11:57:00Z,11.50,89.40
2026-03-24T11:58:00Z,12.07,90.03
2026-03-24T11:59:00Z,7.81,91.99
2026-03-24T12:00:00Z,7.73,93.00
2026-03-24T12:01:00Z,9.03,93.00
2026-03-24T12:02:00Z,8.13,90.50
2026-03-24T12:03:00Z,11.62,91.68
2026-03-24T12:04:00Z,13.87,88.00
2026-03-24T12:05:00Z,14.15,85.95
2026-03-24T12:06:00Z,14.31,86.35
2026-03-24T12:07:00Z,13.94,86.08
2026-03-24T12:08:00Z,12.15,90.00
2026-03-24T12:09:00Z,9.84,90.65
2026-03-24T12:10:00Z,12.02,88.96
2026-03-24T12:11:00Z,13.31,89.85
2026-03-24T12:12:00Z,10.01,91.24
2026-03-24T12:13:00Z,14.10,87.90
2026-03-24T12:14:00Z,15.48,85.58
2026-03-24T12:15:00Z,15.81,81.49
2026-03-24T12:16:00Z,26.26,78.60
2026-03-24T12:17:00Z,23.31,76.86
2026-03-24T12:18:00Z,18.20,83.81
2026-03-24T12:19:00Z,19.09,84.89
2026-03-24T12:20:00Z,16.19,84.00
2026-03-24T12:21:00Z,15.83,87.85
2026-03-24T12:22:00Z,15.58,87.85
2026-03-24T12:23:00Z,14.51,86.16
2026-03-24T12:24:00Z,15.23,86.00
2026-03-24T12:25:00Z,12.83,88.85
2026-03-24T12:26:00Z,13.00,89.00
2026-03-24T12:27:00Z,13.00,89.00
2026-03-24T12:28:00Z,13.00,88.87
2026-03-24T12:29:00Z,10.79,92.91
2026-03-24T12:30:00Z,8.56,89.87
2026-03-24T12:31:00Z,2.75,98.15
2026-03-24T12:32:00Z,3.37,98.00
2026-03-24T12:33:00Z,4.85,95.41
2026-03-24T12:34:00Z,7.67,94.93
2026-03-24T12:35:00Z,8.31,92.56
2026-03-24T12:36:00Z,4.25,95.09
2026-03-24T12:37:00Z,12.90,88.14
2026-03-24T12:38:00Z,10.88,88.97
2026-03-24T12:39:00Z,11.83,88.56
2026-03-24T12:40:00Z,10.53,92.44
2026-03-24T12:41:00Z,11.45,88.57
2026-03-24T12:42:00Z,16.58,83.51
2026-03-24T12:43:00Z,17.97,84.00
2026-03-24T12:44:00Z,14.57,84.47
2026-03-24T12:45:00Z,11.96,89.02
2026-03-24T12:46:00Z,13.02,87.95
2026-03-24T12:47:00Z,15.96,84.19
2026-03-24T12:48:00Z,15.51,85.95
2026-03-24T12:49:00Z,19.32,80.27
2026-03-24T12:50:00Z,16.23,86.68
2026-03-24T12:51:00Z,13.78,86.88
2026-03-24T12:52:00Z,7.12,95.46
2026-03-24T12:53:00Z,5.37,95.98
2026-03-24T12:54:00Z,3.23,96.87
2026-03-24T12:55:00Z,1.09,98.97
2026-03-24T12:56:00Z,1.09,99.00
2026-03-24T12:57:00Z,1.00,99.00
