# event_ticker=KXATPMATCH-26JAN06HALNAK
# final_score=6-2 6-4
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Quentin Halys
# kalshi_date=2026-01-06
timestamp,Brandon Nakashima,Quentin Halys
2026-01-07T16:34:00Z,68.00,
2026-01-07T17:45:00Z,69.00,
2026-01-07T18:29:00Z,68.00,
2026-01-07T18:58:00Z,68.00,32.00
2026-01-07T19:03:00Z,68.00,32.00
2026-01-07T21:32:00Z,68.00,32.00
2026-01-07T22:36:00Z,67.00,32.00
2026-01-07T23:22:00Z,67.00,32.00
2026-01-07T23:45:00Z,68.00,32.00
2026-01-07T23:47:00Z,68.00,33.00
2026-01-07T23:52:00Z,68.00,33.00
2026-01-08T00:01:00Z,68.00,33.00
2026-01-08T00:17:00Z,68.00,33.00
2026-01-08T00:21:00Z,68.00,33.00
2026-01-08T00:50:00Z,68.00,33.00
2026-01-08T00:52:00Z,68.00,33.00
2026-01-08T01:08:00Z,68.00,33.00
2026-01-08T01:16:00Z,68.00,33.00
2026-01-08T01:23:00Z,68.00,33.00
2026-01-08T01:34:00Z,67.00,33.00
2026-01-08T01:36:00Z,67.00,33.00
2026-01-08T01:46:00Z,67.00,33.00
2026-01-08T01:55:00Z,67.00,33.00
2026-01-08T02:01:00Z,67.00,33.00
2026-01-08T02:05:00Z,67.00,33.00
2026-01-08T02:19:00Z,67.00,33.00
2026-01-08T02:20:00Z,67.00,33.00
2026-01-08T02:23:00Z,67.00,33.00
2026-01-08T02:26:00Z,67.00,33.00
2026-01-08T02:30:00Z,67.00,33.00
2026-01-08T02:31:00Z,67.00,32.03
2026-01-08T02:33:00Z,67.00,32.03
2026-01-08T02:35:00Z,67.00,32.03
2026-01-08T02:38:00Z,67.00,32.03
2026-01-08T02:45:00Z,67.00,32.03
2026-01-08T02:50:00Z,67.00,33.78
2026-01-08T02:54:00Z,68.00,33.78
2026-01-08T02:55:00Z,68.00,33.78
2026-01-08T03:05:00Z,68.00,34.91
2026-01-08T03:10:00Z,68.00,35.00
2026-01-08T03:17:00Z,67.00,35.00
2026-01-08T03:18:00Z,67.00,35.00
2026-01-08T03:28:00Z,66.84,35.00
2026-01-08T03:29:00Z,66.84,35.00
2026-01-08T03:31:00Z,68.00,35.00
2026-01-08T03:39:00Z,68.00,35.00
2026-01-08T03:43:00Z,68.00,35.00
2026-01-08T03:44:00Z,68.00,35.00
2026-01-08T03:46:00Z,68.00,34.00
2026-01-08T03:47:00Z,68.00,33.00
2026-01-08T03:49:00Z,69.00,33.00
2026-01-08T03:50:00Z,69.00,33.00
2026-01-08T03:52:00Z,69.00,33.00
2026-01-08T03:54:00Z,69.00,33.00
2026-01-08T03:55:00Z,69.00,33.00
2026-01-08T03:56:00Z,70.00,32.00
2026-01-08T03:57:00Z,70.00,31.74
2026-01-08T03:58:00Z,70.00,31.74
2026-01-08T03:59:00Z,70.00,33.83
2026-01-08T04:00:00Z,70.00,31.19
2026-01-08T04:01:00Z,69.73,34.57
2026-01-08T04:02:00Z,68.00,33.34
2026-01-08T04:03:00Z,68.00,33.00
2026-01-08T04:04:00Z,70.00,32.92
2026-01-08T04:05:00Z,72.53,26.07
2026-01-08T04:06:00Z,73.06,30.00
2026-01-08T04:07:00Z,73.00,29.49
2026-01-08T04:08:00Z,79.00,18.60
2026-01-08T04:09:00Z,86.00,16.00
2026-01-08T04:10:00Z,86.00,16.00
2026-01-08T04:11:00Z,86.00,15.00
2026-01-08T04:12:00Z,86.17,15.00
2026-01-08T04:13:00Z,88.00,12.87
2026-01-08T04:14:00Z,88.83,10.00
2026-01-08T04:15:00Z,88.00,14.35
2026-01-08T04:16:00Z,87.00,15.00
2026-01-08T04:17:00Z,88.36,13.00
2026-01-08T04:18:00Z,88.36,13.89
2026-01-08T04:19:00Z,89.00,12.01
2026-01-08T04:20:00Z,88.00,13.18
2026-01-08T04:21:00Z,88.00,15.00
2026-01-08T04:22:00Z,88.00,14.05
2026-01-08T04:23:00Z,88.00,13.27
2026-01-08T04:24:00Z,86.27,14.25
2026-01-08T04:25:00Z,86.27,14.00
2026-01-08T04:26:00Z,90.00,13.00
2026-01-08T04:27:00Z,90.00,10.17
2026-01-08T04:28:00Z,90.00,8.00
2026-01-08T04:29:00Z,91.00,10.00
2026-01-08T04:30:00Z,91.00,8.69
2026-01-08T04:31:00Z,91.00,9.60
2026-01-08T04:32:00Z,90.82,10.00
2026-01-08T04:33:00Z,91.00,10.31
2026-01-08T04:34:00Z,90.00,10.59
2026-01-08T04:35:00Z,90.00,11.45
2026-01-08T04:36:00Z,91.00,10.64
2026-01-08T04:37:00Z,92.00,10.00
2026-01-08T04:38:00Z,90.00,8.95
2026-01-08T04:39:00Z,90.00,9.26
2026-01-08T04:40:00Z,90.31,10.92
2026-01-08T04:41:00Z,89.00,12.00
2026-01-08T04:42:00Z,89.00,13.00
2026-01-08T04:43:00Z,89.00,12.00
2026-01-08T04:44:00Z,89.63,12.25
2026-01-08T04:45:00Z,87.99,16.26
2026-01-08T04:46:00Z,87.99,13.03
2026-01-08T04:47:00Z,90.00,13.00
2026-01-08T04:48:00Z,88.00,15.00
2026-01-08T04:49:00Z,87.00,15.00
2026-01-08T04:50:00Z,87.00,15.04
2026-01-08T04:51:00Z,88.00,15.04
2026-01-08T04:52:00Z,88.00,14.23
2026-01-08T04:53:00Z,88.00,14.00
2026-01-08T04:54:00Z,86.30,14.58
2026-01-08T04:55:00Z,86.88,17.57
2026-01-08T04:56:00Z,84.95,18.00
2026-01-08T04:57:00Z,82.00,18.00
2026-01-08T04:58:00Z,84.00,18.00
2026-01-08T04:59:00Z,85.18,16.56
2026-01-08T05:00:00Z,86.00,13.92
2026-01-08T05:01:00Z,87.00,15.01
2026-01-08T05:02:00Z,91.06,9.79
2026-01-08T05:03:00Z,96.70,3.44
2026-01-08T05:04:00Z,96.70,2.31
2026-01-08T05:05:00Z,96.11,3.39
2026-01-08T05:06:00Z,97.06,2.97
2026-01-08T05:07:00Z,99.00,1.14
2026-01-08T05:08:00Z,99.00,3.00
2026-01-08T05:09:00Z,99.00,3.00
2026-01-08T05:10:00Z,99.00,3.00
2026-01-08T05:11:00Z,97.00,3.00
2026-01-08T05:12:00Z,97.00,1.00
2026-01-08T05:13:00Z,97.00,1.33
2026-01-08T05:14:00Z,97.84,1.00
2026-01-08T05:15:00Z,98.96,1.20
2026-01-08T05:16:00Z,98.96,1.00
