# event_ticker=KXATPCHALLENGERMATCH-26MAY14TORTOB
# final_score=6-7(4) 6-4 6-1
# score_resolution=7-6 4-6 1-6
# match_winner=Juan Bautista Torres
# fav_player=Miguel Tobon
# dog_player=Juan Bautista Torres
# kalshi_date=2026-05-14
timestamp,Juan Bautista Torres,Miguel Tobon
2026-05-14T17:19:00Z,67.00,33.00
2026-05-14T17:20:00Z,69.14,32.49
2026-05-14T17:21:00Z,74.48,25.41
2026-05-14T17:22:00Z,70.00,31.73
2026-05-14T17:23:00Z,65.00,35.08
2026-05-14T17:25:00Z,66.00,35.00
2026-05-14T17:26:00Z,67.33,32.01
2026-05-14T17:27:00Z,67.22,35.87
2026-05-14T17:28:00Z,64.02,36.00
2026-05-14T17:29:00Z,66.00,37.00
2026-05-14T17:30:00Z,66.00,38.00
2026-05-14T17:31:00Z,60.98,43.51
2026-05-14T17:32:00Z,56.00,47.92
2026-05-14T17:33:00Z,63.36,40.00
2026-05-14T17:34:00Z,60.00,40.00
2026-05-14T17:35:00Z,60.91,44.00
2026-05-14T17:36:00Z,55.02,43.41
2026-05-14T17:37:00Z,57.86,42.48
2026-05-14T17:38:00Z,60.13,39.28
2026-05-14T17:39:00Z,63.80,38.39
2026-05-14T17:40:00Z,70.57,27.76
2026-05-14T17:41:00Z,76.00,23.48
2026-05-14T17:42:00Z,75.43,26.80
2026-05-14T17:43:00Z,66.79,30.97
2026-05-14T17:44:00Z,66.45,31.99
2026-05-14T17:45:00Z,74.34,26.31
2026-05-14T17:46:00Z,65.63,33.50
2026-05-14T17:47:00Z,59.83,42.67
2026-05-14T17:48:00Z,61.53,39.09
2026-05-14T17:49:00Z,67.16,34.56
2026-05-14T17:50:00Z,67.17,32.13
2026-05-14T17:51:00Z,71.33,27.59
2026-05-14T17:52:00Z,71.33,21.01
2026-05-14T17:53:00Z,76.30,22.92
2026-05-14T17:54:00Z,75.92,26.17
2026-05-14T17:55:00Z,79.04,21.91
2026-05-14T17:56:00Z,77.95,22.62
2026-05-14T17:57:00Z,71.59,32.51
2026-05-14T17:58:00Z,63.29,38.94
2026-05-14T17:59:00Z,58.29,43.38
2026-05-14T18:00:00Z,55.01,45.76
2026-05-14T18:01:00Z,55.00,47.41
2026-05-14T18:02:00Z,51.55,49.04
2026-05-14T18:03:00Z,55.38,45.19
2026-05-14T18:04:00Z,48.97,51.02
2026-05-14T18:05:00Z,48.93,51.27
2026-05-14T18:06:00Z,55.13,45.60
2026-05-14T18:07:00Z,45.07,61.19
2026-05-14T18:08:00Z,45.50,50.21
2026-05-14T18:09:00Z,60.56,38.74
2026-05-14T18:10:00Z,64.61,33.22
2026-05-14T18:11:00Z,71.18,26.00
2026-05-14T18:12:00Z,72.98,29.26
2026-05-14T18:13:00Z,64.35,36.60
2026-05-14T18:14:00Z,67.17,33.18
2026-05-14T18:15:00Z,56.02,42.93
2026-05-14T18:16:00Z,42.22,58.84
2026-05-14T18:17:00Z,41.27,60.15
2026-05-14T18:18:00Z,41.01,59.98
2026-05-14T18:19:00Z,41.38,59.28
2026-05-14T18:20:00Z,43.34,59.13
2026-05-14T18:21:00Z,39.61,65.65
2026-05-14T18:22:00Z,39.07,60.23
2026-05-14T18:23:00Z,40.27,60.98
2026-05-14T18:24:00Z,40.85,61.91
2026-05-14T18:25:00Z,42.34,61.96
2026-05-14T18:26:00Z,46.80,56.37
2026-05-14T18:27:00Z,44.91,57.65
2026-05-14T18:28:00Z,47.15,52.59
2026-05-14T18:29:00Z,58.13,46.36
2026-05-14T18:30:00Z,57.62,41.06
2026-05-14T18:31:00Z,57.29,44.13
2026-05-14T18:32:00Z,58.18,45.23
2026-05-14T18:33:00Z,61.31,39.80
2026-05-14T18:34:00Z,63.00,37.93
2026-05-14T18:35:00Z,60.52,38.64
2026-05-14T18:36:00Z,60.49,40.00
2026-05-14T18:37:00Z,60.12,41.26
2026-05-14T18:38:00Z,62.89,38.57
2026-05-14T18:39:00Z,63.94,37.33
2026-05-14T18:40:00Z,62.00,38.97
2026-05-14T18:41:00Z,62.88,39.00
2026-05-14T18:42:00Z,65.06,37.15
2026-05-14T18:43:00Z,64.10,37.15
2026-05-14T18:44:00Z,60.93,39.76
2026-05-14T18:45:00Z,53.65,44.43
2026-05-14T18:46:00Z,49.33,53.60
2026-05-14T18:47:00Z,45.62,55.78
2026-05-14T18:48:00Z,41.07,59.68
2026-05-14T18:49:00Z,42.91,57.64
2026-05-14T18:50:00Z,36.92,63.70
2026-05-14T18:51:00Z,31.09,68.17
2026-05-14T18:52:00Z,30.60,69.31
2026-05-14T18:53:00Z,37.53,61.88
2026-05-14T18:54:00Z,29.96,71.07
2026-05-14T18:55:00Z,24.86,72.19
2026-05-14T18:56:00Z,33.74,69.26
2026-05-14T18:57:00Z,43.69,58.47
2026-05-14T18:58:00Z,44.71,56.83
2026-05-14T18:59:00Z,43.46,54.18
2026-05-14T19:00:00Z,46.30,54.39
2026-05-14T19:01:00Z,47.75,50.97
2026-05-14T19:02:00Z,45.69,54.46
2026-05-14T19:03:00Z,64.27,38.80
2026-05-14T19:04:00Z,65.61,34.12
2026-05-14T19:05:00Z,64.62,36.00
2026-05-14T19:06:00Z,65.64,37.00
2026-05-14T19:07:00Z,65.99,36.00
2026-05-14T19:08:00Z,64.79,36.58
2026-05-14T19:09:00Z,67.66,33.45
2026-05-14T19:10:00Z,70.28,28.29
2026-05-14T19:11:00Z,72.24,30.50
2026-05-14T19:12:00Z,66.36,32.43
2026-05-14T19:13:00Z,73.69,21.15
2026-05-14T19:14:00Z,87.22,14.07
2026-05-14T19:15:00Z,86.91,14.38
2026-05-14T19:16:00Z,89.06,10.62
2026-05-14T19:17:00Z,91.30,9.31
2026-05-14T19:18:00Z,90.72,8.84
2026-05-14T19:19:00Z,90.65,9.26
2026-05-14T19:20:00Z,90.25,10.27
2026-05-14T19:21:00Z,90.81,9.09
2026-05-14T19:22:00Z,91.11,8.97
2026-05-14T19:23:00Z,94.06,8.69
2026-05-14T19:24:00Z,93.70,6.16
2026-05-14T19:25:00Z,91.45,10.62
2026-05-14T19:26:00Z,89.87,13.59
2026-05-14T19:27:00Z,85.67,16.37
2026-05-14T19:28:00Z,86.43,13.20
2026-05-14T19:29:00Z,92.60,8.66
2026-05-14T19:30:00Z,94.41,5.95
2026-05-14T19:31:00Z,96.74,2.79
2026-05-14T19:32:00Z,98.62,1.13
2026-05-14T19:33:00Z,98.07,2.35
2026-05-14T19:34:00Z,97.63,3.23
2026-05-14T19:35:00Z,98.29,2.45
2026-05-14T19:36:00Z,97.82,1.71
2026-05-14T19:37:00Z,98.65,1.28
2026-05-14T19:38:00Z,99.00,1.00
2026-05-14T19:39:00Z,99.00,1.00
2026-05-14T19:40:00Z,99.00,1.00
2026-05-14T19:41:00Z,99.00,1.00
2026-05-14T19:42:00Z,99.00,1.00
